Gene = GPR141
index = 614
Annotated 5SS: [   32  1427 46166]
Annotated 3SS: [ 1306 46042 56506]
SMsplice 5SS: [   32  1427  1712 14332 40765 46166]
SMsplice 3SS: [ 1306  1587 14211 40674 46042 57120]
top_k =  1000
Partition function (log Z): -27.435073891220313

Sorted 5' Splice Sites (High to Low Probability):
Position 32: 0.9758471019780256
Position 1712: 0.9498815073038447
Position 1427: 0.74044097048624
Position 6789: 0.453851730448888
Position 7832: 0.21691871872641424
Position 7340: 0.1642131461349241
Position 555: 0.14660243216430263
Position 2269: 0.10903500628197589
Position 9706: 0.08563725382819594
Position 6429: 0.07232903464187895
Position 2046: 0.06723328780567908
Position 4795: 0.028047410638976197
Position 5617: 0.026066398369312804
Position 1025: 0.01798996691345293
Position 491: 0.017457931076553183
Position 7823: 0.01579988206486466
Position 9763: 0.01516873949959195
Position 5214: 0.015070781554241967
Position 2773: 0.014967690904209843
Position 1169: 0.01294178257719393
Position 1788: 0.010856363744083714
Position 9557: 0.008747814702842034
Position 4887: 0.0061879135326499074
Position 252: 0.004511548887487079
Position 914: 0.0043431242307944784
Position 503: 0.004303361555764112
Position 7335: 0.004041366001438833
Position 51: 0.003913152872754036
Position 769: 0.0031657063814115043
Position 5643: 0.003121851599818377
Position 7571: 0.003077284155545963
Position 4779: 0.0030333387785611197
Position 6602: 0.0028309163848314264
Position 1457: 0.0028120690746864744
Position 526: 0.0021485551329195897
Position 1055: 0.002037690837905218
Position 1139: 0.001611465985542254
Position 994: 0.0013992191638716055
Position 5380: 0.0012678350165460106
Position 1431: 0.0011358776945349308
Position 1433: 0.0011343347177391369
Position 1192: 0.0010550129044238016
Position 232: 0.0010530994431183327
Position 2271: 0.0008835501909676026
Position 5515: 0.0008827857308342972
Position 773: 0.0008573435201819592
Position 1028: 0.0008118748433449922
Position 964: 0.0007570563776593619
Position 2882: 0.0007472284963939635
Position 3777: 0.0006972882593595782
Position 714: 0.0005324406333888699
Position 5489: 0.0005175222910181423
Position 5927: 0.0004896175470981275
Position 587: 0.00046067968253804683
Position 544: 0.0003463204450663333
Position 1463: 0.00033641339029358107
Position 1969: 0.0002215756830965524
Position 1461: 0.00017855781647244673
Position 7585: 0.0001660523756656713
Position 674: 0.00016100820501227232
Position 1465: 0.00013934865210945638
Position 1382: 0.0001251800053789662
Position 1670: 0.0001227847348969349
