Gene = DAG1
index = 425
Annotated 5SS: [  353 42117]
Annotated 3SS: [41715 62093]
SMsplice 5SS: [  640 42117 55381 62307]
SMsplice 3SS: [42021 55140 62093 65971]
top_k =  1000
Partition function (log Z): -37.57788683100985

Sorted 5' Splice Sites (High to Low Probability):
Position 640: 0.6176387235296187
Position 353: 0.4825957018402689
Position 1731: 0.3632870561660847
Position 8203: 0.35420235942253236
Position 8198: 0.14590846503617766
Position 809: 0.054244673663556904
Position 1005: 0.035099641043574624
Position 1274: 0.03414568571024355
Position 8208: 0.022371735568946397
Position 2371: 0.01565360077200335
Position 312: 0.015137128179359168
Position 112: 0.014147317168425351
Position 2039: 0.012873327938145255
Position 646: 0.010014558039054433
Position 3344: 0.009830569684621836
Position 899: 0.009453006349969652
Position 2187: 0.006701723018816288
Position 7144: 0.005815439009147009
Position 587: 0.0033459366652388548
Position 4046: 0.002781957504378356
Position 8019: 0.0025395823639557933
Position 6845: 0.002431273604799603
Position 2347: 0.0022497168270163605
Position 151: 0.001995485026035735
Position 1572: 0.0013993553959266857
Position 1871: 0.0012160328604654852
Position 333: 0.0011384387238085722
Position 70: 0.0009503396940388216
Position 656: 0.0008554891757242954
Position 114: 0.0005029898957362444
Position 697: 0.00044495500973894226
Position 9954: 0.00041511046087107275
Position 618: 0.00036726013186928486
Position 830: 0.0003635018101393241
Position 1276: 0.00010850529811721279
Position 303: 9.047612460145091e-05
Position 683: 3.2609016675397085e-05
Position 131: 1.6070885747011632e-05
Position 173: 1.3497727764411561e-05
Position 662: 1.1887745901843046e-05
Position 97: 9.818058095354204e-06
Position 196: 5.9541041978290066e-06
Position 667: 5.777697257997565e-06
Position 2165: 5.292299401829273e-06
Position 40: 5.1918738947977184e-06
Position 508: 5.171770878642134e-06
Position 1829: 4.068939095766654e-06
Position 2079: 3.988435134723304e-06
Position 860: 3.783555742085811e-06
Position 2013: 3.5447515352890767e-06
Position 992: 3.0682889007110053e-06
Position 15: 3.0339142434333573e-06
Position 297: 2.827811806403957e-06
Position 650: 2.6767276827339167e-06
Position 936: 2.652517104004043e-06
Position 589: 2.14098699956225e-06
Position 482: 2.085830291120416e-06
Position 36: 1.6339698267148028e-06
Position 499: 1.5958983825176895e-06
