Gene = COX17
index = 399
Annotated 5SS: [ 200 2259]
Annotated 3SS: [2169 7737]
SMsplice 5SS: [ 673 2259]
SMsplice 3SS: [2169 2614]
top_k =  1000
Partition function (log Z): -10.547311961864771

Sorted 5' Splice Sites (High to Low Probability):
Position 2259: 0.7897455226971515
Position 673: 0.658104049005449
Position 2039: 0.2615852058727856
Position 200: 0.26144042718153604
Position 1155: 0.19226398437787806
Position 261: 0.1656075362192717
Position 7841: 0.13318052617510617
Position 2731: 0.10857396542728992
Position 3911: 0.057415924424114806
Position 1219: 0.038032968149234875
Position 721: 0.03487622506352579
Position 2332: 0.031992551503095046
Position 2691: 0.029158056208669486
Position 1179: 0.028352566403960836
Position 1110: 0.024819738943331997
Position 3922: 0.022286810651252546
Position 542: 0.020828589001770894
Position 581: 0.018640201948446657
Position 204: 0.016235639512679652
Position 100: 0.014898788551749326
Position 861: 0.011256542945722897
Position 3614: 0.008364244573067437
Position 713: 0.008286812874493838
Position 433: 0.006656760500311685
Position 3260: 0.004763137814322048
Position 1529: 0.004463126673796015
Position 7825: 0.003793375982987406
Position 967: 0.003307317172091399
Position 7852: 0.0030724223238512752
Position 551: 0.0028522449558260913
Position 1039: 0.002514581378083262
Position 3476: 0.0022604873008604575
Position 1149: 0.0021371845344734584
Position 5353: 0.002019106566020968
Position 2869: 0.0012683211472655448
Position 670: 0.00110365117014874
Position 634: 0.000964081459849008
Position 3865: 0.0009283099646119301
Position 1314: 0.0007474267568500962
Position 3541: 0.0006858098880633648
Position 564: 0.0006852514674158257
Position 1060: 0.0006728404707053699
Position 251: 0.0006262014767957474
Position 6555: 0.000521753518065436
Position 437: 0.00028616026551247505
Position 2344: 0.00022615003666924053
Position 1012: 0.0001960845645750447
Position 1742: 0.00018469853477491008
Position 61: 0.00017898148558667315
Position 450: 0.00017639016551674688
Position 13: 0.0001380018131395739
Position 2278: 0.00013687385881131677
Position 757: 9.571694593679347e-05
Position 2497: 7.070687610536089e-05
Position 105: 6.210864716382562e-05
Position 546: 5.5067391484556456e-05
Position 661: 5.361495707623988e-05
Position 825: 4.848617555362836e-05
