Gene = EFCC1
index = 487
Annotated 5SS: [  696  2449 29232 31338 32701 35489 37272]
Annotated 3SS: [ 2164 29073 31192 32534 35347 37201 38082]
SMsplice 5SS: [  301  2449 29232 31338 32701 35489 37272 37987]
SMsplice 3SS: [ 2164 29073 31189 32534 35347 37201 37824 38082]
top_k =  1000
Partition function (log Z): -16.935387383990573

Sorted 5' Splice Sites (High to Low Probability):
Position 2449: 0.8930387192747019
Position 14627: 0.7906656545565566
Position 301: 0.4693696894136734
Position 696: 0.4238214444508949
Position 10624: 0.3075415273285602
Position 10507: 0.29387172870426737
Position 5979: 0.2106209939599362
Position 11522: 0.19435682297771673
Position 13084: 0.1764507861410392
Position 14291: 0.17251544365961663
Position 3261: 0.15931008024292787
Position 11578: 0.10960253612321007
Position 10598: 0.10369218106416375
Position 183: 0.07899380642316567
Position 2309: 0.058595389522980414
Position 4651: 0.049090273113483206
Position 14584: 0.04757888690303247
Position 11096: 0.04626155085423192
Position 1317: 0.04563193532097776
Position 12068: 0.04014074476068739
Position 5342: 0.03963895330393247
Position 589: 0.03950262599550498
Position 4850: 0.03561485556753718
Position 7695: 0.03277497736649844
Position 3566: 0.032154277132328095
Position 2228: 0.031224198738252704
Position 2393: 0.02983191102901094
Position 14295: 0.02872712536054488
Position 723: 0.027372506373889282
Position 1689: 0.024248123641264503
Position 1866: 0.02173431607364734
Position 8272: 0.01895838935182248
Position 1526: 0.0165423143726657
Position 13809: 0.01642264429648202
Position 8192: 0.01570063179633855
Position 9365: 0.014740831008872756
Position 6902: 0.013687787476461481
Position 1212: 0.010827503677759353
Position 4655: 0.009398676946849061
Position 12819: 0.008530476138128146
Position 49: 0.007533508203199685
Position 2414: 0.0074183519288249945
Position 3129: 0.006872023302847109
Position 2071: 0.006798399338697451
Position 3170: 0.005865050489957694
Position 9: 0.00517760900194408
Position 7154: 0.004037665032744833
Position 7024: 0.003923534589708697
Position 1601: 0.0034193724516356607
Position 1870: 0.003096898158190095
Position 11132: 0.0027745896181688504
Position 8411: 0.0027083957167279927
Position 6536: 0.0025467451564494975
Position 5110: 0.0024818821108849557
Position 3229: 0.002127143707365714
Position 2339: 0.002076649297038768
Position 7484: 0.0018933571170278796
Position 8487: 0.0017175684446353121
Position 147: 0.0013896860237529493
Position 144: 0.0010544756830793193
Position 170: 0.0010472315983382798
Position 4114: 0.0005714130226849382
Position 1143: 0.0004432594736214074
Position 1412: 0.0004372751652638189
Position 1660: 0.00042991969310431343
Position 321: 0.00037846780279157346
Position 252: 0.0003642137578351896
Position 1078: 0.0003510417143696489
Position 1014: 0.00027295102174179154
Position 1540: 0.0002480502510507568
Position 4437: 0.00023720581176569014
Position 1844: 0.0001800776653003798
Position 635: 0.0001777696808031579
Position 580: 0.00015868243138225115
Position 3608: 0.00013687994267227194
Position 3381: 9.559184357852848e-05
Position 466: 9.165892820482909e-05
Position 3081: 8.117036316735041e-05
Position 217: 7.210182267540868e-05
Position 2514: 7.186706058115115e-05
Position 4427: 6.964334972937398e-05
Position 670: 6.786601238098384e-05
Position 720: 6.574576869356575e-05
Position 4747: 5.83144189920845e-05
Position 3133: 4.683439995273986e-05
Position 3364: 4.52541378497185e-05
Position 3990: 4.2824472331352546e-05
Position 1267: 4.0286092623297046e-05
Position 1753: 3.8772594005348057e-05
Position 4965: 3.8341039197593004e-05
Position 5228: 3.1938832301326266e-05
Position 3721: 3.064433219550803e-05
Position 639: 2.677550380782663e-05
Position 532: 2.3430687630273052e-05
Position 2363: 2.3330614386076413e-05
Position 1908: 2.2794494320263046e-05
Position 2165: 2.265463809943662e-05
Position 3558: 2.0247170550237013e-05
Position 1936: 2.0080927946745185e-05
Position 1717: 1.8981824656246244e-05
Position 56: 1.7304743147447773e-05
Position 3392: 1.700426077560889e-05
Position 4689: 1.554576099068041e-05
Position 4027: 1.4629152882268899e-05
Position 3897: 1.3961091658876965e-05
Position 2342: 1.3308273980993114e-05
Position 3124: 1.2554351137964271e-05
Position 784: 1.0961587376423652e-05
Position 2104: 1.0851447069925322e-05
Position 1636: 8.444951341153042e-06
Position 3889: 8.339660745674127e-06
Position 1228: 6.5899766059355735e-06
Position 3267: 6.4592608113686495e-06
Position 347: 6.1877197050689306e-06
Position 2592: 2.6986220993738826e-06
Position 2992: 2.333810570431416e-06
Position 3043: 1.2364474926291757e-06
Position 1093: 3.191527503505972e-07
Position 1095: 2.554182704937627e-07
Position 83: 6.538858844202865e-08
Position 2241: 6.056750446090169e-08
Position 431: 4.641344154269753e-08
Position 448: 3.807399212853298e-08
Position 129: 2.6698529018791408e-08
Position 878: 9.329300662134315e-11
Position 1008: 3.087534145015099e-11
Position 1017: 2.714972185309057e-11
Position 597: 1.8696541622737393e-11
Position 857: 5.64278999939184e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2164: 0.9988877438689067
Position 14542: 0.827284519264413
Position 10388: 0.7232865422103082
Position 11325: 0.27746001636079637
Position 26476: 0.24746322030304094
Position 24218: 0.23333173619175207
Position 14221: 0.22788635291763412
Position 12945: 0.1814279028018445
Position 3157: 0.15633219584735378
Position 5796: 0.1536618306412614
Position 24239: 0.08873058096472597
Position 4574: 0.07696667391651169
Position 499: 0.07371453485948026
Position 15398: 0.06413041377538381
Position 21075: 0.05516331836454177
Position 14456: 0.048773541084822764
Position 11867: 0.04418918176824701
Position 10908: 0.04255012242353847
Position 17328: 0.038367244337997986
Position 8105: 0.03386555608306129
Position 7580: 0.033464470883603686
Position 11384: 0.027625491920206538
Position 13556: 0.025397547722333245
Position 15995: 0.02296663190352317
Position 17107: 0.02266052326585301
Position 5627: 0.021196116260911457
Position 18184: 0.020135982886455316
Position 3484: 0.01873656709319187
Position 17638: 0.018712783990372444
Position 5154: 0.016907401271988948
Position 1122: 0.01685827450729977
Position 20594: 0.016585279150765443
Position 5807: 0.016570110033130074
Position 1171: 0.015416171159078602
Position 9180: 0.01500270010753591
Position 12729: 0.013199993562233581
Position 5220: 0.012391774703112701
Position 1699: 0.012336158509338363
Position 1205: 0.012030301140109313
Position 1066: 0.009608027915217449
Position 2302: 0.009087713839787981
Position 5910: 0.008805899814182448
Position 2978: 0.008770142957377451
Position 5252: 0.008285433961456335
Position 4714: 0.00799444414226544
Position 2407: 0.0076302729346527445
Position 6827: 0.0072719992724555515
Position 15521: 0.00722253404954742
Position 20771: 0.007176351305721648
Position 6793: 0.007151256860917965
Position 577: 0.007116191237043879
Position 11510: 0.0070899609714640925
Position 1409: 0.007082062152052867
Position 1538: 0.006463461325469606
Position 10771: 0.005861405265034008
Position 14953: 0.0053645478584719315
Position 3068: 0.005138816523481006
Position 2018: 0.005100335790524828
Position 16598: 0.0042428485163887855
Position 1491: 0.00413976783437504
Position 3425: 0.004086577620621721
Position 7255: 0.004020882598854124
Position 2916: 0.003952431538646636
Position 15775: 0.0038637554300927886
Position 10703: 0.0037911316692354536
Position 4782: 0.003199185049574967
Position 5683: 0.0031264624081322116
Position 5830: 0.003115830838767095
Position 4710: 0.0029456366390407146
Position 431: 0.0029372608640428066
Position 2338: 0.0027426677105951204
Position 6715: 0.00264037803796282
Position 10546: 0.002560782384377171
Position 10836: 0.002473100071380881
Position 4600: 0.0024594716108138365
Position 7070: 0.0024493369431102504
Position 5271: 0.0024038715541041867
Position 3108: 0.002390811896238352
Position 16046: 0.0023628801897200595
Position 6939: 0.0022887901297152934
Position 11981: 0.0022368270343447903
Position 1799: 0.0019860453982155114
Position 8386: 0.0019508327026056783
Position 2392: 0.0019409529700060166
Position 8323: 0.001878142253143056
Position 3291: 0.001811867576513729
Position 1824: 0.001775995329763431
Position 1560: 0.0017187651055477417
Position 4732: 0.0016388731597438326
Position 5771: 0.0015309731388282331
Position 13658: 0.0014812515051831018
Position 15419: 0.00143780606152705
Position 3384: 0.0013677471316967504
Position 1444: 0.001273841935402877
Position 6253: 0.001262447595473983
Position 1601: 0.0012470323748752339
Position 11724: 0.0012373294438395572
Position 3496: 0.0012288638347191262
Position 5940: 0.0011697637699560036
Position 6396: 0.0011262667304686178
Position 9972: 0.001110550720439328
Position 5881: 0.001048520732757741
Position 8271: 0.0010401404998253596
Position 665: 0.0010375770828939233
Position 5746: 0.0009649230572047718
Position 1688: 0.0009405990693473856
Position 4964: 0.0008774457112935183
Position 14712: 0.0008524161043855351
Position 1544: 0.0008247605187025651
Position 4950: 0.0008180614632481931
Position 6740: 0.0007889829299114858
Position 3551: 0.0007723109498922171
Position 2352: 0.0007585792491560528
Position 1994: 0.0007396442040976045
Position 1753: 0.0007062267695330084
Position 2329: 0.0006891295286992121
Position 3319: 0.0006829433976793931
Position 2308: 0.0006748174675178996
Position 1146: 0.0006418813042910193
Position 8124: 0.0005570400156881225
Position 8080: 0.0005279426258060554
Position 4991: 0.0005196107671561366
Position 3856: 0.0005070693822298658
Position 3193: 0.0005058306687117914
Position 5553: 0.0005051483862393442
Position 996: 0.0004979190823790533
Position 83: 0.0004470062055624487
Position 6360: 0.0004341012569679379
Position 1556: 0.0004202564232489732
Position 5749: 0.0004166950389751154
Position 6226: 0.00039791063054610303
Position 4455: 0.00039578605194937364
Position 4462: 0.0003942901922776905
Position 1746: 0.0003876898455713821
Position 1844: 0.00037026333753618657
Position 3523: 0.00033462395447522394
Position 3169: 0.00033105975929581104
Position 878: 0.00032625709641564217
Position 1496: 0.0003223810521613557
Position 369: 0.0003168087028820183
Position 3128: 0.00030596853830519344
Position 3116: 0.0002950629729705127
Position 10597: 0.0002685380078285283
Position 1248: 0.00026265401546645437
Position 1379: 0.00026121013201735625
Position 2038: 0.00023608327134319365
Position 2326: 0.00020987475271275644
Position 4211: 0.00020491773413605245
Position 2596: 0.00020319015773846816
Position 1368: 0.00020266754127252654
Position 407: 0.0001972501844866909
Position 7223: 0.0001933785110440331
Position 2035: 0.00016797915289975778
Position 1986: 0.00014720711585639105
Position 518: 0.0001420741146483108
Position 1391: 0.00013372286803289648
Position 8634: 0.0001303799074568134
Position 5978: 0.00012636187493377372
Position 2552: 8.799324834533596e-05
Position 1760: 7.9317502345735e-05
Position 1222: 7.816516570267144e-05
Position 1176: 7.680081067585263e-05
Position 5268: 7.549771749296307e-05
Position 1454: 7.535643992808451e-05
Position 4338: 7.351853506812023e-05
Position 6512: 6.821065884203696e-05
Position 1396: 6.686501217207573e-05
Position 1041: 6.665343172580338e-05
Position 3036: 6.489549058228242e-05
Position 2920: 6.366689104098893e-05
Position 6650: 6.08705610022818e-05
Position 4922: 5.913252214954431e-05
Position 1083: 5.781005787626338e-05
Position 3228: 5.447766346091254e-05
Position 1671: 5.2121039656717354e-05
Position 4871: 5.064767941599164e-05
Position 4020: 4.914731677580032e-05
Position 4325: 4.9102071933281094e-05
Position 4335: 4.544673507170276e-05
Position 1847: 4.515372598355364e-05
Position 503: 4.2420473692064e-05
Position 512: 3.971720291454669e-05
Position 1717: 3.778605705299993e-05
Position 1207: 3.524271031044114e-05
Position 3202: 3.46741315661622e-05
Position 3528: 3.4059167112683745e-05
Position 3244: 3.38561746198651e-05
Position 6183: 3.383033680464536e-05
Position 1283: 3.371136342139813e-05
Position 3814: 3.271497939597872e-05
Position 2377: 3.055092539517056e-05
Position 3256: 3.0227860258316917e-05
Position 4868: 2.8406022909009178e-05
Position 416: 2.7110519744967967e-05
Position 4026: 2.6552752872545396e-05
Position 1506: 2.4677669269747303e-05
Position 1154: 2.4215755460642544e-05
Position 5005: 2.2909005179285424e-05
Position 3399: 2.2123513803535625e-05
Position 8336: 2.1334983694973903e-05
Position 6212: 2.1166773286527825e-05
Position 611: 2.0343359966615257e-05
Position 179: 1.9755821044125062e-05
Position 3395: 1.8903553538276835e-05
Position 3882: 1.8681597970053088e-05
Position 1325: 1.8318539015999606e-05
Position 1303: 1.8213786699058656e-05
Position 1306: 1.797354362953554e-05
Position 6159: 1.7817216612249282e-05
Position 1017: 1.6456114385260872e-05
Position 3503: 1.6032180097608263e-05
Position 2612: 1.5600727860077436e-05
Position 1199: 1.5494258486765132e-05
Position 4022: 1.540532538759675e-05
Position 687: 1.5011550928401263e-05
Position 670: 1.4244041404911388e-05
Position 170: 1.3830941655944214e-05
Position 5397: 1.3748400311027109e-05
Position 6474: 1.3409195156669101e-05
Position 7409: 1.3049562155048462e-05
Position 617: 1.239827324055278e-05
Position 593: 1.2052849481132984e-05
Position 6277: 9.278038967545878e-06
Position 2245: 9.22346254518586e-06
Position 3565: 8.631381698148041e-06
Position 1513: 8.6258349106755e-06
Position 614: 7.929591456050751e-06
Position 836: 7.911439865240756e-06
Position 3862: 7.847182366020984e-06
Position 3673: 6.557967270187852e-06
Position 381: 6.554558291436786e-06
Position 3043: 5.889351867503993e-06
Position 383: 5.696448748290432e-06
Position 4506: 5.016218966020524e-06
Position 4515: 4.690244507358693e-06
Position 2272: 4.532653687228898e-06
Position 3207: 3.9147659255533295e-06
Position 3638: 3.75766302362396e-06
Position 4849: 3.107008031244195e-06
Position 3708: 2.4969698930821575e-06
Position 2985: 2.40237366335405e-06
Position 4056: 2.325912902339565e-06
Position 3162: 2.1346177427491223e-06
Position 3923: 2.091157702754232e-06
Position 3858: 1.962512049232763e-06
Position 3548: 1.4377956767284507e-06
Position 3586: 1.3430529959798996e-06
Position 3641: 1.333213653947281e-06
Position 3909: 1.2708431115926168e-06
Position 2076: 1.2614053060857374e-06
Position 4096: 1.2286131244628895e-06
Position 2251: 1.182522571688312e-06
Position 2221: 6.37998952084946e-07
Position 2185: 4.5958314877518113e-07
Position 1267: 2.440647879150915e-07
Position 293: 2.084284731142477e-07
Position 2428: 1.6928277323757704e-07
Position 622: 1.6031956127129043e-07
Position 695: 1.5080026894178393e-07
Position 1086: 1.025178445189033e-07
Position 1077: 9.064015307159003e-08
Position 644: 9.003159684275114e-08
Position 667: 7.760699894247545e-08
Position 1416: 4.967813700220186e-08
Position 272: 4.923485551705943e-08
Position 714: 4.409791799680167e-08
Position 300: 4.042842102783037e-08
Position 1339: 3.9094639699385146e-08
Position 1090: 3.775251638963623e-08
Position 1421: 3.614557869359524e-08
Position 140: 3.2804140901990614e-08
Position 1432: 3.2229587917810467e-08
Position 297: 2.9669119670203772e-08
Position 134: 2.514634506311386e-08
Position 347: 2.4721605408930395e-08
Position 625: 2.457887913305831e-08
Position 240: 1.8508788402029368e-08
Position 1212: 1.8382447126439158e-08
Position 316: 1.4253936714998481e-08
Position 777: 1.222460343480051e-08
Position 182: 6.80743693209356e-09
Position 318: 4.101230816488415e-09
Position 94: 2.845940696422388e-09
Position 2448: 2.7471260349177497e-09
Position 3889: 2.742999848879538e-09
Position 3893: 2.4683237783041175e-09
Position 3824: 2.3892723987206224e-09
Position 718: 2.3572763541937176e-09
Position 2179: 2.3268301900541883e-09
Position 784: 4.6332729948678634e-10
Position 2478: 4.4411131290584716e-10
Position 1103: 4.068040935848026e-11
Position 635: 1.6463197629146214e-11
Position 782: 8.532912221735494e-18
