Gene = NCDN
index = 917
Annotated 5SS: [  92  432 1456 3503 4842 5635 6118]
Annotated 3SS: [ 363 1314 2533 4599 5409 5974 7434]
SMsplice 5SS: [  92 1169 1456 4842 5089 5635 6118]
SMsplice 3SS: [1023 1314 4599 4999 5409 5974 8915]
top_k =  1000
Partition function (log Z): 5.5135382848275105

Sorted 5' Splice Sites (High to Low Probability):
Position 6118: 0.9765366363721981
Position 92: 0.9669219641272504
Position 1456: 0.820605164304758
Position 4842: 0.7866817039779278
Position 1169: 0.7159388279954843
Position 5635: 0.7143413872835058
Position 5089: 0.5454885271271184
Position 1092: 0.19009292361890667
Position 3503: 0.13072900659498293
Position 1482: 0.11182022836830052
Position 8209: 0.09586030963960235
Position 5136: 0.07600229534368029
Position 8128: 0.07230608637693768
Position 4215: 0.06982401120539983
Position 5653: 0.06842444781835509
Position 5816: 0.06480036062534462
Position 4780: 0.059027371461098
Position 1412: 0.043652000640324
Position 894: 0.03847755460326756
Position 4688: 0.03750478346289745
Position 5336: 0.03496555084012247
Position 432: 0.030478354124305548
Position 581: 0.02500772251086678
Position 6146: 0.01809140326116476
Position 4696: 0.01612079926761346
Position 2679: 0.013544472944098634
Position 1031: 0.013501330202850081
Position 5500: 0.013463250169154665
Position 4642: 0.012422893433841313
Position 6925: 0.011883219995463518
Position 3036: 0.011641377233856004
Position 6423: 0.011387064461936913
Position 5549: 0.011199007120746387
Position 8465: 0.009937737555360615
Position 4291: 0.009687727649395456
Position 1524: 0.008887478260782225
Position 3344: 0.007857249439323678
Position 4418: 0.006564224989681284
Position 4328: 0.006357409950422068
Position 3950: 0.005665796251126341
Position 8308: 0.00544173184035923
Position 7556: 0.004204013312441247
Position 2619: 0.004087276207758164
Position 6985: 0.004009132652755758
Position 735: 0.0035797614711556283
Position 8419: 0.0028127289352181803
Position 435: 0.002569037831396189
Position 4440: 0.002377941773767508
Position 1740: 0.0023773873494801136
Position 6332: 0.0022148067571312238
Position 4378: 0.002123205715061411
Position 8039: 0.0018513863360193046
Position 3301: 0.0018400325527466958
Position 1542: 0.0018396281172562005
Position 2957: 0.0017839720042766012
Position 4467: 0.0017453660381614433
Position 6702: 0.0015127411785927022
Position 6498: 0.001431843504057439
Position 6794: 0.0014019890165890777
Position 1520: 0.0013563543323364565
Position 1108: 0.001067203259783692
Position 5133: 0.0007609168980240699
Position 7150: 0.0007246014766274183
Position 2556: 0.0006408061992051281
Position 5285: 0.000632607928035434
Position 1068: 0.0006307536489579116
Position 3411: 0.0005919174276744377
Position 3443: 0.0005832865653623042
Position 8472: 0.0005599144542059104
Position 800: 0.0004677456248262377
Position 5299: 0.0004406125190378381
Position 7285: 0.0004142285715214434
Position 620: 0.0003912287794874359
Position 5612: 0.00028664340639361716
Position 5017: 0.00027815206812371857
Position 5741: 0.00027767960289564467
Position 401: 0.0002667247816173165
Position 5881: 0.00023108487640501887
Position 5609: 0.00023087376075527343
Position 22: 0.00021210046097756426
Position 7241: 0.00019817303464401173
Position 7859: 0.00019450528356199865
Position 409: 0.00019037621673549565
Position 769: 0.00016194299500741337
Position 6645: 0.00010221150386583064
Position 406: 0.00010045221820731529
Position 5127: 0.00010012297476828336
Position 1727: 9.62916228121409e-05
Position 3311: 9.102667629663637e-05
Position 3290: 9.070010855299074e-05
Position 387: 5.455387020757607e-05
Position 940: 4.6165619089232504e-05
Position 8160: 4.257812200153038e-05
Position 6960: 4.2015161740733427e-05
Position 1043: 3.975090431054028e-05
Position 2663: 3.929250433813798e-05
Position 219: 3.5407521803991666e-05
Position 7701: 3.521595542507896e-05
Position 740: 3.519863246242694e-05
Position 5515: 3.4002598156062324e-05
Position 2365: 3.12450475940181e-05
Position 2283: 2.9895446116382087e-05
Position 363: 2.9730319169720636e-05
Position 859: 2.6800386762939926e-05
Position 1173: 2.187525318819876e-05
Position 869: 1.8791324989978854e-05
Position 1218: 1.7664242569119385e-05
Position 226: 1.6999902123812217e-05
Position 3359: 1.612983226379527e-05
Position 365: 1.5773006770195972e-05
Position 914: 1.4891429766680682e-05
Position 1183: 1.4324740771943637e-05
Position 842: 1.1861676619939241e-05
Position 781: 1.0289080784154232e-05
Position 1856: 8.731130259447405e-06
Position 2073: 8.669888121690083e-06
Position 2239: 7.386949187419735e-06
Position 328: 5.05747006911457e-06
Position 1680: 4.821124995707234e-06
Position 975: 4.654510628503783e-06
Position 898: 3.8123851113436116e-06
Position 2735: 2.9183498446024726e-06
Position 1437: 2.7942640983630007e-06
Position 2134: 2.569311035703255e-06
Position 242: 1.7208290256254259e-06
Position 384: 1.5166067067849249e-06
Position 519: 1.4950337304315146e-06
Position 7277: 1.4477395508438238e-06
Position 2306: 1.3079044498469584e-06
Position 2066: 1.1331456945514641e-06
Position 1852: 7.436825897165847e-07
Position 2423: 7.383531078988391e-07
Position 8: 7.380806876452599e-07
Position 7156: 6.93156727221688e-07
Position 2058: 5.94843599725588e-07
Position 1499: 5.062603057034856e-07
Position 404: 4.964744541000363e-07
Position 317: 4.79716183820621e-07
Position 1496: 4.5629682378880017e-07
Position 1743: 3.5126061909229277e-07
Position 948: 3.3376728549752286e-07
Position 7263: 1.852708097205035e-07
Position 314: 1.80877223599225e-07
Position 6069: 1.7219229658909138e-07
Position 942: 1.7095730186681598e-07
Position 358: 1.637437951497013e-07
Position 844: 1.61824059089326e-07
Position 997: 1.442519011740313e-07
Position 2706: 1.3975323787236917e-07
Position 6251: 1.284466412926508e-07
Position 305: 3.49534654047563e-08
Position 1546: 1.0130336444317955e-08
Position 339: 8.302676351384402e-10
Position 289: 1.317980825629907e-10
Position 516: 8.865731325526761e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5974: 0.9973946257999963
Position 1023: 0.8906065515546134
Position 1314: 0.7586045815519085
Position 5409: 0.7119647937552713
Position 4599: 0.6641875941401632
Position 4999: 0.5463060029488785
Position 8915: 0.41153405285823147
Position 1284: 0.22807932298826697
Position 8064: 0.13596780158142838
Position 7434: 0.13262186867951348
Position 8307: 0.1181453397011464
Position 3418: 0.08198204989747286
Position 7968: 0.08006724725527628
Position 8193: 0.0650520574863344
Position 4030: 0.06195744090147726
Position 5036: 0.060705160425446464
Position 5562: 0.0579965860636648
Position 4779: 0.056616788542371316
Position 8558: 0.05330794379442406
Position 4674: 0.05204350857870521
Position 4813: 0.04507596193077651
Position 5512: 0.03810002462828242
Position 4692: 0.03529240315067285
Position 6701: 0.03140174957507435
Position 7607: 0.0299955210730849
Position 4581: 0.02619813192487081
Position 7676: 0.02388226145541775
Position 5215: 0.022362537258536763
Position 5016: 0.020376042331649045
Position 3261: 0.020283438747568303
Position 4734: 0.020173584300608734
Position 6312: 0.018242347496038085
Position 5745: 0.01772258719972649
Position 5515: 0.017695011866592544
Position 2533: 0.01646464260775685
Position 479: 0.01638959074050833
Position 4214: 0.014809454760064329
Position 7583: 0.013587827677432957
Position 5500: 0.012966193065074514
Position 8117: 0.011250303162089617
Position 8714: 0.011244868737208853
Position 363: 0.011134175125503392
Position 817: 0.011036325924864596
Position 4137: 0.01050957320370192
Position 798: 0.010009742466293005
Position 3208: 0.009761309977760256
Position 4272: 0.009101736015664818
Position 2908: 0.009087049196237618
Position 6589: 0.008628028103606095
Position 5447: 0.008455111566675291
Position 863: 0.007942502464772131
Position 3145: 0.007830847220147841
Position 482: 0.007397005568920687
Position 981: 0.007389236594266445
Position 557: 0.0071594500930151714
Position 1026: 0.006915602523446198
Position 3865: 0.006708378439715231
Position 7991: 0.006382007301333849
Position 4528: 0.006104565648444133
Position 5231: 0.005708477665752464
Position 8361: 0.005678447662298036
Position 7144: 0.005131298554060156
Position 3397: 0.004938485182149902
Position 1127: 0.00481960865966185
Position 3328: 0.004592511773228884
Position 8037: 0.004443413830513103
Position 6563: 0.004222212329903296
Position 5708: 0.0038898017317493296
Position 2941: 0.0037791626668667267
Position 6855: 0.003374532226424913
Position 8440: 0.00335616453677601
Position 7496: 0.0032963187555992636
Position 5330: 0.003250910762387421
Position 6834: 0.0031776600665352653
Position 576: 0.003101657098488233
Position 8561: 0.003093147522611741
Position 3385: 0.003089850392829109
Position 7362: 0.0029681498453613927
Position 1091: 0.0028483809624975515
Position 8783: 0.002769892249214549
Position 6360: 0.002432569065596295
Position 4671: 0.002195548670288105
Position 7473: 0.0021402627314547444
Position 6924: 0.0020306961019870466
Position 4513: 0.0018215802841465196
Position 8263: 0.0017959472467072215
Position 4695: 0.001776441902924224
Position 8009: 0.0017555408687500394
Position 2774: 0.0017351748862705738
Position 6779: 0.0016593308151492464
Position 1549: 0.001528599411728443
Position 2517: 0.0015057158507221396
Position 820: 0.0014377582915908861
Position 7745: 0.0013457046839149259
Position 6207: 0.0013217701179289137
Position 3331: 0.0012659853664240069
Position 7042: 0.001187940672773652
Position 8530: 0.001165130680281917
Position 6219: 0.00116025995431572
Position 6876: 0.0011207698744121713
Position 2760: 0.0010968015405071188
Position 5859: 0.0010862917441335225
Position 3215: 0.0009381955026830628
Position 4072: 0.0009369720465578886
Position 3171: 0.0009244620318276829
Position 662: 0.0008906456464289668
Position 4965: 0.0008765555841331244
Position 6348: 0.0008676327633857165
Position 6366: 0.0008162954162589038
Position 3439: 0.0008103358347358359
Position 6442: 0.0008008166743292671
Position 3175: 0.0007817087645447708
Position 6789: 0.0007744142725034886
Position 8080: 0.0006606345057974814
Position 1286: 0.0006570811223414165
Position 7090: 0.0006566853644370896
Position 3947: 0.0006172733507837032
Position 3311: 0.0006002747817098597
Position 6897: 0.0005809151556237038
Position 5770: 0.0005678956513421988
Position 6321: 0.0005635700761991419
Position 7442: 0.0005544660495486486
Position 6515: 0.0005422971919938393
Position 7721: 0.0005198291741411267
Position 5751: 0.0005046306734822933
Position 5934: 0.0004969881975495692
Position 6191: 0.0004933114853843262
Position 6392: 0.0004672604802406103
Position 6422: 0.0004610605770777779
Position 1365: 0.00044778245545160447
Position 3036: 0.00043642872220508706
Position 3190: 0.00040928352247105647
Position 5913: 0.00039768443410269507
Position 8403: 0.0003759573289968439
Position 5581: 0.0003694458837232594
Position 6792: 0.0003580552388336874
Position 6230: 0.00035296943520537577
Position 7314: 0.00034338227537719754
Position 6861: 0.000326884772372061
Position 5765: 0.00032003393467627437
Position 4933: 0.0002970770683115283
Position 1056: 0.00027557099474605397
Position 2986: 0.0002554236270171502
Position 749: 0.00025096675221130934
Position 3274: 0.00024852836095014117
Position 1136: 0.00024251531385959882
Position 5170: 0.0002379048076507571
Position 4547: 0.00022949925583653073
Position 1702: 0.00021462939638083986
Position 8935: 0.00020797509513837976
Position 1059: 0.00019589200720060464
Position 8390: 0.00018480879753705266
Position 1354: 0.00018289902263498269
Position 6343: 0.0001710711619529382
Position 6204: 0.000161842993989133
Position 4487: 0.00016065271612828626
Position 1578: 0.00014793535432383836
Position 7891: 0.00014283210885513928
Position 4551: 0.00014277075706368522
Position 5791: 0.00013822403832223172
Position 1621: 0.0001327077130875164
Position 2555: 0.0001310522368879216
Position 1555: 0.00012762147462059436
Position 4007: 0.00012733318788316447
Position 989: 0.00012683284536058292
Position 953: 0.00012674131203890696
Position 248: 0.0001246716591213424
Position 5045: 0.0001238041224298078
Position 2238: 0.00010550230939178068
Position 6620: 0.00010178979312978793
Position 1323: 9.87756360792796e-05
Position 7329: 9.814349498171051e-05
Position 7214: 9.391234312213028e-05
Position 431: 9.101156333982932e-05
Position 2735: 8.693476363332799e-05
Position 5175: 8.666929515856148e-05
Position 2846: 8.246365454366024e-05
Position 2706: 8.0275647583814e-05
Position 2386: 7.530568775379882e-05
Position 2564: 7.23952903565279e-05
Position 3908: 7.040434646239095e-05
Position 4439: 6.850081966118014e-05
Position 3049: 6.806383487882558e-05
Position 6027: 6.314094645215422e-05
Position 7941: 5.8667143093800764e-05
Position 2450: 5.322052951036967e-05
Position 1369: 4.522653381841231e-05
Position 1350: 4.476302515813085e-05
Position 7390: 3.6278355390677255e-05
Position 7527: 3.381007006814221e-05
Position 1006: 3.2480234259270484e-05
Position 1668: 3.058705523079208e-05
Position 6981: 2.8560294328210134e-05
Position 957: 2.7671470260206443e-05
Position 6234: 2.7446202330439405e-05
Position 760: 2.6028984025333546e-05
Position 6249: 2.4850796209471307e-05
Position 1106: 2.363736003214782e-05
Position 1566: 2.301914588811273e-05
Position 674: 2.2868803108076727e-05
Position 1512: 1.9979145774437565e-05
Position 445: 1.807919271329129e-05
Position 2094: 1.7300442284032142e-05
Position 8015: 1.706407682367811e-05
Position 6396: 1.705180199036632e-05
Position 774: 1.4501264424802496e-05
Position 869: 1.0329918809071514e-05
Position 2830: 9.715871878954726e-06
Position 1053: 8.71995277654951e-06
Position 1972: 8.713373008670822e-06
Position 1296: 6.2638822094012425e-06
Position 87: 6.209764421771612e-06
Position 824: 5.889464897568648e-06
Position 6236: 5.786049864894206e-06
Position 1371: 4.879685243228761e-06
Position 831: 4.643480043846286e-06
Position 678: 4.376746686989369e-06
Position 2849: 3.993924932086588e-06
Position 1707: 3.621477404645572e-06
Position 130: 3.592447768291307e-06
Position 684: 3.523020441112848e-06
Position 2635: 3.167414053818882e-06
Position 2282: 3.04623756080449e-06
Position 968: 2.388446402091953e-06
Position 1142: 1.8632166533277812e-06
Position 997: 1.8143519377973714e-06
Position 1152: 1.6505665014080165e-06
Position 1524: 1.6324791812056319e-06
Position 5815: 1.6028877345456668e-06
Position 6106: 1.4057020718911908e-06
Position 2015: 1.2498186957324057e-06
Position 584: 1.2121137169001154e-06
Position 6033: 9.389209391267755e-07
Position 4872: 7.967783750226434e-07
Position 1038: 7.030007390791789e-07
Position 835: 6.732498389493608e-07
Position 1833: 6.306431745135554e-07
Position 6412: 5.678812237966341e-07
Position 2133: 4.91754881043288e-07
Position 6327: 4.705039270501611e-07
Position 1585: 4.440648986257693e-07
Position 596: 4.273717975526385e-07
Position 1536: 4.1934993596157455e-07
Position 5881: 3.891948662850063e-07
Position 2253: 3.801822598937905e-07
Position 1040: 3.150699347164872e-07
Position 3053: 2.400952149534628e-07
Position 2457: 2.2204048402044187e-07
Position 2340: 2.0676458831606378e-07
Position 6428: 1.912446979288518e-07
Position 1910: 1.7056127698074272e-07
Position 1725: 1.6626138326296415e-07
Position 2049: 1.5306933290647446e-07
Position 146: 1.493660428093757e-07
Position 1035: 1.4585442848290894e-07
Position 732: 1.4538598102986798e-07
Position 605: 1.440495933289955e-07
Position 1196: 1.431584103749331e-07
Position 687: 1.33934434700474e-07
Position 611: 1.0430893601442082e-07
Position 607: 9.376910112253989e-08
Position 6117: 9.338399356078972e-08
Position 2389: 8.958049756634164e-08
Position 6733: 8.786647364405792e-08
Position 6837: 8.786531640390222e-08
Position 718: 7.860453148210708e-08
Position 720: 7.739840488100803e-08
Position 231: 7.27748206514838e-08
Position 2260: 7.020336106864308e-08
Position 2052: 6.567939855736085e-08
Position 1655: 5.244200651728677e-08
Position 617: 4.961395475998129e-08
Position 1923: 4.281150630355245e-08
Position 2100: 3.7750402693498716e-08
Position 1733: 3.657713057732253e-08
Position 1979: 3.648551287574303e-08
Position 2418: 1.3687143913666931e-08
Position 2346: 4.418441562500434e-09
Position 1173: 4.143195992024245e-09
Position 1392: 3.4746082357551398e-09
Position 1890: 1.7057405739679796e-09
Position 1634: 1.2311546341453e-09
Position 1416: 7.687670719339561e-10
Position 1328: 6.03476440405277e-10
Position 1422: 4.466115398809162e-10
Position 1168: 1.5255089665810312e-10
Position 1444: 1.323159985758e-10
Position 1405: 1.0226397000631889e-10
Position 602: 8.966744410624972e-11
Position 1456: 4.483104110628551e-11
Position 101: 1.258060500210213e-11
Position 692: 2.682312058239388e-12
Position 689: 1.8714549456863546e-13
Position 697: 1.3761190908839598e-13
Position 96: 1.0397970339758637e-13
