Gene = SPICE1
index = 1312
Annotated 5SS: [  260  8650 11977 15718 21108 21951 26212 46058 46395 47018 49504 54540
 58021 61691 64821 67119 68568]
Annotated 3SS: [ 8550 11928 15573 21013 21843 26092 45917 46256 46751 49371 54391 57798
 61205 64639 67015 68479 69795]
SMsplice 5SS: [  499  8650 11977 15718 21108 21951 26212 36363 46058 46395 49504 54540
 58021 67119 68568]
SMsplice 3SS: [ 8550 11907 15573 21013 21843 26092 36238 45917 46256 49371 54391 57798
 67015 68479 68751]
top_k =  1000
Partition function (log Z): 12.033587979847775

Sorted 5' Splice Sites (High to Low Probability):
Position 36363: 1.0000000000000009
Position 15718: 0.9956419138665177
Position 11977: 0.9954576893450492
Position 67119: 0.9850992193268381
Position 49504: 0.983683970563517
Position 8650: 0.9812029557080061
Position 46058: 0.9804673339907942
Position 26212: 0.9754887659426948
Position 58021: 0.9738414546271863
Position 54540: 0.9724164965643732
Position 21951: 0.8920177340531029
Position 21108: 0.8607880225587713
Position 46395: 0.8323125509800002
Position 68568: 0.5816385402836999
Position 68861: 0.5617941281091382
Position 61691: 0.521531460388858
Position 63263: 0.384699905327096
Position 14143: 0.3644373073939761
Position 499: 0.3472448986563021
Position 29711: 0.33768296439556533
Position 52953: 0.29936329764849434
Position 360: 0.2600403968210871
Position 64821: 0.24944384481731063
Position 22352: 0.2396556230602515
Position 29666: 0.22061871254657445
Position 52838: 0.21660836264472527
Position 43650: 0.20825079248702547
Position 16619: 0.19480061910935612
Position 47018: 0.18230262432788844
Position 10290: 0.17668485899675387
Position 46809: 0.16008589855727345
Position 260: 0.14547104495410307
Position 46979: 0.13547967819357654
Position 15496: 0.13080441864556455
Position 54776: 0.1305824205894456
Position 68825: 0.13044038779644657
Position 70416: 0.126115734189462
Position 71746: 0.12162408999343774
Position 65664: 0.1202784603497638
Position 20826: 0.11821559763495793
Position 10075: 0.11442913015384583
Position 29534: 0.1097427241573695
Position 14352: 0.1060126183698012
Position 67858: 0.08992669478241243
Position 81: 0.08638274748791351
Position 9811: 0.0811887136326758
Position 58419: 0.08087666800136922
Position 53155: 0.08031965030498738
Position 60933: 0.07805395108363368
Position 20323: 0.0595776189583015
Position 68605: 0.05853125128079485
Position 53755: 0.056552096959751066
Position 272: 0.05624528662445714
Position 53694: 0.05153153245391073
Position 19918: 0.050351669496028595
Position 25435: 0.04731191727490698
Position 4470: 0.04668891626099162
Position 10064: 0.046013977292347526
Position 67741: 0.041327967794951834
Position 22487: 0.040915741763873074
Position 10006: 0.040745574972530854
Position 4456: 0.0381477840887735
Position 24978: 0.03757957898380779
Position 1364: 0.03702076400510699
Position 22019: 0.03332965424478172
Position 68769: 0.0330498204519409
Position 9975: 0.032513110279313896
Position 10245: 0.03172591094148428
Position 55203: 0.031463353966822274
Position 62598: 0.029205874162028925
Position 749: 0.028259822588919285
Position 54516: 0.02708132663081941
Position 55652: 0.026562251572268564
Position 4093: 0.025498461356351865
Position 284: 0.025246544200552577
Position 21604: 0.025065704552672277
Position 745: 0.02492681626139351
Position 3482: 0.024722602626374025
Position 19206: 0.024531665459947113
Position 24628: 0.02390206956677788
Position 46920: 0.02376182099833751
Position 5258: 0.023422645034876365
Position 70917: 0.02331457165410062
Position 2044: 0.02217776865680642
Position 15184: 0.021319868146530016
Position 20396: 0.02036174964331524
Position 68319: 0.020206391364524016
Position 3619: 0.0198751487200214
Position 66943: 0.01966258091991173
Position 25827: 0.018423406062645482
Position 62962: 0.017973650973000924
Position 71648: 0.016885252420677187
Position 9048: 0.016655172180684612
Position 18269: 0.016460191472000035
Position 20905: 0.016334358174053383
Position 787: 0.01593166203855424
Position 18537: 0.015731637004469744
Position 8660: 0.015612547661030651
Position 25061: 0.015418464393563177
Position 51909: 0.015346141031112566
Position 56040: 0.015313276210792925
Position 6373: 0.015275688087879533
Position 53743: 0.015237201743021267
Position 1687: 0.015071169021549414
Position 5227: 0.013615064791244616
Position 53100: 0.012115528989432228
Position 71739: 0.011900409139672738
Position 544: 0.011874004931740113
Position 23402: 0.011814177310542141
Position 19254: 0.011773782966960317
Position 56236: 0.011656129382393588
Position 61329: 0.011339778900080137
Position 63258: 0.010459737362835052
Position 52722: 0.010447071684366422
Position 25631: 0.01042231235330698
Position 15204: 0.010241986862171227
Position 14623: 0.010022876264421277
Position 69184: 0.010001710587641252
Position 63275: 0.009974886911815832
Position 71395: 0.00900924805846224
Position 68582: 0.008787653258772163
Position 56424: 0.008773770952974698
Position 15500: 0.00873646573487485
Position 21096: 0.008575221264265267
Position 20771: 0.008269187007403537
Position 26868: 0.00810225170710859
Position 7172: 0.008058458294034952
Position 25393: 0.007981019684883985
Position 8088: 0.007256621592136006
Position 50176: 0.007085155535107797
Position 23382: 0.00703043965261791
Position 15210: 0.006943160586561893
Position 23196: 0.006866628905084567
Position 57897: 0.006847255253026013
Position 15361: 0.006843456289026323
Position 1628: 0.006686147196907326
