Gene = NHP2
index = 940
Annotated 5SS: [ 310  477 3080]
Annotated 3SS: [ 406 2973 4128]
SMsplice 5SS: [ 310  477 3080]
SMsplice 3SS: [ 406 2973 4128]
top_k =  1000
Partition function (log Z): 1.0511008271437972

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.9871481060047548
Position 477: 0.9740965509946179
Position 3080: 0.9296782777112641
Position 3678: 0.17299302333625535
Position 2839: 0.11831035732804912
Position 693: 0.09683768387917945
Position 2824: 0.057654522128337334
Position 3730: 0.03583273343160642
Position 4051: 0.023436521123042155
Position 1397: 0.02147840300355562
Position 3784: 0.020665779386003807
Position 629: 0.019611459308536566
Position 643: 0.014770840626069592
Position 3386: 0.014404563406219905
Position 2051: 0.01418992660986007
Position 340: 0.012065137130756949
Position 1933: 0.009996211511742046
Position 667: 0.009138311302335243
Position 3011: 0.00855101363139869
Position 1647: 0.00832319899222977
Position 1448: 0.007813146423388845
Position 3779: 0.007734192830749543
Position 2576: 0.0067641781546610305
Position 3747: 0.00633592575021489
Position 2567: 0.004339525767916622
Position 4228: 0.004273439823002732
Position 604: 0.0036203949604832007
Position 3556: 0.0034823010631907653
Position 1562: 0.003290483521431217
Position 679: 0.003073356040782096
Position 445: 0.0029988565195958835
Position 712: 0.0028897965804974323
Position 1590: 0.0025914559963875873
Position 2282: 0.001822359766469744
Position 2232: 0.0016436426274491515
Position 907: 0.001447191421911528
Position 1814: 0.0012037461752594037
Position 652: 0.001161723757189305
Position 1452: 0.0011000038194654217
Position 2248: 0.0008969024418707622
Position 3511: 0.0008301336942916973
Position 4264: 0.000772082774439671
Position 3692: 0.0007234563018931973
Position 1179: 0.0007045391152863753
Position 3770: 0.000630884100101407
Position 436: 0.0005469902017477664
Position 1532: 0.00044385209300946786
Position 49: 0.00041862266610361606
Position 558: 0.00029155043695149567
Position 3925: 0.00028838330168057567
Position 1690: 0.0002629881320797621
Position 1840: 0.0002560418257698657
Position 1820: 0.00022354551428432372
Position 539: 0.00019960660706570848
Position 3036: 0.000169863166971297
Position 84: 0.00016491547899453798
Position 108: 0.00012787527759954492
Position 3429: 0.0001235032633271254
Position 1594: 0.0001160389923026658
Position 1867: 0.00010742594436504182
Position 3348: 0.00010577401918080879
Position 2616: 0.0001012513205786513
Position 1055: 0.00010041964509383225
Position 1472: 9.84503484929743e-05
Position 516: 9.224100614235512e-05
Position 861: 7.245938289609869e-05
Position 1680: 6.605570497383205e-05
Position 2064: 6.527305389111874e-05
Position 132: 5.81663519930807e-05
Position 409: 5.030679556969961e-05
Position 1950: 4.9855287818651544e-05
Position 3120: 3.736413411226593e-05
Position 234: 3.7283548628924356e-05
Position 3361: 2.1988123193062248e-05
Position 2353: 5.966725306465567e-06
Position 618: 3.5922849922342542e-06
Position 921: 3.0251536731700506e-06
Position 46: 1.4274804101816189e-06
Position 702: 9.85703995789223e-07
Position 357: 7.379610840521867e-07
Position 1078: 7.2766627442266e-07
Position 550: 6.36741929750988e-07
Position 913: 3.8370094142341044e-07
Position 1344: 3.703351842846371e-07
Position 348: 3.625914998114498e-07
Position 457: 2.918356820028692e-07
Position 890: 2.8278924459783185e-07
Position 17: 2.643812352602502e-07
Position 843: 2.1148238916312274e-07
Position 1215: 1.597685250800412e-07
Position 202: 1.5114885461590479e-07
Position 1295: 1.0875296199036175e-07
Position 327: 7.730192321437767e-08
Position 918: 6.060628127510724e-08
Position 1200: 4.9695664213614254e-08
Position 99: 4.2505178112715316e-08
Position 1264: 3.898996860723647e-08
Position 873: 3.8230079963744917e-08
Position 200: 1.1223008323675075e-08
Position 44: 9.744919584023175e-09
Position 600: 4.7447328330521385e-09
Position 815: 2.8962207927050276e-09
Position 365: 2.0540573674656376e-09
Position 691: 8.283336144419633e-10
Position 609: 9.797542155320155e-11
Position 397: 1.912585564545297e-13
Position 400: 5.640420587191869e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 406: 0.997318356840506
Position 2973: 0.934088646691449
Position 4128: 0.8927814690635527
Position 3638: 0.10318556847000264
Position 2658: 0.09849744020955005
Position 3615: 0.0710089880966444
Position 573: 0.06584054078054652
Position 585: 0.05821635889603743
Position 3257: 0.05590212326136366
Position 2748: 0.051633788208425534
Position 3635: 0.04857598172214548
Position 1388: 0.023751739003659154
Position 3833: 0.02109798233435117
Position 2444: 0.020926208238769964
Position 2685: 0.012721242570207892
Position 2896: 0.012536169816737983
Position 3655: 0.011360033127082317
Position 3318: 0.010349309202640742
Position 1949: 0.009782854090685779
Position 1780: 0.00808097237876774
Position 1044: 0.007432688123816527
Position 3928: 0.006920438728485295
Position 4084: 0.005881225010757681
Position 4108: 0.005095720557636331
Position 1437: 0.0049965033987574075
Position 4357: 0.004597012028917093
Position 1270: 0.004299968494163801
Position 3958: 0.004270480422968612
Position 1192: 0.004048484700161928
Position 588: 0.003841529401226614
Position 3909: 0.0036109844088616635
Position 3220: 0.0034243026050030305
Position 1232: 0.003227366269986965
Position 2104: 0.0032032677352490354
Position 885: 0.0031314783163607766
Position 4383: 0.002843630586775327
Position 4255: 0.002682044451413549
Position 1915: 0.0025328132710967692
Position 2598: 0.0022602893450379413
Position 542: 0.0022165923129730436
Position 1799: 0.002061178654952426
Position 2990: 0.0019131464480671584
Position 4007: 0.0018938188586016273
Position 2546: 0.0017619198265806098
Position 3424: 0.0016829690620556806
Position 2468: 0.0015234451921419222
Position 539: 0.0014449942537479194
Position 3495: 0.0013179676593562193
Position 4449: 0.0012894578597397017
Position 3542: 0.0012008014945494618
Position 770: 0.00104549028011091
Position 4387: 0.001024454427347111
Position 2194: 0.0009643678797812346
Position 3993: 0.0009223800543710995
Position 3273: 0.0008604933054610334
Position 3504: 0.0007453862511918358
Position 3585: 0.0006936885567203116
Position 1965: 0.000681812361352236
Position 3204: 0.0006761123990156291
Position 2709: 0.0005915326384177196
Position 1671: 0.0005414842369077814
Position 3234: 0.0004807300314521862
Position 3682: 0.000472206386991469
Position 1508: 0.0004535333729411936
Position 2223: 0.00044355769548194777
Position 4434: 0.00043926052191098835
Position 3029: 0.0004333722124035675
Position 1683: 0.0004032743126818495
Position 4147: 0.0003787332796383403
Position 1803: 0.0003650366282578027
Position 1712: 0.00035671050655608076
Position 2696: 0.00033458754057288015
Position 735: 0.0003273340382335884
Position 597: 0.00028958219574054506
Position 2752: 0.00028634622039992594
Position 1344: 0.00028017536586439636
Position 1440: 0.0002741351823002148
Position 3641: 0.00026843166202761954
Position 131: 0.0002677319835046198
Position 2562: 0.0002561313282373591
Position 3010: 0.0002497678927967162
Position 1882: 0.00023956634128095332
Position 4409: 0.00023294975999106686
Position 4291: 0.00023114197306746176
Position 851: 0.0002230850801703004
Position 4141: 0.00022257038827312026
Position 1839: 0.00021262695080738695
Position 3474: 0.0002097972525096629
Position 3450: 0.0001999404490527821
Position 1415: 0.00019870775944050062
Position 3840: 0.00019178887366493527
Position 1393: 0.00018918379440006618
Position 802: 0.00016064483745565828
Position 4041: 0.00015072376224256097
Position 2931: 0.00014140480002809613
Position 2750: 0.000141136845524605
Position 557: 0.00013865702950601505
Position 3898: 0.00013287501127150195
Position 3774: 0.00012837887780608223
Position 3076: 0.00012626101347162452
Position 609: 0.00012268601945085122
Position 3498: 0.00012185670469512154
Position 3477: 0.00011666110128119007
Position 1215: 0.00011222374450802229
Position 3335: 0.00010453493329937985
Position 3793: 0.0001015021686010039
Position 3554: 9.446522581886104e-05
Position 4309: 8.958746553952979e-05
Position 1993: 8.895003634503707e-05
Position 3783: 8.726124897984945e-05
Position 3112: 8.273329011896083e-05
Position 600: 7.493718662997094e-05
Position 4267: 6.56740239342413e-05
Position 4023: 6.24088352136358e-05
Position 3456: 6.054222702469999e-05
Position 4182: 5.907970098789933e-05
Position 3145: 5.759209140148697e-05
Position 1274: 5.755080946452968e-05
Position 2993: 5.5148222820933004e-05
Position 224: 4.980037874544089e-05
Position 191: 4.9752067175513315e-05
Position 4366: 4.958998492701976e-05
Position 4306: 4.908139187905471e-05
Position 185: 4.796354415697025e-05
Position 168: 4.380247626967931e-05
Position 257: 4.3606822334896117e-05
Position 1834: 4.285065652583884e-05
Position 164: 4.238651588938372e-05
Position 1140: 4.024209679879318e-05
Position 3142: 3.791934335458326e-05
Position 1163: 3.7891978572198195e-05
Position 3285: 3.508921182996317e-05
Position 2072: 3.444592462167962e-05
Position 4062: 3.07141258229216e-05
Position 2410: 3.028871227242163e-05
Position 660: 2.660448996095906e-05
Position 1293: 2.1266974562068594e-05
Position 1542: 2.0366969727336213e-05
Position 932: 1.9117276230233545e-05
Position 2902: 1.9046557994533412e-05
Position 906: 1.8565345634552496e-05
Position 417: 1.793891264493508e-05
Position 242: 1.729815488813046e-05
Position 138: 1.004238654742898e-05
Position 980: 6.81914138318638e-06
Position 1050: 6.122776424480143e-06
Position 1480: 4.817641511460706e-06
Position 963: 4.506304748192121e-06
Position 550: 4.0897382821685805e-06
Position 1116: 3.5831115236806905e-06
Position 815: 3.517120736843946e-06
Position 1635: 3.311325811181653e-06
Position 1451: 2.7922385297127956e-06
Position 1809: 2.3799216546619557e-06
Position 212: 1.837887668538095e-06
Position 2120: 9.861999134688657e-07
Position 197: 7.989758791007958e-07
Position 287: 7.347392694228996e-07
Position 1730: 7.020399803746778e-07
Position 377: 5.90868638122088e-07
Position 1099: 4.7444750899687083e-07
Position 1410: 4.2464926505929677e-07
Position 2107: 4.144966902591617e-07
Position 3692: 3.915972489464253e-07
Position 466: 3.8707472513727056e-07
Position 1897: 3.58684989936268e-07
Position 1545: 2.8435138240604574e-07
Position 420: 2.7937696958107765e-07
Position 227: 2.7777348807440124e-07
Position 414: 2.740254877344546e-07
Position 821: 1.9064984835482502e-07
Position 423: 1.2068650692376043e-07
Position 469: 7.601214120191067e-08
Position 1046: 5.718429209749759e-08
Position 475: 5.1134513312006844e-08
Position 442: 4.6750288933740955e-08
Position 444: 2.3125115286858637e-08
Position 2003: 2.1557582019972417e-08
