Gene = KMO
index = 750
Annotated 5SS: [  365 16765 17641 18911 23527 28619 30199 32925 34479 36514 54605 56699
 57982 58132]
Annotated 3SS: [16694 17542 18820 23477 28530 30032 32852 34356 36365 54546 56615 57879
 58071 59820]
SMsplice 5SS: [  365  3504 16765 17641 17882 18911 23527 30199 34479 54605 56699 57982]
SMsplice 3SS: [ 3412 16694 17542 17772 18820 23477 30032 34356 54546 56615 57879 58071]
top_k =  1000
Partition function (log Z): -10.683800578590608

Sorted 5' Splice Sites (High to Low Probability):
Position 16765: 0.9970187266000531
Position 18911: 0.9910741530617887
Position 365: 0.9695977247631499
Position 30199: 0.9687238237479106
Position 23527: 0.9543991067174497
Position 34479: 0.9378772174149435
Position 17641: 0.8911943971297285
Position 17882: 0.6924124532061309
Position 3504: 0.6602064794645409
Position 42299: 0.6147431961382057
Position 36514: 0.5725213501385673
Position 8333: 0.35505739948635623
Position 3680: 0.33546430551680473
Position 4431: 0.32650545667511266
Position 40173: 0.315206574903462
Position 3472: 0.28566434806242197
Position 21322: 0.20469596890118497
Position 36533: 0.17232049988695675
Position 20787: 0.1252486692646764
Position 12639: 0.10940022921848055
Position 32925: 0.1072324747817454
Position 10188: 0.1025627179803797
Position 34867: 0.09783329133503765
Position 7655: 0.08513465101767835
Position 28650: 0.07725987635450535
Position 10281: 0.07676307544600325
Position 21811: 0.07045190307331037
Position 31558: 0.06780655440993945
Position 28619: 0.06674577785826327
Position 32369: 0.06324498072638385
Position 29923: 0.05917047853209682
Position 1647: 0.058421991889901395
Position 21093: 0.05574133652809954
Position 19634: 0.05343961034907625
Position 1035: 0.05175126392429286
Position 18271: 0.03744804058440725
Position 25954: 0.033541489260915075
Position 18245: 0.029852179869998413
Position 17903: 0.0246628422841101
Position 20024: 0.024211448889889943
Position 36184: 0.023803430723117677
Position 30162: 0.022704350112809368
Position 960: 0.02144601467830517
Position 28629: 0.020513977315967057
Position 20030: 0.019502603373044932
Position 5423: 0.01913667555435195
Position 3886: 0.018478391897496053
Position 28634: 0.015553384541580558
Position 26087: 0.015289185215369835
Position 22624: 0.013307116383121754
Position 37874: 0.012515822143651444
Position 23337: 0.009909610595628374
Position 31528: 0.009636363221086573
Position 574: 0.008704319199374146
Position 31796: 0.008665874828742837
Position 29971: 0.007986579982837508
Position 28482: 0.007971088706434632
Position 21950: 0.007877063782273807
Position 2984: 0.0075504052995662065
Position 1554: 0.006647593895718461
Position 21249: 0.0065047680800850985
Position 44030: 0.006296536638235135
Position 2463: 0.005820316073871082
Position 10002: 0.005643698144454661
Position 18452: 0.004853256660427082
Position 399: 0.004837250037237283
Position 28673: 0.004622185808114261
Position 423: 0.004582798206490778
Position 20880: 0.004310889162768901
Position 32450: 0.00407325777569137
Position 1662: 0.0036844201380778568
Position 19272: 0.0033404012279455316
Position 1133: 0.0033382383151790997
Position 1001: 0.0030186748585314394
Position 1537: 0.0028433937372432587
Position 42742: 0.0025372624765838737
Position 392: 0.0025228117418459534
Position 4482: 0.0022399728560422876
Position 1255: 0.0021379300529788315
Position 4338: 0.0020318445197215177
Position 27247: 0.00202508416583193
Position 40352: 0.001959879977495195
Position 1123: 0.001946979810562288
Position 17678: 0.0019251908163892691
Position 25553: 0.0016686042091152192
Position 19337: 0.0014996413117289735
Position 25950: 0.001486988803301364
Position 26271: 0.00143853364903276
Position 85: 0.0014013160816384882
Position 341: 0.0013465096227530358
Position 29040: 0.00128917707413089
Position 37721: 0.0011819397053872336
Position 3866: 0.0010273302680174172
Position 2734: 0.0009806129433961811
Position 18315: 0.0009208392689864204
Position 819: 0.0009193572008055907
Position 4648: 0.0008734030189357906
Position 37807: 0.0008035657867082487
Position 600: 0.0007260796991847148
Position 20421: 0.0007138319385956876
Position 6888: 0.0006555936043599487
Position 850: 0.0006474590026511453
Position 18229: 0.0005578451591635604
Position 240: 0.0004992462436481363
Position 35742: 0.00048377159943881524
Position 36860: 0.00047484318725720846
Position 6901: 0.00047308755531592824
Position 32532: 0.00047252123072310127
Position 927: 0.0004567412351575603
Position 1026: 0.00044982261786065
Position 455: 0.0004464808023221391
Position 764: 0.00042457240425121384
Position 922: 0.0003653445577940063
Position 5235: 0.0003335323812283801
Position 354: 0.00033324356632713324
Position 18834: 0.00033229817371513393
