Gene = EPHX1
index = 500
Annotated 5SS: [   75 18817 21864 28786 29251 29942 32379 34528]
Annotated 3SS: [18628 21682 28557 29120 29732 32269 34401 35049]
SMsplice 5SS: [   75  1357 15449 15965 18817 21864 28786 29251 29942 31039 32060 32379
 34528]
SMsplice 3SS: [ 1268 15261 15860 18628 21682 28557 29120 29732 30939 31960 32317 34401
 34994]
top_k =  1000
Partition function (log Z): 10.857451336438661

Sorted 5' Splice Sites (High to Low Probability):
Position 29251: 0.9854937979059187
Position 32379: 0.9539945022483245
Position 1357: 0.9373608990823098
Position 34528: 0.9176230065877545
Position 18817: 0.9126638310402609
Position 15449: 0.9005305614488226
Position 21864: 0.8953102645718198
Position 28786: 0.8857958732277128
Position 29942: 0.6982219255945865
Position 75: 0.6920600768560304
Position 31039: 0.667411803475018
Position 15965: 0.6326408012330952
Position 32060: 0.5914861392257342
Position 5836: 0.4909864483039227
Position 28393: 0.4773515988398365
Position 1172: 0.405842786625671
Position 27089: 0.320633323277271
Position 30248: 0.26135563711461546
Position 30679: 0.2479943618523137
Position 12561: 0.22189923252216132
Position 3693: 0.195642049258975
Position 19451: 0.18905314710199236
Position 123: 0.17195567115055532
Position 19439: 0.14734913762695617
Position 29938: 0.12820156896771073
Position 19158: 0.12469887437849021
Position 30243: 0.10774969736072204
Position 30406: 0.10133335827963418
Position 21818: 0.09404046428171874
Position 27272: 0.09214854922059579
Position 22636: 0.0778143348606727
Position 30670: 0.06745643594809236
Position 34823: 0.06681641932243028
Position 27260: 0.06671370691868292
Position 154: 0.06221556106949481
Position 6702: 0.053516680960834735
Position 15443: 0.05102722883010604
Position 28871: 0.04205343334228602
Position 29875: 0.03716868181689172
Position 1350: 0.035514663501331076
Position 26816: 0.03343793344934008
Position 33720: 0.03235675818903344
Position 1112: 0.030923164177353187
Position 34127: 0.03089961217953624
Position 22655: 0.030868394623151187
Position 32870: 0.02924140847149906
Position 15350: 0.02519969468707488
Position 621: 0.02415154568215109
Position 32117: 0.023666333260467753
Position 24992: 0.023461729353615495
Position 2103: 0.022110295574638995
Position 29025: 0.021213442940742552
Position 19278: 0.020790874899444135
Position 19511: 0.019709198703333288
Position 28998: 0.018881099212212062
Position 28632: 0.017460182979136877
Position 34714: 0.01630825762569789
Position 3697: 0.014581457114192124
Position 19140: 0.014327724018396066
Position 15686: 0.013508739029070484
Position 28832: 0.013498425604483836
Position 4842: 0.012957778272793721
Position 23032: 0.012653504877052652
Position 22299: 0.012237484949783235
Position 33492: 0.012210739151414246
Position 625: 0.011482590859687818
Position 33858: 0.011366460804041592
Position 32987: 0.010880535808450097
Position 28349: 0.010767008779139126
Position 29487: 0.010625634447534005
Position 19166: 0.010498171320655246
Position 19145: 0.010383824827616676
Position 521: 0.01016685263021212
Position 3052: 0.008442651045413935
Position 33093: 0.007898889406521335
Position 1452: 0.0077255495586948135
Position 27585: 0.007379862179212977
Position 33577: 0.007287981751612879
Position 1468: 0.007114425527105755
Position 34152: 0.006683328200938297
Position 19588: 0.006379685617099027
Position 35120: 0.005916325681752847
Position 1177: 0.005515917936690658
Position 28803: 0.005384453946069961
Position 34030: 0.004666256899717313
Position 25571: 0.004237566422743667
Position 19214: 0.004037599031610318
Position 34056: 0.003652336794905505
Position 28228: 0.0036432484845277053
Position 32815: 0.0036104661940088057
Position 4076: 0.0034111624971448484
Position 1116: 0.0033953600992237066
Position 181: 0.003120856547683718
Position 32545: 0.003120855236165207
Position 23208: 0.0029889780978834468
Position 30657: 0.0028677789823320825
Position 831: 0.0026351007235291043
Position 28363: 0.002546906210402981
