Gene = CHDH
index = 369
Annotated 5SS: [  308  5462 23085 23900 24744 25917 26859 27453]
Annotated 3SS: [ 5390 22322 23747 24613 25781 26715 27349 28194]
SMsplice 5SS: [  308 23900 24744 25126 25917 26859 27276 27453 33448]
SMsplice 3SS: [23747 24667 25095 25781 26745 27002 27349 33334 33608]
top_k =  1000
Partition function (log Z): -22.005534301563863

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.686123926073364
Position 720: 0.5139306324040444
Position 4527: 0.29803071844656126
Position 6810: 0.2616464082226978
Position 7268: 0.1466951709120048
Position 1678: 0.12519783965905232
Position 2946: 0.10808722108734799
Position 4360: 0.10254769051116365
Position 5462: 0.09196735623499264
Position 9088: 0.05372632716903827
Position 77: 0.05341521375141984
Position 15102: 0.045313538253887606
Position 726: 0.04529012786659879
Position 217: 0.04162650435755423
Position 534: 0.040653338169372215
Position 7108: 0.03784026456424369
Position 3488: 0.023430125618005355
Position 157: 0.022265335426951596
Position 2846: 0.019088008217737224
Position 3910: 0.016985438927107126
Position 1548: 0.015766382402181398
Position 782: 0.015116554172898313
Position 590: 0.011603735749145075
Position 388: 0.009564261693291281
Position 68: 0.009175944369123838
Position 1030: 0.008419133824444818
Position 5177: 0.005922803355264036
Position 4011: 0.005804952129163978
Position 3441: 0.00494503853726487
Position 2355: 0.004635189175019982
Position 8885: 0.00434616584009411
Position 9009: 0.004016589145598201
Position 1000: 0.003941846597496234
Position 9050: 0.002790418573760442
Position 2343: 0.0026878377688758395
Position 3008: 0.0024976351492870972
Position 5437: 0.0023511549104135283
Position 1180: 0.0018529184922560329
Position 525: 0.001764703777727689
Position 1377: 0.0015802534222830286
Position 569: 0.0015684985436231187
Position 1809: 0.0015010234332566755
Position 4156: 0.0010238608000531005
Position 1532: 0.0007223330384715799
Position 8208: 0.0007027621578894144
Position 2106: 0.0006905229809760136
Position 4849: 0.0006865564806100276
Position 4041: 0.000648985296983441
Position 3203: 0.0005608371353021636
Position 1801: 0.0004973187588889365
Position 1907: 0.0004938948871034525
Position 667: 0.0004245944302355059
Position 4895: 0.00035732402360329294
Position 1015: 0.0003026269285242159
Position 223: 0.00029855480865692324
Position 460: 0.00018808677369957548
Position 4506: 0.00014100872654381172
Position 815: 0.00012630619436158368
Position 59: 0.0001131120550243627
Position 3360: 0.00011007203754011548
Position 778: 7.630809140132073e-05
Position 272: 5.5766999873472356e-05
Position 312: 5.070180355261622e-05
Position 898: 3.017687881244065e-05
Position 3568: 2.0353808008643256e-05
Position 281: 1.6787751536677227e-05
Position 4939: 1.1395469028589193e-05
Position 3: 8.914976537076712e-06
Position 1231: 4.246863842760231e-06
Position 298: 2.0967415806483786e-06
Position 4811: 1.7342250276389867e-06
Position 659: 1.2770480255482584e-06
Position 819: 1.2703109035635615e-06
Position 2003: 1.1601901816116147e-06
Position 771: 5.216665605195547e-07
Position 171: 3.560097926942445e-07
Position 920: 3.030454950529189e-07
Position 540: 2.1119524305897114e-07
Position 786: 1.697707216531951e-08
Position 594: 1.0613601140532217e-08
Position 575: 4.328064699744319e-09
Position 579: 2.6916683237187103e-10
Position 633: 1.4003442053252384e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 15209: 0.4859417845032763
Position 4272: 0.35240048195736434
Position 560: 0.3071955165151849
Position 14853: 0.181712735407063
Position 6757: 0.17681905691664146
Position 7202: 0.15499240876382753
Position 9197: 0.13979481651886433
Position 590: 0.12996414111323423
Position 6724: 0.10556242665637103
Position 8861: 0.0730922280823797
Position 5390: 0.06949774412652134
Position 2835: 0.06603499593671944
Position 1608: 0.06408989627021805
Position 4410: 0.053628992228672304
Position 1583: 0.04661816036600615
Position 8340: 0.0405856070488481
Position 4268: 0.03324510546185304
Position 5036: 0.03240060218272518
Position 2838: 0.031003510598881404
Position 5302: 0.030020496512781394
Position 3359: 0.024543194405473395
Position 7030: 0.02252210405299762
Position 1449: 0.01996062370307549
Position 624: 0.019495132881471075
Position 6958: 0.0172345570142202
Position 2715: 0.01709630442557225
Position 3767: 0.016557700378519783
Position 4755: 0.01509267196047836
Position 2798: 0.012429142346135324
Position 10911: 0.008143578136796843
Position 8950: 0.007566196033156178
Position 1354: 0.006967608332283172
Position 2639: 0.006016417597084738
Position 3932: 0.005696411537855019
Position 594: 0.005366635156529453
Position 11971: 0.005273760122496227
Position 5890: 0.005201371786858349
Position 2090: 0.004756884472265827
Position 5824: 0.004449266708340399
Position 3476: 0.0037138423647574536
Position 2219: 0.003691305698065062
Position 912: 0.003325765083194197
Position 3373: 0.0033071964753089212
Position 8111: 0.003050468153574652
Position 7941: 0.0028485485055694676
Position 8158: 0.002575747908513766
Position 1329: 0.002564483581360044
Position 6185: 0.0022330142885183513
Position 3223: 0.0021855473030280344
Position 4225: 0.00197875310734479
Position 950: 0.0018618699979946866
Position 4100: 0.0018068065753399267
Position 2250: 0.0016703326543729105
Position 603: 0.0015479422834285413
Position 3686: 0.0015478950486888794
Position 2392: 0.0014928857053432448
Position 1732: 0.001358691429265081
Position 973: 0.0013413100565234472
Position 1477: 0.001313257545016018
Position 1217: 0.0012750989510966675
Position 2906: 0.0011717022097364415
Position 1783: 0.0010025041088380403
Position 3689: 0.0009578545668855619
Position 1587: 0.0009255909551807368
Position 3080: 0.0008715690656759534
Position 2772: 0.0008238415780532461
Position 5542: 0.0007973429533370345
Position 815: 0.0007126105513135096
Position 6206: 0.0006912492043316764
Position 4679: 0.0006907669291112933
Position 343: 0.0006248340537388918
Position 1087: 0.0006134513092554843
Position 5866: 0.000588105844016133
Position 3948: 0.0005538754207899706
Position 451: 0.0005447821863998027
Position 3083: 0.00048141444740518413
Position 3564: 0.0004647480408315435
Position 4895: 0.0004222016657328881
Position 6581: 0.00041869975283248946
Position 831: 0.00039704400316150333
Position 2777: 0.00037601852616256956
Position 3418: 0.0003557771981081469
Position 3249: 0.0003370048090525813
Position 4581: 0.0002902534235270864
Position 932: 0.00027470824983118604
Position 189: 0.0002726658419744098
Position 1026: 0.00021532890180047399
Position 690: 0.00020149183462118834
Position 4292: 0.00019598762444108205
Position 346: 0.00019370557751581348
Position 4605: 0.00017588578516811483
Position 1707: 0.0001726631701235825
Position 3400: 0.00017132341223535563
Position 4130: 0.0001662004226451582
Position 1376: 0.00015259555457583737
Position 630: 0.0001419775376527441
Position 2655: 0.00013320054365962045
Position 2535: 0.00010100011817981933
Position 3888: 8.73048822472485e-05
Position 857: 8.219204794333684e-05
Position 4638: 7.554488517803481e-05
Position 1457: 6.356000520608393e-05
Position 1179: 5.2407562042184333e-05
Position 1482: 4.970615573193644e-05
Position 1292: 4.5064258281859985e-05
Position 889: 3.7065983170357625e-05
Position 845: 3.31122812075975e-05
Position 954: 3.024443467376941e-05
Position 2540: 2.7498907938148255e-05
Position 1105: 2.2211357661155624e-05
Position 637: 2.0931819203280623e-05
Position 363: 1.652663924660984e-05
Position 223: 1.3057033876059126e-05
Position 667: 1.2850512403428333e-05
Position 653: 1.1525618191491279e-05
Position 498: 8.685328347640644e-06
Position 515: 7.1679710690001345e-06
Position 1743: 6.772828892660028e-06
Position 794: 6.056485823996261e-06
Position 387: 5.248240071937975e-06
Position 809: 5.021137143779048e-06
Position 470: 4.078063737118853e-06
Position 1318: 3.613319938574433e-06
Position 191: 3.0223279117670887e-06
Position 412: 2.6005414668864477e-06
Position 1338: 2.204352150771453e-06
Position 1115: 2.114672172958057e-06
Position 1064: 2.0044089041386774e-06
Position 529: 8.51032253382931e-07
Position 2281: 8.362673183054596e-07
Position 2924: 5.489824827454715e-07
Position 298: 3.9331698739234387e-07
Position 3344: 3.0591631792815897e-07
Position 1432: 2.765884453679969e-07
Position 315: 1.9113857610201366e-07
Position 868: 1.7917352441333078e-07
Position 712: 1.5029068652621515e-07
Position 537: 1.2182116569469892e-07
Position 193: 1.1254046253347262e-07
Position 132: 4.397738974924043e-08
Position 236: 3.2539059239000696e-08
Position 128: 2.6347568859389014e-08
Position 370: 2.5474678250577695e-08
Position 502: 2.3386567807519562e-08
Position 123: 1.8960723490357353e-08
Position 372: 1.8620326328189505e-08
Position 1421: 1.532146654193963e-08
Position 480: 1.4820190595937054e-08
Position 730: 3.7768099757268915e-09
Position 719: 3.025326152808806e-09
Position 706: 1.174855296330716e-09
Position 68: 8.560521861254607e-10
Position 531: 8.460170570271847e-10
Position 312: 7.579797661613219e-10
Position 323: 3.1226029892589957e-10
Position 85: 5.113641233363601e-11
Position 960: 1.3043179922461567e-11
Position 76: 6.1550149911905015e-12
Position 753: 3.366581798263073e-12
Position 72: 5.18515011988459e-13
Position 540: 1.6064270496146086e-15
