Gene = NSA2
index = 963
Annotated 5SS: [ 372 2127 2373 3819 7069]
Annotated 3SS: [1938 2221 3638 6875 9611]
SMsplice 5SS: [ 372 2127 2373 3819 7069]
SMsplice 3SS: [1938 2221 3638 6875 9611]
top_k =  1000
Partition function (log Z): 3.897196139998348

Sorted 5' Splice Sites (High to Low Probability):
Position 2127: 0.9982985142690262
Position 2373: 0.992346322062281
Position 372: 0.9118097150722956
Position 3819: 0.9048604408630078
Position 10481: 0.6555872126541419
Position 1828: 0.6210392670355235
Position 7069: 0.6089727103326921
Position 7003: 0.26056290276548555
Position 5430: 0.2325504489472437
Position 10983: 0.21296801089572334
Position 6102: 0.07437993540292404
Position 6062: 0.04498503472440718
Position 9801: 0.04401343402481796
Position 9932: 0.04228963308250934
Position 8484: 0.03656135978773041
Position 454: 0.031726369294244286
Position 1250: 0.028199945486445638
Position 10074: 0.02756931826130662
Position 4646: 0.022536915965671696
Position 4641: 0.018568367519960226
Position 559: 0.018260917062200736
Position 3666: 0.01542145227144141
Position 3126: 0.014526042874266952
Position 7023: 0.012404017849719007
Position 447: 0.011099584836567901
Position 1744: 0.010802773686460872
Position 9998: 0.009634785224384811
Position 4055: 0.009468765267308138
Position 8043: 0.008351986210003654
Position 839: 0.008207160482388535
Position 414: 0.0070258958588090515
Position 3561: 0.006978135544180084
Position 3851: 0.006726848698576006
Position 8083: 0.00655336700144287
Position 1422: 0.006238706422939128
Position 1262: 0.006031507545391412
Position 1136: 0.005654550547373738
Position 9739: 0.004741649428678123
Position 3508: 0.004713143639023144
Position 254: 0.004399361644629549
Position 2604: 0.004308740199966064
Position 1242: 0.004226650706657045
Position 4804: 0.004155728030854356
Position 11159: 0.003775358485535356
Position 7803: 0.0037109637542109795
Position 8229: 0.003274065652597844
Position 464: 0.0031389298206304984
Position 3531: 0.0029420501642399167
Position 7471: 0.0028922279704195458
Position 9029: 0.0028897910693128337
Position 2917: 0.0025674778480390655
Position 11090: 0.0024351157577658677
Position 3374: 0.0022058589514650294
Position 2331: 0.002005024219405137
Position 1330: 0.0017617846699647544
Position 8166: 0.0015328297856207246
Position 1412: 0.0014527619155784534
Position 3112: 0.0013216943710618783
Position 10199: 0.001314518631679196
Position 6211: 0.0012487965529401396
Position 1144: 0.001145267740825735
Position 9774: 0.0011360676045017164
Position 7017: 0.0010992365234989319
Position 7554: 0.0010878870585752558
Position 3377: 0.0010164309565927547
Position 2985: 0.0009148859893612107
Position 500: 0.0008847521529076282
Position 3837: 0.0008279157130339833
Position 68: 0.0007415169592552396
Position 1103: 0.0006751864004039241
Position 38: 0.0006703215732646502
Position 3206: 0.00059753662118311
Position 10823: 0.0005353279324869944
Position 11352: 0.0005249326255083765
Position 3023: 0.0005139439995676291
Position 3283: 0.00045144762977280455
Position 1199: 0.0003980228258044737
Position 8560: 0.0003971956489549958
Position 4544: 0.00039174204213804137
Position 1795: 0.0003605027458858555
Position 726: 0.0003490001577550642
Position 6275: 0.00034096019960228925
Position 1369: 0.0002920367883819253
Position 1811: 0.00028877561867374755
Position 513: 0.0002736192401189748
Position 6225: 0.00024457614312741653
Position 2435: 0.0002124211793823072
Position 3198: 0.00020977095971466613
Position 3158: 0.00020018234591396983
Position 1832: 0.0001960599884045098
Position 2066: 0.00019202175240498254
Position 8626: 0.00019161656271332497
Position 292: 0.00018149765229289082
Position 2039: 0.00012377305300657792
Position 1854: 0.00010540477045520752
Position 8154: 0.00010516486394303189
Position 2789: 0.00010158739329794685
Position 3522: 0.00010013088225412316
Position 282: 9.161109608612621e-05
Position 223: 8.72503145159274e-05
Position 7840: 8.580237415847264e-05
Position 1571: 8.151012318434618e-05
Position 4501: 7.621218914162049e-05
Position 1867: 5.43359616513453e-05
Position 943: 5.030694475939967e-05
Position 2544: 4.8680395394718867e-05
Position 143: 4.711770216744479e-05
Position 7920: 4.5493847871740285e-05
Position 910: 3.779121542044879e-05
Position 2021: 3.7575070681425656e-05
Position 3155: 3.3402795396704836e-05
Position 9103: 3.207596657870821e-05
Position 939: 2.7269864752204762e-05
Position 1377: 2.5487865440552354e-05
Position 220: 2.3021254619008087e-05
Position 3753: 2.1783110539949835e-05
Position 2731: 2.1602061107074242e-05
Position 9203: 2.14959633751749e-05
Position 9058: 2.0923648331472966e-05
Position 8923: 1.9857645534718195e-05
Position 7200: 1.9279449581575154e-05
Position 1436: 1.923632946716125e-05
Position 958: 1.844832617114057e-05
Position 7759: 1.699885710252874e-05
Position 7924: 1.535086639442138e-05
Position 3744: 1.4907687430706905e-05
Position 3923: 1.4788777273643357e-05
Position 461: 1.3277600497666173e-05
Position 3524: 1.3115852036493288e-05
Position 1154: 1.2801901389583046e-05
Position 2131: 1.1823641489053624e-05
Position 2708: 1.0764941345686234e-05
Position 2157: 1.0636055842466049e-05
Position 4073: 1.0596437028024116e-05
Position 1177: 1.05731695953066e-05
Position 3208: 9.793796760401704e-06
Position 408: 9.345116309223208e-06
Position 1635: 8.857222506582138e-06
Position 3002: 8.815449176296804e-06
Position 141: 7.445092626234061e-06
Position 2286: 7.21313147241328e-06
Position 2508: 6.9783463784235775e-06
Position 2134: 6.949436870556911e-06
Position 21: 6.869327797068896e-06
Position 2828: 6.603372507333015e-06
Position 1705: 6.406117305644667e-06
