Gene = PDCD10
index = 1007
Annotated 5SS: [  165   613 14765 29985 37818 39231 47212 47593]
Annotated 3SS: [  475 14552 29930 37699 39103 47132 47509 50436]
SMsplice 5SS: [  368 14394 14765 30037 37818 39231 39592 39795 45402 47212 47593]
SMsplice 3SS: [14236 14552 29930 37699 39103 39395 39674 45253 47132 47509 50436]
top_k =  1000
Partition function (log Z): -25.47019445615304

Sorted 5' Splice Sites (High to Low Probability):
Position 14765: 0.9867588876040603
Position 368: 0.5543562106135212
Position 1959: 0.4502683893083364
Position 1749: 0.43118084592697625
Position 1209: 0.2093831211961904
Position 21: 0.12723700307260322
Position 2515: 0.12368449663627108
Position 1229: 0.10979816941937336
Position 613: 0.09050640138403838
Position 395: 0.09016440879747349
Position 259: 0.06816371312270886
Position 738: 0.0618023198099299
Position 202: 0.054051080616523334
Position 1526: 0.046966870933687295
Position 399: 0.03593980477197128
Position 1005: 0.03218858784685565
Position 1577: 0.03165538337353947
Position 709: 0.022528715167956192
Position 757: 0.013256379752614752
Position 165: 0.009271043856843639
Position 805: 0.008901970595228308
Position 1009: 0.004666838533518923
Position 348: 0.004218613089263748
Position 2060: 0.0035786570952042957
Position 700: 0.0031509207834737566
Position 1995: 0.003150100398988457
Position 284: 0.003131405585504269
Position 1429: 0.002864322429508361
Position 1817: 0.001991611993753667
Position 1949: 0.0013987186228738117
Position 248: 0.001298634724337134
Position 15049: 0.001013699775382379
Position 26: 0.0010037397950574522
Position 206: 0.0008849375938308062
Position 75: 0.0008752820027346163
Position 14746: 0.0007571122654560193
Position 2033: 0.0003647111513095424
Position 6014: 0.00030876375872719553
Position 842: 0.00025229370050606684
Position 174: 0.00020345653382919995
Position 1294: 0.00020083829488975178
Position 2037: 0.0001825065620821581
Position 2510: 0.0001784447985470716
Position 1782: 0.00016762559861956342
Position 744: 0.00016580914276413198
Position 2305: 0.0001538491490826994
Position 2149: 0.00015170444590139175
Position 428: 0.00014597839556231812
Position 2557: 0.00013487086099651596
Position 545: 0.0001263828964893437
Position 599: 0.00012016283686455479
Position 1292: 0.00011512077340144374
Position 510: 0.00010972724662739054
Position 1585: 0.00010887714939989437
Position 765: 8.712476055046851e-05
Position 295: 8.436523263391289e-05
Position 452: 4.514352107401639e-05
Position 516: 4.0078528901736215e-05
Position 811: 3.9999242077411123e-05
Position 1520: 3.5059527806199284e-05
Position 332: 3.373255931678402e-05
Position 2519: 2.7439583869484563e-05
Position 6447: 2.6587665681625408e-05
Position 769: 1.5411769675113213e-05
Position 733: 1.4434901577821922e-05
Position 193: 1.2729490498873454e-05
Position 461: 1.195041817401648e-05
Position 28: 1.0330585481857838e-05
Position 961: 9.67521925594709e-06
Position 823: 8.890009930000827e-06
Position 1166: 7.778380711748152e-06
Position 82: 7.238745188707956e-06
Position 788: 5.9120353634475315e-06
Position 854: 5.2619725814982495e-06
Position 188: 3.1279783779976153e-06
Position 535: 2.9943694733377614e-06
Position 118: 1.3047703095443054e-06
Position 337: 1.2899207987784902e-06
Position 2623: 1.1427481281133734e-06
Position 2553: 1.0255804400117807e-06
Position 34: 1.0186883948215473e-06
Position 2476: 1.0112461894514566e-06
Position 323: 9.274541598907584e-07
Position 438: 2.962660141013314e-07
Position 529: 1.8304798263207954e-07
Position 797: 1.194194267500071e-07
Position 14: 8.269417774032131e-08
Position 51: 1.9305900596670117e-08
Position 6: 1.4344297684186442e-08
Position 45: 1.4066204293448302e-08
Position 39: 8.084311014148016e-09
Position 350: 5.2318547644847086e-09
Position 379: 3.3131857275452627e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14552: 0.9925496372779928
Position 1687: 0.41411567986589587
Position 22802: 0.30055268584385847
Position 1084: 0.30048352913993004
Position 1811: 0.21897449207744882
Position 22830: 0.15041249121441355
Position 23070: 0.134500103989474
Position 23628: 0.10805001082780769
Position 641: 0.10798799900665315
Position 1646: 0.08819377581079488
Position 24359: 0.06761540686348397
Position 2322: 0.0588001307751319
Position 1345: 0.056417224349246495
Position 1576: 0.048434659060937225
Position 20170: 0.04281598178095154
Position 1626: 0.037742682109019925
Position 2421: 0.03581796576621065
Position 1746: 0.035498069011156264
Position 18515: 0.030152166578630596
Position 475: 0.02923039807524188
Position 958: 0.025962641415556105
Position 19390: 0.02514496956631715
Position 17351: 0.0250073365176315
Position 22303: 0.023533672463850012
Position 1425: 0.020793261190872818
Position 14950: 0.01890073365661526
Position 2380: 0.015951265668052984
Position 18108: 0.014254684693619617
Position 1830: 0.013963979117117529
Position 127: 0.013335513751324834
Position 2292: 0.013263374765717081
Position 1387: 0.012591152671525628
Position 16034: 0.010945635048243994
Position 17829: 0.010556677494218543
Position 480: 0.008640046063542363
Position 1871: 0.008050957894507795
Position 19616: 0.007410837236394517
Position 18620: 0.006542445102503961
Position 1169: 0.006030995137741466
Position 347: 0.005176317517557926
Position 1878: 0.0047363381916762145
Position 1778: 0.0037579483857854822
Position 17941: 0.003506850495652486
Position 16390: 0.003341626936962063
Position 9576: 0.0028796399282751705
Position 598: 0.0025328039961396175
Position 1846: 0.002355265880391972
Position 2024: 0.0022580663739013443
Position 17311: 0.0021791415062200102
Position 1055: 0.002160152461433311
Position 16944: 0.0017703015761909866
Position 579: 0.0015122345313131253
Position 1863: 0.001352613890651038
Position 1008: 0.0012862139849771686
Position 1657: 0.0012035960766604093
Position 15625: 0.0010059815381779844
Position 872: 0.0010038181929774934
Position 823: 0.0009925992326398996
Position 2792: 0.0009098672427396618
Position 10159: 0.0009057239946121005
Position 2056: 0.0008991976998550605
Position 2506: 0.0007889209448982001
Position 482: 0.0006514765658998073
Position 939: 0.0005284774851047603
Position 991: 0.0005050345342469878
Position 6358: 0.00046287753832647746
Position 612: 0.0004509586753898521
Position 529: 0.00041085365352642956
Position 5893: 0.0003631912637684841
Position 14888: 0.00032995871368162686
Position 733: 0.0002659010592995592
Position 1058: 0.00026568838696321736
Position 1544: 0.00023396627672434797
Position 399: 0.00023271603559942553
Position 786: 0.00023208368891966544
Position 890: 0.00021263354926452343
Position 7632: 0.00019521637548384016
Position 557: 0.00016974370425080083
Position 3649: 0.00015777115909683932
Position 315: 0.00015553061414704447
Position 169: 0.0001508379562041554
Position 1948: 0.00014296093516787229
Position 1121: 0.00013807083596567766
Position 2812: 0.00012108966874335531
Position 244: 0.00011237268957303653
Position 1474: 0.000104886525160848
Position 8250: 0.0001022572576333471
Position 535: 7.823966716484718e-05
Position 2838: 7.814392888639012e-05
Position 7573: 7.541017349259487e-05
Position 3492: 6.970067157299971e-05
Position 6338: 6.195817661604658e-05
Position 485: 6.159420410765028e-05
Position 258: 5.585604295891511e-05
Position 583: 4.95078213843625e-05
Position 133: 4.688387995618049e-05
Position 2175: 4.513910960418348e-05
Position 3427: 4.4917971650893707e-05
Position 367: 4.422367459729415e-05
Position 6362: 4.272108388592833e-05
Position 976: 3.845559112523871e-05
Position 6252: 3.448368321758561e-05
Position 365: 3.1745899684953465e-05
Position 497: 3.096604451772713e-05
Position 854: 3.068416080686625e-05
Position 1748: 2.9678661413467903e-05
Position 4367: 2.809646697978373e-05
Position 403: 2.6314451613545493e-05
Position 1248: 2.6289096507240318e-05
Position 6435: 2.5368530274375074e-05
Position 1228: 2.4774793174913096e-05
Position 308: 2.41609794210904e-05
Position 306: 2.2944128812162413e-05
Position 5634: 2.2662635684462664e-05
Position 5200: 2.136727567307146e-05
Position 699: 2.1066474825261962e-05
Position 1200: 2.0430278973201672e-05
Position 4008: 1.976366498734205e-05
Position 3675: 1.8943808464621903e-05
Position 5530: 1.2413427834813375e-05
Position 3271: 1.2181553210226791e-05
Position 198: 1.172734085073608e-05
Position 1515: 1.0192052347938958e-05
Position 1944: 6.789788738673931e-06
Position 836: 6.102689629505355e-06
Position 833: 6.091467944823676e-06
Position 643: 3.7444998439070993e-06
Position 4864: 3.0284765348794685e-06
Position 4794: 2.6050653814104132e-06
Position 2345: 2.5188612552089434e-06
Position 669: 1.7613513248893988e-06
Position 494: 1.6707799756837466e-06
Position 503: 1.6669382511333116e-06
Position 501: 1.6118096709801923e-06
Position 895: 1.5154159678852383e-06
Position 173: 1.4182203778355393e-06
Position 678: 1.226040049444183e-06
Position 1400: 1.168682478727531e-06
Position 560: 1.1606508146809307e-06
Position 1015: 1.0074767258534457e-06
Position 248: 8.818942413117281e-07
Position 410: 4.0512503815338197e-07
Position 90: 2.4768748685981526e-07
Position 104: 1.9259365684718203e-07
Position 188: 1.1989786876658647e-07
Position 277: 9.524753999491531e-08
Position 283: 7.25415427811096e-08
Position 712: 4.1140263983259434e-08
Position 438: 1.594812523298783e-08
Position 405: 1.3236250829777224e-08
Position 147: 1.24497735484123e-08
Position 149: 8.25933936389546e-09
Position 372: 1.949425472552035e-09
Position 271: 1.3400802127029372e-09
Position 426: 8.032696798527498e-10
Position 421: 7.976326112283387e-10
Position 417: 1.589895252325715e-11
Position 69: 2.1312137418675753e-12
Position 80: 1.8852400618874794e-14
Position 72: 1.605751031243256e-14
Position 74: 6.385799495502754e-15
