Gene = MAEL
index = 814
Annotated 5SS: [  376   721  2369  3733  4961 15196 16022 16289 27176 28851 32052]
Annotated 3SS: [  627  2268  3576  4918 15070 15966 16146 27112 28717 31975 32558]
SMsplice 5SS: [  376   721  3527  3733 15196 16022 16289 23403 28851 32052]
SMsplice 3SS: [  574  3445  3616 15070 15966 16179 23259 28717 31836 32558]
top_k =  1000
Partition function (log Z): -2.1586539055211884

Sorted 5' Splice Sites (High to Low Probability):
Position 28851: 0.9906942100247913
Position 376: 0.9826509267705502
Position 16289: 0.9751932292911276
Position 16022: 0.8904164641623992
Position 3733: 0.8537627988559093
Position 3527: 0.8531155394989969
Position 15196: 0.8425552667782975
Position 23403: 0.7552591032550425
Position 721: 0.7435454463980689
Position 4961: 0.6003842558030675
Position 32052: 0.4124598768935875
Position 2369: 0.2821674192249115
Position 4327: 0.2610504995590512
Position 20973: 0.21897628371235844
Position 2745: 0.1488469936867555
Position 24291: 0.12935171591544486
Position 15225: 0.10794978432221966
Position 27387: 0.10500302558596378
Position 1241: 0.1023986181889158
Position 11694: 0.09876483883504461
Position 24752: 0.09710995034982846
Position 3697: 0.09373739594043193
Position 201: 0.0785618341339356
Position 1333: 0.07119715787415459
Position 13917: 0.07106221247536149
Position 1315: 0.06183604916441186
Position 14119: 0.05915747490149995
Position 30413: 0.05629515304480766
Position 2360: 0.055916966913290705
Position 27433: 0.05263589072027176
Position 4694: 0.04967524286854165
Position 1233: 0.04632588655299547
Position 7431: 0.03741728925472052
Position 16099: 0.03282057644119372
Position 4291: 0.02900590541508969
Position 4480: 0.023135140769822947
Position 32117: 0.02158829019314035
Position 2751: 0.015167561681636776
Position 29148: 0.012437768001236948
Position 2524: 0.011436381585304582
Position 1589: 0.008918686556898016
Position 148: 0.008539890846848837
Position 2729: 0.008055908793942116
Position 1237: 0.006009087708823564
Position 17388: 0.005361927131898147
Position 18375: 0.0053124600455114685
Position 2785: 0.004432722085316861
Position 1714: 0.0039043697742208398
Position 4033: 0.0028561861197860575
Position 1388: 0.0028362069997390936
Position 8615: 0.002569946276774311
Position 3042: 0.0025632126956687882
Position 2780: 0.0023455336623383425
Position 2472: 0.0022216585869601537
Position 2167: 0.002200497312570927
Position 4295: 0.0018355015959653162
Position 1882: 0.0017419212839597962
Position 1667: 0.0017201820010228541
Position 4980: 0.0017043387003873353
Position 3417: 0.0013975003337032355
Position 2374: 0.0013742613879202071
Position 1037: 0.0012251614058897099
Position 254: 0.0012117543886806018
Position 430: 0.001200353826905019
Position 136: 0.0011205439067339975
Position 830: 0.0010928975330666126
Position 1227: 0.0010127286793677795
Position 3078: 0.0009184779215883675
Position 1454: 0.0007875136635962176
Position 1867: 0.000653610561662432
Position 82: 0.0006042858753588942
Position 1797: 0.000540271464197916
Position 726: 0.00042083026585762576
Position 461: 0.00036732211247804815
Position 1284: 0.0003537985934977607
Position 2501: 0.00027206835267482206
Position 3768: 0.0002573243281795146
Position 392: 0.0002416075546771652
Position 773: 0.0002372343770423402
Position 2428: 0.00020871165657112254
Position 1486: 0.00018685912045488868
Position 1988: 0.00017477072683400147
Position 543: 0.0001330995774700982
Position 2977: 0.00011584629998161067
Position 1231: 0.00010190539400794901
Position 4079: 0.00010068840323742873
Position 1525: 9.491253164258631e-05
Position 1409: 9.309453191405891e-05
Position 2432: 9.280073242913025e-05
Position 937: 8.252293471532734e-05
