Gene = ARHGEF39
index = 95
Annotated 5SS: [ 256  532  916 1280 1966 2342 2776 3109]
Annotated 3SS: [ 436  794 1160 1894 2212 2545 3019 3284]
SMsplice 5SS: [ 256  532  916 1280 3109]
SMsplice 3SS: [ 436  794 1160 2864 3284]
top_k =  1000
Partition function (log Z): 2.4450680017969546

Sorted 5' Splice Sites (High to Low Probability):
Position 532: 0.992253583777693
Position 256: 0.9023871016374033
Position 1280: 0.8964525038416666
Position 916: 0.8759154084572424
Position 3109: 0.843356652961581
Position 1966: 0.5686958116411827
Position 2342: 0.40807214359732724
Position 3575: 0.2834630367364744
Position 2776: 0.2816700145720481
Position 2048: 0.16247073563397146
Position 1027: 0.1380296473901235
Position 2762: 0.048142692492040874
Position 2194: 0.04409175248745157
Position 327: 0.03692954353322645
Position 2189: 0.02558605869747206
Position 323: 0.022157606417994215
Position 3412: 0.01722497786209014
Position 137: 0.007929369433107595
Position 247: 0.0074826243549725845
Position 2574: 0.006904244144183725
Position 4336: 0.00567294887903114
Position 1970: 0.005282796921461702
Position 1895: 0.004619385156353608
Position 1193: 0.0035802499792490306
Position 302: 0.003330516316832446
Position 4681: 0.0028010530753589014
Position 341: 0.002170464348926432
Position 897: 0.002140278696176985
Position 5194: 0.0021189787239791784
Position 1808: 0.001962447829669881
Position 1498: 0.0019019573399780773
Position 1933: 0.0016052802873517532
Position 5617: 0.0015417333845206046
Position 698: 0.0011471212329329337
Position 2787: 0.0009005069683900482
Position 2231: 0.0008443650395592785
Position 3082: 0.0008134546928067363
Position 1322: 0.0006675599932606216
Position 3579: 0.0005497370209774594
Position 151: 0.0004818580736556971
Position 2780: 0.0004557340850260421
Position 2180: 0.0004227493134709285
Position 5081: 0.0004180022832321552
Position 1814: 0.0004059336576741277
Position 60: 0.0003914536897832035
Position 1421: 0.00027841236723094153
Position 1450: 0.00026933187419139564
Position 1183: 0.0002537620389921526
Position 144: 0.00023725008805121955
Position 2012: 0.00019481557150929327
Position 4054: 0.00019215514314080098
Position 2177: 0.0001852802593413724
Position 613: 0.0001685599256115221
Position 1730: 0.0001634956540157852
Position 312: 0.00015226563814464344
Position 3005: 0.00014017813791110894
