Gene = SHFM1
index = 1252
Annotated 5SS: [  204 15094]
Annotated 3SS: [14999 20924]
SMsplice 5SS: [  204 14909 15094]
SMsplice 3SS: [14808 14999 20924]
top_k =  1000
Partition function (log Z): -4.975308941819409

Sorted 5' Splice Sites (High to Low Probability):
Position 15094: 0.9999138764355502
Position 672: 0.6279772198363859
Position 204: 0.6067223896177393
Position 14909: 0.4996358648016532
Position 443: 0.4001268620494566
Position 1744: 0.23215891550005555
Position 15314: 0.23056078990906653
Position 16032: 0.1623303432291787
Position 3105: 0.13030627577396825
Position 12818: 0.1222667724018816
Position 15535: 0.08901978518470088
Position 264: 0.07574873337629835
Position 477: 0.05306763694247673
Position 18691: 0.051152647518864544
Position 4904: 0.04135595662863541
Position 241: 0.04056440394708962
Position 12131: 0.038161469983812216
Position 6203: 0.037812761665238816
Position 400: 0.01906727081906603
Position 20988: 0.017952987455063157
Position 16992: 0.01398318607245478
Position 17897: 0.013081041810072941
Position 20647: 0.011262243322479227
Position 16691: 0.010004367387465421
Position 846: 0.00961616646333226
Position 17447: 0.0061900670319927666
Position 15221: 0.005515543146380982
Position 19323: 0.00509470931581542
Position 19278: 0.004222597061493636
Position 19586: 0.004007093029519192
Position 19606: 0.0037406227798888183
Position 73: 0.0034027215791533117
Position 149: 0.0033790951155445825
Position 15475: 0.003191523679816688
Position 2950: 0.0025086746760467618
Position 16641: 0.002445884240253649
Position 43: 0.002378354485143614
Position 159: 0.0023261500075339686
Position 18888: 0.0019447718235737956
Position 15483: 0.0017761344958876757
Position 19291: 0.001766652914587013
Position 17827: 0.0015795294367456961
Position 4840: 0.0013872091298855879
Position 2363: 0.0012622461223261486
Position 22: 0.000867932371832922
Position 3669: 0.0008548566904367922
Position 5759: 0.0007663138677381223
Position 7313: 0.0006768129299432311
Position 10587: 0.000621761213414718
Position 16388: 0.0006196325419254325
Position 17845: 0.0006061506659027559
Position 1563: 0.0005909193808356915
Position 2240: 0.000563944483295716
Position 16445: 0.0005278913425245528
Position 659: 0.0005167546712926974
Position 19524: 0.00046600958042664097
Position 221: 0.0003761563891010337
Position 467: 0.0003680333739298364
Position 372: 0.0003113479060422188
Position 15800: 0.0002950272782864456
Position 481: 0.0002747286953102397
Position 273: 0.0002725307003426958
Position 106: 0.0002660298775954486
Position 15443: 0.000233315821109636
Position 4197: 0.00020427200937332845
Position 1263: 0.0001817333888363021
Position 1268: 0.00018026638271252915
Position 4006: 0.0001771472707452814
Position 1245: 0.00015996679530446868
Position 52: 0.00010604228817190825
Position 2517: 8.932240285520576e-05
Position 15271: 7.965214423991126e-05
Position 3589: 7.587408677004108e-05
Position 3755: 6.853121805582829e-05
Position 3888: 6.650890509041967e-05
Position 471: 5.838174908931316e-05
Position 4001: 5.352540708082119e-05
Position 130: 4.732010503487278e-05
Position 229: 4.492172809534875e-05
Position 306: 4.412076967233053e-05
Position 3759: 3.680718901794443e-05
Position 79: 2.4901849597272886e-05
Position 1359: 2.2919384891847488e-05
Position 492: 1.2666211133916277e-05
Position 27: 1.142883528048068e-05
Position 258: 9.204918892709638e-06
Position 256: 8.37958424952025e-06
Position 1086: 8.150931212269064e-06
Position 46: 7.828114909752217e-06
Position 33: 7.678713817941001e-06
Position 13: 7.580677711306799e-06
Position 163: 5.14574233669512e-06
Position 379: 3.846792440820719e-06
Position 181: 3.4395807652081466e-06
Position 447: 2.532482088314532e-06
Position 502: 2.5283809437105766e-06
Position 227: 2.503266088098156e-06
Position 108: 2.1437671430575513e-06
Position 381: 1.9024669047206175e-06
Position 57: 1.745582951089483e-06
Position 190: 5.43659901856534e-07
Position 684: 5.204115733799707e-07
