Gene = NDUFB5
index = 930
Annotated 5SS: [  238 10358 11348 12343 13820]
Annotated 3SS: [10268 11280 12280 13712 19217]
SMsplice 5SS: [  655 10358 12343 13820 18280]
SMsplice 3SS: [10249 12280 13712 18145 19217]
top_k =  1000
Partition function (log Z): -2.9310684402002583

Sorted 5' Splice Sites (High to Low Probability):
Position 10358: 0.9743017444609371
Position 12343: 0.8175603096184537
Position 18280: 0.6401580830474823
Position 13820: 0.5822653030449342
Position 6644: 0.45731415194227515
Position 655: 0.42344909606926695
Position 13837: 0.3931348081444031
Position 3415: 0.34943853117516305
Position 238: 0.3183712576270221
Position 2823: 0.2506411090791377
Position 11348: 0.23179756751839067
Position 3111: 0.20724738788655742
Position 10579: 0.19951288128856678
Position 12579: 0.17839553446453588
Position 5100: 0.15715568328741875
Position 18056: 0.14962775838152995
Position 17409: 0.1461347554828793
Position 274: 0.12857594477784748
Position 692: 0.1141312326102168
Position 2810: 0.11313883389059796
Position 640: 0.11253036992801961
Position 12985: 0.06976394740310926
Position 2877: 0.0661717495593234
Position 13228: 0.05984110647874555
Position 2999: 0.05880492644486145
Position 10914: 0.054990831204737606
Position 2532: 0.0493192155871435
Position 3910: 0.030467387021578387
Position 504: 0.025726131366615747
Position 12160: 0.02192352989119906
Position 14861: 0.021122237591491688
Position 16282: 0.02096481533850876
Position 6524: 0.019783869172781857
Position 15589: 0.014099689899607077
Position 6106: 0.013782092490932145
Position 14016: 0.01246686099936918
Position 13864: 0.011813455374663986
Position 14865: 0.01172285788361943
Position 53: 0.011691199208344041
Position 3062: 0.010013650355729336
Position 14556: 0.008939428332865979
Position 19362: 0.008744124288485559
Position 1431: 0.008583937553828563
Position 12130: 0.0052885567320709245
Position 5354: 0.004687392338402527
Position 13841: 0.004488572317843882
Position 2608: 0.004338768441239376
Position 12218: 0.0037062887980247286
Position 13152: 0.003557815724539595
Position 17059: 0.003286793756861506
Position 12198: 0.0030330290077745133
Position 3015: 0.002675118578110249
Position 342: 0.0024641883835575147
Position 4380: 0.0024371461023300306
Position 18571: 0.002314540097842108
Position 11626: 0.0019888520796581674
Position 12716: 0.0017096510505170313
Position 404: 0.0016676571037904174
Position 10942: 0.0016615500500013287
Position 19587: 0.0016075813665341902
Position 2030: 0.001528299934994905
Position 13483: 0.0015097949197191568
Position 2195: 0.0015045111456116849
Position 242: 0.0015012774763900137
Position 2496: 0.0013607833165974225
Position 1916: 0.0013372147560280054
Position 307: 0.0013070031468532452
Position 2471: 0.0012812081849911774
Position 2882: 0.0012517822844299214
Position 17768: 0.0010379428541680256
Position 316: 0.0009381265606350427
Position 12433: 0.0008508290997789326
Position 1370: 0.0008038831201081753
Position 13071: 0.0007790744419753747
Position 16754: 0.0007738251990372477
Position 3230: 0.0007519052998265311
Position 19252: 0.0007372947674856937
Position 11825: 0.0007253406595371479
Position 2330: 0.0006725826677311573
Position 147: 0.00039802471090754146
Position 19272: 0.0003091316634674444
Position 18686: 0.00030460113905300977
Position 746: 0.00029662710951929147
Position 141: 0.0002503353286209866
Position 1233: 0.00023651671259058507
Position 15922: 0.00022246388809089824
Position 127: 0.0001008157250029673
Position 105: 9.177250774468788e-05
Position 1999: 6.642946744034179e-05
Position 2856: 5.082037526575498e-05
Position 393: 4.482454384890134e-05
Position 1449: 3.1768191854934674e-05
Position 572: 3.136257116472826e-05
Position 14091: 1.505974933574302e-05
Position 108: 1.1307664659747857e-05
Position 14620: 1.1049092724903616e-05
Position 14134: 8.636118754784577e-06
Position 345: 6.942711645385115e-06
Position 1067: 3.807373367734315e-06
Position 156: 2.807447596994762e-06
Position 76: 2.670492419677104e-06
Position 494: 1.3479168404318427e-06
Position 265: 1.114072036582721e-06
Position 167: 9.726352711993326e-07
Position 131: 8.071648312680783e-07
Position 521: 6.911794967577793e-07
Position 421: 4.895216580573195e-07
Position 419: 4.210225700409671e-07
Position 696: 3.3161461606830723e-07
Position 986: 2.3369304087224855e-07
Position 450: 2.1166857378950011e-07
Position 15600: 1.5021429587373358e-07
Position 901: 8.82818840971111e-08
Position 911: 3.691429528909714e-08
Position 43: 2.3698058220843228e-08
Position 859: 2.2209371151100503e-08
Position 1451: 1.312314573086134e-08
Position 1185: 1.0663242009926896e-08
Position 447: 7.854434292502066e-09
Position 979: 5.974840701749764e-09
Position 647: 5.517394283622377e-09
Position 545: 5.44629681397013e-09
Position 594: 4.695198830117909e-09
Position 217: 4.463185160183814e-09
Position 1353: 1.262059462820544e-09
Position 1305: 6.6088937097544e-10
Position 701: 1.964519299726369e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 13712: 0.9763942423873234
Position 19217: 0.9389319075523117
Position 12280: 0.81714868705652
Position 10249: 0.7209338880769453
Position 18145: 0.6401165832477077
Position 6426: 0.42594324832119024
Position 2660: 0.37777248697118115
Position 3323: 0.2560419935541906
Position 10078: 0.24964865845049675
Position 11280: 0.22591586648215123
Position 10483: 0.16684388684486745
Position 17290: 0.1193584753052187
