Gene = ZMYM6NB
index = 1605
Annotated 5SS: [ 156 1587]
Annotated 3SS: [1405 3233]
SMsplice 5SS: [ 156 1587]
SMsplice 3SS: [1405 3233]
top_k =  1000
Partition function (log Z): -8.842269416676467

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.8844118778139518
Position 1587: 0.6714946396807622
Position 526: 0.11548953307673276
Position 933: 0.08274840113318029
Position 892: 0.05105925758498186
Position 308: 0.03638934289696913
Position 2065: 0.029567836887149278
Position 3100: 0.02200811978942824
Position 1448: 0.0164608062001621
Position 3353: 0.010273245786416746
Position 2646: 0.008306335998265947
Position 921: 0.0066722371869618775
Position 1557: 0.005878089409674824
Position 461: 0.003976337072567898
Position 1745: 0.0033750866362992093
Position 3279: 0.002421320861229033
Position 3457: 0.0022576244003484785
Position 31: 0.0012243673831653476
Position 421: 0.0011909759025991598
Position 3384: 0.0008552263875456349
Position 3356: 0.000710893671595493
Position 141: 0.0006424801654027198
Position 66: 0.0005258544581528908
Position 107: 0.0004875417232533847
Position 1313: 0.00023585099982892732
Position 3502: 0.00022736951239902802
Position 2336: 0.0001491499103028079
Position 3114: 0.0001235219506393392
Position 3406: 0.00011725328173146361
Position 1526: 0.00010881511659849454
Position 75: 8.617635656776484e-05
Position 535: 7.517951463743523e-05
Position 2726: 7.23543482349029e-05
Position 1290: 6.962464926444566e-05
Position 590: 6.319159127349163e-05
Position 944: 4.627965314384793e-05
Position 1170: 4.2445617510320456e-05
Position 390: 4.1553428764749074e-05
Position 200: 3.351375282612739e-05
Position 1165: 2.3163833862567857e-05
Position 705: 1.9026697479513548e-05
Position 102: 1.3078337723363427e-05
Position 1032: 1.2826894923996434e-05
Position 202: 1.1270117592777965e-05
Position 1293: 7.510608310291169e-06
Position 1150: 5.1923357498911306e-06
Position 1490: 3.176173928207078e-06
Position 546: 2.2428310342462016e-06
Position 331: 1.7263840012581894e-06
Position 543: 1.6576012160725886e-06
Position 2363: 1.4716267586503283e-06
Position 3151: 1.398391758477932e-06
Position 541: 1.1061339815978416e-06
Position 505: 1.008951200785718e-06
Position 1516: 6.695947936519233e-07
Position 8: 6.622420330815512e-07
Position 1433: 6.593976417462228e-07
Position 515: 5.000020629114419e-07
Position 617: 4.94997182684986e-07
Position 530: 2.745455525793827e-07
Position 905: 7.740491744041416e-08
Position 1147: 7.163309972274721e-08
Position 73: 3.6460333372010465e-08
Position 322: 2.908076586161827e-08
Position 760: 1.7503845916777656e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1405: 0.5536238715299403
