Gene = PRRC1
index = 1080
Annotated 5SS: [  168  5974  7312  9170 12788 16178 21535 30313]
Annotated 3SS: [ 5850  6921  9008 12684 16013 21430 30209 34097]
SMsplice 5SS: [  168  7126  7312  9170 12833 16178 21535 27078 30313]
SMsplice 3SS: [ 6921  7212  9008 12684 16013 21430 26871 30209 30512]
top_k =  1000
Partition function (log Z): 9.412435919131811

Sorted 5' Splice Sites (High to Low Probability):
Position 21535: 0.9999760753798781
Position 9170: 0.9804637078610112
Position 30313: 0.974406035767453
Position 16178: 0.9728637370349945
Position 7312: 0.9317655541105347
Position 168: 0.9188989468080286
Position 27078: 0.7244869486483617
Position 12833: 0.6811414887950795
Position 7126: 0.6228908710516796
Position 22451: 0.5275187242566693
Position 26303: 0.4457124877314558
Position 27264: 0.41743244827286435
Position 5974: 0.4141310680396285
Position 26657: 0.4126404235825868
Position 32792: 0.3536348108927589
Position 30526: 0.3063653069249058
Position 30819: 0.2965663206668207
Position 23912: 0.26628070238326046
Position 18649: 0.24955531020952124
Position 21315: 0.19213345113265842
Position 31107: 0.18785741047717797
Position 391: 0.17417579165507327
Position 8644: 0.17000937495756402
Position 30083: 0.15964623217391014
Position 18162: 0.14749871294036307
Position 15692: 0.14513694948855055
Position 8871: 0.1387309623291798
Position 26662: 0.1331222283528129
Position 14343: 0.13102863966109812
Position 32466: 0.12144110851478998
Position 17795: 0.11583555787995903
Position 12213: 0.1116397006162008
Position 32770: 0.10451703851570578
Position 14270: 0.10161159960167045
Position 20395: 0.0976373010358793
Position 6150: 0.07539088887191778
Position 23398: 0.0741844456520864
Position 18616: 0.07054876508267474
Position 32438: 0.0701773776281614
Position 24455: 0.06797647907685923
Position 11471: 0.06566459558754649
Position 25895: 0.06064532250107544
Position 12788: 0.05946313800899567
Position 8582: 0.056384032479857085
Position 34304: 0.056229585833397176
Position 4425: 0.05416267847855646
Position 17380: 0.050129677080857846
Position 11235: 0.04892252251473606
Position 27098: 0.048321340568526876
Position 9376: 0.04728548074364557
Position 5742: 0.045646668638812414
Position 26664: 0.04294808501273689
Position 7953: 0.04157887952766216
Position 31900: 0.03897806239660879
Position 10558: 0.038647553156820516
Position 56: 0.036719878500463383
Position 17888: 0.03482836073227884
Position 14295: 0.03325103221700902
Position 27323: 0.03256288035385598
Position 12809: 0.032019074458517066
Position 7014: 0.030069154732768114
