Gene = LCE6A
index = 770
Annotated 5SS: [144]
Annotated 3SS: [631]
SMsplice 5SS: [144]
SMsplice 3SS: [631]
top_k =  1000
Partition function (log Z): -8.873107847038224

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.7219030118726812
Position 41: 0.3015742919767903
Position 446: 0.02967251710807247
Position 450: 0.02206372730311653
Position 918: 0.012766557881173072
Position 369: 0.010514512825857924
Position 348: 0.010184862107310807
Position 642: 0.0036452747299541136
Position 237: 0.0017621701294005102
Position 527: 0.0016485373377886788
Position 304: 0.0015843246206546245
Position 496: 0.001380805384655268
Position 160: 0.0011935424398266503
Position 390: 0.0005563072304639375
Position 950: 0.00044666940732187096
Position 774: 0.0004158132767564716
Position 534: 0.00039192638761673896
Position 376: 0.00037858471253068095
Position 906: 0.0002253574252217523
Position 84: 0.00021843743385946488
Position 803: 0.00014519590139726643
Position 439: 8.885550933301321e-05
Position 75: 8.049323685851963e-05
Position 268: 6.564024084555677e-05
Position 846: 4.794062609701915e-05
Position 522: 4.302190103461812e-05
Position 180: 2.1248930188214134e-05
Position 566: 1.973485985250884e-05
Position 531: 1.6675052852255618e-05
Position 604: 1.09288456257379e-05
Position 116: 7.189680951412044e-06
Position 281: 7.131836759233628e-06
Position 756: 6.286368333644584e-06
Position 882: 3.7241070230590024e-06
Position 923: 3.1625640920917207e-06
Position 880: 1.5910079835676408e-06
Position 692: 2.1222135916923028e-07
Position 20: 9.785012561716807e-08
Position 486: 2.894728549263481e-08
Position 98: 2.3632252765790256e-08
Position 454: 3.582160323899577e-09
Position 399: 2.4957968900923632e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 631: 0.4727621206172666
Position 560: 0.21743528722819602
Position 127: 0.2066361283240875
Position 417: 0.05295257028352638
Position 516: 0.03486732115924274
Position 1021: 0.030847886086699798
Position 347: 0.023961357552631936
Position 717: 0.019294340904692776
Position 770: 0.018380768180318776
Position 1085: 0.01053357429254693
Position 522: 0.009159097507707834
Position 486: 0.009126209449647201
Position 566: 0.006659581570430122
Position 786: 0.002123167245772468
Position 1027: 0.0015526328126079685
Position 773: 0.0012554806418535271
Position 292: 0.0008446310466792182
Position 421: 0.0007800438578752851
Position 734: 0.000721137956535482
Position 496: 0.0005916406502733245
Position 664: 0.0003960227396169906
Position 795: 0.00038614293408436977
Position 975: 0.0003009114484648751
Position 586: 0.00022896398520694253
Position 446: 0.00022452750049750783
Position 971: 0.00021466816893619804
Position 645: 0.00017360157336261098
Position 228: 0.00010274790626822717
Position 849: 9.54633416121882e-05
Position 527: 6.4370153529756e-05
Position 832: 5.1347151055868614e-05
Position 580: 4.202953730507982e-05
Position 1090: 3.59223623002919e-05
Position 466: 2.8915278609779843e-05
Position 131: 2.6999757759045426e-05
Position 872: 2.5027912004712133e-05
Position 1001: 2.1852655387757946e-05
Position 667: 2.1619046449748115e-05
Position 661: 1.5067970229163517e-05
Position 802: 1.4747765833194762e-05
Position 808: 1.1363034416851213e-05
Position 578: 1.038079220822269e-05
Position 450: 8.699965494539853e-06
Position 224: 8.49222780664732e-06
Position 298: 7.345394883192458e-06
Position 846: 7.001668752085427e-06
Position 682: 6.879924256571714e-06
Position 234: 6.373314297353443e-06
Position 200: 5.524651529773355e-06
Position 650: 5.456703792962664e-06
Position 1032: 4.929730213081544e-06
Position 670: 4.635458587126777e-06
Position 302: 4.587518691447401e-06
Position 816: 4.213653231058549e-06
Position 878: 3.658247979499536e-06
Position 811: 3.614293501189335e-06
Position 278: 3.3202731471371472e-06
Position 170: 3.3126249581856535e-06
Position 268: 3.304253155450526e-06
Position 874: 3.0535852039164614e-06
Position 196: 2.7355751997455203e-06
Position 237: 2.719087445995511e-06
Position 1042: 2.610836309379265e-06
Position 380: 2.535507635456762e-06
Position 1029: 2.335151122559521e-06
Position 589: 1.8068394904403575e-06
Position 575: 1.7767123689337188e-06
Position 163: 1.5939430723720326e-06
Position 167: 1.325349991221519e-06
Position 318: 1.1384589148396545e-06
Position 272: 8.844753017274874e-07
Position 1101: 7.84938521373611e-07
Position 254: 6.750327370642372e-07
Position 257: 5.968415968188928e-07
Position 249: 1.6750693608713216e-07
Position 369: 1.613788467306994e-07
Position 390: 7.439200184423363e-08
Position 143: 7.431031386700044e-08
Position 139: 6.293301706162577e-08
Position 313: 5.7924775386225175e-08
Position 309: 4.570951254770296e-08
Position 320: 4.258109513957251e-08
Position 241: 4.1495301068383645e-08
Position 259: 3.5565664445709426e-08
Position 304: 2.27266521848786e-08
Position 281: 2.00465062258866e-08
Position 180: 9.57460106095414e-09
Position 243: 6.499697196869299e-09
Position 315: 2.709248361173068e-09
Position 147: 3.622213169293668e-10
Position 150: 1.294183953313668e-10
Position 177: 2.808469207965163e-11
Position 175: 1.9114849448393646e-11
Position 94: 1.6207490585248844e-12
Position 98: 6.063038850162681e-13
Position 84: 2.662797636176779e-13
