Gene = HP1BP3
index = 662
Annotated 5SS: [   40  6344  6877 10092 13238 15759 19105 21312 29523 36966 39145 41146]
Annotated 3SS: [ 6147  6776  9937 13077 15614 19023 21156 29431 36805 39032 41031 41596]
SMsplice 5SS: [  503  6877 13238 15759 19105 21312 29523 39145 41146]
SMsplice 3SS: [ 6776 13077 15614 19023 21156 29431 39032 41031 43513]
top_k =  1000
Partition function (log Z): 4.8839070476143185

Sorted 5' Splice Sites (High to Low Probability):
Position 39145: 0.9947337852261472
Position 41146: 0.9905368120929094
Position 6877: 0.9858698080207545
Position 19105: 0.9662261923654921
Position 29523: 0.9662018817491342
Position 15759: 0.8714024050923811
Position 21312: 0.8647639088893286
Position 503: 0.5454539912598033
Position 14732: 0.4941045159749964
Position 39798: 0.4814535571937556
Position 10092: 0.4072119898689779
Position 41945: 0.4056361734778331
Position 6339: 0.3152462766298192
Position 41489: 0.24494384878724387
Position 11104: 0.2412691377102043
Position 8096: 0.20507963635780774
Position 10965: 0.19942513616012592
Position 24460: 0.17206992746526534
Position 6344: 0.15486097370637802
Position 770: 0.1421507724913638
Position 36922: 0.13224262402109327
Position 436: 0.12425120066962263
Position 37835: 0.12256343888473263
Position 15269: 0.1192682656291829
Position 41888: 0.11297287822991386
Position 4593: 0.11105526079948651
Position 7302: 0.10745338147057595
Position 36966: 0.1046636386094182
Position 40: 0.08916182658458185
Position 498: 0.08530969255998866
Position 31795: 0.08371517097864693
Position 6270: 0.0811012311611543
Position 31888: 0.07665742819783054
Position 31051: 0.07247687899994794
Position 20523: 0.06657249854473221
Position 27548: 0.06497473750872007
Position 688: 0.06130080547795656
Position 11581: 0.0601674610608172
Position 120: 0.05994530524357365
Position 40955: 0.05281367374355641
Position 4578: 0.04640880043887185
Position 11089: 0.037414320048710134
Position 42270: 0.0368214344360816
Position 5800: 0.03348128190427031
Position 29503: 0.03346569411343533
Position 24623: 0.03195483774253686
Position 39358: 0.030607329574076095
Position 11577: 0.029205738606417904
Position 5318: 0.029065364888450188
Position 39434: 0.028559596430033068
Position 370: 0.025778600148271606
Position 43287: 0.021010459074170793
Position 24417: 0.02097139246206837
Position 41832: 0.01999072538444975
Position 14634: 0.019439618004417715
Position 12053: 0.01913293160731666
Position 2568: 0.018820842002142683
Position 15779: 0.018413591662832372
Position 5495: 0.01797264075706769
Position 15772: 0.017461580731805353
Position 1286: 0.017451416783604266
Position 10013: 0.016376373549097736
Position 12103: 0.012985387299196871
Position 11097: 0.011467043645497239
Position 4622: 0.011433736125036491
Position 25997: 0.011269244797856988
Position 37899: 0.0109389116254072
Position 31812: 0.010413171399441569
Position 39528: 0.009998252351662245
Position 39334: 0.009976629917761454
Position 19632: 0.00927753405101178
Position 20978: 0.008862629304344973
Position 41910: 0.00875649200584327
Position 24307: 0.008652155069114535
Position 17076: 0.007843489728645483
Position 793: 0.007206827965043306
Position 11093: 0.007072989910476262
Position 25811: 0.006901560098478313
Position 40635: 0.006892240945066541
Position 4365: 0.006851863281015194
Position 476: 0.006455001646618042
Position 9851: 0.006228708093529119
Position 40376: 0.005673586283578143
Position 6334: 0.005650735700843565
Position 39345: 0.005427418081216985
Position 1034: 0.005228658722741762
Position 42283: 0.004446924757274923
Position 41156: 0.004336112987754125
Position 20659: 0.004332343276957349
Position 524: 0.004314068408340332
Position 8998: 0.003971158892782846
Position 24022: 0.0033912942902944456
Position 528: 0.002872631353921516
Position 23603: 0.0028706999223784843
Position 41657: 0.0027618544504287926
Position 21072: 0.0027096398543146093
Position 408: 0.0025439587459198296
Position 41337: 0.002477715922567593
Position 20481: 0.002440039321574266
Position 7280: 0.0022166334859040097
Position 42643: 0.002147462083093767
Position 175: 0.0021281306539351653
Position 1237: 0.0019040159151366932
Position 43579: 0.0018765685856349083
Position 42745: 0.0017635796504283853
Position 1066: 0.001746884030750128
Position 19695: 0.0015668383608185095
