Gene = AIMP2
index = 44
Annotated 5SS: [ 254 6108 8801]
Annotated 3SS: [ 5900  8568 14057]
SMsplice 5SS: [ 134 8801]
SMsplice 3SS: [ 8568 14057]
top_k =  1000
Partition function (log Z): -7.943816631130303

Sorted 5' Splice Sites (High to Low Probability):
Position 8801: 0.7602234037333258
Position 6108: 0.6339309143981495
Position 134: 0.617186081595883
Position 11809: 0.4838296624458289
Position 11488: 0.427243201264972
Position 254: 0.4007542687479957
Position 12822: 0.19265787260712608
Position 2543: 0.12228506819704728
Position 11804: 0.11509337487072466
Position 1933: 0.08087841461630746
Position 1527: 0.07576326570339695
Position 5808: 0.06796662216422474
Position 8475: 0.0675222428650418
Position 7388: 0.05502741254884217
Position 12974: 0.05337404211329022
Position 7553: 0.04357297786716675
Position 5293: 0.025440676933906756
Position 3585: 0.0230358135737063
Position 1482: 0.022526847494433032
Position 13090: 0.019864064094685267
Position 6112: 0.015577259255958622
Position 6942: 0.014458495434430785
Position 3715: 0.01247404943736377
Position 13791: 0.008920881860338972
Position 3896: 0.008412190199045122
Position 12029: 0.008335788712156102
Position 2110: 0.00798354390477817
Position 8489: 0.00797051730618671
Position 13032: 0.007645711362192727
Position 2086: 0.007275937974267829
Position 6421: 0.006845561207057073
Position 10020: 0.005726602988154512
Position 10465: 0.00463692621408258
Position 1133: 0.003978823718715225
Position 6141: 0.00358163606758414
Position 8654: 0.003552749677197157
Position 12247: 0.0034529302438653965
Position 5755: 0.002756375854866146
Position 5803: 0.002598181378272937
Position 525: 0.002125445327661818
Position 570: 0.0016945134465609032
Position 2299: 0.001658786980985207
Position 11569: 0.0015554959368058211
Position 10052: 0.0014470125774086314
Position 3742: 0.0013767419619771053
Position 12976: 0.001354321687236725
Position 11625: 0.0013305517653084047
Position 12035: 0.0012708772610203487
Position 11785: 0.0009050039239532696
Position 24: 0.0008266375416731236
Position 493: 0.0006297223936533846
Position 36: 0.0005920218076202429
Position 346: 0.0005864941542315365
Position 13317: 0.0005541451704348604
Position 1118: 0.0005160997605592298
Position 1484: 0.00023538889412338864
Position 2311: 0.00022054832532919158
Position 2100: 0.0001625469244443438
Position 646: 0.00012361056901931167
Position 65: 0.00012045566045853142
Position 1052: 8.993599027020908e-05
Position 1634: 8.261144817307921e-05
Position 565: 7.769375613783898e-05
Position 279: 4.55117584123962e-05
Position 2291: 4.1509644045039087e-05
Position 6133: 3.090108987045561e-05
Position 190: 2.458601693246613e-05
Position 127: 1.966470468259266e-05
Position 1300: 1.9241525377085838e-05
Position 2867: 1.880055010527372e-05
Position 1615: 1.588205004821006e-05
Position 1385: 1.5155045250353093e-05
Position 876: 1.4526556073988223e-05
Position 248: 1.4499351374157592e-05
Position 986: 9.595147414777083e-06
Position 840: 7.11565181959937e-06
Position 111: 6.106239623194993e-06
Position 43: 5.738683720618919e-06
Position 312: 3.7209415479846037e-06
Position 52: 3.2744285456945065e-06
Position 748: 2.189114124413733e-06
Position 1469: 1.9055982432211566e-06
Position 764: 1.7763493922972326e-06
Position 206: 1.15325032509178e-06
Position 1778: 1.0906297659900154e-06
Position 1766: 1.0588805747250953e-06
Position 370: 4.851375013099144e-07
Position 581: 4.0499674699123617e-07
Position 535: 2.763540243977518e-07
Position 500: 2.2056425880199443e-07
Position 893: 1.7505172107832815e-07
Position 944: 9.874067246866182e-08
Position 75: 5.4111492332727365e-08
Position 1037: 4.2525963838929474e-08
Position 961: 2.1186688536659065e-08
Position 1264: 9.604377787638619e-09
Position 448: 5.0892998484408586e-09
Position 639: 2.469286946897985e-09
Position 170: 1.4720090706659928e-09
Position 168: 1.3497306343801145e-09
Position 567: 6.768871037025176e-10
Position 49: 4.5631894284739453e-10
Position 336: 8.942294799327793e-11
Position 619: 1.67920747429646e-12
Position 405: 5.675670819050378e-13
Position 752: 9.570775484984172e-14
Position 435: 1.1793471273919045e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 14057: 0.8053124672079953
Position 11624: 0.6056626044234397
Position 8568: 0.505568997882078
Position 11359: 0.4303170417440618
Position 5900: 0.3923864717266713
Position 12736: 0.25653942386755135
Position 8645: 0.2480825426030646
Position 5999: 0.09381334193963334
Position 7246: 0.08196063970180066
Position 12875: 0.07259803993651778
Position 2419: 0.0614579410966709
Position 1740: 0.05745220749932404
Position 8381: 0.04917189556589964
Position 5976: 0.047327893808445154
Position 1225: 0.04525782971609659
Position 6015: 0.042828467097462956
Position 5925: 0.03565780824897331
Position 5656: 0.034710433236579165
Position 5794: 0.034243113609921695
Position 2366: 0.034066899733507655
Position 1388: 0.03257274616956876
Position 13616: 0.029818238999251276
Position 216: 0.025526624102652124
Position 11898: 0.023990811454484284
Position 12763: 0.0220950777103134
Position 14015: 0.020265877068121097
Position 8325: 0.01789585704717264
Position 3495: 0.01706672979121238
Position 2471: 0.01619182183036367
Position 5495: 0.016086893901021315
Position 5033: 0.01470740271487448
Position 11388: 0.01462484578857963
Position 8666: 0.013017560133213535
Position 5659: 0.012834927024867777
Position 1299: 0.011728931660476262
Position 5904: 0.010995462673531721
Position 13690: 0.010894705811539184
Position 3337: 0.009902616832736437
Position 2424: 0.009642168460433293
Position 2006: 0.009323337694449072
Position 8356: 0.008855860797596107
Position 3498: 0.00794394602891128
Position 7432: 0.0073415867534609835
Position 1852: 0.007269430273311339
Position 1892: 0.006985052838457152
Position 6231: 0.006799614425876924
Position 6636: 0.0062482404526489664
Position 6814: 0.006099041211715177
Position 12669: 0.006064243912139442
Position 7375: 0.0057109383349337895
Position 1775: 0.005690850968767902
Position 5057: 0.005612812048165989
Position 11785: 0.005049640087426075
Position 8926: 0.004699557157640184
Position 3654: 0.004269359995647905
Position 10372: 0.0041943379462446645
Position 9907: 0.00369912002341963
Position 1657: 0.0035353820766946846
Position 5710: 0.003383273775281381
Position 1390: 0.003210264574064699
Position 9959: 0.0028475151174834706
Position 1582: 0.002740397805479254
Position 12740: 0.002480370762347367
Position 7435: 0.002228538052783923
Position 5194: 0.002084289072289847
Position 1117: 0.001994977247459807
Position 7175: 0.001982507753264035
Position 3570: 0.0019128749596694996
Position 13484: 0.0018707448498905728
Position 5248: 0.0018339938970024078
Position 3433: 0.0017426131881402027
Position 13212: 0.0017192064904808164
Position 966: 0.001633939014717349
Position 763: 0.0015203084503949383
Position 5685: 0.0015124813204053789
Position 1414: 0.0014373414546528117
Position 9866: 0.0012333479682402372
Position 6775: 0.0010682784354037885
Position 3696: 0.0010625476255259664
Position 2244: 0.0010561891738105733
Position 9766: 0.0010486076751679318
Position 1275: 0.0010141195440062894
Position 3741: 0.0009875709251878737
Position 13962: 0.0009456545508810415
Position 10369: 0.0008463672467579262
Position 5519: 0.0008463187404058818
Position 6765: 0.0008017951099880121
Position 1752: 0.0007868400928542357
Position 13892: 0.0007619257793397131
Position 2045: 0.0007413556565379102
Position 1778: 0.0007201412458768683
Position 1917: 0.0006890662265247405
Position 11840: 0.000681948472512711
Position 11395: 0.0006781000843778266
Position 5197: 0.0006134122781248877
Position 6185: 0.0005924482618752389
Position 5004: 0.000533641187346125
Position 6883: 0.0005251501393397612
Position 11985: 0.0005248305075870085
Position 2489: 0.0004761328625652882
Position 133: 0.00042488035879595485
Position 3701: 0.00038226313274134475
Position 10530: 0.00037900747590484645
Position 1614: 0.00034081715564324323
Position 1322: 0.00030065712728276253
Position 8922: 0.0002859489056762474
Position 1467: 0.0002703284480221939
Position 2134: 0.00026470775315659854
Position 321: 0.00026172403488607164
Position 1249: 0.000251128868400395
Position 2207: 0.00024435700603575816
Position 11932: 0.00023352139530439787
Position 2042: 0.00020336516018022957
Position 457: 0.00017710165845277972
Position 9560: 0.0001723030596517906
Position 1584: 0.00017158531274009785
Position 1481: 0.00016804528690425474
Position 986: 0.00016704898673134915
Position 7678: 0.00016659738953448452
Position 10857: 0.00015770123404081461
Position 2286: 0.00015274161333374094
Position 2082: 0.00014992864411566742
Position 4934: 0.00014640904409601497
Position 414: 0.0001379183237845965
Position 253: 0.0001266846052458551
Position 7653: 0.0001256858500920438
Position 1964: 0.00011707379374861518
Position 1900: 0.00011371384814944532
Position 968: 0.00010220586918567732
