Gene = RCSD1
index = 1126
Annotated 5SS: [  337 53909 55418 60028 64210 67750]
Annotated 3SS: [53806 55327 59955 64005 67005 74570]
SMsplice 5SS: [  337 13907 53909 55418 60028 64210]
SMsplice 3SS: [13803 53806 55327 59955 64005 74570]
top_k =  1000
Partition function (log Z): -38.682967363683744

Sorted 5' Splice Sites (High to Low Probability):
Position 13907: 0.7946930446513096
Position 337: 0.5061846539233045
Position 554: 0.4136790792048149
Position 13027: 0.3843018864471164
Position 10418: 0.37965109006948206
Position 372: 0.3093038542417329
Position 3714: 0.22569632171106624
Position 8350: 0.14241517499893802
Position 298: 0.13787699648978932
Position 3289: 0.09094847371169047
Position 15609: 0.08150917258218003
Position 12960: 0.06755712926023656
Position 8555: 0.03292340451052644
Position 8202: 0.022397607428730964
Position 16218: 0.021544568230472457
Position 3362: 0.01740232640637382
Position 3303: 0.013226253182313545
Position 1001: 0.008293401391793326
Position 550: 0.0040715856108636435
Position 3740: 0.003546584877922151
Position 4451: 0.003512592144592813
Position 923: 0.002298200751288412
Position 274: 0.0021320529810759216
Position 7851: 0.0015696929532421475
Position 1947: 0.0014713297950020975
Position 3444: 0.0013866216622190084
Position 381: 0.000932566225132518
Position 1068: 0.0009244626518256784
Position 3294: 0.000584333805460441
Position 24: 0.0005647166590328174
Position 4502: 0.00042289368213451015
Position 536: 0.0003901651315114798
Position 5502: 0.00037091992185406947
Position 4415: 0.000311140026856659
Position 3285: 0.000255944319226434
Position 379: 4.11934159313109e-05
Position 797: 2.0979774375715563e-05
Position 3954: 1.9378672715464507e-05
Position 42: 1.883868225192145e-05
Position 4: 1.581622222557835e-05
Position 603: 7.806934808324983e-06
Position 314: 4.451906285184057e-06
Position 30: 4.0236980639922775e-06
Position 793: 3.3315214114458587e-06
Position 63: 3.2147938971438917e-06
Position 746: 2.021780552169846e-06
Position 677: 1.7876065488424406e-06
Position 516: 1.6627850756923808e-06
Position 302: 1.4684956699258657e-06
Position 3856: 6.506545288793671e-07
Position 217: 6.092801911213544e-07
Position 3697: 3.742410105184635e-07
Position 2266: 3.108355785766932e-07
Position 1264: 2.7566146678448e-07
Position 3633: 2.2116548526028231e-07
Position 3616: 2.1428178139979583e-07
Position 801: 7.915307290623437e-08
Position 866: 2.3247011816324376e-08
Position 475: 2.3054330744188194e-08
Position 877: 1.3808379525998029e-08
Position 169: 8.531404481665307e-09
Position 689: 2.9218116278710707e-09
Position 1315: 7.347277433732356e-10
Position 666: 5.287907280220085e-10
Position 993: 1.5089489410209508e-10
Position 661: 2.100428496814527e-12
Position 136: 1.7994315874333833e-12
Position 509: 2.6498553669638983e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13803: 0.8432314773375931
Position 12927: 0.38418202930609013
Position 10317: 0.38383192684486545
Position 457: 0.354171402344055
Position 16051: 0.24801175419509303
Position 21092: 0.14268725662291865
Position 8296: 0.140920665338036
Position 18036: 0.13298645869967649
Position 3555: 0.11537201652056567
Position 15524: 0.09961621310064882
Position 16642: 0.0986049454159061
Position 12750: 0.08632803308473316
Position 14138: 0.06634673186420353
Position 3143: 0.06329530417783452
Position 15163: 0.0563513629299106
Position 20300: 0.053133850649235814
Position 3577: 0.05235342525734089
Position 3223: 0.04224482080831391
Position 8447: 0.0420846013083957
Position 8116: 0.03396179001111295
Position 19433: 0.03189551250159615
Position 3619: 0.027609332368700924
Position 16537: 0.021762725860256037
Position 3616: 0.01586130175695577
Position 3517: 0.012366687372931591
Position 460: 0.011071261032182969
Position 4046: 0.00942080180063076
Position 13418: 0.009154520515573595
Position 11958: 0.008620887663551194
Position 429: 0.006377459738046727
Position 8693: 0.0053894343471096035
Position 3160: 0.004774197317673314
Position 3091: 0.0042411398720750134
Position 422: 0.0041092051114404995
Position 866: 0.0040238729691668
Position 3207: 0.0036683672295771425
Position 4402: 0.0036476274578928916
Position 3003: 0.003440711691741942
Position 3582: 0.0032827174332819096
Position 6516: 0.0032051629631449797
Position 3557: 0.0031351513441189266
Position 9444: 0.002473252602508588
Position 8426: 0.0024415413036945745
Position 11145: 0.0021890739936672758
Position 3045: 0.0021119100429228747
Position 7705: 0.001985986419888449
Position 10977: 0.001953477117005038
Position 986: 0.0019432109781237516
Position 9420: 0.001930669394329808
Position 13196: 0.0014897537978565461
Position 910: 0.0011319001318985998
Position 10501: 0.0010985717764951824
Position 8757: 0.0010281454514908229
Position 6541: 0.0009409656739966741
Position 13385: 0.000782954016637384
Position 927: 0.0006905788893430002
Position 526: 0.0005454721612172364
Position 7781: 0.0005234453353543795
Position 149: 0.0005206653472380955
Position 826: 0.0005181969892037135
Position 1829: 0.00048167306137172596
Position 504: 0.00046957956583385397
Position 1021: 0.000452289386322935
Position 1416: 0.0004290074802403978
Position 837: 0.0004161104235088812
Position 9794: 0.00040838948929438094
Position 4341: 0.0003905141929652387
Position 5280: 0.00038158299474185973
Position 9858: 0.00036832959295390964
Position 739: 0.00033281142888302287
Position 958: 0.0003040239927455242
Position 2308: 0.00030115065678975835
Position 8597: 0.0002953206316606619
Position 2949: 0.0002753408076105367
Position 4652: 0.00026246680142766923
Position 5697: 0.0002621643353037453
Position 3756: 0.0002601608719543027
Position 7437: 0.0002573425653580182
Position 701: 0.0002559016788771549
Position 4338: 0.0002432866838739647
Position 3739: 0.00021901364964661794
Position 1902: 0.000204144741942258
Position 1778: 0.00020280698410645072
Position 4824: 0.00019355819614220144
Position 4984: 0.0001838169202681764
Position 4220: 0.00018319224096104467
Position 4405: 0.00017595368379926487
Position 4944: 0.0001756456665831136
Position 1835: 0.00016898523517696592
Position 1756: 0.00016157618985898162
Position 5872: 0.00015878683398899
Position 4306: 0.00015458678371588257
Position 5433: 0.00014895483503212423
Position 2356: 0.0001313597375458733
Position 5901: 0.00012901413317383074
Position 5057: 0.00011587362483303132
Position 1366: 0.00011076900530805232
Position 3021: 0.00010917983418568633
Position 1737: 0.00010141004609957843
Position 4763: 9.780901614237877e-05
Position 1486: 9.691210932590012e-05
Position 4070: 9.025406647903061e-05
Position 1308: 8.901027204092626e-05
Position 5362: 8.661486640443701e-05
Position 2219: 7.853502391637786e-05
Position 2151: 7.529309774092172e-05
Position 1850: 6.433263701182337e-05
Position 5984: 5.3196638558563614e-05
Position 1670: 5.1319307698842976e-05
Position 1712: 4.7339244697800544e-05
Position 717: 4.718113209349699e-05
Position 2335: 4.463529508321597e-05
Position 5404: 3.854326791520244e-05
Position 1862: 3.6380997851977934e-05
Position 4361: 3.3418671590153285e-05
Position 4705: 3.3098249274392754e-05
Position 783: 3.136329885005219e-05
Position 1287: 2.908168898250987e-05
Position 5390: 2.78717231401057e-05
Position 2168: 2.614222449251848e-05
Position 4609: 2.578383242186742e-05
Position 1576: 2.5714398156637544e-05
Position 3734: 2.5140317228113393e-05
Position 5418: 2.5130876926586557e-05
Position 1783: 2.420077994601831e-05
Position 1000: 2.3482794192402445e-05
Position 2602: 2.325348938746932e-05
Position 1801: 2.1693470725767956e-05
Position 229: 2.152959470549692e-05
Position 1716: 1.945818180463373e-05
Position 763: 1.8930835359511582e-05
Position 169: 1.718328588075239e-05
Position 1102: 1.6020928204160576e-05
Position 1436: 1.3245476218561954e-05
Position 1412: 1.2132969239860478e-05
Position 741: 1.051911316544912e-05
Position 714: 1.0224025900339542e-05
Position 2001: 7.953094101118033e-06
Position 1105: 6.786017740673661e-06
Position 2605: 4.345730915604169e-06
Position 778: 4.117935363409559e-06
Position 2224: 3.837782461866945e-06
Position 1656: 3.486499432925081e-06
Position 1809: 3.3027652547573664e-06
Position 312: 1.2351232001468153e-06
Position 4303: 6.602654241606162e-07
Position 376: 4.7639868162543757e-07
Position 177: 2.5486042657726455e-07
Position 671: 1.58809265556066e-07
Position 615: 7.038940143438795e-08
Position 721: 6.242206282903649e-08
Position 661: 5.4358280491701116e-08
Position 724: 4.847745990620303e-08
Position 665: 3.949477150548555e-08
Position 676: 2.8974092429116683e-08
Position 187: 2.7665879892310864e-08
Position 1780: 2.6004297831482347e-08
Position 356: 2.0935550021005158e-08
Position 755: 1.8342620591936593e-08
Position 342: 1.4175480022210695e-08
Position 1031: 8.97795643356094e-09
Position 314: 6.74645323897535e-09
Position 757: 1.967144127680803e-09
Position 327: 1.87994904340796e-09
Position 253: 1.8685988746157188e-09
Position 841: 1.8495503964869877e-09
Position 294: 1.5043922332668541e-09
Position 336: 1.3518901607674055e-09
Position 369: 1.2064670493186581e-09
Position 594: 1.0177269334771519e-09
Position 846: 7.821512766792724e-10
Position 352: 4.815901266515588e-10
Position 839: 4.674086417382411e-10
Position 543: 4.6453200165293596e-10
Position 265: 4.419264683385119e-10
Position 182: 3.2148053267798477e-10
Position 258: 2.921057516874594e-10
Position 596: 6.603823649951116e-11
Position 1155: 5.584199914283523e-11
Position 1198: 4.7055714015809894e-11
Position 558: 2.1708579084575527e-11
Position 1255: 1.908950141180085e-11
Position 1238: 1.8164958459276672e-11
Position 278: 1.4831146988757402e-11
Position 1263: 1.258139092383014e-11
Position 1185: 7.905283305543732e-12
Position 1067: 7.527162706049929e-12
Position 563: 5.656701991025743e-13
Position 570: 4.443270942128861e-13
Position 583: 1.8285249815772784e-13
Position 576: 9.543317102349455e-19
Position 578: 7.653794187369831e-19
Position 572: 1.9922607133083682e-19
