Gene = GLIPR2
index = 596
Annotated 5SS: [   47 11150 11906 14205]
Annotated 3SS: [11040 11801 14126 25616]
SMsplice 5SS: [  133  9095  9471 11150 11906 14205 19917 25774]
SMsplice 3SS: [ 8983  9235 11040 11801 14126 19807 25616 26733]
top_k =  1000
Partition function (log Z): -4.7855814752879775

Sorted 5' Splice Sites (High to Low Probability):
Position 14205: 0.9477514449534739
Position 11150: 0.7940738247205298
Position 11906: 0.7423289357145925
Position 9095: 0.7189640737956995
Position 133: 0.5979206335701899
Position 9471: 0.5736224640503834
Position 15701: 0.5055808290410535
Position 10862: 0.4396388598949824
Position 19917: 0.43385006538126825
Position 8297: 0.41938502737505917
Position 13632: 0.3412578611083041
Position 19907: 0.3242626168857877
Position 47: 0.26266132891311783
Position 25774: 0.23843433940363737
Position 10867: 0.17694649659932565
Position 25634: 0.17619203278336862
Position 26670: 0.14087670087721504
Position 26665: 0.133870841824199
Position 158: 0.12462861325373348
Position 25528: 0.1057039015316066
Position 25853: 0.10325865709550121
Position 2071: 0.09991017894664837
Position 12924: 0.09881979578225113
Position 11172: 0.08714834668924322
Position 5347: 0.07981519721103407
Position 10390: 0.07911799605545657
Position 25788: 0.07364564512654778
Position 17262: 0.07231546280551765
Position 25799: 0.06820546888302073
Position 10712: 0.06681655118776995
Position 3764: 0.06300105571044959
Position 25680: 0.056742049860539955
Position 3331: 0.04247536706535028
Position 1065: 0.04133897327349898
Position 5788: 0.040979562304180914
Position 25873: 0.0367069986148369
Position 11696: 0.030584469061869905
Position 8900: 0.028434653199108435
Position 17634: 0.025034923178706925
Position 26676: 0.02377343237879082
Position 19921: 0.023147978762184652
Position 5640: 0.01779867539774222
Position 12873: 0.01746800479657708
Position 8829: 0.016123108971379124
Position 1187: 0.01519245068577603
Position 10949: 0.01476095390431124
Position 9042: 0.01474182652332353
Position 14253: 0.013420659176774855
Position 4794: 0.013305478453750214
Position 8863: 0.011785827210398425
Position 2828: 0.011155801973280857
Position 9772: 0.010579036203783353
Position 15729: 0.010463556031452244
Position 9348: 0.010344645329997074
Position 8054: 0.008603694355034686
Position 10659: 0.007479621667219348
Position 25867: 0.00714813000087751
Position 9934: 0.005951778722011662
Position 143: 0.005200979573185922
Position 25898: 0.005048570642175079
Position 8924: 0.003877690217023653
Position 14901: 0.0037878539171959527
Position 13721: 0.0034320263776088876
Position 15681: 0.0033005833099030825
Position 10240: 0.003228381366033025
Position 25687: 0.003184139502719257
Position 13052: 0.003005636337810202
Position 11290: 0.0028464032613664944
Position 25816: 0.002681498367243035
Position 7461: 0.002603318387174329
Position 14929: 0.0025884956286243454
Position 15116: 0.0022776207470265137
Position 15143: 0.00197151298662032
Position 1756: 0.0016277346651372138
Position 78: 0.001473303297037481
Position 15687: 0.0014562735760884089
Position 15774: 0.0013297031349978733
Position 14434: 0.001271938664024662
Position 3100: 0.001258139397868227
Position 8835: 0.0009868001431085813
Position 11488: 0.0009755833425434662
Position 14872: 0.0008981697365257834
Position 10144: 0.0008642695259285448
Position 5692: 0.0008545619815882639
Position 16880: 0.0007549279781394492
Position 730: 0.0007365280313639574
Position 4002: 0.0007255105938802223
Position 267: 0.0006501605698577302
Position 15321: 0.0006224242584046562
Position 510: 0.0006084654267261146
Position 15698: 0.000574574157445941
Position 7547: 0.0005261490127944109
Position 13400: 0.0005165466915361305
Position 15683: 0.00044461742902870624
Position 14977: 0.00040027752115412223
Position 2007: 0.00037596266729086
Position 15679: 0.0003627613569564922
Position 671: 0.00023253316436987802
Position 15647: 0.00022546711758425757
Position 3111: 0.00022127996799611654
Position 15120: 0.0002180174685196659
Position 17098: 0.00021367971696842672
Position 15463: 0.0002135196692903165
Position 164: 0.00021077650346371611
Position 3786: 0.00018517399493800577
Position 3899: 0.00018180427906281887
Position 12078: 0.00016403704190735624
Position 1319: 0.00016079974598160138
Position 14477: 0.00014890997385135602
Position 4328: 0.00014250282796699794
Position 3116: 0.00014247726291490562
Position 2528: 0.00012514226532147932
Position 2042: 0.00010006625237518339
Position 14933: 8.79903820310832e-05
Position 1075: 7.660258987152354e-05
Position 5297: 7.533910027351805e-05
Position 1375: 6.79988111141165e-05
Position 108: 5.8969637831181674e-05
Position 117: 5.857478334100736e-05
Position 42: 5.416877071791863e-05
Position 197: 5.3269116838800666e-05
Position 1361: 2.4345716496057778e-05
Position 3175: 1.994372582378818e-05
Position 907: 1.9795711783756968e-05
Position 1805: 1.8563497316791055e-05
Position 1623: 1.4384017571486278e-05
Position 7060: 1.3078545151082617e-05
Position 887: 1.2124034117270774e-05
Position 369: 1.013886752685415e-05
Position 722: 6.372889987961654e-06
Position 744: 5.076900273030865e-06
Position 6894: 4.884330777469499e-06
Position 6009: 3.7592121894549782e-06
Position 630: 3.732567597515158e-06
Position 1285: 3.6612157249635763e-06
Position 6138: 2.591529965006548e-06
Position 935: 2.5214799293862892e-06
Position 6003: 2.3900992739922114e-06
Position 675: 2.3391793356150244e-06
Position 1154: 2.2082252158486452e-06
Position 498: 1.8045181239907266e-06
Position 861: 1.7072375994653938e-06
Position 890: 1.637362903242588e-06
Position 829: 1.4852424049047448e-06
Position 1575: 1.3936800755961203e-06
Position 2858: 1.1525243199608077e-06
Position 351: 9.867859795698235e-07
Position 923: 7.416866901713104e-07
Position 557: 5.666398845927858e-07
Position 397: 4.3734916043783107e-07
Position 360: 3.538090998104287e-07
Position 2792: 3.392615400806526e-07
Position 2809: 2.961904792419385e-07
Position 371: 2.648129998202418e-07
Position 414: 1.0267743883159069e-07
Position 551: 8.235875183735966e-08
Position 452: 6.90225027249338e-08
Position 621: 6.815487496008533e-08
Position 648: 3.915367170937376e-08
Position 2048: 3.040938993577545e-08
Position 1309: 2.7789851381206147e-08
Position 2470: 2.0670517601427183e-08
Position 593: 2.064552618379676e-08
Position 1268: 2.4388826416083576e-10
Position 482: 1.976174830684373e-11
Position 1177: 1.7536357977060623e-11
Position 455: 1.0458002469690279e-11
Position 329: 6.2908110028098595e-12
Position 315: 2.079201677885762e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14126: 0.9265831760402968
Position 26733: 0.7580998509268267
Position 11040: 0.7559065143259186
Position 25616: 0.73246246452315
Position 11801: 0.716683897686708
Position 8983: 0.6896728452205585
Position 19807: 0.6215518463051162
Position 10591: 0.5207120691750443
Position 15565: 0.5093311127313376
Position 9235: 0.47544244054455387
Position 8161: 0.40719332905071265
Position 13399: 0.3316505309648947
Position 26580: 0.31517786369037964
Position 25486: 0.27212333632316
Position 10755: 0.17140330781668672
Position 19720: 0.12479562002476122
Position 11051: 0.1151582805871136
Position 12759: 0.10716359178388594
Position 10263: 0.07911799605545655
Position 1899: 0.0787692352176666
Position 8739: 0.07053387508897123
