Gene = TRBV30
index = 1481
Annotated 5SS: [155]
Annotated 3SS: [521]
SMsplice 5SS: [423]
SMsplice 3SS: [521]
top_k =  1000
Partition function (log Z): -10.88729860173729

Sorted 5' Splice Sites (High to Low Probability):
Position 423: 0.6935916741959283
Position 155: 0.32191247168040404
Position 237: 0.009980997431897834
Position 233: 0.008954473851334827
Position 342: 0.002528407810327621
Position 70: 0.0024693851076365457
Position 159: 0.0019078952401243613
Position 351: 0.0016075937896327347
Position 634: 0.0013235574970046505
Position 213: 0.0005236773367290852
Position 252: 0.0004307820402506179
Position 355: 0.00021611121314477012
Position 266: 7.335254291750583e-05
Position 224: 4.153685253416808e-05
Position 459: 2.5828214068179582e-05
Position 707: 2.580712720035196e-05
Position 684: 2.1855227612936498e-05
Position 429: 2.034199096950677e-05
Position 74: 2.016308276143507e-05
Position 495: 1.4469102759015633e-05
Position 563: 9.140495106452593e-06
Position 431: 5.9895412003766505e-06
Position 524: 4.757559012067785e-06
Position 572: 4.392745379357975e-06
Position 318: 4.115867149539462e-06
Position 485: 3.92004263276906e-06
Position 602: 6.616442722476755e-07
Position 595: 4.420022223199724e-07
Position 398: 1.730738643503652e-07
Position 680: 4.96653386746591e-08
Position 346: 1.4137419808703366e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 521: 0.9543438586702157
Position 276: 0.02380318660128193
Position 370: 0.017905462652702545
Position 318: 0.013820979905251262
Position 339: 0.010981252209233582
Position 398: 0.006218259949400056
Position 422: 0.0028064516124029484
Position 528: 0.00276473452967227
Position 694: 0.0026413468786728473
Position 222: 0.0020983832082709574
Position 336: 0.0015570891387064357
Position 568: 0.0009856164287518762
Position 715: 0.0008504557255991881
Position 342: 0.0007449373511051845
Position 252: 0.0006795485897386845
Position 554: 0.000514295041339924
Position 290: 0.000466064904139924
Position 643: 0.0004383215501399093
Position 748: 0.00034447413608191705
Position 595: 0.00029957767525220006
Position 469: 0.00025943928148361114
Position 535: 0.00017826971870596998
Position 739: 0.00013100780544963365
Position 732: 0.00011833546485781387
Position 725: 0.00011745906667434698
Position 296: 0.00011027383772875055
Position 224: 0.00010873262797257237
Position 579: 0.00010202441599544139
Position 699: 8.870799493523171e-05
Position 810: 7.233147210713562e-05
Position 650: 4.4563044373774796e-05
Position 780: 4.181569484866378e-05
Position 178: 2.995990306708305e-05
Position 664: 1.8853971284469968e-05
Position 440: 1.1615367730279207e-05
Position 769: 7.377160315902513e-06
Position 759: 5.397439627014304e-06
Position 766: 5.2443791880144805e-06
Position 474: 3.152968340953082e-06
Position 654: 1.5186769909316676e-06
Position 706: 1.5077368403485661e-06
Position 607: 8.272358350058824e-07
Position 478: 6.733477842684034e-07
Position 442: 5.456423303612556e-07
Position 448: 8.798619248555121e-08
Position 230: 4.986932460356213e-09
