Gene = LSMEM1
index = 805
Annotated 5SS: [ 130 4091 6199]
Annotated 3SS: [3958 6069 8956]
SMsplice 5SS: [ 130 6199]
SMsplice 3SS: [6069 8956]
top_k =  1000
Partition function (log Z): -8.709607925445535

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9237863137612299
Position 6199: 0.7763302791734065
Position 4091: 0.28865790214245307
Position 7246: 0.2561021087736589
Position 5587: 0.17524583144734043
Position 2530: 0.1505724243744427
Position 7163: 0.1131790018075243
Position 2754: 0.09082253624833003
Position 2671: 0.08674139180854959
Position 4973: 0.056537233914959205
Position 6423: 0.04717582301735118
Position 7553: 0.03979696077295646
Position 1196: 0.03913964735126728
Position 6690: 0.03654932439987973
Position 7016: 0.03322988744389848
Position 7519: 0.03154165813573656
Position 91: 0.030647977819711063
Position 962: 0.029042524405490787
Position 494: 0.015791666689393795
Position 5709: 0.009949088871712393
Position 7273: 0.008976744489785684
Position 761: 0.00863692693304483
Position 6599: 0.006720276256157357
Position 11: 0.005323624748315279
Position 6215: 0.004679634819011932
Position 352: 0.004675079495473978
Position 5255: 0.0025791398418830466
Position 2492: 0.0025015416173245772
Position 1497: 0.0024745127161039686
Position 5001: 0.0024276697694996015
Position 2379: 0.0023196959248168044
Position 3581: 0.002067527695422137
Position 8442: 0.002055128137227652
Position 3469: 0.0018826282111388433
Position 3693: 0.001880581946141098
Position 465: 0.0018462538017806863
Position 5039: 0.0014667175265316921
Position 4168: 0.0014620895717724345
Position 2237: 0.0014235754233131541
Position 3739: 0.001251380193078772
Position 6575: 0.00123674898596839
Position 8523: 0.0012335731051085293
Position 4533: 0.0011286737477662894
Position 5741: 0.0011227064811245781
Position 4172: 0.0010137724882300122
Position 4547: 0.0008776427038793066
Position 7887: 0.0006844761377098258
Position 5012: 0.0006404949260758397
Position 2720: 0.0005949724908338233
Position 8734: 0.0005279961171426509
Position 7044: 0.0004092301811267395
Position 6233: 0.0003589967260832432
Position 4205: 0.00035603891822229755
Position 4993: 0.00030931592980164616
Position 182: 0.00030845629366031143
Position 7137: 0.0002177849490601406
Position 1052: 0.00021155676130575534
Position 2004: 0.0001855969379262742
Position 800: 0.00014526735139547923
Position 759: 0.00013915547335437668
Position 1411: 0.0001371577104102355
Position 2386: 0.00012000497316669715
Position 1009: 0.00011601475537087637
Position 96: 0.00011379757679257592
Position 398: 8.421748677754688e-05
Position 498: 7.823663453439145e-05
Position 2184: 7.220868607180455e-05
Position 1188: 6.530631383876131e-05
Position 1529: 6.045625638675912e-05
Position 220: 5.89207596526102e-05
Position 2439: 5.414561438086947e-05
Position 159: 4.799309712710717e-05
Position 1233: 3.302481546308676e-05
Position 2486: 2.3190239488139714e-05
Position 335: 2.113186379658062e-05
Position 866: 1.723883917762611e-05
Position 406: 1.570108683705108e-05
Position 6159: 1.553541683824289e-05
Position 94: 1.488806744820471e-05
Position 433: 1.3487611695347788e-05
Position 259: 1.320825783445542e-05
Position 1463: 9.464721889742276e-06
Position 2007: 8.62815738661893e-06
Position 107: 5.471010584324865e-06
Position 777: 4.251838104439901e-06
Position 1982: 3.730035663040888e-06
Position 1561: 3.1315939191861527e-06
Position 2034: 3.076394253895182e-06
Position 1447: 2.9190087027608676e-06
Position 1698: 2.8635896844976613e-06
Position 390: 2.154856335980646e-06
Position 633: 2.017693790047902e-06
Position 437: 1.9968290282403337e-06
Position 906: 1.6795387390239081e-06
Position 3263: 1.6416046589701446e-06
Position 3281: 1.5070442626391331e-06
Position 2561: 1.434707321247684e-06
Position 567: 1.12041384373176e-06
Position 80: 9.6718781039208e-07
Position 974: 7.190490958085465e-07
Position 554: 5.821424193266818e-07
Position 4095: 5.19837793532372e-07
Position 139: 5.05655888809727e-07
Position 1047: 3.667360366879918e-07
Position 545: 2.903072559247545e-07
Position 314: 2.524413055802793e-07
Position 3: 2.484652202270195e-07
Position 765: 2.233712215714231e-07
Position 192: 1.6702009458510267e-07
Position 949: 1.1091361649698421e-07
Position 409: 8.654073965306878e-08
Position 427: 7.718849940271386e-08
Position 1075: 6.724405300520975e-08
Position 1102: 4.6127973910705574e-08
Position 403: 1.3462388521011095e-08
Position 184: 6.503892097606371e-09
Position 1152: 5.892478030038438e-09
Position 214: 5.292336738187764e-09
Position 1175: 3.901159558947597e-09
Position 1222: 2.6381470396430274e-09
Position 1165: 2.285624412385157e-09
Position 1058: 1.1413206588776032e-09
Position 15: 1.0908901579539158e-09
Position 195: 9.862094226826821e-10
Position 441: 6.903663190770397e-10
Position 24: 3.743701028589524e-10
Position 446: 3.5932927484333413e-10
Position 451: 3.0768303261723846e-10
Position 979: 1.4608060048983797e-14
Position 1035: 1.3025645955196439e-14
Position 913: 4.998418891060605e-15
Position 456: 1.1131519326055951e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6069: 0.7935704948089664
Position 8956: 0.5980527596658676
