Gene = LNP1
index = 788
Annotated 5SS: [ 1247 28693 50757]
Annotated 3SS: [28503 50525 54583]
SMsplice 5SS: [ 1247 28693 34235 50256 50613]
SMsplice 3SS: [28503 34047 50074 50525 54583]
top_k =  1000
Partition function (log Z): -36.35416280087957

Sorted 5' Splice Sites (High to Low Probability):
Position 1247: 0.4539605850998815
Position 970: 0.2252250041697896
Position 295: 0.1015100452447506
Position 20: 0.10110163855618973
Position 989: 0.07950396977388231
Position 7882: 0.06480406059917881
Position 7050: 0.05142215633287064
Position 548: 0.02548706729161954
Position 3204: 0.02532225270369224
Position 457: 0.021786601576081442
Position 10196: 0.014616949167451432
Position 6447: 0.013236358331932716
Position 1054: 0.012398948077191576
Position 1883: 0.008717520473869872
Position 3426: 0.007764728622345908
Position 3346: 0.007228139504905819
Position 11500: 0.006590229867067597
Position 5974: 0.005980835891043868
Position 6526: 0.005802169170699532
Position 11447: 0.00565326197679019
Position 14: 0.005353525181679009
Position 619: 0.004224182835283681
Position 266: 0.003212682508921058
Position 7642: 0.0024052400119416915
Position 1769: 0.0022227185451851937
Position 707: 0.0020641773392807076
Position 682: 0.0015928989527152146
Position 179: 0.0013068049955445291
Position 1992: 0.001271140280852304
Position 108: 0.0010619485290964585
Position 18: 0.0010357926666888385
Position 1584: 0.0009932179017143558
Position 6762: 0.0009764303300497307
Position 292: 0.0009169034819882057
Position 600: 0.0008883400167120911
Position 24: 0.0008440094443780258
Position 1062: 0.0008371387400811202
Position 689: 0.0007921109387474134
Position 2482: 0.0007634219193572103
Position 1965: 0.0007283142391418689
Position 872: 0.000627817503233491
Position 393: 0.000624725705806949
Position 70: 0.0006054151500294255
Position 703: 0.0005729101808210313
Position 455: 0.0005027028520621514
Position 331: 0.0004859447653196376
Position 402: 0.0004321789822101911
Position 822: 0.0002981038878233026
Position 2089: 0.0002810395990014219
Position 6237: 0.00026552287545125936
Position 1444: 0.00023105090889541824
Position 269: 0.00022411938763248115
Position 6078: 0.00020878749595663307
Position 2623: 0.0001134786217064474
Position 581: 0.0001070315952243067
Position 1261: 8.507991983455953e-05
Position 2258: 8.171862927994841e-05
Position 646: 7.782179726971882e-05
Position 1604: 5.156323619689271e-05
Position 1231: 4.930919711257588e-05
Position 1040: 3.5270831463603195e-05
Position 1129: 1.7008888388100596e-05
Position 763: 1.0796539735723339e-05
Position 630: 9.277696775359313e-06
Position 6069: 8.14425446614044e-06
Position 881: 7.216009509082399e-06
Position 722: 6.872764808821459e-06
Position 1027: 5.048898752157008e-06
Position 92: 4.929271704243551e-06
Position 306: 3.822530741085087e-06
Position 101: 3.641308601297761e-06
Position 113: 3.564070004282915e-06
Position 1108: 2.11254299975825e-06
Position 1695: 1.6358611719214678e-06
Position 355: 1.298823927332603e-06
Position 784: 9.562608782972152e-07
Position 2216: 8.739464110258131e-07
Position 833: 6.856810833261345e-07
Position 366: 6.399507320814086e-07
Position 531: 5.741907056874152e-07
Position 728: 5.416079742079188e-07
Position 323: 5.039820240671301e-07
Position 3020: 4.6325425885751425e-07
Position 214: 4.1331415851098113e-07
Position 2935: 3.983109322280862e-07
Position 1501: 3.9764860725223703e-07
Position 387: 3.713213580948853e-07
Position 757: 3.227155538663607e-07
Position 627: 2.5725673245043605e-07
Position 856: 2.205494863756857e-07
Position 3011: 2.1500300021623632e-07
Position 2970: 1.8360610248627657e-07
Position 110: 1.8351334396987621e-07
Position 2297: 1.421216853278246e-07
Position 2803: 1.339617366451713e-07
Position 2031: 7.272876404620804e-08
Position 1284: 5.637597643922822e-08
Position 2097: 4.664376500480411e-08
Position 255: 4.5256412469712834e-08
Position 636: 4.1648312450922235e-08
Position 1888: 3.6578047593095325e-08
Position 30: 2.064876403895396e-08
Position 975: 1.5982635622229928e-08
Position 839: 1.5715348786482996e-08
Position 825: 6.8800132306974644e-09
Position 1779: 3.7906554342687635e-09
Position 415: 5.864869003226703e-10
Position 347: 3.0035937743019316e-11
Position 98: 1.7724271443698745e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11374: 0.21573145538064567
Position 3092: 0.10230377801339643
Position 2172: 0.09217694030435465
Position 11809: 0.08999460088300806
Position 7736: 0.06712111512333047
Position 10089: 0.06379458458114025
Position 16045: 0.0551153281299603
Position 6899: 0.04954379041954609
Position 16887: 0.04371992809629939
Position 6933: 0.03783540401505475
Position 12958: 0.032706816920043985
Position 1113: 0.03268251438414229
Position 11525: 0.02796758639573795
Position 6321: 0.02613522790387331
Position 1768: 0.02541638886500583
Position 5881: 0.022026338051550878
Position 6874: 0.021969836627992775
Position 1436: 0.020811504353427036
Position 6446: 0.019620390243172626
Position 10841: 0.01876444558636962
Position 4575: 0.014884745328353736
Position 6340: 0.012564766309395094
Position 6201: 0.012407064335644861
Position 7585: 0.012157533626459018
Position 1069: 0.011873192197251883
Position 7588: 0.010260366219497908
Position 2833: 0.010000067244104217
Position 5361: 0.009091692517187885
Position 2316: 0.008524430858814092
Position 4594: 0.008183720011315706
Position 5386: 0.008111181270981165
Position 6030: 0.007867299204969489
Position 6722: 0.00643478214143342
Position 1839: 0.006386997495294062
Position 129: 0.005825407225292525
Position 1475: 0.005085200176217852
Position 6830: 0.004993808124825773
Position 939: 0.004463292499163342
Position 3492: 0.00441552814893637
Position 9354: 0.0041409184975505255
Position 6008: 0.003414986854386965
Position 4649: 0.003365733565020965
Position 3620: 0.0021859777397282864
Position 10558: 0.0020573750910412615
Position 2291: 0.0019323984834204219
Position 2224: 0.0017163242199511176
Position 10062: 0.0016962650107621242
Position 3137: 0.0016678874403776628
Position 9961: 0.001574070195855087
Position 1664: 0.0012764189075416986
Position 6041: 0.0012646574820375912
Position 969: 0.0011619448272193634
Position 1129: 0.001082510588297221
Position 3157: 0.001074381117526698
Position 3644: 0.0009725367770382186
Position 6975: 0.0009547739362422334
Position 4106: 0.0009168057681201617
Position 4448: 0.0009008417492104365
Position 1132: 0.000877594809883318
Position 1168: 0.0007733218624954601
Position 599: 0.0007338392044755517
Position 6650: 0.0006272164142824654
Position 2131: 0.0005772027635851412
Position 2151: 0.0005341404108207572
Position 1985: 0.00048512327781590983
Position 2772: 0.00048416779508831417
Position 5920: 0.0004596095484283172
Position 1891: 0.00041377120431364863
Position 3473: 0.0004047942679364844
Position 2714: 0.00039079813796076627
Position 2723: 0.0003810453038397045
Position 1002: 0.00035322542764800537
Position 881: 0.0003195409846664796
Position 1177: 0.00030827501713584157
Position 6376: 0.00030343882370171757
Position 1348: 0.0002921244201870414
Position 4006: 0.0002823262739169392
