Gene = AAED1
index = 0
Annotated 5SS: [ 192  577 3623 3892 9389]
Annotated 3SS: [  507  3568  3785  9256 13394]
SMsplice 5SS: [ 192 3623 3892 9389]
SMsplice 3SS: [ 3568  3785  9256 13394]
top_k =  1000
Partition function (log Z): -3.122051303624804

Sorted 5' Splice Sites (High to Low Probability):
Position 3892: 0.9894932362569724
Position 192: 0.945356197944868
Position 9389: 0.8999671694858035
Position 3623: 0.5348109626594337
Position 577: 0.330293177544418
Position 1961: 0.29238763451664856
Position 6183: 0.21060626336225252
Position 9137: 0.1689431929126942
Position 12992: 0.1459962932845447
Position 803: 0.1042663291596824
Position 772: 0.05689142634972102
Position 13072: 0.054626311429612176
Position 138: 0.03911799561752141
Position 10342: 0.029747559013945792
Position 13279: 0.024099475364986318
Position 3158: 0.02122856642987202
Position 3019: 0.016189974035757164
Position 438: 0.01598925750813526
Position 6178: 0.01347874924106545
Position 11407: 0.013343207485638638
Position 1408: 0.011494402090248084
Position 11031: 0.011271227288953774
Position 6432: 0.010049129419059293
Position 720: 0.008049761680325732
Position 3871: 0.007243569688653828
Position 10140: 0.006303178238311545
Position 4129: 0.005501049276557506
Position 8152: 0.004205157796637387
Position 6524: 0.004027979487435682
Position 8261: 0.003922706473438363
Position 11787: 0.003373898694477169
Position 8096: 0.0031575728219195845
Position 1209: 0.0028588770708928186
Position 182: 0.002832866884883316
Position 2661: 0.002732888694361182
Position 2656: 0.0026967260459371868
Position 464: 0.0026938570174038306
Position 7949: 0.00253716615591417
Position 1894: 0.0019135998844616558
Position 5177: 0.0019008324130567955
Position 3353: 0.0018896206296516213
Position 13141: 0.001721592683661982
Position 1241: 0.0017060620253161205
Position 727: 0.0016746079030566824
Position 2979: 0.001670492997203285
Position 6942: 0.001667900770139725
Position 6349: 0.0016205418109668558
Position 3702: 0.0016102643186209264
Position 9407: 0.0015968679440315373
Position 4081: 0.0014972878494594352
Position 13186: 0.0013529865080137015
Position 2018: 0.0013315972311307475
Position 30: 0.0013267388992119695
Position 12490: 0.0011758315377445293
Position 9035: 0.0011717813581638785
Position 2844: 0.001116678086860492
Position 759: 0.0009746404546095316
Position 1757: 0.0008679620588150464
Position 10172: 0.0008275235525705128
Position 9365: 0.0007275082679180122
Position 8377: 0.0007161707240657537
Position 1856: 0.0007120523145604939
Position 9051: 0.000652271985897874
Position 769: 0.0006004217158948472
Position 1729: 0.0005324827285217527
Position 114: 0.00048812693386615874
Position 186: 0.0003865685621267495
Position 1034: 0.0003752571876725883
Position 5935: 0.0003165264058587445
Position 3931: 0.0003145276803014146
Position 2316: 0.0002526791262513951
Position 1700: 0.0002405379706349382
Position 4803: 0.0002054939321505565
Position 940: 0.00019286810995362532
Position 1022: 0.00018291129603197748
Position 3634: 0.00018135987270006816
Position 4501: 0.0001597082904713813
Position 2654: 0.00013841751210912442
Position 391: 0.00012379282261217495
Position 177: 9.741364846449266e-05
Position 1365: 9.520946334623625e-05
Position 591: 9.357304828307278e-05
Position 5827: 8.687044690048454e-05
Position 143: 7.917417733172611e-05
Position 1778: 6.908117320605278e-05
Position 1539: 6.545054578697722e-05
Position 864: 5.9294501446281686e-05
Position 5358: 5.043037926339533e-05
Position 5497: 4.1044964975900004e-05
Position 778: 3.492959174114215e-05
Position 155: 3.11323348520095e-05
Position 180: 2.851582645576771e-05
Position 538: 2.62150832919839e-05
Position 1806: 2.2819415886475573e-05
Position 1663: 1.9187992849337996e-05
Position 2672: 1.5447522845022854e-05
Position 4525: 1.4014200305872393e-05
Position 10350: 1.1693182652180845e-05
Position 790: 1.1386847039781993e-05
Position 232: 9.80722537754602e-06
Position 581: 9.56115823505476e-06
Position 1300: 8.082880189944298e-06
Position 793: 7.8271117741504e-06
Position 423: 7.0122493229262775e-06
Position 1671: 6.940550148443426e-06
Position 174: 5.671732408571982e-06
Position 1232: 4.222419828662826e-06
Position 603: 9.54747485532778e-07
Position 18: 8.905354673053853e-07
Position 5801: 8.207397093500124e-07
Position 51: 7.38292025701932e-07
Position 566: 7.219193534584678e-07
Position 408: 4.847585721141568e-07
Position 306: 4.2747784441199294e-07
Position 3926: 2.7296878278530475e-07
Position 516: 3.2315230020350444e-09
Position 99: 2.0479743358502027e-10
Position 494: 1.4155460187865746e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3785: 0.9886713748639806
Position 9256: 0.7921430589877237
Position 3568: 0.5051598812359926
Position 13394: 0.4659258459106964
Position 1893: 0.29231387023500677
Position 507: 0.2760908982875596
Position 6094: 0.2109488948128939
Position 12909: 0.20580179774341262
Position 690: 0.12222558954643334
Position 15190: 0.09553727037245868
Position 9058: 0.07043431066280004
Position 9346: 0.06960873036984479
Position 11156: 0.06760122456441423
Position 278: 0.06077830159431117
Position 13465: 0.05997275617385506
Position 9292: 0.05272034650839917
Position 8910: 0.05173418051740072
Position 14452: 0.03745629377655286
Position 15169: 0.035879243081617364
Position 15215: 0.02714484765239564
Position 13032: 0.026360966618942445
Position 14149: 0.02277098039792728
Position 12329: 0.022742597642950887
Position 6099: 0.022240810032192054
Position 10062: 0.022181535877568756
Position 327: 0.01887092585726826
Position 3460: 0.018014371853296636
Position 618: 0.01798274751929001
Position 13100: 0.017647137627904243
Position 8947: 0.017090673495064036
Position 12859: 0.014435192355049115
Position 11152: 0.014187254711075875
Position 8950: 0.013943249808126869
Position 2787: 0.013587903685342328
Position 9011: 0.012770663367443303
Position 10969: 0.012151496562925936
Position 11545: 0.012016436290313681
Position 9873: 0.011696833739360203
Position 12921: 0.010424817809055936
Position 4006: 0.009244371824987888
Position 3059: 0.008417474945541218
Position 2763: 0.00809936919798695
Position 1175: 0.00792005833110467
Position 9998: 0.0074566497505771405
Position 8028: 0.007370678295449736
Position 3590: 0.007117732689791912
Position 9932: 0.006834500864557224
Position 3572: 0.006641206230636753
Position 10106: 0.006574301942124893
