Gene = MARCKSL1
index = 817
Annotated 5SS: [433]
Annotated 3SS: [1281]
SMsplice 5SS: [433]
SMsplice 3SS: [1281]
top_k =  1000
Partition function (log Z): -7.531619849789785

Sorted 5' Splice Sites (High to Low Probability):
Position 433: 0.7454487891952325
Position 437: 0.23607110992719077
Position 1154: 0.03954685014563149
Position 1432: 0.030533756671435354
Position 1412: 0.025405332024876253
Position 1797: 0.014322424699992366
Position 856: 0.009609919397292643
Position 208: 0.009214149598457375
Position 1787: 0.008525565750398967
Position 1111: 0.008384411313522584
Position 1325: 0.0050010730982114684
Position 1129: 0.004277447263622684
Position 2016: 0.003538594952869992
Position 190: 0.002896426818221291
Position 1529: 0.002831521769475449
Position 1043: 0.0027544981230973875
Position 1004: 0.001829579922188987
Position 32: 0.001328584662901464
Position 2339: 0.0013022486666497345
Position 2116: 0.0012692996399924282
Position 1535: 0.0009323438068722983
Position 860: 0.0005665763079656203
Position 811: 0.0005551789477175158
Position 1148: 0.0004897222936429308
Position 1076: 0.00040537932522853565
Position 1150: 0.00032483467464121244
Position 909: 0.0002772969750289464
Position 87: 0.0002747795111456155
Position 801: 0.00012175780989216624
Position 2372: 0.00010400297110486704
Position 2011: 9.097293281220192e-05
Position 382: 8.827419012796512e-05
Position 1345: 5.212223818935051e-05
Position 561: 2.746494718687257e-05
Position 1294: 2.7395643455159297e-05
Position 1178: 2.012908901622452e-05
Position 1589: 1.073032387060105e-05
Position 1335: 8.902935152976515e-06
Position 693: 4.860970592529018e-06
Position 663: 6.541590329900912e-07
Position 1835: 4.745881831239792e-07
Position 1801: 4.2635449733806404e-07
Position 1779: 2.494351978332146e-07
Position 1184: 2.4907611156677667e-07
Position 1840: 2.2582647974140642e-07
Position 285: 2.0652803294892227e-07
Position 1131: 7.850624339661523e-08
Position 523: 4.5303731284711606e-08
Position 650: 3.233630891097613e-08
Position 16: 1.2660453252212717e-08
Position 949: 3.497707138456009e-09
Position 569: 9.412413113858532e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1281: 0.8414031641409003
Position 1561: 0.15078322372045094
Position 957: 0.05823405218311602
Position 1977: 0.02262335329056428
Position 1323: 0.013010626241739827
Position 2213: 0.01075986076123338
Position 1883: 0.006713051770922667
Position 2541: 0.0062339438281251965
Position 584: 0.00466385461499354
Position 827: 0.0042341191192538635
Position 1357: 0.003761146925742583
Position 2119: 0.0029094833760374707
Position 693: 0.0026127912157972682
Position 990: 0.002145436050705922
Position 2232: 0.002117830584043977
Position 1214: 0.0018656059905626222
Position 1839: 0.0018325532267655634
Position 2116: 0.0014587399027095123
Position 336: 0.0014283250848646932
Position 880: 0.0014273761765211856
Position 1956: 0.001388118624072803
Position 2268: 0.001332300235302755
Position 353: 0.0012778408722719753
Position 914: 0.0011331434213438438
Position 1911: 0.0009395205896659863
Position 1512: 0.0008713964353892531
Position 2080: 0.0007607881368342599
Position 1284: 0.0007498942647226999
Position 1887: 0.0007328184717940291
Position 733: 0.0007210666476555291
Position 899: 0.000634342195488455
Position 1617: 0.0006190451262550784
Position 333: 0.0005199937320588551
Position 1563: 0.000518324203453399
Position 908: 0.0005126395204552246
Position 2002: 0.0004925130757364242
Position 993: 0.0004621495450571402
Position 712: 0.000452183123121824
Position 306: 0.00039421260292355143
Position 2445: 0.0003593477764425187
Position 744: 0.0002821453604810039
Position 2292: 0.0002793468569964561
Position 1443: 0.00024226703756076944
Position 1330: 0.00022630472584849332
Position 2520: 0.00019504632196730618
Position 1598: 0.00017331529127576864
Position 1406: 0.0001731687173215779
Position 1217: 0.000170711851627821
Position 1410: 0.0001705588469897335
Position 1063: 0.00016376552694518398
Position 1479: 0.00015610508314610474
Position 251: 0.00010938274839394152
Position 1184: 0.00010795488315407079
Position 959: 9.027332899731655e-05
Position 357: 8.87600238144248e-05
Position 1482: 8.455807695319598e-05
Position 1446: 7.304202211631907e-05
Position 124: 6.287961361437485e-05
Position 1019: 6.06523593412155e-05
Position 323: 5.111449626792869e-05
Position 490: 4.916097432544792e-05
Position 1982: 3.140408445499438e-05
Position 1309: 3.1260417222552164e-05
Position 599: 2.9970062738145658e-05
Position 1301: 2.435837795991326e-05
Position 1115: 2.2963002865305192e-05
Position 922: 2.2290211550660018e-05
Position 1187: 1.9853238051475163e-05
Position 773: 1.8924085562558327e-05
Position 1396: 1.7702638350711755e-05
Position 1392: 1.7324277038779255e-05
Position 918: 1.2922982046402922e-05
Position 1567: 1.2750131592871435e-05
Position 886: 1.2694332633978846e-05
Position 2015: 1.1345941035039825e-05
Position 2155: 1.1331438564955577e-05
Position 2343: 1.1330033431746685e-05
Position 420: 9.171868786911328e-06
Position 1455: 7.795184048778367e-06
Position 1812: 6.362112230376631e-06
Position 396: 5.662364206575086e-06
Position 403: 4.925407103301022e-06
Position 182: 4.535632370783922e-06
Position 833: 4.007745406053757e-06
Position 1650: 2.659119746147655e-06
Position 1710: 2.3670105637745357e-06
Position 104: 1.9713823483495796e-06
Position 1743: 1.9143020357473557e-06
Position 1605: 1.5862498698351208e-06
Position 1621: 1.5788348712440384e-06
Position 1021: 1.4176809361689177e-06
Position 128: 1.2163173308237492e-06
Position 366: 1.0363071087187128e-06
Position 755: 9.885262984716924e-07
Position 400: 8.831574063742811e-07
Position 1023: 8.656745660579778e-07
Position 603: 8.040191912366445e-07
Position 1572: 7.854747199823446e-07
Position 1659: 6.632000409391298e-07
Position 1122: 6.014117846033618e-07
Position 162: 5.775166634864872e-07
Position 359: 5.362435690685237e-07
Position 916: 4.0537816282654724e-07
Position 1124: 3.274027577052298e-07
Position 167: 2.836731335519733e-07
Position 2193: 2.831084909358661e-07
Position 1128: 2.4397499996113586e-07
Position 1717: 2.0167465481239277e-07
Position 213: 1.7926882173704342e-07
Position 432: 1.6692201031124308e-07
Position 1693: 1.6555570895773645e-07
Position 1569: 1.4504306574247105e-07
Position 393: 1.2139518873176532e-07
Position 1514: 7.776861891196955e-08
Position 1001: 7.148868595454851e-08
Position 461: 6.32846592776588e-08
Position 207: 4.370321511735113e-08
Position 202: 4.261590127824823e-08
Position 618: 3.9819164331405624e-08
Position 1763: 3.922322999924362e-08
Position 186: 2.4258294811695476e-08
Position 1366: 3.719205309723711e-09
Position 1431: 3.12639804583519e-09
Position 1425: 2.881648331838374e-09
Position 838: 2.52287797421755e-09
Position 608: 6.017644491129733e-10
Position 1458: 3.448518126799065e-10
Position 849: 1.4172091064447285e-10
Position 847: 5.3239219117066475e-11
