Gene = CH17-140K24.5
index = 365
Annotated 5SS: [166]
Annotated 3SS: [4588]
SMsplice 5SS: [ 166 2415]
SMsplice 3SS: [2330 3005]
top_k =  1000
Partition function (log Z): -8.752878477720824

Sorted 5' Splice Sites (High to Low Probability):
Position 4: 0.7721643696677635
Position 2415: 0.6394234743277223
Position 1340: 0.4477625256353873
Position 1769: 0.2412931163465766
Position 812: 0.20042827551445594
Position 1010: 0.08239052410134298
Position 1169: 0.07985176296305478
Position 1721: 0.04967420624396101
Position 2261: 0.03870019911066539
Position 2387: 0.03624984434733142
Position 2000: 0.02665413354248939
Position 3924: 0.025502967022244187
Position 1586: 0.015061430919324032
Position 170: 0.012641851994359056
Position 1977: 0.011672280527593313
Position 2606: 0.01033186751831547
Position 2345: 0.00940132181332477
Position 1816: 0.008161931783475067
Position 1895: 0.007220098401635835
Position 2294: 0.006750623938986892
Position 1781: 0.005018867974405732
Position 1856: 0.004104712878360671
Position 614: 0.0026111696989155457
Position 1681: 0.001664504017834667
Position 1049: 0.001404001906918362
Position 1220: 0.0013639473374452617
Position 1886: 0.001344918521716873
Position 1079: 0.0010664577203243545
Position 1107: 0.0010469091011533138
Position 1139: 0.0008558910661672064
Position 4473: 0.0007772857887143041
Position 3498: 0.0007692643982414823
Position 3125: 0.0005592583998372646
Position 2729: 0.00045940446412056973
Position 289: 0.00040076199731175826
Position 497: 0.0003596581681858635
Position 2251: 0.0003429320150044694
Position 2243: 0.00032366205383752716
Position 1547: 0.00022279874757902816
Position 1504: 0.00018885401155903803
Position 1064: 0.00016778285386930713
Position 223: 0.00015816805940154754
Position 996: 0.00015670608997381762
Position 2830: 0.0001510882009181515
Position 217: 0.000137168575162106
Position 454: 0.00013355325806588907
Position 233: 0.00010389024299600847
Position 3387: 9.188587934126707e-05
Position 1031: 8.613853900971038e-05
Position 2682: 7.775000137554342e-05
Position 780: 6.815900927302864e-05
Position 2622: 5.95642855967983e-05
Position 44: 4.436980953494362e-05
Position 920: 4.102602144212191e-05
Position 668: 3.919025054770816e-05
Position 420: 3.915779798870199e-05
Position 629: 3.682741228911236e-05
Position 105: 2.7525750141978605e-05
Position 452: 2.4712307679057335e-05
Position 875: 2.452590822025735e-05
Position 295: 2.0507422174026348e-05
Position 10: 1.9992131197581703e-05
Position 1319: 1.8176418227975743e-05
Position 8: 1.8030114617765337e-05
Position 1148: 1.6315468356113924e-05
Position 199: 1.4278856493198408e-05
Position 824: 1.229951573534408e-05
Position 70: 1.2089510164187812e-05
