Gene = TAMM41
index = 1375
Annotated 5SS: [  271  2744  7551 17059 29581 37256 38940]
Annotated 3SS: [ 2560  7457 16907 29434 37089 38876 56190]
SMsplice 5SS: [  271  2744  7551 17059 20055 29581 37256 38940]
SMsplice 3SS: [ 2560  7457 16907 19966 29434 37089 38876 56190]
top_k =  1000
Partition function (log Z): -0.8001743710764089

Sorted 5' Splice Sites (High to Low Probability):
Position 20055: 0.9999970792183289
Position 7551: 0.9998287063941566
Position 37256: 0.9967743376282364
Position 17059: 0.9936531459617975
Position 271: 0.9790244211821965
Position 2744: 0.9609997444589952
Position 38940: 0.8637964115636058
Position 29581: 0.8152115641340966
Position 39744: 0.5907543389100184
Position 38438: 0.4657784645001908
Position 17946: 0.37765527488109657
Position 16544: 0.3760049895981524
Position 1074: 0.34852084453064214
Position 18530: 0.23467090730261825
Position 37434: 0.1944102104169772
Position 7353: 0.17740955624030294
Position 39987: 0.16454756730223757
Position 39544: 0.1623357923600436
Position 19723: 0.11595626677334107
Position 3732: 0.11412708347005245
Position 39083: 0.10652701945853008
Position 13770: 0.10454073114376652
Position 2024: 0.10041664695510198
Position 17518: 0.088786516435326
Position 39358: 0.08309781604525412
Position 18572: 0.071743241110239
Position 18551: 0.0696970533323234
Position 40893: 0.06707820815539887
Position 14571: 0.057846261262063714
Position 39539: 0.045265210409741685
Position 18991: 0.04326929873195107
Position 42435: 0.04225324544755038
Position 18555: 0.042138360765596086
Position 2739: 0.037431474018056604
Position 16362: 0.034595542586455606
Position 8095: 0.03331430521307
Position 14422: 0.029948448496289148
Position 39463: 0.029727821067191317
Position 18921: 0.02963465999819303
Position 1882: 0.028181025525644148
Position 11613: 0.027694530417127727
Position 706: 0.025779202603630126
Position 15374: 0.024762201043034938
Position 3530: 0.022289664820894867
Position 38317: 0.02057321449862686
Position 5531: 0.01748402934792197
Position 473: 0.015878931308003878
Position 19430: 0.015553944833525556
Position 14982: 0.015006116665723651
Position 39427: 0.013948055678037787
Position 15679: 0.013937359849471963
Position 13570: 0.013253263258611451
Position 19233: 0.01325116901713187
Position 15426: 0.013197018699418344
Position 4754: 0.012397777819949864
Position 18894: 0.01232885559330919
Position 42381: 0.01146994603683697
Position 13331: 0.011108550040249356
Position 16011: 0.010174392280200019
Position 5297: 0.01014628926310121
Position 38470: 0.00936871075778446
Position 16583: 0.009066398977243397
Position 16051: 0.008674556074581665
Position 13335: 0.007509483631160559
Position 13555: 0.007444312884853727
Position 39078: 0.00695268323854441
Position 5657: 0.0068466063063039
Position 15580: 0.006795887963950599
Position 13192: 0.0067524421410787615
Position 10700: 0.006048999695026382
Position 559: 0.005722810484682894
Position 16029: 0.005534646277087216
Position 1785: 0.005226937359370439
Position 19014: 0.005148301965091085
Position 821: 0.005125076810586774
Position 3254: 0.0048038262453156625
Position 3863: 0.004443995796944405
Position 2480: 0.004305391237385346
Position 17463: 0.004066560163570539
Position 37758: 0.00392461548517794
Position 9477: 0.003892015154239663
Position 3642: 0.0038018102562238838
Position 14425: 0.0034190659911006887
Position 9742: 0.003396338646001839
Position 37442: 0.0033521236135124503
Position 9607: 0.003244483988849824
Position 39127: 0.0031161889599771258
Position 16530: 0.0028457834709243357
Position 3665: 0.0027990578469377233
Position 4777: 0.002788711190423478
Position 5335: 0.002742950967878315
Position 19025: 0.002562460624561485
Position 17263: 0.0024799351752854363
Position 18521: 0.002453035991765585
Position 13308: 0.0023251444572789863
Position 4024: 0.0022794583242276953
Position 3005: 0.00223545330173746
Position 5287: 0.001940136079032268
Position 45373: 0.0019070813087628423
Position 19387: 0.0018511109756078803
Position 897: 0.0017612206204137826
Position 3567: 0.001744783357944308
Position 848: 0.0017027289106411737
Position 14083: 0.001592343020635415
Position 5576: 0.0015345328522416634
Position 8390: 0.0014927830567315237
Position 17511: 0.0014802064081985429
Position 37246: 0.0014056907405312442
Position 38098: 0.0013806085361251382
Position 5178: 0.0013307131909464092
Position 17611: 0.001323139730473257
Position 2892: 0.0012892458640124495
Position 496: 0.0012585872259306783
Position 3013: 0.0011385731823081047
Position 4327: 0.001137333857365827
Position 4918: 0.0011199753664026403
Position 2012: 0.001022923092194477
Position 1394: 0.0009636855029653592
Position 1172: 0.0009313949113306678
Position 6932: 0.0008672893075137858
Position 2879: 0.0008545146097382532
Position 3298: 0.0008130894723407708
Position 4028: 0.0007579551246307751
Position 5441: 0.0007039588150303663
Position 1916: 0.0006985102107975637
Position 3963: 0.0006727010955335194
Position 1800: 0.0006725138304418544
Position 257: 0.0006094228087475391
Position 753: 0.0005993987410581169
Position 2016: 0.0005856381545626052
Position 162: 0.0005569238403986318
Position 852: 0.000556159602003901
Position 14180: 0.0005430450701238774
Position 5301: 0.0004948923723215852
Position 38959: 0.00047874819669638366
Position 5491: 0.0004725178189677942
Position 951: 0.00044427224360393586
Position 2314: 0.00043410508199001705
Position 6464: 0.0004303560088291421
Position 1886: 0.00037832089697479893
Position 18782: 0.00037597064991097117
Position 17660: 0.00036057517807178775
Position 17972: 0.0003480568655833473
Position 8964: 0.0003419004179127692
Position 237: 0.0003303802705735086
Position 661: 0.0003107984100386516
Position 18189: 0.0002682758396398431
Position 11647: 0.00024387678509007438
Position 70: 0.00024381614865293761
Position 957: 0.0002413953851225777
Position 1354: 0.00020871010307980988
Position 13203: 0.0001840022029330113
Position 2188: 0.00018217794754109466
Position 8306: 0.00017025445061034353
Position 12315: 0.0001526901784999901
Position 18173: 0.00015223700584098882
Position 832: 0.00015199459332946336
Position 13865: 0.0001512714640031036
Position 13418: 0.00014971881931172731
Position 7574: 0.00014699888382464101
Position 13448: 0.00013753299274450688
Position 2477: 0.00013670260688895645
Position 1760: 0.0001294118631170761
Position 2080: 0.00012589638100463774
Position 477: 0.00012581737595772122
Position 447: 0.00012475546568023569
Position 1910: 0.00011600994193184413
Position 8109: 0.00010892277062488611
Position 72: 9.852438096504702e-05
Position 166: 8.493707712062322e-05
Position 1772: 7.695082702822342e-05
Position 996: 7.604520726629616e-05
Position 11175: 6.386240864390487e-05
Position 379: 5.967445885980297e-05
Position 39030: 5.507255516314469e-05
Position 727: 5.177402147392583e-05
Position 8091: 4.752087338155156e-05
