Gene = RP11-302M6.4
index = 1166
Annotated 5SS: [   183  53472 210643]
Annotated 3SS: [ 53329 210497 299926]
SMsplice 5SS: [   183  32712  32979  53472  64736  79796 112673 113852 122308 125801
 128946 129807 140528 140977 154475 158432 168524 189046 191696 206598
 210643 215241 244546]
SMsplice 3SS: [ 32578  32810  53329  64528  79568 112576 113731 122109 125716 128862
 129724 140428 140850 154372 158327 168424 188954 191621 206422 210497
 215114 244417 299926]
top_k =  1000
Partition function (log Z): -147.66621156299388

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9899144359347544
Position 8844: 0.29385406980016643
Position 3717: 0.2436004254440683
Position 7588: 0.06190351777298608
Position 5774: 0.05911999654880337
Position 8042: 0.05294472369595675
Position 1347: 0.022217123532093697
Position 471: 0.01985178091795676
Position 1448: 0.0105378922566971
Position 8170: 0.010465759157778236
Position 6867: 0.0072625442658168
Position 8458: 0.00666801158893899
Position 6823: 0.0061186214420488215
Position 2826: 0.004909003362536096
Position 3996: 0.004649273354773415
Position 1277: 0.004473632844913929
Position 10729: 0.004420661436741441
Position 4368: 0.0039829576742826285
Position 5070: 0.002600063566634006
Position 6125: 0.002494514251106001
Position 4003: 0.0021357304177172377
Position 8759: 0.0020262057055804397
Position 1394: 0.001829211523848567
Position 8926: 0.0016830809805303613
Position 2956: 0.0014712352877554401
Position 1255: 0.0014506734344433999
Position 9152: 0.0013421812299529603
Position 2314: 0.0008753860482978484
Position 678: 0.0007792193020388194
Position 6856: 0.0006934258370167232
Position 960: 0.0006149007157482126
Position 504: 0.0005498739849767495
Position 5729: 0.0005465738841910505
Position 2389: 0.0005224113408784873
Position 1846: 0.0005197066712381226
Position 6761: 0.000501746300520939
Position 8894: 0.0004952205460410934
Position 493: 0.00046339276414473314
Position 244: 0.00028174875272993645
Position 753: 0.00022144562094108985
Position 5758: 0.00018446135675418562
Position 2234: 0.000152626657779642
Position 1060: 0.00013571832490236793
Position 1139: 0.0001224628557479546
Position 1983: 0.00011538171848972675
Position 2051: 0.00011261671997542388
Position 663: 8.960483519636783e-05
Position 1721: 8.775182932590844e-05
Position 1431: 8.775170208982819e-05
Position 5562: 8.593849123259918e-05
Position 522: 8.301284633407389e-05
Position 2760: 7.38953092065755e-05
Position 2884: 6.889261432490376e-05
Position 1425: 4.7656686750898064e-05
Position 629: 4.300260130650493e-05
Position 1830: 4.1777406044477836e-05
Position 3083: 4.090004569950871e-05
Position 1154: 3.753585112831644e-05
Position 1436: 3.182370344339606e-05
Position 1300: 2.497798855360332e-05
Position 1121: 2.318547794110215e-05
Position 2939: 2.003752293089147e-05
Position 1305: 1.9987766105604767e-05
Position 6108: 1.4683253133790121e-05
Position 3590: 7.116784410129747e-06
Position 251: 4.456445088352889e-06
Position 3944: 3.752186918771642e-06
Position 324: 2.215308078972014e-06
Position 4842: 1.1884072107238217e-06
Position 3632: 9.95041021082744e-07
Position 4346: 5.802489583469807e-07
Position 16: 4.982045650826029e-07
Position 720: 4.888851110520131e-07
Position 689: 4.71723533335496e-07
Position 768: 2.8165570573968585e-07
Position 928: 2.709358154421649e-07
Position 1103: 1.7905033045649672e-07
Position 346: 1.4560519146825214e-07
Position 1083: 1.1472426331358208e-07
Position 1193: 8.595701623442039e-08
Position 862: 5.416597139827914e-08
Position 1006: 3.44897488740587e-08
Position 1273: 2.4778799805481556e-08
Position 981: 1.3555782260762849e-08
Position 972: 1.0084360602509238e-08
Position 1541: 9.049468625618302e-09
Position 594: 7.518397606538314e-09
Position 1589: 6.750797975529346e-09
Position 1386: 6.605290282693673e-09
Position 343: 5.4260318228391775e-09
Position 691: 4.029527216272391e-09
Position 755: 4.003796488714758e-09
Position 832: 1.6189514692175202e-09
Position 584: 1.4373069755810548e-09
Position 50: 8.152077603430699e-10
Position 161: 6.930450700170387e-10
Position 100: 3.425708317448084e-10
Position 327: 2.4260756321298735e-10
Position 341: 1.5101107175776923e-10
Position 544: 9.30409000564838e-12
Position 541: 2.611681321700402e-12
Position 526: 2.1383620453319603e-12
Position 35: 2.020831677580783e-12
Position 288: 2.9677089752714295e-14
Position 886: 3.677795293245854e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3583: 0.24567120683139307
Position 8758: 0.215591595021843
Position 20807: 0.20253777738263462
Position 9976: 0.15756364996342906
Position 8740: 0.14222846817515938
Position 9070: 0.09062605705654701
Position 7897: 0.05383355334301336
Position 7519: 0.052713765654630304
Position 5890: 0.05187115994640557
Position 5865: 0.05020174233167906
Position 6693: 0.039000265459533695
Position 5661: 0.03446759986644121
Position 15630: 0.03322166242460642
