Gene = NPRL2
index = 959
Annotated 5SS: [ 517 1161 1427 1706 2218 2407 2565 2775 2968 3333]
Annotated 3SS: [1068 1257 1596 2080 2308 2527 2680 2849 3189 3417]
SMsplice 5SS: [ 770 1179 2218 2407 2565 2775 2968 3333]
SMsplice 3SS: [1068 2080 2308 2527 2680 2849 3189 3417]
top_k =  1000
Partition function (log Z): 9.087578946973698

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.9620471407835873
Position 2407: 0.893737232804273
Position 2775: 0.7737905592044726
Position 2218: 0.7524858050438867
Position 770: 0.5725660285428138
Position 517: 0.5139410525624637
Position 3333: 0.5101303294146127
Position 1179: 0.4978496130845408
Position 1186: 0.4082698673076519
Position 2565: 0.3867257196424313
Position 2569: 0.28665122825734496
Position 1706: 0.28134773256107787
Position 1427: 0.2801389209399953
Position 2781: 0.15678616996593428
Position 219: 0.14451025491135921
Position 1161: 0.08704106228528478
Position 836: 0.0744783461178493
Position 896: 0.07088176774844546
Position 2107: 0.0403996628846499
Position 860: 0.03238169747596657
Position 909: 0.031051254658478473
Position 3241: 0.028168902239213714
Position 2381: 0.02696750962556085
Position 1349: 0.0254266675272194
Position 3254: 0.01990370346232462
Position 2237: 0.014787587487066794
Position 1312: 0.013642963653798612
Position 1738: 0.012560309841916216
Position 1689: 0.011868193269117101
Position 1831: 0.011859660314331099
Position 382: 0.010493361665411548
Position 1876: 0.009828963791805853
Position 2439: 0.00917326799769312
Position 638: 0.008979200600229099
Position 1351: 0.00597071255945438
Position 430: 0.0058900453852048385
Position 1353: 0.005178260665416664
Position 1804: 0.004783300561671087
Position 1476: 0.004568325423154411
Position 1391: 0.0028974996528882135
Position 758: 0.002856009469855596
Position 743: 0.0018856381066345513
Position 2145: 0.0017867276586200726
Position 2411: 0.001708882910097936
Position 2528: 0.001582032381285884
Position 2152: 0.0014382796514048192
Position 931: 0.0013295328542464763
Position 3128: 0.0012925044007024266
Position 1159: 0.0012069435386280632
Position 1757: 0.0010867321931785378
Position 3248: 0.0009716833236367952
Position 2723: 0.0009661530204637132
Position 2196: 0.0008586314588086357
Position 790: 0.0007179800974610202
Position 68: 0.0006845541016813392
Position 2711: 0.0006046708084010823
Position 39: 0.0005629354012619769
Position 1638: 0.0005091240980922533
Position 3482: 0.0005033743850254704
Position 137: 0.0004869742490704858
Position 2578: 0.00046749377190337556
Position 732: 0.00043760001693215616
Position 3491: 0.0003878327586964929
Position 2915: 0.0003521992955763955
Position 2762: 0.0003425366580812135
Position 2785: 0.00026237454495676413
Position 812: 0.0002392332639900518
Position 2023: 0.0001998203766277816
Position 2957: 0.00017305303628443387
Position 284: 0.00014240657954519922
Position 713: 0.00013172603943631633
Position 2134: 0.0001314648191298178
Position 3350: 0.00012844049379955995
Position 717: 0.00012748097449578538
Position 2472: 0.0001245623676843136
Position 3356: 0.00010675828089235234
Position 779: 9.600894915027326e-05
Position 1116: 9.232072899597185e-05
Position 1003: 8.61900239383642e-05
Position 589: 8.412935584633568e-05
Position 2474: 7.740320122823644e-05
Position 830: 7.318292020553679e-05
Position 1449: 5.758109314281682e-05
Position 3516: 4.9462283651719356e-05
Position 2583: 4.28668589887159e-05
Position 1292: 2.771775638438479e-05
Position 9: 2.6796460443336425e-05
Position 369: 2.3400590746642565e-05
Position 371: 2.0672923592380467e-05
Position 1466: 1.9873884396986672e-05
Position 195: 1.8603918554972347e-05
Position 226: 1.6889200754971888e-05
Position 1190: 1.613472357456612e-05
Position 2734: 1.4526771351658329e-05
Position 751: 1.4303835917841574e-05
Position 1294: 1.3027933519033787e-05
Position 480: 1.2907463353630345e-05
Position 2999: 1.0620152905620323e-05
Position 3520: 1.0408160748254876e-05
Position 140: 9.101202352985721e-06
Position 1486: 8.572745277055815e-06
Position 805: 8.255401237635376e-06
Position 774: 7.99238536736824e-06
Position 2690: 7.241968199459317e-06
Position 654: 7.024676769138711e-06
Position 25: 6.740197089877122e-06
Position 592: 6.082709244038566e-06
Position 681: 5.466789284846846e-06
Position 1199: 4.74843360570501e-06
Position 1495: 3.8960990670443896e-06
Position 31: 3.049694153306178e-06
Position 2480: 2.1266730722588283e-06
Position 1114: 2.0392802531782136e-06
Position 2778: 1.9435106725086787e-06
Position 913: 1.2509243683213646e-06
Position 358: 1.1237200066439317e-06
Position 944: 1.1112435779614246e-06
Position 851: 4.2524576084687307e-07
Position 699: 2.2990527116850712e-07
Position 1642: 2.111954909697026e-07
Position 258: 1.872579537824875e-07
Position 1069: 9.275757269990753e-08
Position 330: 7.866746122716333e-08
Position 2573: 8.989729204229503e-09
Position 3202: 8.367339244419606e-09
Position 12: 6.853114650592013e-09
Position 1098: 3.542888845401971e-09
Position 1025: 3.081163745195511e-09
Position 556: 9.291653974745216e-12
Position 599: 2.205922140728981e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1068: 0.9921098838955925
Position 2308: 0.9762221632571313
Position 2849: 0.8255752955629446
Position 2680: 0.8077426199864267
Position 3189: 0.8034256446124493
Position 2080: 0.6440006530525886
Position 3417: 0.6059752891963556
Position 2527: 0.5946551381986641
Position 1596: 0.30087846687857744
Position 1257: 0.28856530042013023
Position 611: 0.24343425908949487
Position 631: 0.15470502243357376
Position 2884: 0.15077374420042033
Position 3035: 0.12150503140962937
Position 2106: 0.08220809105869703
Position 2653: 0.061869587791301764
Position 2564: 0.05692563446400722
Position 1262: 0.04184766863586052
Position 2142: 0.03411317909025904
Position 378: 0.03141525996985843
Position 2001: 0.029854484851921142
Position 757: 0.02451765442657007
Position 1600: 0.020222242162317678
Position 2344: 0.016699587251334615
Position 2710: 0.012142377349332479
Position 1495: 0.00585278383485324
Position 2044: 0.0057325908367063284
Position 2196: 0.004913818134702704
Position 2501: 0.004847426240010884
Position 1309: 0.0047800849578933735
Position 2047: 0.004057335522196259
Position 446: 0.003971846444498982
Position 687: 0.002966277340722837
Position 2170: 0.0028746176596711626
Position 3071: 0.002861833225330575
Position 1276: 0.0027633884342828743
Position 1363: 0.0023614143611622655
Position 711: 0.002333335796022788
Position 2504: 0.002316992829247799
Position 476: 0.002252231533814573
Position 1078: 0.0022199535072901237
Position 3228: 0.0022140469639206034
Position 2347: 0.001920084423054271
Position 2118: 0.0017956523975822967
Position 2895: 0.0017283204812240495
Position 504: 0.0014787152241475586
Position 3038: 0.0013776181447350427
Position 1960: 0.0012497381490263633
Position 585: 0.0011501831136408597
Position 3193: 0.0011364273267629617
Position 3296: 0.0010857109634547116
Position 1460: 0.001073375108565492
Position 338: 0.001053062341391257
Position 720: 0.0010335032373569723
Position 3068: 0.0010023993668583243
Position 369: 0.0009606541966408875
Position 2488: 0.000909331701606843
Position 1811: 0.000827217135628025
Position 2478: 0.0008167322771910662
Position 3202: 0.0007500885394310182
Position 1966: 0.0007038557337796256
Position 2085: 0.0006881144069217442
Position 1623: 0.0006435520654217662
Position 735: 0.0006353676148105418
Position 3585: 0.0005928349985395177
Position 409: 0.0005825080054076765
Position 402: 0.0005470191067629709
Position 2145: 0.0005401351506562627
Position 1025: 0.0005345325765328034
Position 2944: 0.0005073298871197781
Position 3557: 0.0005048846648058065
Position 1312: 0.0005006902260690476
Position 3147: 0.0004856573785759521
Position 346: 0.0004614153984728531
Position 2262: 0.0004424756872884196
Position 1030: 0.00043010206181728493
Position 3217: 0.00039332437231076313
Position 2716: 0.0003827431135807522
Position 381: 0.0003351043891435688
Position 826: 0.0003055236403229514
Position 2641: 0.00030548031663563363
Position 297: 0.00027922828622032816
Position 2857: 0.0002768065945962418
Position 1273: 0.000235080627230951
Position 1715: 0.0002164981679764402
Position 1844: 0.00021325125207036092
Position 2398: 0.0002019949966170475
Position 2514: 0.00018547311792819856
Position 3571: 0.00018407450448853049
Position 516: 0.00017794289551923754
Position 1524: 0.00016317858671938408
Position 835: 0.00015778176915753742
Position 3238: 0.00015147040578105585
Position 1626: 0.00013951756662709109
Position 2588: 0.00013669061150426993
Position 2568: 0.00013252595990136617
Position 2859: 0.00013223309799265066
Position 769: 0.00012594152710605552
Position 2632: 0.00012406232349228326
Position 1108: 0.00012248612353507295
Position 1628: 0.00011198001881950744
Position 859: 9.725353346998058e-05
Position 1464: 9.708773271698847e-05
Position 2947: 9.42944279611403e-05
Position 121: 8.726504516427279e-05
Position 3096: 8.406355390070952e-05
Position 3424: 8.144487524838753e-05
Position 589: 7.511958290019058e-05
Position 2815: 7.369902161586555e-05
Position 2616: 7.321306229393671e-05
Position 1962: 6.667539631416137e-05
Position 412: 6.572817199348188e-05
Position 1981: 6.174668101091918e-05
Position 3559: 5.753304560410348e-05
Position 311: 5.4976807312097724e-05
Position 2726: 5.074173536615112e-05
Position 3157: 4.992080380445588e-05
Position 1424: 4.8809319541508955e-05
Position 3536: 4.860210618243276e-05
Position 2354: 4.1113226131684617e-05
Position 766: 4.0609867966947966e-05
Position 924: 3.8903577410182544e-05
Position 810: 3.53855379068469e-05
Position 2357: 3.1621136576728504e-05
Position 1529: 3.1330796460496134e-05
Position 3144: 2.8307402782410606e-05
Position 239: 2.4925287773703358e-05
Position 3266: 2.308540954966095e-05
Position 2865: 2.1046265624872278e-05
Position 2621: 2.072784067355603e-05
Position 865: 2.070007244792873e-05
Position 152: 1.7908317805478903e-05
Position 649: 1.7351215410329487e-05
Position 3271: 1.5029094038053235e-05
Position 805: 1.4625871128463147e-05
Position 1607: 1.460130938636445e-05
Position 692: 1.4047757798980128e-05
Position 1668: 1.2445240689364022e-05
Position 592: 1.1679051196503072e-05
Position 126: 9.777453862163358e-06
Position 863: 9.166042646154821e-06
Position 3241: 8.854595445993465e-06
Position 3486: 8.625381258887575e-06
Position 881: 8.03281282215196e-06
Position 851: 7.98401635170264e-06
Position 647: 7.945031978813517e-06
Position 271: 7.417698845415962e-06
Position 3482: 7.328873931978632e-06
Position 480: 6.872014210974616e-06
Position 830: 6.8514226888499775e-06
Position 3121: 6.113424083017417e-06
Position 549: 5.871224199175206e-06
Position 313: 5.5010706109801514e-06
Position 790: 5.48343568655491e-06
Position 156: 5.418667036485822e-06
Position 1095: 4.330641300890131e-06
Position 2770: 4.0277994967499965e-06
Position 872: 3.182522604581979e-06
Position 847: 2.6873866792881906e-06
Position 1093: 2.582985166658549e-06
Position 354: 2.416406453373292e-06
Position 844: 2.2523357910631416e-06
Position 664: 2.13889467265764e-06
Position 98: 1.9791053724653373e-06
Position 284: 1.970646035567211e-06
Position 1399: 1.913068129199666e-06
Position 642: 1.6611258558167424e-06
Position 812: 1.5879829342179024e-06
Position 3082: 1.3089003182232304e-06
Position 324: 1.2748486689255643e-06
Position 2901: 8.27433502760799e-07
Position 999: 8.259556853268218e-07
Position 1369: 6.836579928647995e-07
Position 551: 5.950783657084322e-07
Position 1042: 5.681631010333891e-07
Position 1384: 5.542615907256868e-07
Position 1002: 5.444156157099404e-07
Position 566: 4.4573817494651153e-07
Position 840: 3.981209252779121e-07
Position 2031: 3.9041757004383766e-07
Position 1114: 3.1728182914468134e-07
Position 203: 3.029549422559525e-07
Position 564: 2.987343806356995e-07
Position 1317: 2.8776308998438385e-07
Position 1224: 2.5662630378669183e-07
Position 1135: 2.515402469659135e-07
Position 1632: 2.1427452989770308e-07
Position 2921: 9.575466157547585e-08
Position 1131: 8.426853008778229e-08
Position 928: 7.475361798188496e-08
Position 2953: 4.652223252040185e-08
Position 931: 4.2715905359308295e-08
Position 976: 2.2809005265552347e-08
Position 937: 2.035359964814396e-08
Position 971: 7.217926864199314e-09
Position 3370: 5.010937720388291e-09
Position 77: 1.2262679033465222e-09
