Gene = SDHA
index = 1234
Annotated 5SS: [  178  5328  6281  7322  7807 10093 12760 15405 17099 18359 22236 32863
 33228 36266]
Annotated 3SS: [ 5240  6118  7177  7641  9943 12634 15235 16902 18186 22116 32750 33096
 36151 38092]
SMsplice 5SS: [  178  5328  7807 10093 12760 15405 16664 18359 22236 24521 30095 32863
 33228 36266]
SMsplice 3SS: [ 5240  7641  9943 12634 15235 16515 18186 22116 24369 29933 32750 33096
 36151 38092]
top_k =  1000
Partition function (log Z): 24.45894960020797

Sorted 5' Splice Sites (High to Low Probability):
Position 22236: 0.998349388126693
Position 33228: 0.9979718418381684
Position 18359: 0.9759665257228864
Position 36266: 0.9733300827088267
Position 178: 0.9727389447229432
Position 15405: 0.961775865620926
Position 10093: 0.9610655408297105
Position 5328: 0.9333513427552159
Position 7807: 0.9282591658061241
Position 16664: 0.9274913242167878
Position 12760: 0.8678592394397162
Position 32863: 0.8088758734692008
Position 30095: 0.8026512922203822
Position 24521: 0.6382100472850418
Position 17099: 0.5772841010366705
Position 19707: 0.531820465656923
Position 10459: 0.49920911848939564
Position 7322: 0.32175179133774906
Position 2097: 0.31777088540593285
Position 6281: 0.3092076237109541
Position 14636: 0.24383775062903199
Position 25627: 0.18784035445294525
Position 17598: 0.1714646985753661
Position 19378: 0.16440304674442016
Position 34840: 0.1588296941639037
Position 36463: 0.1413673096576172
Position 23947: 0.11351598550464073
Position 17680: 0.09317848700332891
Position 23598: 0.08105520164983487
Position 15846: 0.07060045704277426
Position 22421: 0.06333861968337305
Position 24525: 0.06203871884713064
Position 22865: 0.0617966881268269
Position 34608: 0.05779190087222883
Position 9477: 0.05686009689990268
Position 36552: 0.05359073851178744
Position 23349: 0.04799128080071782
Position 19461: 0.0468018138237277
Position 6100: 0.038863017529786825
Position 22417: 0.03578961915594089
Position 34281: 0.03504418410799161
Position 17595: 0.03391244485501707
Position 10455: 0.03369035474170315
Position 22522: 0.029247625769274317
Position 32498: 0.02777650021302074
Position 34334: 0.026802980740544057
Position 5378: 0.026188085811182923
Position 7047: 0.025576348111495707
Position 17654: 0.024170392239861543
Position 9516: 0.02383334263771656
Position 6167: 0.023399976733915667
Position 21176: 0.023257080420280615
Position 1865: 0.02305481357113443
Position 10292: 0.022745527476813333
Position 7390: 0.022733469882512607
Position 25337: 0.02251556335000939
Position 7072: 0.022181752291025158
Position 26658: 0.021351871301994167
Position 15638: 0.020238128456723275
Position 228: 0.018854429568930024
Position 2850: 0.018071624321058657
Position 3237: 0.017432448687301594
Position 5149: 0.017339120036829168
Position 15463: 0.01424351247582016
Position 803: 0.013883045807576433
Position 5942: 0.013746858714099745
Position 10266: 0.013587225889006111
Position 35018: 0.013470525615893994
Position 24534: 0.013396092680305479
Position 33890: 0.012869307342628504
Position 20893: 0.012649817412855644
Position 15695: 0.012647308061151752
Position 25984: 0.012451316770645149
Position 34661: 0.012395778205728231
Position 29319: 0.011818680292443798
Position 20890: 0.01122869057885257
Position 9696: 0.01121868859566757
Position 10887: 0.010914757474722148
Position 18262: 0.010182037992814731
Position 15819: 0.009081093969249799
Position 35992: 0.009036248313452296
Position 9115: 0.008861991433564103
Position 9401: 0.008769931639024895
Position 23922: 0.008365498357110012
Position 28941: 0.00804849453951836
Position 13206: 0.00793646390880033
Position 2497: 0.007655683076887566
Position 32914: 0.0072772434762632746
Position 7749: 0.007171972701854534
Position 1466: 0.0068635496238732396
Position 34228: 0.0067958980017281114
Position 3194: 0.006589407192210789
Position 3360: 0.006466568251105638
Position 34758: 0.006415276450715213
Position 7154: 0.006412035212235884
Position 33492: 0.006395588095120925
Position 6292: 0.006302960003308483
Position 3065: 0.00611060599869807
Position 25577: 0.005916290228196695
Position 30175: 0.005687280415173406
Position 16049: 0.005606081976354594
Position 22767: 0.005598763301973224
Position 36500: 0.0054838185272369925
Position 6679: 0.005448595914973302
Position 19339: 0.00521818298743909
Position 24215: 0.005183488895541184
Position 9176: 0.005174001554809841
Position 5706: 0.005156105858573687
Position 26464: 0.005091804814539538
Position 4974: 0.005084025435769645
Position 38194: 0.005038463698484372
Position 27247: 0.004898893069778836
Position 15642: 0.004882005726400043
Position 7354: 0.004795142917781025
Position 10933: 0.004765595144749093
Position 19747: 0.004490524784908001
Position 24553: 0.004438924620734917
Position 12808: 0.004318387944904366
Position 15750: 0.00431481630753494
Position 662: 0.004310768686013461
Position 33609: 0.004267381042968731
Position 17105: 0.004264829221527175
Position 16394: 0.004124513954570581
Position 7427: 0.0040867869656843
Position 24890: 0.004058713418004947
Position 26076: 0.00402210657769188
Position 6321: 0.004021823765422705
Position 9049: 0.003871220151847534
Position 11149: 0.003726290945946528
Position 17879: 0.0036597345234321344
Position 15754: 0.0035421296989225884
Position 12786: 0.003516714452934744
Position 10429: 0.0034855500625585543
Position 22645: 0.0033889134037154555
Position 19548: 0.0033773954719416906
Position 3886: 0.0032787051103427825
Position 6612: 0.0032124247407928483
Position 19684: 0.0031846663965602153
Position 30164: 0.003098124953502653
Position 9296: 0.0027403059493153036
Position 7889: 0.002705791097963813
Position 33552: 0.0027051497090000553
Position 19334: 0.002643109746501126
Position 17212: 0.0025427992404775802
Position 21463: 0.002513647262983469
Position 21109: 0.0024642180698659063
Position 9441: 0.002438019872165782
Position 34974: 0.0024115735428413467
Position 36535: 0.002401518486876106
Position 15898: 0.002362961628206378
Position 17577: 0.0023134116028696804
Position 2478: 0.002304607483570274
Position 14642: 0.002282440076616352
Position 15861: 0.0021864817006284247
Position 20902: 0.002137374722556313
Position 329: 0.0020606820408128478
Position 7841: 0.002043800930727359
Position 13440: 0.002025868042929056
Position 34501: 0.001992737334107133
Position 15996: 0.001948656349143365
Position 2886: 0.0019386080427401188
Position 15964: 0.0019071123837477116
Position 33666: 0.0018709108868002816
Position 37319: 0.0017792668966828224
Position 9132: 0.001761344634654643
Position 30679: 0.0017398803231755686
Position 11403: 0.0017327420694640786
Position 9345: 0.0016648834555192833
Position 36859: 0.0016334162073877987
Position 10584: 0.0016184882212318416
Position 36502: 0.0016183679155359115
Position 16876: 0.001590195559605039
Position 9467: 0.0015323744511698718
Position 12891: 0.0015272920810682836
Position 7543: 0.0015074794078334302
Position 1870: 0.0014909142623570728
Position 36549: 0.0014900837849261093
Position 36601: 0.0014512333711277487
Position 17507: 0.0013781646258627786
Position 6130: 0.0013483292304126739
Position 4812: 0.0013407591595154759
Position 4473: 0.0013052634627443735
Position 18868: 0.0012783670730479092
Position 4335: 0.0012558425713814745
Position 34444: 0.0012450885146686702
Position 5646: 0.001240444098751195
Position 14734: 0.0011801937148285268
Position 34171: 0.0011669504958555738
Position 19428: 0.0011020316546906017
Position 13908: 0.0010747665910631002
Position 33277: 0.0010582077410589204
Position 5720: 0.0010452228081029224
Position 4878: 0.0010058278728150424
Position 13106: 0.0009942061906456198
Position 19238: 0.0009378164428376679
Position 14982: 0.0009285055934472601
Position 24664: 0.0009272818347131824
Position 34554: 0.0009255475540834623
Position 3566: 0.0009245096348957718
Position 10319: 0.000874793054642742
Position 4570: 0.0008557486711232642
Position 182: 0.0008258001567255336
Position 15545: 0.0007769092564419598
Position 34057: 0.0007745871967912507
Position 12737: 0.0007639060313244246
Position 37102: 0.0007581448256537995
Position 4250: 0.00073723976915464
Position 34387: 0.0007318088040492344
Position 9685: 0.0006985187664842157
Position 1380: 0.000669510471270755
Position 16433: 0.0006607221804377731
Position 640: 0.0006487376105771796
Position 25714: 0.0006367311410810613
Position 3350: 0.0006345724744058789
Position 253: 0.0006335926330971473
Position 676: 0.0006247548032281039
Position 1812: 0.0006237538343255798
Position 5137: 0.0006153720895421025
Position 10048: 0.0006098877869376132
Position 35125: 0.0006007061033005148
Position 2493: 0.0005766978778059752
Position 1948: 0.0005733023615026653
Position 18710: 0.0005731631775344687
Position 18761: 0.0005673791913117918
Position 18820: 0.0005669673695567557
Position 956: 0.0005522989666372287
Position 21970: 0.0005458014117732137
