Gene = TRAT1
index = 1479
Annotated 5SS: [  237  8083 16270 24432 26557]
Annotated 3SS: [ 7971 16235 24369 26467 30921]
SMsplice 5SS: [  237  2174  2369  8083 16270 24432 26557]
SMsplice 3SS: [ 2035  2289  7971 16235 24369 26467 30079]
top_k =  1000
Partition function (log Z): -14.880585560322091

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9058596683738707
Position 8083: 0.8874194463532321
Position 2369: 0.7695703962794909
Position 2174: 0.5758528470043032
Position 473: 0.5240867835595149
Position 6422: 0.3699128674472443
Position 9637: 0.3586952524027004
Position 16270: 0.32786082013251083
Position 3904: 0.2326926729224834
Position 16387: 0.18150283689868738
Position 7928: 0.1419201408480337
Position 3689: 0.12135801659921318
Position 10030: 0.09484214832887065
Position 6250: 0.0887838618625778
Position 7363: 0.08488431272971518
Position 3314: 0.058757186366001565
Position 2446: 0.05276300932583255
Position 19775: 0.038147947790109035
Position 4659: 0.03270433038253051
Position 7854: 0.019185069267223846
Position 14562: 0.011948046308529343
Position 8836: 0.010554439366558838
Position 715: 0.010015021931536494
Position 6333: 0.008803910551950244
Position 8110: 0.00872537909697106
Position 1452: 0.006676374170824381
Position 8595: 0.0049289958034818854
Position 9438: 0.0038968161635402204
Position 697: 0.0037721785736832174
Position 505: 0.003286171292039434
Position 8406: 0.003254754531535974
Position 2894: 0.0026776155302818644
Position 450: 0.0023985188757415696
Position 2233: 0.002272297984183895
Position 10205: 0.002232992294856185
Position 3191: 0.0021595405429975143
Position 4669: 0.0014527630784794427
Position 1542: 0.0013340533561633139
Position 2824: 0.001313490194214082
Position 4676: 0.001039952405871379
Position 5700: 0.00097988262288494
Position 1770: 0.0009718901817816762
Position 159: 0.0009576157866076448
Position 748: 0.0009537164324706831
Position 3725: 0.0008240513645683034
Position 500: 0.0006284947821549896
Position 10037: 0.0005898074930228876
Position 3583: 0.0005637596151238438
Position 8602: 0.0005626640157019562
Position 330: 0.0005223489856816204
Position 44: 0.0005014914727207432
Position 1849: 0.000478007838142673
Position 1269: 0.0003384267505791699
Position 2350: 0.0002927860134143584
Position 4820: 0.00025899453743603276
Position 2114: 0.00016566310736630538
Position 468: 0.00015714045145055587
Position 585: 0.0001517931829829414
Position 364: 0.00012684837335171135
Position 163: 0.00012667926721823128
Position 1301: 8.09864147466402e-05
Position 790: 6.203527797932766e-05
Position 232: 5.69909786694495e-05
Position 30: 5.440591958171239e-05
Position 2064: 4.691811994015247e-05
Position 269: 3.843263844166594e-05
Position 556: 3.769745260723549e-05
Position 1895: 3.6454716645567e-05
Position 543: 3.5917079896203154e-05
Position 561: 3.240882799537706e-05
Position 2593: 2.74339644121627e-05
Position 1435: 2.4077164990945494e-05
Position 2307: 2.3340408287985e-05
Position 815: 1.7459459631751523e-05
Position 319: 1.3955025684418088e-05
Position 2654: 1.1946210701918888e-05
Position 479: 9.584654414964155e-06
Position 1477: 9.360232568153495e-06
Position 105: 9.35207128274386e-06
Position 347: 9.249463914457565e-06
Position 298: 7.019396866162905e-06
Position 26: 6.965815595723456e-06
Position 2425: 3.297231724864074e-06
Position 271: 2.259850698420055e-06
Position 333: 9.311705730736241e-07
Position 113: 3.483374667242903e-07
Position 273: 2.364294565207861e-07
Position 1019: 1.333301984661182e-07
Position 878: 1.0052810753133435e-07
Position 511: 9.982803906466303e-08
Position 770: 8.853695149018946e-08
Position 477: 8.151767541987647e-08
Position 803: 7.905102612780693e-08
Position 873: 7.891608360340684e-08
Position 737: 7.355207186884376e-08
Position 389: 5.7290291721563177e-08
Position 241: 4.967673544268637e-08
Position 541: 4.07244837702088e-08
Position 397: 3.07951816518616e-08
Position 917: 2.284594646449594e-08
Position 1548: 1.81581315686313e-08
Position 190: 1.4200838239438202e-08
Position 1389: 1.3512817930368786e-08
Position 431: 1.2024539735837918e-08
Position 1128: 1.0472880264541828e-08
Position 403: 9.509116924707242e-09
Position 783: 9.491298694233624e-09
Position 680: 7.510190011294612e-09
Position 740: 6.790718585874926e-09
Position 260: 3.4617509235396336e-09
Position 362: 3.0347336471216334e-09
Position 532: 1.3503482798981544e-09
Position 618: 1.9901422640129193e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16235: 0.634940551101342
Position 2035: 0.4799970120900942
Position 8010: 0.4635447238191875
Position 2289: 0.45264233639683205
Position 7971: 0.43446718807008844
Position 424: 0.38856553869396626
Position 6109: 0.3561453841902189
Position 9534: 0.3514722479671402
Position 2260: 0.29947050011831683
Position 19700: 0.21831686732627248
Position 7713: 0.13100035834843327
Position 3625: 0.11923724083351202
Position 3571: 0.10550605274067372
Position 6309: 0.10262798231439718
Position 2081: 0.09821583666872674
Position 21190: 0.08431984389270783
Position 19980: 0.08428510305650828
Position 7201: 0.07441456835862666
Position 3679: 0.07169342968402696
Position 19148: 0.05539747155602777
Position 16451: 0.05215375036409609
Position 15489: 0.042473526466304604
Position 9872: 0.041188062365284675
Position 13998: 0.04014075229130069
Position 18377: 0.04009260916503854
Position 14392: 0.03915603561282292
Position 2200: 0.03828504101012723
Position 362: 0.034347889222876606
Position 11786: 0.03418726022294574
Position 11766: 0.03170984599223681
Position 17401: 0.026199664990606313
Position 9787: 0.025176681473566206
Position 9855: 0.023904564534162294
Position 3740: 0.023054242644246985
Position 2893: 0.020720674808120974
Position 3838: 0.018214886395522704
Position 10124: 0.017368323840896805
Position 8359: 0.017217244196801703
Position 9417: 0.016305504101333558
Position 7790: 0.016169081433142937
Position 465: 0.015620607251260774
Position 7749: 0.015453020606714264
Position 10767: 0.015175862562700558
Position 4435: 0.015158316477334764
Position 12275: 0.014413649932032802
Position 16419: 0.013850983067881637
Position 6243: 0.012547354749830682
Position 3176: 0.012170160166607852
Position 8733: 0.011335336745753398
Position 9573: 0.010138921945412918
Position 2265: 0.009252190930006109
Position 4561: 0.0091571010474382
Position 12488: 0.009155069341892117
Position 16368: 0.008855364555435574
Position 10946: 0.008676488826025399
Position 3119: 0.008245352365875088
Position 602: 0.007547278178664546
Position 10999: 0.007495694753930454
Position 9771: 0.007476769471430155
Position 8481: 0.007426635862908737
Position 2222: 0.006354093611954913
Position 3720: 0.0061866940467140705
Position 1199: 0.006100652235616609
Position 3030: 0.005873166731529093
Position 4577: 0.005830406760631173
Position 8866: 0.00582877381313517
Position 7290: 0.004716420664241486
Position 3075: 0.004288888799849525
Position 3486: 0.004204933384268803
Position 4532: 0.004137230040932474
Position 2047: 0.003908388121611299
Position 12982: 0.0038966085772865144
Position 7326: 0.0037841314936657893
Position 8308: 0.003610867435722793
Position 15081: 0.00340914706419162
Position 2331: 0.0033455167492264896
Position 3886: 0.0032787957515166776
Position 2759: 0.0031195119811743303
Position 3190: 0.0028717816748602956
Position 446: 0.002699567303343824
Position 3059: 0.002558772347902601
Position 9356: 0.002312718187760532
Position 12352: 0.0022945651998961137
Position 2307: 0.0022750806539382383
Position 7096: 0.00204866019810517
Position 13266: 0.0020273016025171044
Position 3703: 0.002027083455484241
Position 11562: 0.001988532337673051
Position 11803: 0.001959683878205557
Position 3522: 0.0017916519390894447
Position 1849: 0.001478479127784769
Position 1986: 0.001425831071536548
Position 3150: 0.0014140070498737886
Position 14108: 0.0013616625948527769
Position 14039: 0.0013276907397201058
Position 556: 0.0012671695716614448
Position 1882: 0.0012640157379341977
Position 438: 0.0012563280906671209
Position 1662: 0.00120315335709558
Position 2227: 0.0011815557987611346
Position 15465: 0.0011758842269811798
Position 8862: 0.0011106348021234906
Position 9237: 0.0010170980985502512
Position 3098: 0.0009480747292182819
Position 1268: 0.0008867242505812076
Position 2092: 0.0008334792212497024
Position 397: 0.0008117295710648097
Position 4387: 0.0008005695897369681
Position 5643: 0.0007937767910114944
Position 2737: 0.0007340282022428662
Position 3178: 0.0007116825147054767
Position 14228: 0.0006283803754908327
Position 1195: 0.0005955780230380927
Position 13677: 0.000584738279368406
Position 3206: 0.0005820207998478721
Position 8187: 0.0005814294744415237
Position 654: 0.0005716466507992981
Position 3288: 0.0005447177690301384
Position 8886: 0.0005175082918264268
Position 3582: 0.0005089686523781512
Position 403: 0.0005060251844345669
Position 1681: 0.0004992173027189296
Position 13116: 0.00045987758509576397
Position 10306: 0.0004246434389198452
Position 8236: 0.00042410279215705944
Position 6396: 0.00041138474758495075
Position 10091: 0.0004019905550819832
Position 11545: 0.00038652950853314315
