Gene = TCTA
index = 1386
Annotated 5SS: [435 905]
Annotated 3SS: [ 849 2613]
SMsplice 5SS: [597 905]
SMsplice 3SS: [ 849 3751]
top_k =  1000
Partition function (log Z): -9.306853936777033

Sorted 5' Splice Sites (High to Low Probability):
Position 905: 0.49632362205004865
Position 597: 0.4177064021871986
Position 435: 0.3867108473709813
Position 169: 0.16226253266998544
Position 3648: 0.15802796507587005
Position 1160: 0.03756205462809782
Position 203: 0.033115845256275755
Position 2760: 0.02066459316260769
Position 188: 0.017124943136568805
Position 1075: 0.011748757815628164
Position 355: 0.008943558541526165
Position 45: 0.007739097677368143
Position 1552: 0.006424943539139112
Position 3494: 0.006284768691301821
Position 3579: 0.005787350427632786
Position 850: 0.005129275252643281
Position 966: 0.0040372671337263865
Position 176: 0.0025071671986584038
Position 269: 0.001988194844242176
Position 194: 0.0015540461238005984
Position 909: 0.0012871585463383253
Position 1126: 0.0009685793690780553
Position 1111: 0.0008242418680979741
Position 3096: 0.0008044023658444364
Position 1058: 0.0006572479775555123
Position 3169: 0.0006326665699826331
Position 235: 0.0005974965818564402
Position 2446: 0.0005954110911443042
Position 2753: 0.0005830045619873494
Position 3128: 0.000499394442199875
Position 1240: 0.0004767428389953633
Position 2764: 0.00046926465951408576
Position 1579: 0.0004147752293552036
Position 2693: 0.00040622074786280516
Position 131: 0.0003139153693503834
Position 103: 0.00027954799492012073
Position 769: 0.000254479436443974
Position 40: 0.00019743133130080293
Position 859: 0.00017087695660336928
Position 35: 0.00016572625857929664
Position 1064: 0.00015691511004858343
Position 421: 0.00015181376280793877
Position 366: 0.00013283432322070874
Position 687: 0.00011562371181680103
Position 361: 0.00011429861506689575
Position 2460: 0.00011065120180835435
Position 3373: 0.00010075794234256819
Position 457: 9.851893350773809e-05
Position 3824: 9.745376893467921e-05
Position 3685: 8.329822180440401e-05
Position 150: 7.96078636184051e-05
Position 394: 7.667978958559296e-05
Position 418: 7.296914642229016e-05
Position 410: 5.584592714515049e-05
Position 1099: 4.63381544931209e-05
Position 1120: 4.0106451285014476e-05
Position 326: 3.407164649668682e-05
Position 173: 3.281303373916278e-05
Position 494: 2.2011652822940318e-05
Position 229: 1.9169362073129273e-05
Position 51: 1.8277813198443748e-05
Position 359: 1.1362804693483831e-05
Position 304: 7.677981572934457e-06
Position 352: 7.207790569983053e-06
Position 388: 5.381291501181521e-06
Position 1040: 4.482742567118502e-06
Position 766: 3.869159779996975e-06
Position 1821: 3.6771353725067077e-06
Position 123: 2.998624545894093e-06
Position 292: 2.6411440703262343e-06
Position 504: 2.092483109586486e-06
