Gene = HLTF
index = 653
Annotated 5SS: [  214  1849 10650 12316 13306 14948 15279 18291 21740 23100 25752 25888
 26813 31228 36299 37668 38503 40451 44365 45041 46500 46950 47482 51613]
Annotated 3SS: [ 1640 10482 12181 13207 14872 15086 18194 21663 23005 25671 25842 26722
 31129 36154 37528 38366 40270 44239 44861 46373 46836 47300 51531 54157]
SMsplice 5SS: [  214 12316 13306 14380 14948 15279 18291 21740 23100 25752 26813 31228
 36299 37668 38503 44365 46500 46950 47482 51613]
SMsplice 3SS: [12181 13207 14229 14872 15086 18194 21663 23005 25671 26725 31129 36154
 37528 38366 44239 46373 46836 47300 51531 54157]
top_k =  1000
Partition function (log Z): 18.90182701386768

Sorted 5' Splice Sites (High to Low Probability):
Position 25752: 0.9721831164528094
Position 51613: 0.9703630234705127
Position 14948: 0.9595482497446015
Position 37668: 0.9595380644952317
Position 46950: 0.9464057858009801
Position 46500: 0.9444634197400479
Position 12316: 0.9422467374665872
Position 47482: 0.9100207675060009
Position 21740: 0.901582228600263
Position 31228: 0.869417918609387
Position 214: 0.8225324073511913
Position 23100: 0.8098892868881694
Position 14380: 0.8025371613745085
Position 44365: 0.7997169965879052
Position 26813: 0.7984967713099542
Position 15279: 0.764515328375284
Position 36299: 0.7106985093795076
Position 13306: 0.6740854712036846
Position 54330: 0.6731238750177837
Position 38503: 0.5976698716391193
Position 40451: 0.5802646219189274
Position 31430: 0.5705865546346532
Position 18291: 0.5293427298530384
Position 10650: 0.46908000120694404
Position 18302: 0.4362404770455763
Position 53025: 0.43514418223742785
Position 32689: 0.41522924031493447
Position 25888: 0.3956247356844783
Position 22818: 0.3780304486354613
Position 18664: 0.3172268307382282
Position 46255: 0.2432225257304156
Position 45041: 0.22532181261395312
Position 13357: 0.1944084494735163
Position 38017: 0.18037115376460297
Position 7582: 0.17014610705086924
Position 26567: 0.14145840957406883
Position 33464: 0.13248375809947083
Position 18995: 0.12300302666092679
Position 1849: 0.12120585723475875
Position 23057: 0.12012968450577496
Position 24271: 0.11576009121517541
Position 33391: 0.11549012151739275
Position 16282: 0.11273070390425148
Position 822: 0.10937109927589656
Position 10604: 0.10495511331664548
Position 11706: 0.09535222596929378
Position 31611: 0.09472113821793197
Position 44369: 0.0902214224956795
Position 44627: 0.08848621375403799
Position 40052: 0.08721594673080563
Position 2194: 0.08556814135610809
Position 40634: 0.07934159247955863
Position 40801: 0.07129016817677374
Position 3121: 0.07018501730510736
Position 3990: 0.06266894270391568
Position 55771: 0.058457741658829346
Position 43925: 0.053342275673973295
Position 31634: 0.05066720837442858
Position 44666: 0.050025360166862966
Position 40930: 0.04814636683664293
Position 45542: 0.04776490941632982
Position 53047: 0.039641871600338
Position 549: 0.03887471934797021
Position 33024: 0.038799620110110275
Position 15274: 0.037782671513385484
