Gene = KNG1
index = 752
Annotated 5SS: [  462  2940  5246  7985 10069 14354 15399 21931 22139 24324]
Annotated 3SS: [ 2828  5160  7811  9960 14268 15225 21822 22051 24245 26428]
SMsplice 5SS: [  200   462  2940  5246  5643  7985 10069 14354 15399 21931 24324 24980]
SMsplice 3SS: [  301  2828  5160  5437  7811  9960 14268 15225 21822 24245 24812 25123]
top_k =  1000
Partition function (log Z): 13.551695388695439

Sorted 5' Splice Sites (High to Low Probability):
Position 14354: 0.9975188510854326
Position 462: 0.9894935285985305
Position 21931: 0.9818370386684517
Position 2940: 0.9045778961673395
Position 7985: 0.8582171094753277
Position 200: 0.7932848386957229
Position 5246: 0.7652918558461278
Position 15399: 0.7571609453289915
Position 24324: 0.6996377928016262
Position 10069: 0.6782614736416539
Position 5643: 0.6428817766729654
Position 24980: 0.41532596939350547
Position 14641: 0.4106478601551969
Position 24984: 0.2627400034434428
Position 23281: 0.25969946246097264
Position 22139: 0.2354551843572748
Position 25188: 0.16860678649297542
Position 5276: 0.15600165704866836
Position 15618: 0.15013768611669753
Position 7037: 0.1377461655584584
Position 23292: 0.1324396965675078
Position 22167: 0.12664395460008532
Position 14666: 0.11324203679010099
Position 20801: 0.09977694800437618
Position 4023: 0.09929166925788718
Position 23379: 0.08703301448590474
Position 1910: 0.08126146093129569
Position 7095: 0.07888091831817831
Position 3260: 0.07466180230902252
Position 5705: 0.07440103090672369
Position 10910: 0.06754341430785635
Position 6225: 0.06397263926594934
Position 5296: 0.06383296326734884
Position 7342: 0.04630110971242683
Position 14787: 0.04448622914743328
Position 2914: 0.043408902258911274
Position 14124: 0.04261086694818415
Position 16551: 0.04129481683499383
Position 8122: 0.04096485126890502
Position 3026: 0.03566809667768702
Position 18869: 0.03466892210652856
Position 23296: 0.030132435711410208
Position 23996: 0.02483704542483301
Position 10898: 0.024652073563681026
Position 226: 0.02326253631217154
Position 3396: 0.021385461759748533
Position 20845: 0.021015277449795783
Position 1652: 0.020377281521190404
Position 4018: 0.018710813377891506
Position 6656: 0.01668026595340883
Position 7099: 0.015867176023344882
Position 14613: 0.015507878492624977
Position 14771: 0.015398604972786811
Position 21: 0.014595912431587607
Position 23205: 0.014499911907463563
Position 10073: 0.013526236280435795
Position 9793: 0.011710268467399074
Position 23543: 0.010875938310318172
Position 10862: 0.009969411519117134
Position 23210: 0.009884526192623956
Position 21437: 0.008227851845810949
Position 4411: 0.007421944132227649
Position 21911: 0.007072605239770323
Position 14583: 0.007012064429123582
Position 22933: 0.006898800099425476
Position 4087: 0.006699388114080215
Position 7174: 0.00550076245547846
Position 8205: 0.005201908390893167
Position 8148: 0.005167298071201929
Position 23095: 0.005090825654988972
Position 4320: 0.005037352690494982
Position 5253: 0.0049650881525275
Position 10124: 0.004840163404762307
Position 5895: 0.004386377902295199
Position 23375: 0.004340776331517232
Position 11657: 0.004329817164864936
Position 26152: 0.0036646798068520814
Position 24026: 0.003172651511960078
Position 1959: 0.003105933269602025
Position 18129: 0.003079830257283459
Position 23332: 0.0028544143487871194
Position 1906: 0.0021436456158408124
Position 11080: 0.0019839162436635226
Position 1179: 0.001698714971806693
Position 21029: 0.001622812543600389
Position 5889: 0.001596537194935865
Position 415: 0.0015646049365285494
Position 11026: 0.0014602107729837026
Position 53: 0.0013687401063322865
Position 6355: 0.0013609573746883375
Position 144: 0.0012719550155160908
Position 22563: 0.0011434430095483958
Position 2643: 0.001069607091530967
Position 3964: 0.0009927741550569869
Position 5201: 0.0009061856607614805
Position 1944: 0.0007945012256156962
Position 1892: 0.0007912884296209213
Position 7964: 0.0007833930459208262
Position 14727: 0.0007831366851955919
Position 4627: 0.0007576549172158492
Position 3264: 0.0007417044038697653
Position 1918: 0.0006850688727783741
Position 4564: 0.0006212065506643014
Position 4239: 0.0005871523841371204
