Gene = TSTD2
index = 1501
Annotated 5SS: [  333  6178  7895 15819 22002 23230 27433 28093 28849]
Annotated 3SS: [ 5962  7577 15697 21875 23123 27313 27933 28709 30807]
SMsplice 5SS: [  262  6270  6571  7895 15819 18815 22002 27233 27433 28093 28245 28849]
SMsplice 3SS: [ 5962  6424  7797 15697 18709 21875 27098 27313 27933 28180 28709 30863]
top_k =  1000
Partition function (log Z): 2.119645962524528

Sorted 5' Splice Sites (High to Low Probability):
Position 22002: 0.9978861979422432
Position 15819: 0.95055539699565
Position 262: 0.8784402125493794
Position 27233: 0.8608608573949834
Position 28093: 0.8275023012150453
Position 7895: 0.8177070820880379
Position 28245: 0.7395380848093122
Position 27433: 0.6494245361669189
Position 6522: 0.6445137368176052
Position 28849: 0.604300281902436
Position 11593: 0.5655088142873282
Position 18815: 0.5321978945158182
Position 6270: 0.44247393283694547
Position 27600: 0.4082549267876115
Position 6178: 0.4056780170556677
Position 23230: 0.3780970034136194
Position 31710: 0.19063196385317568
Position 30218: 0.1827138960615209
Position 17276: 0.15386883104113191
Position 2958: 0.14669978932910385
Position 27800: 0.12977574947355763
Position 30770: 0.12684577864971067
Position 333: 0.11457389437762842
Position 27247: 0.11188410860491023
Position 23641: 0.11019898002429436
Position 23890: 0.10965781724445117
Position 31053: 0.10910007372948635
Position 29800: 0.1013446401666987
Position 3236: 0.09360163789397698
Position 15490: 0.08297912366822145
Position 7062: 0.07176530202375131
Position 3330: 0.05829328784855332
Position 3211: 0.057927514835394246
Position 15146: 0.04972063525050101
Position 17802: 0.047148863854559984
Position 28649: 0.04708436751524724
Position 30507: 0.04540986519958277
Position 6208: 0.04526418462246364
Position 6962: 0.02988153709029905
Position 20225: 0.02813470025540803
Position 3932: 0.02694194095163038
Position 4350: 0.026620228652188424
Position 31138: 0.026454141735633693
Position 6482: 0.02610834240018066
Position 29636: 0.02493184351686753
Position 30758: 0.024871665519655552
Position 4821: 0.0245160853341786
Position 30168: 0.02229632006904004
Position 22944: 0.02094421397452177
Position 27748: 0.018702955220831347
Position 31331: 0.017789756551298073
Position 24293: 0.016948629684098146
Position 22951: 0.016428008100087085
Position 31144: 0.014826914262650079
Position 18809: 0.014372844830250338
Position 4789: 0.014339726156076829
Position 5839: 0.01391014670355348
Position 5966: 0.0132976126664532
Position 28665: 0.012701341964117803
Position 22677: 0.012590806984962764
Position 7210: 0.012191933136605557
Position 22729: 0.012041621682232662
Position 19444: 0.01139748422442903
Position 3144: 0.010061063699541762
Position 22546: 0.009732578483415822
Position 22640: 0.009665098442662293
Position 24642: 0.008494497120588721
Position 31041: 0.008258096363374838
Position 5293: 0.008160631973695022
Position 30200: 0.007627341936107819
Position 3738: 0.0067005378126442265
Position 6516: 0.006564232542296788
Position 2863: 0.006532177783394667
Position 31742: 0.006338234720184614
Position 2656: 0.00574095145443364
Position 1651: 0.00566378921335363
Position 6340: 0.0054131649136888605
Position 31103: 0.005334209081361908
Position 31734: 0.003933696490018206
Position 17172: 0.0039059080417674077
Position 18527: 0.0037407878897405397
Position 30760: 0.0033566545559397575
Position 5465: 0.0032044762541563496
Position 6325: 0.003122585105531874
Position 28853: 0.0028923104794029903
Position 29179: 0.0028038996187184405
Position 4019: 0.002717067249774139
Position 4726: 0.002710544222411323
Position 28061: 0.0026803160040117556
Position 3400: 0.0025828134481173676
Position 27852: 0.002531154905390809
Position 16673: 0.0024105840505550774
Position 20284: 0.002043564604129831
Position 27467: 0.0020373928177229647
Position 27493: 0.0019646202830106065
Position 6252: 0.0018132447548159186
Position 4557: 0.0017990361992435038
Position 202: 0.0017260469293631493
Position 394: 0.0017161082078907695
Position 29906: 0.001694444809760111
Position 1527: 0.0013942138276798227
Position 461: 0.0013510684796313786
Position 8525: 0.0013045889181973053
Position 27332: 0.0012129078155561788
Position 2206: 0.0011627094014980911
Position 3054: 0.0011556647942537184
Position 10683: 0.0010988934363074577
