Gene = TBC1D23
index = 1378
Annotated 5SS: [   71 18760 20847 22811 29701 34211 34348 35275 37045 38331 41237 43888
 45543 49542 55187 58204 59971]
Annotated 3SS: [18647 20740 22605 29576 34085 34300 35170 36921 38237 41065 43844 45435
 49401 55097 58067 59775 62585]
SMsplice 5SS: [   71  6248 18760 20847 22811 29701 33962 34211 34348 35275 37045 38331
 41237 43737 43888 45543 49542 58204]
SMsplice 3SS: [ 6098 18647 20740 22605 29576 33843 34085 34300 35170 36921 38237 41065
 43651 43844 45435 49401 58067 62585]
top_k =  1000
Partition function (log Z): 22.132628546204035

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9990429879770502
Position 18760: 0.9985996162196161
Position 38331: 0.9929959061714321
Position 37045: 0.9883146009751679
Position 58204: 0.9740723723074208
Position 34211: 0.9649407209428521
Position 45543: 0.9494402833150142
Position 22811: 0.9473857698825389
Position 49542: 0.9395211651578314
Position 20847: 0.9206724058484936
Position 6248: 0.8875767621414327
Position 43888: 0.8540494520997839
Position 29701: 0.7597169320214181
Position 33962: 0.7539971156130816
Position 35275: 0.7395933362051247
Position 43737: 0.7208121481844065
Position 41237: 0.6351489513330041
Position 34348: 0.4880081264069414
Position 59971: 0.4468166624193067
Position 9194: 0.43862984479982936
Position 50877: 0.31916924975986155
Position 11781: 0.28267473767516105
Position 24759: 0.2797923409455765
Position 34493: 0.26421951865892845
Position 36625: 0.24182952734980334
Position 5573: 0.23917470259724855
Position 29470: 0.23535389026997586
Position 44089: 0.22893853058737418
Position 34396: 0.21386704760495528
Position 3777: 0.20295849456935042
Position 52303: 0.18936203446461844
Position 1220: 0.17463896725948533
Position 17284: 0.17173117525948842
Position 22003: 0.17162335002645626
Position 16672: 0.16520018452989504
Position 6690: 0.16393616421362464
Position 39779: 0.16337633094192805
Position 55187: 0.16230071807893937
Position 3894: 0.1588633972007282
Position 51756: 0.14222247376824185
Position 39644: 0.13850723844540147
Position 35676: 0.12926064845009103
Position 29715: 0.1174961070122446
Position 31500: 0.11527834485808165
Position 15834: 0.11173511937178131
Position 4387: 0.1107462712461143
Position 29761: 0.10274439236602659
Position 41442: 0.09231433647490862
Position 46633: 0.09050994472197249
Position 11500: 0.08814348158102536
Position 44285: 0.08683317826473964
Position 24313: 0.08497855062352304
Position 40430: 0.07782891560456436
Position 45257: 0.07661167428384999
Position 35628: 0.06830197940956552
Position 62248: 0.0681410984916874
Position 21922: 0.06614133327523367
Position 43678: 0.06425361279403119
Position 28907: 0.06260619154466256
Position 770: 0.06207590978006283
Position 33980: 0.06169169859227111
Position 51183: 0.056421879831545445
Position 49606: 0.05459055128613401
Position 42223: 0.0545889227902505
Position 56505: 0.05266798274680428
Position 35801: 0.0526110790289875
Position 21170: 0.0511105555066006
Position 25145: 0.04916758743826552
Position 21803: 0.047716630681149334
Position 62887: 0.04639434538160726
Position 4843: 0.03638927096184683
Position 52883: 0.035983020047105
Position 36286: 0.03537254967210454
Position 54994: 0.035354526422345676
Position 2752: 0.03002700725477622
Position 16106: 0.028732521448394072
Position 2268: 0.02816441657147901
Position 2800: 0.027152444645470467
Position 25103: 0.02450256423385982
Position 59442: 0.024450953563522743
Position 50385: 0.021786503650171464
Position 5584: 0.02112448062335956
Position 4038: 0.020436551916497257
Position 60764: 0.02000307786251945
Position 10704: 0.019764308412355623
Position 40584: 0.0192279518844062
Position 40214: 0.01892001956897525
Position 3250: 0.017896029615438094
Position 19561: 0.0162872241856439
Position 1156: 0.015746790889416506
Position 43757: 0.01407948964268408
Position 43860: 0.014033952574122198
Position 10718: 0.013565923157905667
Position 27482: 0.013486720311509565
Position 38122: 0.01347208359590815
Position 4042: 0.013258991030833472
Position 46173: 0.01257406237438115
Position 24039: 0.012454469175509662
Position 26565: 0.012231230997289178
Position 4658: 0.01199463571639173
Position 45595: 0.011809151856182976
Position 3451: 0.011608723443084858
Position 26255: 0.011007078156411653
Position 44618: 0.010921761452236474
Position 2980: 0.010843467130134881
Position 59291: 0.010764709035509105
Position 41435: 0.010762418891530151
Position 23614: 0.01050818708167929
Position 3560: 0.009961515485256024
Position 60365: 0.009938236652452293
Position 22159: 0.009839056491829676
Position 35644: 0.00980611422399475
Position 29925: 0.009590107293807144
