Gene = FPGT
index = 565
Annotated 5SS: [ 149 1620 3199]
Annotated 3SS: [1451 3105 6178]
SMsplice 5SS: [ 149 1620 3199]
SMsplice 3SS: [1451 3105 6178]
top_k =  1000
Partition function (log Z): -3.8166426583199917

Sorted 5' Splice Sites (High to Low Probability):
Position 3199: 0.9250730065682855
Position 149: 0.8837106849942521
Position 1620: 0.6460379564147762
Position 1634: 0.27693781649738897
Position 3457: 0.2504837576020658
Position 931: 0.22154478904267746
Position 6245: 0.16893698437937893
Position 3367: 0.1446378706497196
Position 4437: 0.09132933861561907
Position 215: 0.0671563230963187
Position 3645: 0.055159101623983825
Position 4064: 0.02791205275016049
Position 2607: 0.020534952761187712
Position 5815: 0.012332888231448487
Position 4812: 0.011275344489024165
Position 132: 0.01008219589166386
Position 6434: 0.009925591233377898
Position 59: 0.009888579200008315
Position 2266: 0.008297944740449925
Position 6381: 0.00784690137722012
Position 6826: 0.006949768625144027
Position 6045: 0.0064373075656588554
Position 4161: 0.006029932203857087
Position 5035: 0.005321820197331758
Position 6285: 0.005066100903441086
Position 3019: 0.004736892289730531
Position 195: 0.004717443474709365
Position 3583: 0.0037874323105678543
Position 956: 0.0030573306106369416
Position 8563: 0.0029770084559880357
Position 3852: 0.0028355521870191934
Position 1682: 0.002613295712225307
Position 555: 0.0024637827608073723
Position 3425: 0.002423998014847519
Position 5772: 0.002104786212639641
Position 3908: 0.0019066622584101777
Position 5701: 0.0018632025391175295
Position 1652: 0.0015753624189423986
Position 6822: 0.0012463848160030285
Position 94: 0.0012387325308186555
Position 1143: 0.0011926728092525234
Position 3596: 0.0011243224734625214
Position 550: 0.000730063838164769
Position 2436: 0.0007289550336531152
Position 7379: 0.0006559721915951962
Position 5125: 0.0006415180842133687
Position 738: 0.0005582142757070113
Position 1924: 0.0004507596608997007
Position 414: 0.0004407250159632799
Position 677: 0.00043092397861570756
Position 3612: 0.0003511576862011421
Position 252: 0.0003409283559189614
Position 4180: 0.00032447283904552026
Position 971: 0.0003056314325225809
Position 944: 0.0002998433341967933
Position 2079: 0.0002865123996270672
Position 774: 0.0002490903567297605
Position 6501: 0.00024207072350181544
Position 1577: 0.0002377923504816397
Position 5448: 0.00023521456287865872
Position 2648: 0.00023033954016757756
Position 561: 0.00022690441589533664
Position 4010: 0.00021115228947272716
Position 4426: 0.0002109978456146179
Position 276: 0.00020740059468803235
Position 4453: 0.000169247914154483
Position 2617: 0.00016526359462127127
Position 1048: 0.00015768331498098096
Position 3418: 0.00015210623194144825
Position 1286: 0.00012779271360136344
Position 3461: 0.0001147543264238298
Position 3364: 0.00011154571041806753
Position 574: 9.780817887159753e-05
Position 1540: 9.552519983943106e-05
Position 2622: 9.105537555481114e-05
Position 169: 7.857914143016887e-05
Position 37: 6.951612500965188e-05
Position 658: 6.904527266500483e-05
Position 3204: 6.101233259086447e-05
Position 2513: 6.0135734786670385e-05
Position 409: 5.631941339996863e-05
Position 2161: 5.399858437773475e-05
Position 935: 4.9053241941329655e-05
Position 1150: 4.699112181867923e-05
Position 779: 4.438505366177218e-05
Position 1046: 4.110165762280419e-05
Position 478: 3.537313776629435e-05
Position 848: 3.134482268913571e-05
Position 881: 2.7906565615453732e-05
Position 2779: 2.725957499798441e-05
Position 536: 2.3851871807074654e-05
Position 1016: 1.6723352874014635e-05
Position 237: 1.5970185587249024e-05
Position 2576: 1.4291074954084463e-05
Position 2270: 1.2917518036536186e-05
Position 496: 1.2818052293461617e-05
Position 1254: 1.0904326361302752e-05
Position 565: 1.0262977115782018e-05
Position 1564: 1.0186789337379627e-05
Position 697: 9.963133025327191e-06
Position 443: 9.550589380119087e-06
Position 1227: 8.457750722751563e-06
Position 2195: 7.766739231302873e-06
Position 2073: 7.174256566118998e-06
Position 1700: 4.890643331357922e-06
Position 3139: 4.434122180363055e-06
Position 360: 4.281905601222144e-06
Position 3313: 4.060586747114966e-06
Position 3371: 3.2972123092097783e-06
Position 1052: 2.867278590743845e-06
Position 300: 2.7592206720521703e-06
Position 47: 2.1834963693758368e-06
Position 357: 1.508015522350968e-06
Position 3059: 1.4357887499577876e-06
Position 7230: 1.1667150500041743e-06
Position 3374: 9.830785702247152e-07
Position 3379: 9.062237944068998e-07
Position 3409: 6.552707748704281e-07
Position 783: 2.1432238350182935e-07
Position 227: 1.679292607460195e-08
Position 1132: 4.1710090930775597e-10
Position 205: 3.255667270407903e-10
Position 338: 3.0400813793901256e-10
Position 32: 2.07940366204494e-10
Position 1019: 1.0849037445231068e-10
Position 319: 7.604495475922e-11
Position 624: 6.319545023753551e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3105: 0.9649721592227469
Position 1451: 0.8424244737969746
Position 6178: 0.7979012975837738
Position 3302: 0.24343506547553018
Position 3363: 0.10220909065583442
Position 4321: 0.08734725610456433
Position 867: 0.07637316336085014
Position 6753: 0.07498245926350015
Position 3563: 0.0563626562213831
Position 825: 0.054745314141539214
