Gene = OCLN
index = 982
Annotated 5SS: [  368 12003 17528 21818 42548 52828 55810 59294]
Annotated 3SS: [11884 16848 21655 42401 52611 55637 59251 61277]
SMsplice 5SS: [  609 12003 21818 42548 52828 55810]
SMsplice 3SS: [11884 21655 42401 52611 55637 61277]
top_k =  1000
Partition function (log Z): -23.58302482787004

Sorted 5' Splice Sites (High to Low Probability):
Position 12003: 0.9982868710277298
Position 21818: 0.9969359990911053
Position 2724: 0.5010834328574237
Position 609: 0.49249097062895497
Position 3079: 0.34211335804999665
Position 3440: 0.304399594935127
Position 14071: 0.22595043223680933
Position 14986: 0.21376670446840268
Position 549: 0.21295058426845925
Position 20388: 0.12424249747626773
Position 419: 0.11547475400293589
Position 368: 0.10725542370355454
Position 2437: 0.07583713395009556
Position 2749: 0.07427907153871162
Position 17528: 0.07164257974408579
Position 536: 0.06510484932471869
Position 17097: 0.06393891695400274
Position 3124: 0.062225092971388465
Position 7061: 0.0589366982279507
Position 225: 0.05771142837473874
Position 3031: 0.05552964968959052
Position 6665: 0.04799931666833585
Position 15878: 0.03975517224456089
Position 2450: 0.03635310909500876
Position 12256: 0.01978066497109909
Position 12246: 0.01781937289533078
Position 1268: 0.005446712145063508
Position 1408: 0.004505950755612783
Position 2676: 0.0035448936891325496
Position 2174: 0.003357000728675048
Position 331: 0.0033395077856607836
Position 2560: 0.003069106891961778
Position 14218: 0.0025806309713537388
Position 21999: 0.002568160269653765
Position 2362: 0.0023657972379353197
Position 524: 0.002319104049482838
Position 12900: 0.001579398889793128
Position 12007: 0.001497684055836831
Position 2938: 0.0013458570758371282
Position 3002: 0.0010937373611882434
Position 175: 0.0010852309518530146
Position 14451: 0.0010840521887696417
Position 15079: 0.0010335895559366822
Position 2682: 0.0010228775321579693
Position 12462: 0.0009576003480490911
Position 690: 0.0009160880738006354
Position 25: 0.0005941555525636656
Position 16721: 0.0005816905925560507
Position 68: 0.0005700164038084927
Position 585: 0.0005286889566180445
Position 773: 0.0005125018793484623
Position 415: 0.0004974502593324437
Position 1177: 0.00048518489398926114
Position 25336: 0.0003068356966403336
Position 2813: 0.00026903779956424377
Position 21745: 0.00025803995700648567
Position 25896: 0.0002528264339458718
Position 17018: 0.00022725706491258163
Position 17023: 0.00020603187763990776
Position 2130: 0.0001791421893512227
Position 520: 0.00017616942329485034
Position 22220: 0.0001618158899670048
Position 2961: 0.00013923777595579865
Position 12223: 0.00013694910962332434
Position 1718: 0.00013112380498589652
Position 150: 0.00012646578949509113
Position 1744: 0.00012169074384437171
Position 22174: 0.00010904903825338251
Position 1379: 0.00010708230808905114
Position 15594: 0.00010216407695168255
Position 15115: 9.201040957611485e-05
Position 12369: 8.968306286948746e-05
Position 1515: 7.079701777012368e-05
Position 444: 5.947492990339234e-05
Position 12337: 5.8187868542374845e-05
Position 13725: 5.597270982313857e-05
Position 3010: 5.2953367433594346e-05
Position 2780: 4.436181570538607e-05
Position 3291: 4.348155522579286e-05
Position 12317: 3.930360584806971e-05
Position 13239: 3.894505037675306e-05
Position 3086: 3.7621043430957775e-05
Position 15550: 2.8445661039452275e-05
Position 1232: 2.259296635327794e-05
Position 1991: 2.234318227441693e-05
Position 2616: 1.6812123358411537e-05
Position 2529: 1.6604584364560846e-05
Position 2048: 1.4214236678278365e-05
Position 65: 1.3922172587684729e-05
Position 1362: 1.2885464409420636e-05
Position 1217: 1.1274454852209538e-05
Position 1257: 9.175733290573437e-06
Position 17330: 9.115106380155254e-06
Position 447: 4.698167089293135e-06
Position 233: 3.5916371513591867e-06
Position 177: 2.597526041368207e-06
Position 12051: 2.2967133074930596e-06
