Gene = CDO1
index = 340
Annotated 5SS: [  727  3774  5794 10606]
Annotated 3SS: [ 3695  5638 10435 11491]
SMsplice 5SS: [ 727 3057 3774 7333]
SMsplice 3SS: [ 2936  3695  7256 11491]
top_k =  1000
Partition function (log Z): -4.26631497951289

Sorted 5' Splice Sites (High to Low Probability):
Position 3774: 0.9472165889703495
Position 727: 0.9469984333891595
Position 3057: 0.7128415478447386
Position 7333: 0.6290699604567331
Position 8505: 0.4138828501146161
Position 159: 0.22139001129550942
Position 2368: 0.1571815740826067
Position 371: 0.14518849187503408
Position 1653: 0.1285343291567119
Position 10606: 0.12258494777475021
Position 5794: 0.1066718551271097
Position 2179: 0.10476767224498942
Position 5304: 0.09656003773125628
Position 7463: 0.08466969372568516
Position 9189: 0.08357365435051428
Position 4322: 0.06315783150673183
Position 2669: 0.05845655941152183
Position 7426: 0.05646039315844451
Position 8351: 0.05538439206620182
Position 1581: 0.045201648499468144
Position 7401: 0.04402603762432095
Position 7437: 0.04379493233089236
Position 4167: 0.04011074334337296
Position 5482: 0.03917996453352193
Position 8160: 0.038942284054626464
Position 2233: 0.0353353800417285
Position 153: 0.03147857279213376
Position 1782: 0.029668517092992615
Position 428: 0.025629175084043207
Position 3073: 0.023119236254162602
Position 1142: 0.023091191475314264
Position 2077: 0.022449463024742166
Position 1753: 0.02051912540223118
Position 10079: 0.020479531413232936
Position 5586: 0.018364185047259018
Position 4033: 0.017927595722661515
Position 1981: 0.01446981573074229
Position 432: 0.013399686123266993
Position 2051: 0.013045002256912252
Position 3107: 0.011778249827280212
Position 8321: 0.011325376749976178
Position 242: 0.007884785316609832
Position 9135: 0.007600899695866032
Position 9128: 0.007151721299732803
Position 11555: 0.007084846436207729
Position 6940: 0.006623150531624662
Position 5221: 0.005931732648375125
Position 4507: 0.0054710955818679345
Position 4659: 0.005470640931626572
Position 8829: 0.00541261896454831
Position 5404: 0.0032534096880232283
Position 3047: 0.003069848057601692
Position 2710: 0.003064832075232692
Position 5045: 0.0029438905437190843
Position 11643: 0.0020626952513817937
Position 5055: 0.0018957835569581643
Position 2146: 0.0016723456440718982
Position 1263: 0.0015412681573516414
Position 638: 0.0013753250397964274
Position 703: 0.0013451349762096327
Position 177: 0.0012934211765275683
Position 438: 0.001218666308050855
Position 5271: 0.0011574291522219095
Position 7067: 0.0011120586322157077
Position 4416: 0.001071840850885977
Position 4727: 0.0010048357383572576
Position 10: 0.000986882431260677
Position 6549: 0.0009564451319638802
Position 375: 0.0009423974207411174
Position 653: 0.0008417993164679984
Position 10962: 0.0007498691282630284
Position 59: 0.0007448827740956284
Position 3180: 0.0007366612055720055
Position 436: 0.0006398985988945892
Position 3061: 0.0006294266135251205
Position 3758: 0.0006270921117483325
Position 7670: 0.0005955071853923295
Position 1683: 0.0005430991871680072
Position 1702: 0.0004934384946518497
Position 1676: 0.000418940244226048
Position 1573: 0.0003560262447481383
Position 1706: 0.0002770290179081559
Position 6716: 0.00025586842694258553
Position 4857: 0.00023479740806511666
Position 9781: 0.00018263150532493792
Position 1332: 0.00016895364418377886
Position 1532: 0.00016092224915193167
Position 1419: 0.00015982833766388396
Position 5823: 0.00014366116979603436
Position 525: 0.0001426404972949475
Position 314: 0.00013026339005520963
Position 1710: 0.0001246429102304079
Position 3114: 0.00012347540044333282
Position 3069: 0.0001167271711471044
Position 1937: 0.00010699535801156175
Position 8625: 0.00010602000244104708
Position 327: 0.00010175124440738224
Position 7327: 0.00010075507234664356
Position 238: 8.73617953705612e-05
Position 1901: 8.721721316700216e-05
Position 316: 8.523965676251078e-05
Position 205: 8.433197428538989e-05
Position 7396: 8.418208399668934e-05
Position 644: 8.400097081657888e-05
Position 7421: 7.34343898046028e-05
Position 1231: 6.27361087880771e-05
Position 1807: 5.6586171145683275e-05
Position 1568: 5.5369252655364733e-05
Position 923: 5.402150816623215e-05
Position 7598: 5.238254994042566e-05
Position 1611: 5.229360312897317e-05
Position 1739: 5.065090448254709e-05
Position 27: 3.426720904782026e-05
Position 1289: 3.224656215684058e-05
Position 1445: 3.121833567775703e-05
Position 7479: 3.096424033559119e-05
Position 3696: 3.08395353913392e-05
Position 466: 2.8023128183073418e-05
Position 721: 2.191598501494568e-05
Position 253: 2.0250518964666665e-05
Position 1831: 1.7989719581617284e-05
Position 694: 1.5638623549875974e-05
Position 712: 1.1476466097661968e-05
Position 9940: 8.846256144170939e-06
Position 10580: 8.824844672943029e-06
Position 7309: 8.77005789100701e-06
Position 318: 7.996695928105768e-06
Position 440: 5.483663220973589e-06
Position 1560: 4.275393623947366e-06
Position 442: 3.154493127901671e-06
Position 53: 1.8464476730380958e-06
Position 1875: 1.8178693548521086e-06
Position 572: 1.6074235821666532e-06
Position 454: 1.3447147178589705e-06
Position 385: 1.0884994017699696e-06
Position 166: 1.0866277705662966e-06
Position 2658: 6.097722969759242e-07
Position 809: 4.3056264692990705e-07
Position 1527: 3.336040120330126e-07
Position 407: 2.849352692690442e-07
Position 1838: 2.2666700222710227e-07
Position 790: 1.628324037723603e-07
Position 1193: 4.221618974315955e-09
Position 220: 1.4232793789680414e-12

