Gene = HILPDA
index = 652
Annotated 5SS: [61]
Annotated 3SS: [1351]
SMsplice 5SS: [61]
SMsplice 3SS: [1351]
top_k =  1000
Partition function (log Z): -7.213156645300019

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.6646377255539085
Position 175: 0.3477205481798488
Position 547: 0.20136460600266928
Position 490: 0.19616090002961287
Position 1091: 0.11389644143439641
Position 740: 0.04025143010161896
Position 262: 0.015511915014928525
Position 520: 0.011660525155333933
Position 385: 0.004299019174750678
Position 342: 0.0026747480299604384
Position 1451: 0.001796082610154711
Position 508: 0.0011583100975294525
Position 1271: 0.001130498899139084
Position 1120: 0.0009921491311233677
Position 1049: 0.0008997287073954526
Position 809: 0.0008112649389568304
Position 911: 0.00042078662241330366
Position 660: 0.00040721024562921155
Position 1193: 0.0003507368188846773
Position 1456: 0.0002664864832521901
Position 1608: 0.00023896797117448244
Position 92: 0.0001707073122909722
Position 99: 0.00015398020973149466
Position 613: 0.00012436918752539375
Position 187: 8.78597655217135e-05
Position 1403: 8.212486973884782e-05
Position 499: 7.599778811795714e-05
Position 774: 5.384354141681211e-05
Position 1184: 4.3311857212404994e-05
Position 1230: 3.828803229059935e-05
Position 1408: 3.1122406594276346e-05
Position 392: 2.9302186688764442e-05
Position 460: 1.7757992821606394e-05
Position 320: 1.317925285983792e-05
Position 306: 1.1081257278551724e-05
Position 54: 7.573562667688095e-06
Position 222: 6.280561532595737e-06
Position 758: 4.662643602008325e-06
Position 551: 3.0628254303794846e-06
Position 769: 2.1401428996652816e-06
Position 467: 2.0494723058083263e-06
Position 65: 1.1710874068342814e-06
Position 639: 1.0772288366232494e-06
Position 163: 9.613621289076234e-07
Position 345: 6.63743150190049e-07
Position 593: 8.372139025355468e-08
Position 940: 7.945674992368277e-08
Position 334: 5.010390139700626e-08
Position 481: 3.274172146537562e-08
Position 70: 2.336545133543283e-08
Position 815: 1.512477220973027e-08
Position 1446: 1.2726252589302107e-08
Position 329: 1.2433601590658652e-08
Position 363: 2.5731402365867284e-09
Position 247: 9.153646379478551e-10
Position 634: 7.869157558400519e-10
Position 458: 2.877315954683796e-10
Position 443: 2.6676107110810265e-10
Position 465: 2.580988556843715e-10
Position 617: 2.356015070379972e-10
Position 620: 2.3185264459276505e-10
Position 21: 3.104282795674925e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1351: 0.5895913625184305
Position 384: 0.34657546099309045
Position 835: 0.21847050739888604
Position 341: 0.0774037903851506
Position 789: 0.06369090510515163
Position 142: 0.06035675566831888
Position 1484: 0.041004999943647855
Position 1398: 0.038775058251001866
Position 673: 0.03671465391468055
Position 419: 0.02609294262931455
Position 1048: 0.012062922954783119
Position 576: 0.009564201273384778
Position 220: 0.008127014338309048
Position 1814: 0.0064796739840895555
Position 1450: 0.006008095323069952
Position 456: 0.0056438887293774045
Position 994: 0.005497040404023451
Position 591: 0.005290492309296217
Position 489: 0.004846324835798556
Position 1547: 0.004129556836692347
Position 317: 0.0035344593891162256
Position 1176: 0.002912992582625812
Position 1074: 0.0028274726210744277
Position 1688: 0.002560984718667836
Position 718: 0.0021799482412987307
Position 355: 0.001994062995633359
Position 735: 0.0019804640345821864
Position 537: 0.0019318002421749012
Position 1318: 0.0018382345043587032
Position 1713: 0.0017797317763293733
Position 997: 0.001745212356603328
Position 253: 0.0016765811853395034
Position 174: 0.0013951533069412577
Position 1588: 0.0012132721908826166
Position 860: 0.0011259581784562273
Position 1550: 0.000863396722356991
Position 841: 0.0008305777814117579
Position 1023: 0.000793063094193045
Position 508: 0.0007907787130631284
Position 1685: 0.0007846930703504641
Position 1150: 0.0007743689395337243
Position 917: 0.0005070566598648258
Position 518: 0.0004301184520056349
Position 1090: 0.00042184047874268903
Position 240: 0.00041696384241409027
Position 613: 0.00038077992087528546
Position 1656: 0.0003750980777271518
Position 1400: 0.00034750029954560386
Position 761: 0.0003005410359499858
Position 620: 0.00028042958248460645
Position 1358: 0.00025034313364205574
Position 1254: 0.0002488894722502359
Position 1513: 0.00021376592302457928
Position 1666: 0.00018718277208236065
Position 1727: 0.0001868166992277617
Position 655: 0.00013705753492005503
Position 1997: 0.0001247646771436772
Position 1266: 8.20781913175972e-05
Position 2032: 7.949126302615962e-05
Position 1325: 7.617933411229406e-05
Position 766: 7.559330678833548e-05
Position 1567: 6.888183357446314e-05
Position 396: 6.383368123616082e-05
Position 421: 6.296314983228053e-05
Position 659: 3.9451948531964655e-05
Position 2044: 3.53358921552845e-05
Position 999: 3.031031613461048e-05
Position 1003: 2.9815011486235328e-05
Position 237: 2.778007140020912e-05
Position 1486: 2.543027161934558e-05
Position 809: 2.145169195841645e-05
Position 1403: 2.0950636370109306e-05
Position 1417: 2.068005129770643e-05
Position 1781: 2.012553564394413e-05
Position 324: 1.9733993761969198e-05
Position 647: 1.9185721009998742e-05
Position 1601: 1.8562274752199788e-05
Position 1282: 1.7092345131829408e-05
Position 179: 1.655718729515482e-05
Position 1831: 1.5190608575386093e-05
Position 1209: 1.4331353828459034e-05
Position 931: 1.2639356829931118e-05
Position 955: 1.0822391222471471e-05
Position 2004: 9.436728334927402e-06
Position 593: 4.35649947142153e-06
Position 645: 3.5590396044784777e-06
Position 222: 2.7595255357391264e-06
Position 392: 3.540868975095557e-07
Position 739: 2.8422364919837588e-08
Position 99: 6.488372101640407e-13
