Gene = MUTYH
index = 900
Annotated 5SS: [ 170 5998 6976 7104 7292 7471 7626 7815 7998 8223 8366 8728 8969 9207
 9873]
Annotated 3SS: [ 5876  6793  7063  7217  7428  7553  7700  7899  8077  8301  8538  8831
  9053  9830 10950]
SMsplice 5SS: [ 170 1882 5998 6976 7292 7626 7998 8223 8366 8969 9873]
SMsplice 3SS: [ 1731  5876  6890  7217  7553  7899  8077  8301  8831  9830 10950]
top_k =  1000
Partition function (log Z): 8.640677790275953

Sorted 5' Splice Sites (High to Low Probability):
Position 8969: 0.9854056178141685
Position 7626: 0.969381890213301
Position 7998: 0.8661311295597515
Position 5998: 0.8536004308591941
Position 6976: 0.8308577489518689
Position 170: 0.7981446974316745
Position 9873: 0.6034991859425269
Position 1882: 0.5993996078247058
Position 8223: 0.5892404505338611
Position 8728: 0.5273707176099596
Position 7292: 0.4782246255974163
Position 8366: 0.45495464954190357
Position 5562: 0.2913919244636625
Position 7471: 0.26116005862118286
Position 7104: 0.25772053087912866
Position 9145: 0.24825684045410026
Position 413: 0.152238928153219
Position 7815: 0.14783767429019712
Position 8445: 0.08959868695550442
Position 7172: 0.08183355122119448
Position 4883: 0.07979758634311045
Position 10079: 0.06621176390664653
Position 10659: 0.05767707999706096
Position 186: 0.050619867030307436
Position 7356: 0.04254608201689106
Position 2203: 0.03617714515744639
Position 2029: 0.026655414646641673
Position 166: 0.02418273358131427
Position 1862: 0.02224442096450065
Position 3555: 0.021759472099124468
Position 7645: 0.021286696335537023
Position 7488: 0.018654718875691232
Position 5165: 0.01864910602729154
Position 7182: 0.016323384482222442
Position 8011: 0.01613101388625178
Position 10677: 0.01235951934905174
Position 490: 0.011894420070249198
Position 1976: 0.011690981499152809
Position 2577: 0.011690628364897891
Position 1509: 0.009811678305124628
Position 7324: 0.009799948172149285
Position 533: 0.00946814372511105
Position 7000: 0.00815978643397232
Position 6936: 0.00804433271071107
Position 3990: 0.007221357491928203
Position 6106: 0.006754101457944156
Position 622: 0.006659831189308006
Position 9564: 0.006464047852036862
Position 1373: 0.006436957956478648
Position 5738: 0.0054848030672245566
Position 4324: 0.00475734075887238
Position 8246: 0.004418820598842831
Position 727: 0.004031471030696188
Position 4903: 0.0038086482618545723
Position 7152: 0.0036986940742395236
Position 10500: 0.0036731323127383703
Position 10281: 0.0035772565417380936
Position 710: 0.003438268127871676
Position 3338: 0.0032473725442108904
Position 146: 0.002929496552492227
Position 2663: 0.00274880620125109
Position 4355: 0.0027029625073932712
Position 8973: 0.002590182048393745
Position 1019: 0.0024959105102037066
Position 497: 0.002488087719389918
Position 10634: 0.0024808754982383226
Position 4123: 0.002383637117983801
Position 10536: 0.002376816064253351
Position 831: 0.002297227875926995
Position 1595: 0.00229046787814162
Position 9186: 0.0022286917480344955
Position 7958: 0.0022239292162491452
Position 8154: 0.0021484193686273703
Position 1837: 0.002093704758273214
Position 8302: 0.0018893194656538826
Position 1867: 0.0018217174878269859
Position 5110: 0.0015833938777095058
