Gene = LYRM7
index = 808
Annotated 5SS: [  229  9358 11490 16300]
Annotated 3SS: [ 9284 11418 16217 28720]
SMsplice 5SS: [  199  9358 16300 29135 32353 33836]
SMsplice 3SS: [ 9284 16217 28720 32206 33725 34365]
top_k =  1000
Partition function (log Z): -13.135790779824497

Sorted 5' Splice Sites (High to Low Probability):
Position 9358: 0.9210890140328881
Position 16300: 0.8856080992253784
Position 11490: 0.42314253408666225
Position 723: 0.3979786184676335
Position 199: 0.3207736530077321
Position 273: 0.2727859042914834
Position 12267: 0.271561153513393
Position 29135: 0.2661271110312753
Position 23831: 0.18077693697304886
Position 253: 0.16923326779362113
Position 7476: 0.14991861537024334
Position 4298: 0.08929375476888077
Position 229: 0.08823781227489627
Position 3366: 0.08476613399468355
Position 640: 0.08442766235836745
Position 8802: 0.07549451086718881
Position 13776: 0.067663052027313
Position 249: 0.06082852867139675
Position 187: 0.06030219945914977
Position 8137: 0.05888869892354043
Position 23854: 0.05332955445561218
Position 6773: 0.0458140024341441
Position 16273: 0.04581388472787737
Position 1212: 0.030608638018787042
Position 613: 0.0304724885608192
Position 11683: 0.029429505517786732
Position 7583: 0.029029721281287182
Position 23859: 0.018800929429278718
Position 16137: 0.017333116156453977
Position 12564: 0.014612961785698085
Position 5887: 0.01219022682216826
Position 8338: 0.009348429592393123
Position 23908: 0.008290689802776963
Position 9362: 0.006948104220321729
Position 396: 0.005718181118992545
Position 13726: 0.005497565340769888
Position 10910: 0.004861674291298737
Position 10877: 0.004644558583257039
Position 2153: 0.0037063247680437254
Position 406: 0.0028208141775477886
Position 12119: 0.002279834119062533
Position 450: 0.0022005084771674057
Position 9891: 0.0007866380737191674
Position 3976: 0.0007106987092933167
Position 5829: 0.0006855728562491683
Position 461: 0.00040166162684321236
Position 389: 0.00017580833933092464
Position 107: 0.00014434226005558836
Position 135: 0.00010914666359301656
Position 697: 6.434252155208773e-05
Position 963: 2.4270507805613134e-05
Position 433: 2.3509347190268734e-05
Position 4169: 1.7501122059123534e-05
Position 277: 1.332680783461004e-05
Position 86: 1.3090195738619749e-05
Position 431: 1.1363216195022342e-05
Position 1423: 1.0373964936066231e-05
Position 566: 9.647193937891904e-06
Position 1023: 7.437100061909274e-06
Position 436: 6.862077519305013e-06
Position 650: 6.310349664136541e-06
Position 305: 5.0537862658351315e-06
Position 619: 4.658569578701399e-06
Position 756: 4.342508275912999e-06
Position 683: 4.188620272695696e-06
Position 151: 1.4542958979515378e-06
Position 298: 1.2399845625961891e-06
Position 344: 1.0364942133294865e-06
Position 263: 8.912137473974604e-07
Position 400: 6.533512079911274e-07
Position 24: 3.311672562253387e-07
Position 223: 2.0761490507676762e-07
Position 500: 1.713104078839236e-07
Position 529: 1.4383016390308971e-07
Position 350: 1.1274642154431032e-07
Position 96: 9.65131361753744e-08
Position 140: 8.981908699670714e-08
Position 93: 1.2466442624149496e-09
Position 603: 2.9872572354842437e-10
Position 470: 1.2258245153115359e-11
Position 44: 1.0916281347078715e-14
Position 283: 1.0364770974482267e-14
Position 468: 1.1751113529413377e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 28720: 0.9610606508489246
Position 9284: 0.9176732242666197
Position 16217: 0.6475249597254246
Position 523: 0.48157949909385883
Position 11418: 0.4084929457815207
Position 16064: 0.30287042256543895
Position 12094: 0.2715496694487028
Position 23703: 0.27151267820068503
Position 34365: 0.2661271110312753
Position 7350: 0.17225864471375266
Position 8683: 0.07098484928418942
Position 13607: 0.06282443562849753
Position 4151: 0.050740337917327065
Position 3272: 0.04186789926723561
Position 6752: 0.037566976854401156
Position 4223: 0.03499446441787916
Position 7860: 0.028300798301535354
Position 11421: 0.023593115915447136
Position 1110: 0.023346175129685644
Position 7904: 0.019964701704250673
Position 12513: 0.013718620347447898
Position 3217: 0.01319044350921249
Position 5779: 0.012743996196983897
Position 7810: 0.010623700406364048
Position 13745: 0.010526877975677968
Position 9313: 0.01038518188999115
Position 3341: 0.009902908973381563
Position 8237: 0.009348714351914984
Position 11368: 0.007951125412788349
Position 3231: 0.007403566519183135
Position 3137: 0.006778175230442016
Position 20786: 0.005488287659300714
Position 11594: 0.0054307674355192175
Position 11652: 0.00523683431184564
Position 10762: 0.005220508318145329
Position 6363: 0.004586447125059228
Position 8679: 0.0045240140676874345
Position 566: 0.004295816627683728
Position 359: 0.0038932536546142467
Position 24068: 0.00351021862984427
Position 10809: 0.0034795371546069605
Position 7216: 0.003434431325240406
Position 7389: 0.0032606070944596276
Position 571: 0.0024866737868038387
Position 989: 0.0024071491752623462
Position 2077: 0.002376948188319259
Position 11961: 0.002372283118077965
Position 6706: 0.0019931939851083147
Position 25728: 0.00197955772676856
Position 3353: 0.0018660648135920398
Position 20275: 0.0018104842071872485
Position 11615: 0.0017786897404488836
Position 3234: 0.0016959728833183787
Position 6519: 0.0016817050254910406
Position 4201: 0.0016795810351954233
Position 19401: 0.0015544011984683303
Position 21926: 0.0015301359663561455
Position 1122: 0.001390236469971882
Position 1140: 0.001343785633085012
Position 16579: 0.0012351166569570771
Position 603: 0.0012098812522282159
Position 3197: 0.0009666948886146848
Position 18944: 0.0009326108112009498
