Gene = SPRTN
index = 1325
Annotated 5SS: [  557  1821  9878 13524]
Annotated 3SS: [ 1720  9748 13255 14561]
SMsplice 5SS: [  557  1821  9878 10112 10758]
SMsplice 3SS: [ 1720  9748  9993 10605 13255]
top_k =  1000
Partition function (log Z): -6.519521827885294

Sorted 5' Splice Sites (High to Low Probability):
Position 9878: 0.9324690850087995
Position 10112: 0.8370117210826236
Position 1821: 0.8175846615617625
Position 557: 0.7195556830082191
Position 10758: 0.6473182533495405
Position 13524: 0.5227515203069633
Position 6667: 0.48386244657847466
Position 1430: 0.2973189040098124
Position 9297: 0.22772528421527174
Position 157: 0.20456541170291626
Position 8879: 0.14302505994366704
Position 13720: 0.09827599286657367
Position 9663: 0.07904417153401415
Position 12756: 0.06796032624247808
Position 10128: 0.06059805738689231
Position 14292: 0.05289816456805558
Position 73: 0.05155953788580044
Position 3059: 0.051315241426629236
Position 83: 0.04284151057860085
Position 14723: 0.04219740363625847
Position 2931: 0.03542375890424374
Position 531: 0.03226364376502192
Position 6267: 0.03222546246923855
Position 5848: 0.031007997654925623
Position 778: 0.030306708529050673
Position 3087: 0.02720920550502475
Position 5756: 0.019045941879388052
Position 4526: 0.0176021451467619
Position 9527: 0.017064431140375473
Position 1488: 0.01685121849726779
Position 13396: 0.016380190406419515
Position 4657: 0.016305097195655382
Position 13987: 0.016001332409996308
Position 10293: 0.0158544952934054
Position 1454: 0.013725815663292885
Position 102: 0.009403750228561578
Position 947: 0.009141590572282454
Position 14577: 0.00904819640108508
Position 14440: 0.008062783215470569
Position 11739: 0.007886729224481033
Position 14747: 0.00742782277890336
Position 1127: 0.0066650225060453485
Position 14210: 0.006409531018818549
Position 1901: 0.006374424711038979
Position 6275: 0.005077210646675739
Position 13690: 0.005016990304785659
Position 4: 0.005015651535039894
Position 15032: 0.004982253046020306
Position 12324: 0.004093378554239213
Position 10795: 0.00379546205467477
Position 5098: 0.0034011685073351196
Position 10422: 0.002567244593554779
Position 793: 0.002086731268162409
Position 1575: 0.0020049565199709387
Position 13826: 0.0017202525890839646
Position 12644: 0.0014865794779618116
Position 8682: 0.001466419664211411
Position 10199: 0.001415778466362257
Position 13991: 0.001413244604423367
Position 25: 0.0011954531966868603
Position 931: 0.0011035118370362953
Position 6801: 0.0010271728827125485
Position 6932: 0.0009905635287497635
Position 10762: 0.0009534723190724526
Position 57: 0.0008349728728026006
Position 1586: 0.0008330051690817492
Position 282: 0.0008204670270819312
Position 10271: 0.0008162852421107502
Position 1559: 0.0008038584521927226
Position 543: 0.0007960855193823989
Position 8836: 0.000713719134640615
Position 1606: 0.0006985547615968356
Position 446: 0.000632257882733042
Position 9122: 0.0005968720198065276
Position 252: 0.0005924298272927398
Position 970: 0.0005860871241833932
Position 1832: 0.0005190188224396091
Position 5139: 0.00043700413000673563
Position 649: 0.0003599759780955047
Position 9262: 0.00034667936181955405
Position 1853: 0.0003180699499865863
Position 2692: 0.00030380065993296967
Position 1294: 0.0002947383523992496
Position 996: 0.00027296828261151433
Position 1638: 0.00026867419189914945
Position 2613: 0.0002653264159511214
Position 1107: 0.0002545007469350331
Position 11580: 0.00025189628807471105
Position 6202: 0.00024148696750801076
Position 11686: 0.00024113731858023854
Position 12162: 0.00018169013770061402
Position 274: 0.0001772684114673756
Position 1412: 0.00017319949509102364
Position 479: 0.0001543456853915192
Position 871: 0.00012971062353397332
Position 915: 0.00010862772988441743
Position 1435: 9.215264467901337e-05
Position 760: 8.031470699096827e-05
Position 10392: 6.885463179325804e-05
Position 450: 6.427213334843251e-05
Position 12414: 6.35584966365958e-05
Position 353: 6.199875036102905e-05
