Gene = MTPN
index = 893
Annotated 5SS: [  288 25800 26718]
Annotated 3SS: [25685 26633 47303]
SMsplice 5SS: [  288  2051  4463 25800 26718 29962]
SMsplice 3SS: [ 1859  4369 25685 26633 29847 47303]
top_k =  1000
Partition function (log Z): -24.072915308105163

Sorted 5' Splice Sites (High to Low Probability):
Position 4463: 0.8652794225015913
Position 288: 0.845834365624122
Position 2051: 0.5840664562309145
Position 4120: 0.5367430222016027
Position 1662: 0.28399172663860445
Position 8942: 0.26950719135212214
Position 5973: 0.22541988303057497
Position 653: 0.18836230329666093
Position 1901: 0.1748461961159771
Position 4764: 0.15918454934926082
Position 3500: 0.15352820654887847
Position 4863: 0.13994159152975316
Position 3055: 0.07943922608467124
Position 325: 0.07613305070161132
Position 2591: 0.05813032612763353
Position 9171: 0.05001732324003083
Position 7420: 0.041087202037241616
Position 2731: 0.03950290439750099
Position 3635: 0.039129434371020996
Position 1387: 0.03506475235265419
Position 3033: 0.03386172914478594
Position 468: 0.0331323928547274
Position 2587: 0.032921039882059515
Position 1609: 0.031050396219168205
Position 3178: 0.025381055110895445
Position 6480: 0.023160106814533763
Position 7938: 0.02291218849116097
Position 8756: 0.022809100844683256
Position 2725: 0.015372897369709006
Position 2650: 0.012927940126154178
Position 5618: 0.010980573539737783
Position 8767: 0.009483660704991872
Position 4139: 0.008545800858819855
Position 267: 0.00811601779308533
Position 2019: 0.007890084986963006
Position 8811: 0.0078269410595748
Position 493: 0.00758740756161964
Position 7959: 0.00576141427695376
Position 898: 0.004910240223213021
Position 1830: 0.004819439859616633
Position 2153: 0.003758587002942593
Position 933: 0.0033096450029734947
Position 307: 0.0032644612132663635
Position 4133: 0.002950407967141641
Position 5983: 0.0027608393386268923
Position 1442: 0.0027262546616181383
Position 4269: 0.002486180865650026
Position 1999: 0.0020652529889306067
Position 4174: 0.0019180494184815725
Position 5569: 0.001763896445743872
Position 1304: 0.0015899645123454253
Position 218: 0.001352609833755036
Position 1559: 0.0012368218372816524
Position 691: 0.001096402126732673
Position 380: 0.000788308241114907
Position 3555: 0.000680741795274105
Position 1701: 0.0004714712669913095
Position 1623: 0.00031989756363748486
Position 236: 0.00023568412219714918
Position 1738: 0.0001710156050849205
Position 700: 0.00013700410102343534
Position 5643: 0.00012319650512721204
Position 1666: 0.0001093154633391199
Position 1638: 0.0001042893635659262
Position 476: 0.00010360965664116344
Position 2312: 0.00010200728392059712
Position 903: 0.00010030625194073444
Position 2035: 9.743356671776912e-05
Position 2465: 9.079356491141158e-05
Position 814: 7.57452598563349e-05
Position 4563: 7.503718750255043e-05
Position 1889: 7.465503605700059e-05
Position 1729: 7.43099858126656e-05
Position 2568: 7.282047068780774e-05
Position 845: 6.585663315071105e-05
Position 1057: 6.55230581793589e-05
Position 795: 5.7084230448613274e-05
Position 2244: 5.610736312540929e-05
Position 2376: 5.332663775348093e-05
Position 2327: 4.976966912102483e-05
Position 49: 4.584994698924277e-05
Position 2158: 4.3529681311793884e-05
Position 1302: 4.148248367446987e-05
Position 2573: 4.0520884448957884e-05
Position 2306: 3.618121068782705e-05
Position 2445: 3.3243040069735405e-05
Position 3096: 2.7921216902129933e-05
Position 1991: 2.7122625964699503e-05
Position 2317: 2.4562804802616307e-05
Position 742: 2.3953076723621982e-05
Position 1775: 2.0789536325991953e-05
Position 777: 1.9483899908582036e-05
Position 2595: 1.5992926515834034e-05
Position 1908: 1.4634211906175522e-05
Position 1209: 1.0900887851712701e-05
Position 1186: 9.51177158956362e-06
Position 230: 8.86457794936196e-06
Position 12: 7.970437299128793e-06
Position 213: 7.5286111820311966e-06
Position 1690: 7.389470658012997e-06
Position 627: 6.328176468574599e-06
Position 513: 6.138626815544039e-06
Position 1130: 3.785614968181866e-06
Position 462: 3.367764600637973e-06
Position 1375: 2.6981366213900754e-06
Position 1254: 2.4182375104179785e-06
Position 604: 2.3086448045824136e-06
Position 1355: 2.0693039184439933e-06
Position 405: 9.356276837532118e-07
Position 279: 4.5923935020747146e-07
Position 1018: 4.112302458976827e-07
Position 488: 1.904023695608081e-07
Position 504: 8.215408858621122e-08
Position 830: 6.267907875885414e-09
Position 486: 3.775347353089479e-09
Position 433: 2.929259462141891e-09
Position 560: 3.196678979410437e-10
Position 562: 1.4796592145127376e-10
Position 827: 1.1068897118723874e-10
Position 557: 1.474159907567078e-11
Position 578: 1.2463706427431767e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4369: 0.786582229849949
Position 1859: 0.7762220459262062
Position 4001: 0.5115453034711857
Position 8880: 0.45143586113327605
Position 5683: 0.12887890843584493
Position 3425: 0.12448923733514594
Position 2464: 0.12219951487781901
Position 1555: 0.11026855402199473
Position 2834: 0.10655630576752968
Position 11530: 0.10610547415060828
Position 513: 0.09343683647993828
Position 4632: 0.08641623512653643
Position 7219: 0.08022150699365548
Position 8887: 0.07315199987044364
Position 7240: 0.06946573003173286
Position 8659: 0.06785447848801714
Position 4667: 0.06693679834886458
Position 1416: 0.06612342214351254
Position 10550: 0.06506496512265576
Position 576: 0.06236288038549739
Position 11332: 0.058444919842941714
Position 4823: 0.05570393916610253
Position 5778: 0.05420984077637259
Position 1502: 0.050505865133515904
Position 4727: 0.0499521313832443
Position 4023: 0.042676886177629464
Position 15567: 0.04136846099937058
Position 4252: 0.041316367214100806
Position 3436: 0.03597067309594456
Position 1512: 0.035380656381690176
Position 4328: 0.03236576100454113
Position 9114: 0.032269830211874295
Position 6428: 0.03143511927652871
Position 5842: 0.030910924187687205
Position 5491: 0.030825195381119063
Position 2494: 0.028658629187808447
Position 12162: 0.028294719742518955
Position 1223: 0.02782562785449812
Position 4558: 0.025672336652282097
Position 16334: 0.025227950891777776
Position 8462: 0.02459121928826194
Position 10710: 0.0237527492156386
Position 9735: 0.023289525342581982
Position 4792: 0.022064616804853093
Position 4461: 0.021086430508789902
Position 6129: 0.020642512312373296
Position 1474: 0.020008453939090454
Position 7800: 0.01929741693217911
Position 1367: 0.018977606642865533
Position 9254: 0.017397367379049088
Position 9991: 0.01703266751031286
Position 3177: 0.015756363277077943
Position 5643: 0.012523970465296862
Position 6168: 0.011690725639306168
Position 1523: 0.010941238552092223
Position 2647: 0.010092516683347447
Position 4921: 0.009876562783208127
Position 2813: 0.009082859437375424
Position 12544: 0.008899352379648126
Position 2965: 0.008595536005234777
Position 6382: 0.008099419453521352
Position 7824: 0.007510507624786845
Position 3596: 0.006868302047341121
Position 492: 0.006279251797046225
Position 2939: 0.005986767166024137
Position 4282: 0.005958414400034612
Position 3141: 0.00583833064627322
Position 3455: 0.0050558938490886125
Position 8118: 0.005026259138875608
Position 1342: 0.004875654788188287
Position 12791: 0.0045223982067939894
Position 517: 0.004273796503122254
Position 4341: 0.0041365911310712825
Position 1302: 0.003978030427645622
Position 6347: 0.0038858394683243844
Position 8096: 0.003786406368283991
Position 749: 0.0035884183368457352
Position 1635: 0.003399147591101779
Position 5719: 0.003350008536737028
Position 5171: 0.0032275090184075575
Position 10408: 0.003222191003895976
Position 9163: 0.003212402778503431
Position 3329: 0.003162951636420037
Position 2783: 0.0031382842521774394
Position 9959: 0.002984012708697222
Position 7851: 0.002926018700506152
Position 4689: 0.002889830063790112
Position 7462: 0.0027747083017199943
Position 1254: 0.0026980400628328657
Position 3452: 0.0026096891573380086
Position 1976: 0.002245702565995476
Position 4953: 0.0022169301570155336
Position 4600: 0.0021749804918673515
Position 1700: 0.002054255331890288
Position 6954: 0.0020431406710041565
Position 4862: 0.0018265965229169708
Position 3084: 0.0017492648988642414
Position 4054: 0.001581399878034557
Position 6023: 0.0013736750765305794
Position 2809: 0.0013585260175383602
Position 3924: 0.0013575262989765425
Position 4804: 0.001355683487911094
Position 8430: 0.0013219040167803003
Position 8090: 0.0012943461786605022
Position 1756: 0.001287261911841979
Position 4563: 0.0012490568285148241
Position 8305: 0.0011594617431984096
Position 627: 0.0010858829347183444
Position 1337: 0.0010285822489764427
Position 2477: 0.0008487426419349179
Position 7039: 0.0008052702479932045
Position 6931: 0.0007560002209977511
Position 554: 0.000747368077183498
Position 5336: 0.0005941001482015578
Position 604: 0.000571454259515354
Position 578: 0.0005377055476450097
Position 2357: 0.0005186370952290198
Position 6081: 0.0005028416618010401
Position 1528: 0.0005016376995293014
Position 2590: 0.00047592078250335336
Position 1517: 0.0004479768879350587
Position 775: 0.0004359911076581173
Position 1128: 0.00040165846116553956
Position 755: 0.0004014309804679596
Position 691: 0.00035791143044314666
Position 707: 0.00027316694412915553
Position 6672: 0.00026307273001440027
Position 895: 0.00024194461581943154
Position 1601: 0.0002287377054980911
