Gene = NDUFS5
index = 934
Annotated 5SS: [  81 2623]
Annotated 3SS: [2404 8073]
SMsplice 5SS: [  81 2623]
SMsplice 3SS: [2404 8073]
top_k =  1000
Partition function (log Z): -5.7276861729353525

Sorted 5' Splice Sites (High to Low Probability):
Position 2623: 0.9714158886541312
Position 81: 0.8771339226932452
Position 85: 0.11291018259937306
Position 2911: 0.047178222906812776
Position 1738: 0.025539465686051192
Position 297: 0.021194885857595203
Position 2118: 0.012877807554660406
Position 4830: 0.01143467781486443
Position 6214: 0.009333750322641427
Position 2122: 0.009329821449135006
Position 6270: 0.008148697844432415
Position 5499: 0.007932633385222898
Position 5704: 0.007908936781021562
Position 2261: 0.007753449185517833
Position 6849: 0.007555174340785321
Position 6081: 0.007205571473751846
Position 711: 0.006866974177564806
Position 7957: 0.0058433684491041565
Position 641: 0.004997760897264984
Position 4653: 0.00499363918385562
Position 700: 0.004906072213295554
Position 1017: 0.004045150675589175
Position 2938: 0.003614720548342889
Position 4788: 0.003458965777910752
Position 6362: 0.003335344989696713
Position 643: 0.003291047602530608
Position 654: 0.003262987637710568
Position 6163: 0.002793089166231969
Position 2770: 0.002571536378842214
Position 5454: 0.0024109799211989593
Position 3191: 0.001828534206262116
Position 1145: 0.0017298769517598636
Position 139: 0.0017218679393664533
Position 6965: 0.0016512336473939156
Position 5626: 0.0015734780391714327
Position 1034: 0.001527898083235913
Position 477: 0.00145224372830262
Position 4971: 0.0014091222384134186
Position 6492: 0.0012847196059749201
Position 2498: 0.0012447031761607264
Position 577: 0.0010416854149512607
Position 2549: 0.0010359572877525988
Position 2802: 0.0010115095248560439
Position 5470: 0.0009500812759299853
Position 2433: 0.0008578687766239827
Position 3396: 0.0008216853945897104
Position 2474: 0.0007602151732670507
Position 6023: 0.0007391298479223752
Position 6551: 0.0007371308411131881
Position 990: 0.0006206943103370266
Position 6199: 0.0005840684031445738
Position 2724: 0.0005687218809878292
Position 6307: 0.0005597600631933289
Position 3077: 0.0005503286330743423
Position 564: 0.0004641493333985462
Position 3331: 0.00044585841340690396
Position 4344: 0.0004418783032851297
Position 1105: 0.0004233798273804909
Position 1838: 0.00039016261615561795
Position 2534: 0.0003815880178627004
Position 2640: 0.0003808926090488406
Position 8087: 0.0003792940849754383
Position 1234: 0.0003442734802126257
