Gene = CTC-534A2.2
index = 418
Annotated 5SS: [342]
Annotated 3SS: [4702]
SMsplice 5SS: [342]
SMsplice 3SS: [3142]
top_k =  1000
Partition function (log Z): -10.775492356400331

Sorted 5' Splice Sites (High to Low Probability):
Position 342: 0.7710272797875679
Position 163: 0.21359393730172566
Position 3224: 0.09216262756019923
Position 899: 0.07714705706242972
Position 5780: 0.022189087355982035
Position 1442: 0.017563266326700494
Position 546: 0.01708457658609282
Position 189: 0.01520566144806956
Position 656: 0.011859571768743913
Position 3506: 0.004209225662765115
Position 633: 0.00330625314332443
Position 148: 0.003117701927431675
Position 2807: 0.002997301588006861
Position 4857: 0.002890901287000543
Position 4552: 0.0024111242494663774
Position 182: 0.002035948701804486
Position 4532: 0.0018150163928565802
Position 3107: 0.0012999381641708757
Position 702: 0.001172194624866398
Position 266: 0.0011306157166357776
Position 836: 0.0009555624874776082
Position 2234: 0.000888422892789551
Position 222: 0.0008525811664508669
Position 273: 0.00043825824157960486
Position 3103: 0.0003485361066118982
Position 1315: 0.000293717926691836
Position 1649: 0.00026590243117466833
Position 302: 0.0002592658365120663
Position 76: 0.00024916762066264135
Position 136: 0.00015515847322848685
Position 1131: 0.00014688165764202172
Position 3193: 0.00014510382069467416
Position 5421: 0.00012459519217044332
Position 413: 9.744145722041565e-05
Position 4835: 9.152044162221618e-05
Position 2732: 8.930242492817113e-05
Position 5568: 8.462614696809656e-05
Position 1758: 8.356429089161294e-05
Position 726: 7.879444290858167e-05
Position 2801: 6.885964029711469e-05
Position 132: 4.0890042189647524e-05
Position 509: 1.9587939377204967e-05
Position 908: 1.6191078709932016e-05
Position 3001: 1.4014038404264921e-05
Position 1682: 1.332117627834283e-05
Position 748: 1.2737403441350245e-05
Position 246: 9.214260910977392e-06
Position 775: 8.625685827766851e-06
Position 2630: 8.456704396833805e-06
Position 2352: 6.873791848552911e-06
Position 1747: 6.862057742925948e-06
Position 1821: 5.719944707902383e-06
Position 1451: 5.664830288729151e-06
Position 2309: 5.1490986466384984e-06
Position 1080: 4.585948058855393e-06
Position 52: 3.932727056432869e-06
Position 10: 2.9350819379821572e-06
Position 54: 2.933811778139394e-06
Position 26: 2.717686099534423e-06
Position 277: 1.9603625975295015e-06
Position 375: 9.606347867544899e-07
Position 284: 7.849659139334259e-07
Position 290: 7.258837665319512e-07
Position 671: 6.846127493843086e-07
Position 3205: 6.732630387217261e-07
Position 621: 6.206713219524383e-07
Position 29: 5.758971204870157e-07
Position 205: 5.541380036157678e-07
Position 607: 5.256368675732563e-07
Position 117: 4.890789853236975e-07
Position 735: 3.3310716909337765e-07
Position 678: 2.781039785337586e-07
Position 440: 1.0506883598673335e-07
Position 15: 8.707511488948868e-08
Position 44: 4.3807096422042326e-08
Position 851: 7.78500267149891e-09
Position 229: 6.893440304094298e-09
Position 193: 4.39511810963604e-09
Position 903: 2.2050854170161272e-09
Position 255: 1.0360601263796373e-09
Position 91: 8.595314221778216e-10
Position 882: 8.286411164630095e-10
Position 459: 2.831101390956828e-10
Position 840: 1.465127744931402e-10
Position 567: 7.03784760826494e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3142: 0.23388727165666964
Position 3317: 0.13673448770317123
Position 6104: 0.10652520783189506
Position 578: 0.07875425489524315
Position 3284: 0.07002390904110652
Position 3715: 0.06749115187543632
Position 5319: 0.058079343338411436
Position 4702: 0.04841625501518719
Position 508: 0.040284370207567116
Position 4763: 0.039365498252328934
Position 528: 0.03638690987166543
Position 5679: 0.03430444307713375
Position 269: 0.024215610543556195
Position 246: 0.02240872541361118
Position 4654: 0.022347403055693035
Position 4392: 0.020458775445499587
Position 5568: 0.020132182788697363
Position 440: 0.01635578370937342
Position 1547: 0.015591896651115196
Position 474: 0.010107497699192428
Position 960: 0.010064309100706482
Position 1014: 0.00987558845782132
Position 1568: 0.008112603216131798
Position 5652: 0.008061643846590695
Position 795: 0.00754312440777401
Position 1295: 0.007469780833378524
Position 2604: 0.006822396980686894
Position 4052: 0.006413737285851541
Position 6017: 0.0060756230363114335
Position 4048: 0.005746902277123923
Position 5903: 0.004993414732651029
Position 4892: 0.0039442079921491865
Position 5734: 0.0038290843656454644
