Gene = TSTD1
index = 1500
Annotated 5SS: [ 111  440 1078]
Annotated 3SS: [ 316  914 1163]
SMsplice 5SS: [ 111  440 1078]
SMsplice 3SS: [ 316  834 1163]
top_k =  1000
Partition function (log Z): -2.730481510267832

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.885836957226126
Position 1078: 0.8111323775172542
Position 440: 0.7870890292400782
Position 246: 0.10250886095368536
Position 466: 0.041319199715171485
Position 1088: 0.03127893797798871
Position 492: 0.004818092152358375
Position 796: 0.0022785482781910783
Position 916: 0.0019783303442668133
Position 447: 0.0012765158785419308
Position 1017: 0.0012136347065832057
Position 382: 0.0011785258656758324
Position 483: 0.000748879110153578
Position 764: 0.0007362280754857744
Position 583: 0.00042150572983651606
Position 148: 0.00034969317119188824
Position 139: 0.0002822851037635094
Position 761: 0.0002803062376361128
Position 768: 0.0001797425950722153
Position 157: 0.00016542285542489707
Position 790: 0.0001510160813014876
Position 922: 0.00011066521440542035
Position 930: 0.00010912305175355404
Position 914: 3.925336065037192e-05
Position 1211: 3.636863741179038e-05
Position 469: 3.1904186921751215e-05
Position 1062: 3.1804709135118664e-05
Position 549: 2.9109945754370938e-05
Position 1197: 2.2698282964664268e-05
Position 86: 2.0584845679737485e-05
Position 325: 1.1125763713603027e-05
Position 175: 7.569770822947327e-06
Position 209: 7.51631937791974e-06
Position 1108: 6.4906031004030055e-06
Position 634: 6.337598666614025e-06
Position 180: 5.112457536642152e-06
Position 744: 4.107314671121043e-06
Position 1090: 2.6719653941562713e-06
Position 806: 2.52313187939627e-06
Position 9: 2.258738741180293e-06
Position 268: 6.718889562026891e-07
Position 344: 4.459564722850106e-07
Position 1275: 1.1186535443670961e-07
Position 1133: 1.0996156793965812e-07
Position 774: 8.232728707100716e-08
Position 215: 1.180544433886542e-08
Position 37: 9.134885516545606e-09
Position 198: 3.043404888557043e-09
Position 165: 2.1877447061203995e-09
Position 299: 9.901465648560102e-11
Position 819: 4.770418997033767e-11
Position 816: 4.0785658386105395e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1163: 0.9188178819448016
Position 316: 0.7270581361259987
Position 834: 0.5571306468664509
Position 914: 0.31347571206708735
Position 355: 0.07373117845923445
Position 1021: 0.038306947682824555
Position 295: 0.020733431223478805
Position 278: 0.007937642624938176
Position 850: 0.0035799409323796333
Position 961: 0.002546749004383514
Position 586: 0.002252535185507871
Position 982: 0.0018909626216242756
Position 634: 0.0015472290822587395
Position 940: 0.0012840482245898668
Position 735: 0.001089010994503483
Position 570: 0.0008909010352443976
Position 245: 0.0008061039365109145
Position 856: 0.0006292639130965439
Position 841: 0.0005441461251997166
Position 870: 0.00036567409887358155
Position 1316: 0.00028177607241550206
Position 518: 0.0002067757722569351
Position 577: 9.969291904597556e-05
Position 1137: 8.937972964075528e-05
Position 1273: 4.960153645777504e-05
Position 979: 3.801224009549725e-05
Position 946: 3.670659924013344e-05
Position 950: 3.4957524392457176e-05
Position 988: 3.1769116476191675e-05
Position 590: 2.8999698897917673e-05
Position 1042: 2.7901020347242503e-05
Position 1030: 2.4491655667839724e-05
Position 233: 1.8187460631192417e-05
Position 193: 1.1318147848141154e-05
Position 928: 1.1017545334503007e-05
Position 799: 1.0432273106225465e-05
Position 566: 9.48625981373368e-06
Position 1333: 8.878204065050458e-06
Position 1190: 8.13886993707555e-06
Position 1051: 7.860089339058748e-06
Position 740: 7.453273080641238e-06
Position 922: 6.661446216954894e-06
Position 399: 6.051866079909648e-06
Position 1183: 5.196400501051498e-06
Position 445: 4.855514332699842e-06
Position 761: 4.338279645154512e-06
Position 643: 3.142139855222207e-06
Position 640: 3.1087652191389726e-06
Position 406: 2.9567557988951857e-06
Position 421: 2.2369117976354996e-06
Position 1100: 2.05242182221141e-06
Position 206: 1.6932664199352434e-06
Position 708: 1.6444059088330185e-06
Position 396: 1.4585808307196286e-06
Position 250: 1.2285764795692621e-06
Position 1062: 1.138201002618451e-06
Position 647: 7.607133240213877e-07
Position 1345: 7.584698026214383e-07
Position 533: 6.50505115966481e-07
Position 930: 5.644286960633262e-07
Position 175: 3.396787387080027e-07
Position 995: 2.927074894064356e-07
Position 1207: 2.2877837226918894e-07
Position 188: 1.107001447946927e-07
Position 650: 9.649763202426462e-08
Position 1107: 7.608259172253684e-08
Position 669: 5.2380344286164146e-08
Position 656: 1.913541206259509e-08
Position 674: 1.78273572370837e-08
Position 162: 1.6151437046482743e-08
Position 477: 1.2358193278777015e-08
Position 663: 9.793642735424978e-09
Position 661: 6.535524830496919e-09
Position 465: 2.98743702564171e-09
Position 171: 2.110442572802859e-09
Position 488: 2.0368247927930374e-09
Position 491: 8.774559270530509e-10
Position 78: 3.9584655625628055e-10
Position 110: 1.8885728886449751e-10
Position 479: 2.1869875995699666e-12
Position 452: 6.926039529199158e-13
Position 454: 6.117698147284351e-14
