Gene = ENHO
index = 498
Annotated 5SS: [265]
Annotated 3SS: [1184]
SMsplice 5SS: [265]
SMsplice 3SS: [1128]
top_k =  1000
Partition function (log Z): -9.963908440735553

Sorted 5' Splice Sites (High to Low Probability):
Position 265: 0.9606901212298091
Position 15: 0.05691648783240526
Position 996: 0.019597947879401844
Position 1065: 0.015553789757640471
Position 1040: 0.009655722896602709
Position 1199: 0.009397692602321858
Position 577: 0.008662434404262155
Position 36: 0.00799526142312941
Position 102: 0.0070564474259498175
Position 1024: 0.006513929530290208
Position 505: 0.0036377146681859
Position 78: 0.002114697196483912
Position 759: 0.0009004848313946787
Position 619: 0.0006309435711967144
Position 1395: 0.0005113500723539229
Position 1326: 0.0004319110780217262
Position 1334: 0.0003386963764317085
Position 1090: 0.00033043097160116155
Position 767: 0.00029961219539997554
Position 976: 0.00028758340458843096
Position 902: 0.00019321623568913847
Position 157: 0.00015908426655288004
Position 581: 0.0001232557667724626
Position 1035: 0.00012015388595876173
Position 930: 0.00011410755432754476
Position 1770: 5.078539052952855e-05
Position 1316: 4.872642576825591e-05
Position 1052: 4.2609559681939586e-05
Position 1611: 3.330245687784153e-05
Position 1400: 3.0174167747455747e-05
Position 423: 2.17399608038118e-05
Position 1320: 1.9517316612947167e-05
Position 1274: 1.5066700573248525e-05
Position 1648: 1.0287780687324121e-05
Position 1837: 1.0024723211731791e-05
Position 1014: 6.708600441528048e-06
Position 1427: 6.143463017716046e-06
Position 782: 6.136940234215881e-07
Position 737: 3.5903203588435975e-08
Position 728: 1.793216494609954e-08
Position 144: 1.6060626647630652e-08
Position 583: 1.0007756520811716e-08
Position 203: 1.1401489321803069e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1128: 0.3853319897546051
Position 1184: 0.22206178559233217
Position 1488: 0.10337299762019568
Position 188: 0.06516126399792677
Position 929: 0.05939441759180609
Position 1865: 0.05635802427215896
Position 1964: 0.04433641064090936
Position 876: 0.0406615661900004
Position 1219: 0.038794137000858306
Position 1355: 0.01622383762594632
Position 1522: 0.012463059352840462
Position 1366: 0.012307931682456714
Position 1537: 0.011941715992196317
Position 965: 0.010889461036435108
Position 1540: 0.004966078076488581
Position 995: 0.0026635589656236747
Position 695: 0.002382420269692041
Position 909: 0.002350962728830511
Position 1519: 0.002063758605097023
Position 1500: 0.001970377694981116
Position 715: 0.0015290741772536651
Position 1064: 0.0012431137270774606
Position 1625: 0.0011677831324269385
Position 743: 0.0010903949500575803
Position 1076: 0.0010424904450856121
Position 1570: 0.0010106738382307673
Position 1308: 0.0009215075265177385
Position 1190: 0.0007647196078731411
Position 728: 0.0007626607939937115
Position 653: 0.0006718641803658338
Position 1737: 0.0005950921987702919
Position 357: 0.0005290862936235703
Position 1198: 0.0004867890545050163
Position 878: 0.0004696115543058554
Position 915: 0.0004613839942840819
Position 1828: 0.0003858868203345596
Position 436: 0.00035916645740041107
Position 936: 0.00029933168762609464
Position 1669: 0.00028510596375027833
Position 1925: 0.00027384168461490484
Position 1332: 0.00025185872298763557
Position 1304: 0.00024303008059856665
Position 1258: 0.00023242351816373162
Position 1638: 0.00015161493711222232
Position 619: 0.0001446555380049816
Position 1237: 0.00012182188936260824
Position 1591: 0.00012122378893665452
Position 1646: 0.00012119354736164527
Position 758: 7.483443653231139e-05
Position 574: 7.12899898591263e-05
Position 395: 6.797842950874945e-05
Position 1937: 6.496334323176142e-05
Position 1889: 6.451281898330069e-05
Position 373: 5.714417798523893e-05
Position 939: 4.858342262895552e-05
Position 1578: 4.536776700841597e-05
Position 671: 4.2060182593813584e-05
Position 588: 3.4576568419260603e-05
Position 1272: 3.1877900527166095e-05
Position 253: 2.950298580717274e-05
Position 1603: 2.6825621569771495e-05
Position 1241: 2.4497083368637273e-05
Position 613: 2.2324095538796338e-05
Position 1627: 2.1731585763872424e-05
Position 409: 2.0867591192758124e-05
Position 353: 1.8270871823634586e-05
Position 1003: 1.7159454674864595e-05
Position 1835: 1.7141022375256576e-05
Position 888: 1.70933502447437e-05
Position 816: 1.670188035733605e-05
Position 655: 1.6055094102826664e-05
Position 657: 1.4026798386328875e-05
Position 1694: 1.3467834307044207e-05
Position 355: 1.334128349791126e-05
Position 329: 1.2968976624336483e-05
Position 508: 1.2169513950403469e-05
Position 1557: 1.0811357339408415e-05
Position 1880: 1.0528570726403786e-05
Position 897: 9.783687616609677e-06
Position 1794: 8.75032297790664e-06
Position 1704: 7.712582615022807e-06
Position 1246: 7.340008636347294e-06
Position 661: 7.312628327287634e-06
Position 317: 7.2569611326968855e-06
Position 438: 7.0492556332561266e-06
Position 1545: 6.765329217496348e-06
Position 416: 6.157288271558229e-06
Position 1085: 5.6855898955191276e-06
Position 596: 5.007641189845209e-06
Position 494: 4.924444030361088e-06
Position 1800: 4.654448348257385e-06
Position 538: 4.513216201274309e-06
Position 1755: 4.270721773021324e-06
Position 673: 4.235114513118985e-06
Position 562: 4.145113696154603e-06
Position 697: 3.877222860791287e-06
Position 1202: 3.851709980120064e-06
Position 406: 3.6368735934910793e-06
Position 1080: 3.621904201642073e-06
Position 818: 2.910039751700088e-06
Position 795: 2.7807973777696737e-06
Position 484: 2.6463226785056214e-06
Position 1928: 2.5477219884479186e-06
Position 197: 2.521678499514611e-06
Position 782: 2.415929309506418e-06
Position 1100: 2.3335571843968244e-06
Position 681: 2.1956149044842513e-06
Position 375: 2.1835804567647695e-06
Position 630: 2.1199156094737455e-06
Position 203: 1.929787968450753e-06
Position 381: 1.8342209494254371e-06
Position 335: 1.688207724892051e-06
Position 264: 1.687643383468497e-06
Position 323: 1.5929737757666636e-06
Position 127: 7.351087259535346e-07
Position 107: 3.9578510125602253e-07
Position 448: 3.752927544963558e-07
Position 466: 2.502831987057297e-07
Position 462: 2.379971041182885e-07
Position 486: 1.9773858550667234e-07
Position 945: 1.751005898078941e-07
Position 369: 1.0679012791468785e-07
Position 798: 9.924227508887652e-08
Position 95: 9.521534799763084e-08
Position 806: 9.144758286769228e-08
Position 121: 8.107227648119126e-08
