Gene = FCMR
index = 551
Annotated 5SS: [  181  8240  9070 10269 11789 12274 12537]
Annotated 3SS: [ 7903  8955 10045 11657 12129 12477 16850]
SMsplice 5SS: [  181  9070 11789 12537]
SMsplice 3SS: [ 8955 11657 12477 16850]
top_k =  1000
Partition function (log Z): -1.366196735956323

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.9723593069864513
Position 11789: 0.9699305532611772
Position 12537: 0.7439750220162304
Position 9070: 0.593273221114771
Position 12274: 0.4433333753685452
Position 8240: 0.34611176757348366
Position 3962: 0.31322277953547956
Position 10269: 0.2913252569770478
Position 1180: 0.2580288265903864
Position 13488: 0.20433726297364946
Position 4491: 0.16982833610539785
Position 8137: 0.16543176748433194
Position 9099: 0.1313105467724336
Position 9090: 0.12415635022459796
Position 14218: 0.11909578875060205
Position 15698: 0.09487219284289601
Position 13986: 0.07898696379342118
Position 12024: 0.0660034657644971
Position 5969: 0.06032603923388479
Position 12972: 0.05635125568491777
Position 8050: 0.05541890334773857
Position 6727: 0.05132647038745941
Position 9103: 0.04608297497958583
Position 2833: 0.045588925425208635
Position 15008: 0.04006245683116063
Position 360: 0.03894431362808293
Position 2127: 0.03795363791058124
Position 13784: 0.03375473701019117
Position 15342: 0.0314050381089
Position 9311: 0.0289774642236756
Position 12358: 0.02774502748363654
Position 1669: 0.026057227369317593
Position 9435: 0.025237749543309342
Position 14167: 0.024156344233901644
Position 14185: 0.024112250587244727
Position 14620: 0.023948445822529134
Position 8042: 0.023679582700434066
Position 3439: 0.022515483487791723
Position 7939: 0.022446929221398352
Position 9604: 0.02166453839020725
Position 13952: 0.01841443351990422
Position 10151: 0.0179996052487668
Position 11807: 0.017309917498231166
Position 4022: 0.01674713285040912
Position 17193: 0.015054544074722962
Position 7005: 0.01503860493639201
Position 11325: 0.01233414042726099
Position 16905: 0.012176508118651718
Position 7162: 0.01179323301751949
Position 7996: 0.011547431385818251
Position 7063: 0.01119692049511381
Position 3222: 0.010564570043178692
Position 14078: 0.009452455081887792
Position 9060: 0.008461221270578993
Position 13313: 0.007962753002366426
Position 2120: 0.007601715580528173
Position 11558: 0.007594270881557055
Position 77: 0.006737847338990627
Position 2868: 0.0066027759124434844
Position 9636: 0.006324392467470662
Position 658: 0.005890661747249458
Position 2804: 0.0055055552173782765
Position 11308: 0.0036567526525787394
Position 13934: 0.002919402564696332
Position 10848: 0.0026400107083805065
Position 10477: 0.0026001770188425425
Position 4034: 0.002475280073147343
Position 4517: 0.002198695871024404
Position 1369: 0.0015922309648241672
Position 2338: 0.001525039012268506
Position 16945: 0.0013729466658675797
Position 6187: 0.0012997252891497686
Position 14271: 0.0011321658452160992
Position 13250: 0.001122461698246453
Position 329: 0.0010658761384143842
Position 9270: 0.0010288151205431323
Position 9188: 0.0009817551444900392
Position 6800: 0.0009807094126199833
Position 9958: 0.0009783269404070438
Position 7010: 0.000881607799617427
Position 14053: 0.0007041933367530412
Position 1022: 0.0006069935559383626
Position 3623: 0.00058038886441509
Position 4132: 0.0004422452873208824
Position 705: 0.0003794167685511584
Position 12312: 0.00037480515295670814
Position 253: 0.00026970656448206394
Position 953: 0.0002573331434369328
Position 682: 0.00023156535187205963
Position 1079: 0.00020135423954324155
Position 13811: 0.00019525654746398543
Position 405: 0.0001891137097937446
Position 334: 0.00015327398237633454
Position 660: 9.921476995152973e-05
Position 185: 7.907966082922579e-05
Position 13456: 6.770637430862205e-05
Position 237: 4.002444204116711e-05
Position 3005: 3.6901235390738075e-05
Position 475: 2.012289069450859e-05
Position 190: 1.955101088475148e-05
Position 1938: 1.8197146151181427e-05
Position 2486: 1.0403838280612077e-05
Position 2983: 7.978960733859108e-06
Position 287: 4.8556549393767984e-06
Position 28: 3.6244265708724736e-06
Position 523: 3.613185577341238e-06
Position 850: 3.124310856290079e-06
Position 88: 2.6939981922656894e-06
Position 862: 2.692451891776152e-06
Position 439: 2.1236620136787e-06
Position 69: 2.016672655707359e-06
Position 507: 1.9727484755869523e-06
Position 907: 1.3390415617382524e-06
Position 670: 1.0624393157221913e-06
Position 400: 9.645752635062837e-07
Position 756: 6.416231160556922e-07
Position 62: 3.4510268261634673e-07
Position 1349: 2.572094572890657e-07
Position 86: 1.557795157237425e-07
Position 2153: 4.8693957274950404e-08
Position 481: 1.7455684925277767e-08
Position 11: 7.61594605197866e-09
Position 21: 4.022573976307019e-09
Position 290: 3.4617477689005663e-09
Position 336: 3.1479523967793334e-09
Position 270: 1.420800251718114e-09
Position 52: 1.299991702047105e-09
Position 407: 5.278780009963281e-10
Position 441: 2.532516484107331e-10
Position 465: 2.1714596535461149e-10
Position 616: 1.5696815119627254e-10
Position 595: 3.7077785206855904e-12
Position 684: 2.2834909084463825e-12
Position 561: 2.9216783666152797e-13
Position 394: 1.108021766042025e-16
Position 431: 4.198550369067452e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 11657: 0.989613369274322
Position 16850: 0.8893337168560725
Position 8955: 0.7695732844433227
Position 12477: 0.7378893699407065
Position 7903: 0.4404009868934315
Position 3874: 0.30884648291010647
Position 10045: 0.23868756783997264
Position 12139: 0.2158043210959298
Position 11972: 0.18546507193615483
Position 1092: 0.180228947877091
Position 8131: 0.17986514815929133
Position 4444: 0.11564942595357307
Position 14048: 0.10897233034277004
Position 13312: 0.10129351874573457
Position 8839: 0.09884765665351956
Position 13880: 0.08157735682283901
Position 13915: 0.07965953996883764
Position 10186: 0.06918332321118316
Position 12129: 0.0546981180456482
Position 13395: 0.05453035014037303
Position 2701: 0.05289693218332144
Position 6644: 0.05095071193781089
Position 12163: 0.04764378229413154
Position 9208: 0.04224088611021305
Position 13641: 0.04169064337983905
Position 4361: 0.039108867430871275
Position 1966: 0.032184565806307484
Position 12768: 0.03016529144679515
Position 15195: 0.02920272598249817
Position 15644: 0.029080016283798634
Position 15466: 0.028240698120510877
Position 1003: 0.028172553777186124
Position 6902: 0.02663338962850586
Position 9438: 0.02627706470130679
Position 5840: 0.02610864985347773
Position 12720: 0.0245422994562948
Position 9029: 0.023892268494660602
Position 14503: 0.0237182157351599
Position 13362: 0.023438939828921673
Position 1550: 0.02262570623698827
Position 14239: 0.021922841367787195
Position 14799: 0.02149191440466988
Position 15567: 0.021326122329118406
Position 14952: 0.02027441338828883
Position 3790: 0.01964932316090716
Position 3379: 0.01875012161187347
Position 11261: 0.018074626865726345
Position 12235: 0.017959500096361176
Position 13157: 0.017191166053864098
Position 1022: 0.017106297164212345
Position 14119: 0.015531114125572362
Position 287: 0.015103724014045694
Position 3102: 0.0143197503858336
Position 16889: 0.014007156426695996
Position 1125: 0.013451424995146975
Position 17302: 0.013303089281327507
Position 9310: 0.01309636039236621
Position 15492: 0.013059977820899264
Position 5809: 0.012459742738167525
Position 15667: 0.012187552069930448
Position 6859: 0.012009194368517032
Position 13435: 0.01184524139325748
Position 13852: 0.011700552580460334
Position 4364: 0.01074184245470535
Position 17076: 0.009877244797616558
Position 17007: 0.008980304138800023
Position 800: 0.008660611012047275
Position 5784: 0.008584185867488197
Position 8761: 0.00825051761092886
Position 5699: 0.008108866286579579
Position 305: 0.007435107517373523
Position 16648: 0.006460442161418122
Position 2030: 0.006298893876962911
Position 13815: 0.0059950138161248175
Position 12483: 0.00593706667506939
Position 11977: 0.005756909403168812
Position 11370: 0.005510537095670435
Position 8237: 0.004370246660481883
Position 5888: 0.004316911752429293
Position 15198: 0.0037421239197235395
Position 8922: 0.0037023423040257715
Position 1883: 0.0036282343812645977
Position 12188: 0.0036170140724063595
Position 13656: 0.0033657595259642035
Position 1038: 0.0033115285131888306
Position 4325: 0.0033095374589422752
Position 12536: 0.003252843697888491
Position 10373: 0.002600177018842543
Position 13193: 0.002239118609867072
Position 16115: 0.002213562409049231
Position 564: 0.002037703073793001
Position 1432: 0.0019580126525825885
Position 10670: 0.0019487542342300254
Position 12376: 0.0018770169166827581
Position 4224: 0.001842034305203216
Position 943: 0.001786915236963461
Position 14269: 0.001751720608635634
Position 17383: 0.0017514547933954701
Position 13416: 0.0016917745445395988
Position 262: 0.0016733117277890088
Position 6519: 0.0016242501138883023
Position 1990: 0.0016241075738487184
Position 12273: 0.0016201698485182776
Position 2781: 0.001488947525610267
Position 14143: 0.0014578151773077756
Position 9911: 0.001453971174658761
Position 2648: 0.0013988982677770705
Position 3826: 0.0012062224933585266
Position 11895: 0.0011966910438642913
Position 590: 0.001161882503762664
Position 3885: 0.0011342928698204317
Position 12023: 0.0010432001843011585
Position 1546: 0.0010406253650711073
Position 1302: 0.001023004672130389
Position 13190: 0.0010120881527252135
Position 9795: 0.0009783269404070442
