Gene = ACOT7
index = 25
Annotated 5SS: [   320  36065  46381  52337  58515  67322  90950 104712]
Annotated 3SS: [ 35946  46223  52244  58399  67234  90832 104526 121117]
SMsplice 5SS: [   320    709  11721  25244  34393  36065  39933  46381  52337  58515
  67322  76800  84831  90950  99935 104712 111830 112994]
SMsplice 3SS: [   522  11651  25124  34209  35946  39843  46223  52142  58399  67234
  76619  84662  90832  99813 104526 111693 112865 121117]
top_k =  1000
Partition function (log Z): 9.651799679327961

Sorted 5' Splice Sites (High to Low Probability):
Position 36065: 1.0000000000000036
Position 11721: 1.000000000000002
Position 90950: 0.9998080019823331
Position 67322: 0.9996837493614883
Position 58515: 0.9926227925069433
Position 104712: 0.9827804052347912
Position 74623: 0.9800221464786395
Position 39933: 0.9671729543593941
Position 111830: 0.9397500316954215
Position 46381: 0.9173604879572844
Position 709: 0.9073561842063492
Position 52337: 0.7468752820702884
Position 76800: 0.7075526098088455
Position 320: 0.6179595456613611
Position 112994: 0.583193947882027
Position 84831: 0.5783529192814377
Position 106218: 0.5350572954835906
Position 99935: 0.5332598060326618
Position 71568: 0.4065224149228495
Position 46713: 0.3990236418299794
Position 64979: 0.32721623263077876
Position 61980: 0.3167251540233421
Position 178: 0.3104224444999903
Position 51910: 0.30758078437810366
Position 84836: 0.2731316244567795
Position 42002: 0.2698870406226809
Position 91337: 0.2433013574459984
Position 104926: 0.23334152882272666
Position 39553: 0.18895696455580505
Position 117061: 0.17681289281539064
Position 112460: 0.17448897722088147
Position 50040: 0.17414681705148255
Position 103090: 0.16280535265475665
Position 72757: 0.14908429240317367
Position 100345: 0.14897379191426874
Position 65261: 0.14868965071097384
Position 112295: 0.14624201358181488
Position 72901: 0.13247308096434512
Position 82645: 0.11125619442876862
Position 65225: 0.10767413208778481
Position 104890: 0.10600699709787807
Position 61638: 0.10523485824057074
Position 71607: 0.10424902412448665
Position 110555: 0.09767959809095732
Position 70611: 0.09551544450440881
Position 85024: 0.09187142105539486
Position 52342: 0.09126413933008358
Position 72761: 0.08386122876389313
Position 73897: 0.08381315013901952
Position 65024: 0.08312344219023175
Position 99768: 0.08249351614436563
Position 47284: 0.08025842373936365
Position 57909: 0.06927309655802734
Position 62529: 0.06748882986693149
Position 73786: 0.06601072263144175
Position 52279: 0.065842758885657
Position 53877: 0.06541984916213182
Position 105422: 0.06452794230879128
Position 68633: 0.06342891667425342
Position 117140: 0.06174672637900568
Position 39129: 0.061012371796345576
Position 111303: 0.05844343902662913
Position 115376: 0.05552449775435931
Position 91489: 0.054229390662574276
Position 119304: 0.053647180614062276
Position 46288: 0.05279486876485869
Position 36988: 0.05164444814239831
Position 47785: 0.04628850838029012
Position 42275: 0.0425602360847694
Position 91137: 0.042390329774897664
Position 55082: 0.042305303352711696
Position 52322: 0.041353983132678816
Position 85842: 0.039021512061914246
Position 54008: 0.03667911538907383
Position 56595: 0.034599369893101035
Position 61180: 0.03428390207610262
Position 106225: 0.033768324705485665
Position 71686: 0.03272559759863193
Position 92049: 0.03258655426339992
Position 97427: 0.032376515708790764
Position 557: 0.032262481030616644
Position 47003: 0.03195046201831092
Position 72233: 0.03129696843065108
Position 3535: 0.030645033312496392
Position 61449: 0.030278818261749548
Position 267: 0.029254489991777422
Position 88022: 0.02854049462082962
Position 73762: 0.027922059147091508
Position 40595: 0.027475606594785873
Position 40732: 0.027409758576767432
Position 55634: 0.025781487397770753
Position 111845: 0.025522866806723655
Position 53891: 0.02539095869914231
Position 92222: 0.025142296936197846
Position 112676: 0.023643660699699462
Position 73847: 0.02321525597981513
Position 5635: 0.02312267503521036
Position 47479: 0.022829734849017676
Position 46414: 0.022607931933563693
Position 119019: 0.022444601119521686
Position 115541: 0.021016806571235586
Position 107796: 0.020089234043946604
Position 46897: 0.01936998848767394
Position 58762: 0.019279609859790728
Position 422: 0.019246540341791563
Position 61614: 0.018910262797497253
Position 50169: 0.01887966945815305
Position 99891: 0.018865878953296358
Position 53985: 0.018757968144644
Position 95858: 0.01874135825689275
Position 106043: 0.01850600550317815
Position 73766: 0.01801655919286976
Position 55411: 0.017091204125158646
Position 108083: 0.016842572214118712
Position 52245: 0.016650740458465214
Position 68973: 0.016518133705302796
Position 73921: 0.01603561306331113
Position 54473: 0.015488218601346455
Position 43968: 0.015415592959009199
Position 113353: 0.015334396081879156
Position 92489: 0.01480937713096202
Position 2426: 0.014796767697938154
Position 54328: 0.014424944404682042
Position 40139: 0.013684463930034533
Position 109727: 0.012932387630657833
Position 47890: 0.012360968763529002
Position 113473: 0.011863259104897826
Position 49144: 0.011827357045377355
Position 94466: 0.011779030489183379
Position 115603: 0.01138638848963649
Position 82808: 0.010838181044813
Position 60238: 0.01046830776736323
Position 55344: 0.01017016671054278
Position 61769: 0.010062479230437718
Position 51906: 0.009889501547327671
Position 104687: 0.009638880730580926
Position 115607: 0.009600421918612581
Position 65008: 0.009341707668384722
Position 97000: 0.008903267570340257
Position 115259: 0.008856500489305068
Position 73811: 0.008685192995410975
Position 111061: 0.008509950195558436
Position 109600: 0.008270469731699252
Position 52313: 0.008092067579355166
Position 113743: 0.00808469007211046
Position 100921: 0.007844902552561121
Position 120: 0.007753415090014488
Position 61026: 0.007535800929743712
Position 61801: 0.007361046671867398
Position 58541: 0.007360552927091676
Position 98582: 0.007344250194763916
Position 59780: 0.007228810547625366
Position 41504: 0.007215098973582379
Position 66251: 0.006672443308021697
Position 79566: 0.006475660637830852
Position 41964: 0.006152932083003516
Position 94647: 0.005991242190920941
Position 68543: 0.005988627817253467
Position 105278: 0.0058921453503501435
Position 70660: 0.005394554776766604
Position 91235: 0.0053576549974670455
Position 121165: 0.00516259915902048
Position 95870: 0.005093906927140148
Position 114021: 0.005073800471542496
Position 62539: 0.0048117469928045725
Position 61658: 0.004382999444385657
Position 61409: 0.004375810169036521
Position 115018: 0.004290079650899715
Position 46350: 0.003699842899009501
Position 65503: 0.0036482932534106813
Position 48231: 0.003537757833515842
Position 114037: 0.0034941521672837493
Position 59536: 0.003491666188995523
Position 46344: 0.0034683379123410306
Position 110515: 0.003060673502774056
Position 49135: 0.002966784391643179
Position 58789: 0.002850207840728624
Position 49945: 0.002830036435929491
Position 54861: 0.0028061835353408843
Position 115810: 0.002725480867594058
Position 105220: 0.002720737088450615
Position 54845: 0.002683849189060788
Position 430: 0.0023660896060333143
Position 72112: 0.0023104861734896047
Position 63100: 0.002199245594122302
Position 68612: 0.0021663132166415805
Position 61605: 0.0017664520040625374
Position 74929: 0.0017543261794675477
Position 59708: 0.0016470842294787854
Position 47916: 0.0015801189654839106
Position 74507: 0.0014604489746136546
Position 105079: 0.0009421874138324685
Position 74662: 0.0009382119202013576
Position 79073: 0.0009372768111834996
Position 213: 0.0008456613149013174
Position 248: 0.0008367172722951656
Position 91090: 0.0008183040917289635
Position 425: 0.0007572583774230577
Position 1190: 0.0005194954826618131
Position 25: 0.0004951827629690439
Position 91705: 0.00048146031991968554
Position 52226: 0.00044666219236732575
Position 270: 0.0003758924931953711
Position 229: 0.00037383026486478344
Position 46704: 0.0003651891150806545
Position 105648: 0.00032335409004494723
Position 46738: 0.0003077742756333768
Position 61689: 0.00024382141987590002
Position 104716: 0.00021127802872824308
Position 47199: 0.00020790323720181465
Position 105473: 0.00020211936792337767
Position 105174: 0.00019743797419086246
Position 54974: 0.000197247151028341
Position 105191: 0.00019471063721545215
Position 105159: 0.00018892300877504985
Position 52469: 0.00018763715163115343
Position 46848: 0.00017958880605772846
Position 91053: 0.0001467116699037533
Position 351: 0.00014588500601017663
Position 60242: 0.00011671301006259002
Position 113685: 0.00011268253929482884
Position 449: 0.00010447888628605045
Position 72750: 8.539341540885255e-05
Position 91973: 8.244158912064627e-05
Position 231: 7.381933669347058e-05
Position 53258: 7.058431455551956e-05
Position 73999: 6.547288160545784e-05
Position 46356: 6.443585765049614e-05
Position 987: 6.305086202323376e-05
Position 91874: 5.6126619653116685e-05
Position 2120: 5.058590954623287e-05
Position 435: 5.001500499223201e-05
Position 67464: 4.456436484071665e-05
Position 113212: 4.2159535873560885e-05
Position 182: 4.174502813959448e-05
Position 106135: 3.174369095170257e-05
Position 62566: 2.7279568700915103e-05
Position 1152: 2.5832134949221353e-05
Position 68606: 2.5415373009558614e-05
Position 61765: 2.461116707796077e-05
Position 410: 2.459155143626103e-05
Position 92064: 2.226099878416447e-05
Position 113028: 2.129408246853266e-05
Position 62550: 1.965727957988519e-05
Position 64878: 1.7972549636415754e-05
Position 58592: 1.6586982601750705e-05
Position 127: 1.2965099760102558e-05
Position 107131: 1.1291564171413944e-05
Position 91043: 9.764650102715057e-06
Position 59739: 8.341332237251025e-06
