Gene = URGCP-MRPS24
index = 1536
Annotated 5SS: [   28 19175 24683 24931 37282 37627]
Annotated 3SS: [19103 24631 24891 37212 37514 39606]
SMsplice 5SS: [   28  5729 19175 24734 37133 37282 37627]
SMsplice 3SS: [ 5662 19103 24631 36978 37212 37514 39606]
top_k =  1000
Partition function (log Z): -21.28546172715755

Sorted 5' Splice Sites (High to Low Probability):
Position 5729: 0.7374804160759737
Position 28: 0.619885142362425
Position 11040: 0.45807979735782756
Position 24734: 0.31783067168051543
Position 279: 0.2602937697404582
Position 1218: 0.2233575772546344
Position 24931: 0.1476241441306443
Position 4041: 0.11239853847510442
Position 4045: 0.07281076399715213
Position 5927: 0.07062363302254446
Position 6528: 0.0645707264658997
Position 969: 0.06204284103294679
Position 2463: 0.0485393630814106
Position 440: 0.04822710326378905
Position 8425: 0.043397935876916136
Position 8575: 0.030182873316267195
Position 9142: 0.027433645946074763
Position 5733: 0.027104170144266408
Position 8446: 0.02251830474280679
Position 322: 0.019404037814335924
Position 8801: 0.015116817365411673
Position 4226: 0.012954764104023485
Position 5154: 0.012803944334537024
Position 1308: 0.0077917751392009345
Position 5704: 0.006415871527643623
Position 1272: 0.006216610470168301
Position 116: 0.005596452291877203
Position 4250: 0.0048495415092253405
Position 4722: 0.004236821773202073
Position 9612: 0.003915781791445273
Position 4128: 0.003767852504318387
Position 1748: 0.003558937476183958
Position 4187: 0.0033577869559476376
Position 8452: 0.0028354001269072985
Position 1472: 0.0026702066579472835
Position 10350: 0.0026339957139770685
Position 374: 0.0023178489334316024
Position 11174: 0.0021123416194882678
Position 1820: 0.0020189237961990175
Position 2899: 0.0018988481426417856
Position 4031: 0.0017506694549060686
Position 1934: 0.0015599055159981636
Position 4238: 0.0013201810991568363
Position 11176: 0.0007814453791982335
Position 273: 0.0007663221156357805
Position 983: 0.0006903311723941558
Position 585: 0.0005750712593177803
Position 6043: 0.0005507829499421979
Position 5845: 0.0004167000218346929
Position 858: 0.00035549095512760903
Position 7968: 0.00022259019587913005
Position 617: 0.00021956630711460917
Position 10998: 0.00016178294872353302
Position 510: 9.361934614308345e-05
Position 751: 9.251994479526722e-05
Position 1068: 8.609307429833753e-05
Position 6967: 8.09592809901177e-05
Position 1882: 6.493640578964233e-05
Position 6047: 6.412625756743078e-05
Position 521: 4.371131348069142e-05
Position 380: 4.329780122855805e-05
Position 1265: 4.233484300544705e-05
Position 989: 4.201480448754699e-05
Position 971: 3.9504827448606635e-05
Position 3027: 3.8439200385651305e-05
Position 1444: 3.610475426647013e-05
Position 703: 3.224271786570578e-05
Position 1480: 3.1894830699584576e-05
Position 1814: 3.1532398575514474e-05
Position 8888: 2.8928130258067256e-05
Position 1003: 2.61297165744444e-05
Position 219: 2.5212625744838166e-05
Position 707: 2.4615620629094978e-05
Position 4027: 1.486344930374451e-05
Position 7672: 1.4079937048880383e-05
Position 255: 1.25426010907377e-05
Position 456: 9.63180889308409e-06
Position 8787: 8.774402048388103e-06
Position 975: 6.146791712470821e-06
Position 668: 5.835980688499343e-06
Position 1437: 2.4300446747395492e-06
Position 912: 1.370174604968681e-06
Position 930: 1.1015524550484918e-06
Position 1081: 1.0901502724635585e-06
Position 794: 9.596207985475161e-07
Position 870: 8.20486533641838e-07
Position 473: 5.735018984565133e-07
Position 1415: 4.771424461359356e-07
Position 32: 4.524249379537902e-07
Position 1086: 3.5304790276241765e-07
Position 490: 3.5002106231942443e-07
