Gene = RUVBL1
index = 1218
Annotated 5SS: [  241  4497 10937 19052 22266 23230 24943 26525 36119 41342]
Annotated 3SS: [ 4409 10803 18899 22175 23079 24878 26325 36015 41249 42414]
SMsplice 5SS: [  241  3686  4497 10937 19052 21729 21946 22108 22266 23230 24943 26525
 36119 41342]
SMsplice 3SS: [ 3592  4409 10803 18899 21606 21832 22032 22175 23079 24878 26325 36015
 41249 42414]
top_k =  1000
Partition function (log Z): 3.9858808938445227

Sorted 5' Splice Sites (High to Low Probability):
Position 36119: 0.9999873833566729
Position 10937: 0.9928739894323615
Position 23230: 0.9452018980856071
Position 22266: 0.9273434198571968
Position 26525: 0.9025797178209055
Position 4497: 0.8918747981123922
Position 19052: 0.8372369841698413
Position 21729: 0.7761498324150427
Position 22108: 0.7759430288920051
Position 41342: 0.7671573322543747
Position 24943: 0.7359312827732849
Position 21946: 0.6155917637019294
Position 3686: 0.5540321849747099
Position 40751: 0.5489491274314703
Position 38788: 0.5062030185546951
Position 21516: 0.4680992322433243
Position 241: 0.4503237446140913
Position 21221: 0.43674645892552877
Position 11991: 0.4290123746864129
Position 24239: 0.3544569043310985
Position 1676: 0.34346898757878863
Position 10576: 0.2957531346663926
Position 32349: 0.26057035679532004
Position 39421: 0.24658792325421855
Position 31158: 0.21797579733726397
Position 21899: 0.2150736660258662
Position 12087: 0.185735439097373
Position 26869: 0.16176857026375263
Position 5035: 0.15121667473035116
Position 28843: 0.14860123201593023
Position 415: 0.14655159026222483
Position 21694: 0.14366521651991832
Position 18298: 0.13520782787850008
Position 31094: 0.13142829471878298
Position 115: 0.12392750519382983
Position 41710: 0.1233029472012866
Position 29735: 0.11508261505401234
Position 1999: 0.09500453984379947
Position 22966: 0.08346663792324241
Position 29450: 0.07951789941294632
Position 10451: 0.06761553115216545
Position 40733: 0.06647448694521098
Position 42595: 0.066100803971343
Position 30186: 0.06594404032872196
Position 7022: 0.06376253977347138
Position 307: 0.05868051780173494
Position 8544: 0.055893033497802974
Position 5294: 0.05532598948679912
Position 26794: 0.0515364091198751
Position 33861: 0.04998997471919319
Position 935: 0.04517522070478529
Position 681: 0.04318048655537519
Position 6830: 0.04240179956425043
Position 14998: 0.041434559787647554
Position 21676: 0.039875941543214694
Position 22873: 0.03908522100745869
Position 27: 0.03893847491276148
Position 42611: 0.03579427318901794
Position 20201: 0.034517506045863025
Position 29083: 0.03257075020582734
Position 24288: 0.0322595147957368
Position 998: 0.03145041955597171
Position 41976: 0.028845406299467902
Position 11358: 0.02749090327395912
Position 42571: 0.027385998685305026
Position 4305: 0.023495282900644673
Position 19062: 0.02303256929011049
Position 24964: 0.02245439907111662
Position 736: 0.020928990757693496
Position 34553: 0.019836993816589314
Position 1620: 0.018619342902926057
Position 10693: 0.01695162818764088
Position 16906: 0.015602146346329232
Position 23872: 0.015350033980386178
Position 467: 0.014095588324918727
Position 36710: 0.013594541766717134
Position 894: 0.01319269690328221
Position 25907: 0.012999652835986544
Position 38615: 0.01276845754587401
Position 3888: 0.012460501524683695
Position 28394: 0.012292194731423556
Position 13: 0.011695514375818311
Position 41990: 0.009986677410662467
Position 10108: 0.00962684165105555
Position 23133: 0.009421081552329864
Position 1653: 0.009368072739894494
Position 36593: 0.00933254636860729
Position 18936: 0.008460483470177044
Position 23863: 0.008449320964196561
Position 40603: 0.008276642827150224
Position 651: 0.008187851672794007
Position 41350: 0.008151082382447793
Position 41654: 0.00803102658700978
Position 24283: 0.00649955144439574
Position 311: 0.006431473557806563
Position 42585: 0.0063727490094626455
Position 904: 0.006233113379452217
Position 22360: 0.006197905751800514
Position 160: 0.005937034733202634
Position 38285: 0.0057743898132442024
Position 42360: 0.005207925303588131
Position 42415: 0.00483392285266922
Position 22829: 0.0047421187898738625
Position 22788: 0.004555846226402044
Position 7018: 0.00421117621679989
Position 9269: 0.004175256543270248
Position 41971: 0.004051560565806768
Position 22866: 0.003961693416721153
Position 25638: 0.0033118225852661605
Position 4193: 0.0032732532158113448
Position 2220: 0.003026318961171244
Position 11436: 0.00302365179651849
Position 19960: 0.002641513289088713
Position 1091: 0.0025376121505544715
Position 24355: 0.002525134065654213
Position 24326: 0.0024922217649306524
Position 4201: 0.0024285564267936405
Position 11551: 0.002260199795830937
Position 4318: 0.0022251596793489647
Position 1664: 0.0021616121278000898
Position 487: 0.0021611521080393582
Position 1157: 0.0021302435118101715
Position 25986: 0.0019529801419881164
Position 341: 0.0017866300639027613
Position 1219: 0.0015496360146744718
Position 42562: 0.0014908779084314104
Position 37157: 0.001465441920130761
Position 24710: 0.0012992209885519105
Position 41537: 0.0012825394739384758
Position 3964: 0.001279231414039619
Position 23651: 0.0011922076896712394
Position 3713: 0.0010659776330785992
Position 593: 0.0010482684294159939
Position 22353: 0.0010425683124110402
Position 590: 0.0009865749688760417
Position 368: 0.000827694917550642
Position 14723: 0.0007870123029964371
Position 3664: 0.0007581659739731698
Position 24442: 0.0007497487991057063
Position 19161: 0.0007146768355037729
Position 1542: 0.0007138235593393693
Position 42777: 0.0005995564531224146
Position 22532: 0.0005812761798684124
Position 4073: 0.0005210269958802958
Position 5206: 0.0005011442849347243
Position 13664: 0.0004983263854646347
Position 217: 0.0004723493058268216
Position 4331: 0.0004655439817936612
Position 23273: 0.0004594034632807369
Position 40894: 0.0004530889255380984
Position 5442: 0.0004294736629253833
Position 5014: 0.0003973751343012982
Position 611: 0.0003773077571600892
Position 1804: 0.00036252819328500794
Position 262: 0.00036095925027097706
Position 13101: 0.0003605527375249106
Position 1439: 0.0003602215134388093
Position 729: 0.0003573825622912946
Position 3111: 0.00034013842043646145
Position 3944: 0.0003311194523289633
Position 13115: 0.0003281133773660545
Position 26611: 0.00032192565085165727
Position 29175: 0.0003055574678100058
Position 5089: 0.0002874078854787988
Position 1657: 0.0002818615931961404
Position 2774: 0.0002314171439312513
Position 1830: 0.00022104464926491412
Position 1972: 0.00021842320939383957
Position 4606: 0.00021215153926831866
Position 28833: 0.00020414834254858991
Position 24142: 0.00020128492407095542
Position 26398: 0.00019927096488357975
Position 1400: 0.00019020978414763603
Position 3004: 0.00017571010194188078
Position 6596: 0.00017171125034083087
