Gene = LSM5
index = 803
Annotated 5SS: [  99 1170 1794 2734]
Annotated 3SS: [1073 1765 2660 3124]
SMsplice 5SS: [99]
SMsplice 3SS: [1073]
top_k =  1000
Partition function (log Z): -8.108177464308579

Sorted 5' Splice Sites (High to Low Probability):
Position 99: 0.924781067070533
Position 2591: 0.39207177398099025
Position 1185: 0.27973356667270177
Position 2734: 0.2714283281035724
Position 1001: 0.26014399426267254
Position 3675: 0.24203603512263103
Position 1170: 0.22570877535418535
Position 1194: 0.08867339410742427
Position 1306: 0.08299489875796084
Position 3304: 0.062052841254340345
Position 1140: 0.059539064733326694
Position 2920: 0.0499594416101961
Position 3949: 0.02476669731030265
Position 394: 0.0199316785735033
Position 1323: 0.01608667579505537
Position 1166: 0.01588783920265325
Position 778: 0.015404168380849624
Position 3370: 0.015244120967099031
Position 3977: 0.0108597491659685
Position 2957: 0.00875027361301518
Position 368: 0.00870656648240831
Position 330: 0.0075556750199891245
Position 1136: 0.0044317761353273805
Position 1794: 0.003979559728868681
Position 1200: 0.003970563732788416
Position 1211: 0.0038498518811506018
Position 465: 0.0034509071388188436
Position 2463: 0.002844891440286794
Position 216: 0.0026381065019191077
Position 454: 0.001852160790109126
Position 1445: 0.0017468453112102324
Position 3046: 0.0013666021502417142
Position 2556: 0.001281519503892221
Position 955: 0.0012472033720414058
Position 397: 0.0008085896926859449
Position 666: 0.00043744321940297157
Position 270: 0.000414982166894347
Position 2011: 0.00040203334452625956
Position 3426: 0.0003870945280359263
Position 555: 0.00036841321520383815
Position 461: 0.00034866444077266126
Position 1191: 0.0003428464063950283
Position 719: 0.0002562487718701857
Position 1188: 0.0002236653517045907
Position 920: 0.00019685691117036065
Position 486: 0.00018419174735571518
Position 1771: 0.00018280472567295825
Position 1047: 0.0001774278781536598
Position 821: 0.00016379378670352055
Position 273: 0.00015069129445768466
Position 563: 0.00014675217074981527
Position 199: 0.00010157797771502718
Position 979: 9.622262576721257e-05
Position 1013: 9.282275500721254e-05
Position 552: 8.442424626831385e-05
Position 235: 7.175353428349305e-05
Position 187: 4.625975950345894e-05
Position 189: 4.1500750404314505e-05
Position 938: 3.2496014249690066e-05
Position 164: 2.9145173650756304e-05
Position 528: 2.8562982221788762e-05
Position 828: 2.7714073423859067e-05
Position 341: 1.631946205222331e-05
Position 908: 1.6113149529041787e-05
Position 817: 1.3498081580188977e-05
Position 743: 1.1155288627594397e-05
Position 1112: 9.030375451290598e-06
Position 863: 9.003455972523709e-06
Position 771: 7.242179884144621e-06
Position 707: 7.166133483440696e-06
Position 843: 6.86724294219804e-06
Position 1963: 5.968961409685323e-06
Position 365: 5.694661769615292e-06
Position 387: 5.24297456345511e-06
Position 1239: 5.205631276778712e-06
Position 1540: 4.964183370855452e-06
Position 760: 3.854249896220843e-06
Position 47: 3.6679595597626357e-06
Position 969: 3.456766475370153e-06
Position 852: 3.4344780274054322e-06
Position 352: 2.516492818360905e-06
Position 449: 2.120608804616285e-06
Position 10: 1.8704344453425922e-06
Position 458: 9.878714562707553e-07
Position 1624: 9.192634180307253e-07
Position 420: 9.069024844427014e-07
Position 814: 6.804426268320987e-07
Position 840: 6.050912884744476e-07
Position 1553: 4.629396877796961e-07
Position 532: 2.411017176249823e-08
Position 1007: 2.315589090956234e-08
Position 1089: 5.932067575482133e-09
Position 79: 9.67906056272817e-11
Position 349: 1.0147373845788505e-11
Position 385: 2.1251879417489463e-12
Position 13: 2.1247002172464134e-12
Position 108: 1.6164886317463861e-13
Position 469: 1.7137290090320855e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1073: 0.810613502431048
Position 3124: 0.43757892206943283
Position 2491: 0.3430655462032186
Position 3550: 0.3017255865381582
Position 2660: 0.244100146087807
Position 817: 0.18751937299255253
Position 4258: 0.11794099581578896
Position 2431: 0.10933096989881107
Position 4025: 0.06954519891042504
