Gene = PRELID2
index = 1071
Annotated 5SS: [  109 12209 15341 17392 38844 70355]
Annotated 3SS: [12150 15266 17230 38737 70284 74808]
SMsplice 5SS: [  109  4308  5674  9430 15341 17392 30099 30362 38844 52944 57436 70355]
SMsplice 3SS: [ 4214  5549  9287 15266 17230 29997 30187 38737 52889 57312 70284 74759]
top_k =  1000
Partition function (log Z): -17.334117782060865

Sorted 5' Splice Sites (High to Low Probability):
Position 15341: 0.9992406371429162
Position 22841: 0.9915056899902218
Position 30099: 0.9724815992215194
Position 17392: 0.9541135796237118
Position 4308: 0.8602337253534897
Position 30362: 0.8474990618511928
Position 5674: 0.8169874922075808
Position 109: 0.6819311652215283
Position 38844: 0.6662201288098688
Position 15907: 0.6424521652196541
Position 7908: 0.6113416501914162
Position 9288: 0.5053442812301686
Position 20125: 0.5046430431462707
Position 9430: 0.4349049131225544
Position 4071: 0.40141393975913864
Position 11070: 0.3413075104237479
Position 12209: 0.29574097571629326
Position 8155: 0.29245755930082235
Position 31042: 0.26431886404930116
Position 132: 0.17504809667190735
Position 35262: 0.16975621211471836
Position 22703: 0.1636673033399349
Position 9583: 0.15756726543416022
Position 15788: 0.1431409199900189
Position 22336: 0.1319995227355659
Position 19859: 0.1287778749943519
Position 423: 0.09043818057335319
Position 16887: 0.08911060888005125
Position 546: 0.07761888440831548
Position 16279: 0.07536419812266625
Position 8254: 0.07173325951997647
Position 640: 0.06674347252715526
Position 15654: 0.06341392840401334
Position 986: 0.055409772802904475
Position 14632: 0.052307574804313355
Position 5429: 0.0519626244250227
Position 4041: 0.05118607855955144
Position 22707: 0.04750121050584787
Position 14643: 0.04637085428732124
Position 21729: 0.045844176394345695
Position 795: 0.04386646596683866
Position 11231: 0.04294819746815402
Position 16988: 0.04089824687192946
Position 22481: 0.040188027640488164
Position 4166: 0.037517840048100194
Position 21964: 0.033820165648067495
Position 6771: 0.032039211400461634
Position 757: 0.030666505188596434
Position 13216: 0.02919803827188468
Position 2146: 0.02902796292858068
Position 2771: 0.02813059654173504
Position 3325: 0.027674502809140848
Position 2066: 0.0262471599588254
Position 1329: 0.024949113871414522
Position 5660: 0.0228962920411084
Position 12122: 0.022230835641216445
Position 17373: 0.021845987595521185
Position 32967: 0.021070870397169372
Position 16607: 0.018814367167694655
Position 11956: 0.018208359768564993
Position 927: 0.016353563525948647
Position 5968: 0.015334549848284801
Position 30473: 0.015044939876542287
Position 378: 0.014845599995826375
Position 3257: 0.014733065257411228
Position 21798: 0.014410611467426714
Position 17101: 0.01392943303964303
Position 20805: 0.013583284824228728
Position 12396: 0.013080774546505108
Position 13440: 0.01271331399626072
Position 6850: 0.011905375697766118
Position 12275: 0.011896564994469115
Position 240: 0.011681570796880626
Position 21658: 0.011069940993892203
Position 4378: 0.010886771998394086
Position 7072: 0.010750479180525269
Position 21475: 0.009821927048459415
Position 2671: 0.008776253952876253
Position 4108: 0.008672809931982732
Position 16825: 0.008540977540945778
Position 8: 0.008328387525115886
Position 16191: 0.008191215694485474
Position 3225: 0.007960660388580173
Position 4627: 0.0070830701207503614
Position 5131: 0.006777448543475709
Position 1591: 0.006019029599828769
Position 17335: 0.005673198610257733
Position 85: 0.005528213907441806
Position 16879: 0.005103175316838173
Position 8179: 0.004742070069121885
Position 9420: 0.004658982342228081
Position 9173: 0.00391229746970765
Position 21598: 0.003578093897990059
Position 1550: 0.0031898322643266748
Position 17638: 0.00318345400960083
Position 9770: 0.003138507908006368
Position 5127: 0.003108478390281142
Position 2474: 0.0029552018202302667
Position 21389: 0.0027265838239114598
Position 4169: 0.0027006383830556107
Position 9355: 0.002579129273879598
Position 5353: 0.0025286071745454857
Position 8101: 0.002487376616408826
Position 15772: 0.0024655529280620146
Position 2255: 0.002211650098922169
Position 16020: 0.001940674626168072
Position 21051: 0.0019285647718918055
Position 2025: 0.0019120254583561206
Position 7524: 0.0018940846067863183
Position 4803: 0.0017333616078229824
Position 16114: 0.0016033328760260358
Position 16656: 0.0014654206821167746
Position 2016: 0.0013435152775346055
Position 1736: 0.001168036704950438
Position 5208: 0.0011079441752717505
Position 32617: 0.0010363335413561142
Position 5420: 0.0010058054767506305
Position 21666: 0.000894456159447954
Position 15681: 0.0007805306755851639
