Gene = CDA
index = 333
Annotated 5SS: [  336 16092 24952]
Annotated 3SS: [15979 24893 29503]
SMsplice 5SS: [  336 16092 29398]
SMsplice 3SS: [15979 29341 29503]
top_k =  1000
Partition function (log Z): -12.833672728761712

Sorted 5' Splice Sites (High to Low Probability):
Position 16092: 0.9991409099888091
Position 336: 0.5905807321800424
Position 989: 0.5028906032964757
Position 6557: 0.2977080661137434
Position 4770: 0.2475882296205379
Position 2549: 0.2333108022656411
Position 29398: 0.16751303757867717
Position 342: 0.14807074529636136
Position 3317: 0.14559283463837625
Position 3334: 0.12244699831068737
Position 5463: 0.11822038508913539
Position 19418: 0.11073658441557728
Position 2026: 0.06332610204886269
Position 21021: 0.05212438588345132
Position 24952: 0.03817388690333636
Position 21012: 0.03330440768304006
Position 19089: 0.028764133343249863
Position 5441: 0.026937108079181364
Position 17713: 0.024944006095626487
Position 19368: 0.02050738925188551
Position 1862: 0.015216816705460644
Position 3539: 0.015078062851447305
Position 2838: 0.011394492805922616
Position 4567: 0.010364060596655584
Position 1152: 0.008155410094456873
Position 2209: 0.008109220965981224
Position 239: 0.00760664025794024
Position 262: 0.006473960321839033
Position 960: 0.0058181147576704005
Position 771: 0.005362746983350796
Position 220: 0.0049778034888231446
Position 4838: 0.004544012105303543
Position 4992: 0.0038248463532777662
Position 18965: 0.003691974737782308
Position 381: 0.0034082888142629546
Position 1903: 0.0023171809822923545
Position 1894: 0.002033527331784766
Position 174: 0.001976167460107243
Position 18107: 0.0018126736518984717
Position 2554: 0.0015746225120413225
Position 2561: 0.0015741837798020205
Position 67: 0.00115114881374842
Position 4470: 0.0009578132975292822
Position 16300: 0.0008912017679245652
Position 3270: 0.0008722873326216728
Position 222: 0.0007837206409511265
Position 3733: 0.0007770178989864223
Position 5659: 0.0007527101941701914
Position 1273: 0.0007415341631507795
Position 1329: 0.0007285341066629639
Position 3262: 0.0006456243254112516
Position 4487: 0.0005153997052734038
Position 790: 0.0005031287605441671
Position 3779: 0.0004896272041970382
Position 1469: 0.00037425242304873937
Position 1239: 0.000331906285727405
Position 828: 0.0003281506366162262
Position 5401: 0.0003111047763555356
Position 761: 0.00028788887207603176
Position 5700: 0.00027109553106795616
Position 640: 0.0001948410135606035
Position 385: 0.0001579722543256131
Position 224: 0.00011455832170437314
Position 293: 0.0001140194359018536
Position 1075: 9.734618701793925e-05
Position 530: 7.152939077332776e-05
Position 2793: 4.999232483572997e-05
Position 623: 4.852928166085569e-05
Position 809: 4.724154846361813e-05
Position 282: 3.944745182208737e-05
Position 398: 3.6391132153822815e-05
Position 514: 3.430761222134909e-05
Position 110: 2.4229422783661295e-05
Position 1909: 2.3775274028381423e-05
Position 567: 2.3570471815571275e-05
Position 907: 2.0926522889176218e-05
Position 806: 2.0260882976666402e-05
Position 3869: 2.0032793564712492e-05
Position 3546: 1.955765724730234e-05
Position 3321: 1.7125762664341707e-05
Position 1184: 1.2522760804161488e-05
Position 1194: 9.753217469447164e-06
Position 700: 9.129264937400606e-06
Position 108: 8.460486148713801e-06
Position 145: 8.36991539650627e-06
Position 1828: 6.300819099106031e-06
Position 1162: 6.1572384326288565e-06
Position 1144: 4.803200357459729e-06
Position 1702: 3.785035576316082e-06
Position 356: 3.1820514543965663e-06
Position 886: 2.3842385595604357e-06
Position 729: 1.962642754992399e-06
Position 2633: 1.7629624925197926e-06
Position 666: 1.0659486880554873e-06
Position 50: 9.575104529529656e-07
Position 378: 9.310502811430609e-07
Position 462: 8.009180890576173e-07
Position 1132: 6.10118985605506e-07
Position 1681: 5.624665591360521e-07
Position 1927: 4.414138074093434e-07
Position 615: 3.2742081850064343e-07
Position 952: 2.770592345643606e-07
Position 911: 1.810093078408746e-07
Position 2801: 1.6682541393477757e-07
Position 883: 1.342622984724354e-08
Position 871: 1.2581492275038343e-08
Position 476: 1.977901130951039e-10
Position 644: 3.893929708883472e-11
Position 446: 2.9762599817948285e-11
Position 893: 1.9298275527142715e-12
Position 904: 1.7490690956698965e-12
Position 195: 1.4131768615856818e-13
Position 427: 1.0265388573444087e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 15979: 0.99977365707932
Position 29503: 0.2708146948256764
Position 3231: 0.2704774403262015
Position 29341: 0.23876229933981036
Position 4648: 0.15548476613723644
Position 5335: 0.14288916364523993
Position 19234: 0.1422397870044416
Position 871: 0.1361067396633664
Position 22939: 0.13451378026877342
Position 28644: 0.12807516255244902
Position 2519: 0.12657553606150512
Position 746: 0.1200803084260153
Position 6246: 0.10140270766369912
Position 6505: 0.09483618399000457
Position 4566: 0.08698407906116819
Position 1990: 0.06658355967291472
Position 2476: 0.06430393001569522
Position 20934: 0.06331127589740618
Position 21870: 0.060906295043716634
Position 24893: 0.060079093191820344
Position 6502: 0.047725715070331735
Position 25001: 0.047312595691811184
Position 20704: 0.03946998274980913
Position 6463: 0.039415083810327184
Position 23668: 0.03447457628404061
Position 24300: 0.026058372176647866
Position 20079: 0.02172931575685378
Position 27696: 0.019315275836710742
Position 27477: 0.018911265997344037
Position 17458: 0.018076085837926862
Position 18773: 0.015167687334646185
Position 1735: 0.014206025373590987
Position 24714: 0.014049071065483806
Position 17613: 0.01282979853418468
Position 18988: 0.01278382705273974
Position 18896: 0.011776487198171114
