Gene = MINOS1
index = 845
Annotated 5SS: [  120 25158 26594]
Annotated 3SS: [25109 26483 29396]
SMsplice 5SS: [  120 14626 26594 26867 29487]
SMsplice 3SS: [14508 26483 26786 29396 29791]
top_k =  1000
Partition function (log Z): -20.04841321889317

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9117039482874794
Position 14626: 0.5853246153518958
Position 6929: 0.23707982622010684
Position 8976: 0.22735140335277745
Position 12150: 0.2101577903074906
Position 328: 0.06920993017094582
Position 3982: 0.04552188892335495
Position 11491: 0.019688868274715048
Position 215: 0.01549378932334922
Position 3534: 0.01267106444350456
Position 6563: 0.012362069692928768
Position 689: 0.00798820079002459
Position 8122: 0.006535261976816172
Position 6649: 0.0062173834461299584
Position 864: 0.004340933466384074
Position 2409: 0.002172162193907421
Position 2661: 0.002136634301218588
Position 6638: 0.002077563220703958
Position 8130: 0.001760782318700793
Position 1152: 0.0017079412825622541
Position 2517: 0.0015458786585312418
Position 374: 0.0014626912276995085
Position 4358: 0.001440972848760378
Position 544: 0.0013093621489707876
Position 6037: 0.001271677657389799
Position 153: 0.0012089147123551269
Position 47: 0.0009303048735488131
Position 8842: 0.0006756623428809664
Position 8041: 0.0005583521543797618
Position 7999: 0.0005332546138382252
Position 5032: 0.0004746665210416354
Position 5927: 0.00031740073484101087
Position 357: 2.940348289979314e-05
Position 1864: 1.1054602537191993e-05
Position 279: 5.68977268783574e-06
Position 773: 5.500076931487286e-06
Position 1858: 5.15310125113394e-06
Position 3755: 4.6933227732063406e-06
Position 996: 4.5067489207697615e-06
Position 3962: 4.1951131010951776e-06
Position 1842: 3.987860398684441e-06
Position 3713: 3.5155288086194203e-06
Position 3343: 3.2509736699004765e-06
Position 366: 3.0626281155017033e-06
Position 768: 2.931460255662256e-06
Position 4: 2.3581239587549768e-06
Position 1663: 2.020469270576631e-06
Position 91: 1.6194713147330096e-06
Position 1322: 1.4832160121565974e-06
Position 82: 1.1687956243457656e-06
Position 1007: 1.1591600742955718e-06
Position 107: 6.968727287036612e-07
Position 657: 5.262529151380009e-07
Position 631: 3.643504886289719e-07
Position 1063: 2.461885321957516e-07
Position 360: 2.1612578481369693e-07
Position 705: 1.58597611281206e-07
Position 3211: 1.5454821525405337e-07
Position 806: 1.4528454938162368e-07
Position 93: 1.3598833995058106e-07
Position 413: 1.299505330577504e-07
Position 335: 1.1167285027402826e-07
Position 822: 1.068947824899337e-07
Position 883: 1.0486505886407131e-07
Position 458: 8.50040328866688e-08
Position 461: 8.489254189691029e-08
Position 58: 7.441759428873027e-08
Position 696: 3.079775568168404e-08
Position 1734: 3.005222909322219e-08
Position 1606: 2.5982806277552986e-08
Position 933: 2.3810929502647477e-08
Position 64: 1.7082224860544812e-08
Position 528: 1.3705598812666522e-08
Position 1799: 1.029471775630495e-08
Position 445: 8.3893761592805e-09
Position 742: 4.231167159559493e-09
Position 762: 2.074650813269231e-09
Position 720: 1.2582171944990512e-09
Position 587: 6.745539292239024e-10
Position 411: 4.460435747082026e-10
Position 340: 9.86780506445118e-11
Position 110: 8.735783553328383e-11
Position 980: 5.3461718554411607e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14508: 0.5704557736884762
Position 12036: 0.1962416849911007
Position 18948: 0.1874799145516848
Position 22154: 0.1686991391735508
Position 6804: 0.16147934498106084
Position 8754: 0.1292700389643426
Position 25109: 0.09404232833062025
Position 15835: 0.09251788307737821
Position 17110: 0.07841488004939585
Position 6742: 0.07768404383555141
Position 14528: 0.04616496381218695
Position 17829: 0.04053227601487877
Position 8913: 0.03696954368878248
Position 21336: 0.035762171469466954
Position 8952: 0.034111668980752935
Position 14504: 0.03137680456368937
Position 8774: 0.030871010065625766
Position 16372: 0.024567847082569223
Position 3796: 0.023870545631385208
Position 11896: 0.02242879714188793
Position 17770: 0.020269414235339803
Position 18087: 0.018405757313997233
Position 14468: 0.018020166674410226
Position 13980: 0.017973503561360484
Position 11424: 0.017907508198767304
Position 10655: 0.016839305931344486
Position 6481: 0.013343023348127637
Position 251: 0.012414695437557572
Position 3822: 0.011544110512518017
Position 7908: 0.011096909103021033
Position 15776: 0.010578948383814213
Position 3434: 0.008956955425963453
Position 15073: 0.00894595939322292
Position 16216: 0.007088581331010861
Position 16789: 0.0061140160005091725
Position 6495: 0.0061134175205802685
Position 17510: 0.004913563635997675
Position 18972: 0.004322003027528734
Position 10691: 0.004211273186675741
Position 13247: 0.004156402292434686
Position 3839: 0.004071971496430686
Position 11360: 0.004015875495350793
Position 3880: 0.003668150414818075
Position 13707: 0.003556509228123179
Position 8552: 0.0034076795484610273
Position 18249: 0.0033606770973976636
Position 4245: 0.0031450765101101513
Position 8667: 0.002886292102529555
Position 13771: 0.00283006313890283
Position 6425: 0.0026952784448485622
Position 10240: 0.0025833753524446067
Position 2277: 0.0024255018828543964
Position 14564: 0.0022636291903550057
Position 5880: 0.002214790714301198
Position 9968: 0.002199995089410108
Position 6389: 0.0021915721183027614
Position 4861: 0.0019362582208236488
Position 1969: 0.0018348433349912757
Position 1005: 0.0017105971680533409
Position 11539: 0.0015715656865464417
Position 10564: 0.0015592191956623734
Position 11878: 0.0015564311225030132
Position 3384: 0.001491187338951468
Position 8367: 0.0014754264882044016
Position 6770: 0.0014335466617170084
Position 2556: 0.0013802488901449273
Position 11921: 0.0013649607087775453
Position 3798: 0.0011894161936210168
Position 2448: 0.001122025360287978
Position 2636: 0.0010423605511087125
Position 13976: 0.000974691116443423
Position 3291: 0.0009476611431153166
Position 1945: 0.0009425307552259664
Position 5952: 0.0008228169956313921
Position 3438: 0.0008012473648513745
Position 12792: 0.0007550245595905686
Position 3632: 0.0007330122700392569
Position 8045: 0.0006500555752627947
Position 9374: 0.0006436551947432356
Position 3402: 0.0005482239153233387
Position 14430: 0.0005467454587983219
Position 629: 0.0005340035597398967
Position 2251: 0.0005208857804657248
Position 13913: 0.0005124051397037519
Position 6849: 0.0004629839233915486
Position 5071: 0.00044364657695882594
Position 5851: 0.00038966647963373187
Position 3705: 0.0003856934729081737
Position 5283: 0.00037161050961636026
Position 9356: 0.0003604273496082892
Position 3888: 0.0003159129941760803
Position 6710: 0.00030858936434263414
Position 12492: 0.0003038535663113653
Position 278: 0.0002717208430930666
Position 9014: 0.0002593850572372031
Position 742: 0.0002480853200765951
Position 12202: 0.00024159940725493196
Position 843: 0.00023295023080604317
Position 8098: 0.0001997463686771831
Position 1204: 0.00018659647526889824
Position 8441: 0.00018486296492968254
Position 723: 0.0001761977487977797
Position 5727: 0.00016901071130070677
Position 3166: 0.00016857311496092344
Position 7919: 0.000168063898383788
Position 3656: 0.00015231124217070794
Position 6439: 0.00014280560531060687
Position 4789: 0.0001302049319388676
Position 1415: 0.00012664946836915615
Position 2936: 0.00012572019584732746
Position 6311: 0.00011841851836019411
Position 1727: 0.00010349290775882337
Position 2090: 9.928298895388839e-05
Position 3058: 9.655279342163675e-05
Position 300: 9.259079587513295e-05
Position 710: 9.167080683262641e-05
Position 9112: 8.97891620201415e-05
Position 7993: 8.571646286899115e-05
Position 187: 8.047097970205502e-05
Position 4032: 7.249072443150905e-05
Position 8378: 6.833590528620661e-05
Position 10273: 6.791162519573507e-05
Position 5682: 6.5714129163491e-05
Position 1117: 6.55790636124094e-05
Position 5817: 6.0768430389718654e-05
Position 4217: 5.5607467276069304e-05
Position 1949: 5.3932762242344186e-05
Position 7722: 5.033984587502066e-05
Position 190: 4.987411626466357e-05
Position 9341: 4.6540287026725506e-05
Position 219: 4.467436547915113e-05
Position 1099: 4.020391538274767e-05
Position 5572: 3.856075766402119e-05
Position 6091: 3.83519940725482e-05
Position 2253: 3.753411139526508e-05
Position 2320: 3.554210023680037e-05
Position 2656: 3.5207058148904356e-05
Position 5478: 3.357279165126782e-05
Position 543: 2.9179282890572553e-05
Position 2403: 2.5472108686413323e-05
Position 3496: 2.515920454752491e-05
Position 7619: 2.458456840397214e-05
Position 143: 2.231395994139457e-05
Position 4293: 2.2006700684170003e-05
Position 257: 2.1875260889861712e-05
Position 373: 2.1588965121154406e-05
Position 7651: 2.13508825959819e-05
Position 4688: 2.0899852840429483e-05
Position 1059: 2.085224776039444e-05
Position 2110: 2.0365000069842893e-05
Position 1358: 1.9858873116574038e-05
Position 2905: 1.8742705899618917e-05
Position 5310: 1.8490695189873388e-05
Position 5196: 1.7495911361800626e-05
Position 564: 1.7373377443383275e-05
Position 6036: 1.6288806369528415e-05
Position 1213: 1.6018516498277597e-05
Position 1024: 1.3680987610305422e-05
Position 6689: 1.2948311430579444e-05
Position 6460: 1.2059547467789557e-05
Position 889: 1.2033535894717514e-05
Position 2516: 1.1336352270742874e-05
Position 5527: 1.1090939162395045e-05
Position 3134: 1.104930014514139e-05
Position 5779: 1.0939256238946588e-05
Position 5524: 1.0891212957513128e-05
Position 2787: 1.0888268148073837e-05
Position 4986: 1.07759175331163e-05
Position 5895: 1.0062242374364691e-05
Position 652: 9.902801672131706e-06
Position 528: 8.97109162227116e-06
Position 1052: 8.653520240619466e-06
Position 5626: 8.534484938109478e-06
Position 3233: 8.527089529745057e-06
Position 4018: 7.991687400324418e-06
Position 4340: 7.785850844336233e-06
