Gene = ITGB3BP
index = 721
Annotated 5SS: [   87 14688 33133 44452 68326 68836 69298 76410]
Annotated 3SS: [14644 32996 44381 68246 68741 69240 76358 82111]
SMsplice 5SS: [  106   342 19342 20506 33133 69298]
SMsplice 3SS: [  215 19173 20389 32996 69166 82111]
top_k =  1000
Partition function (log Z): -43.147599076936054

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.838780166330105
Position 342: 0.545056396315227
Position 262: 0.19013707810629793
Position 87: 0.10259583355569055
Position 3463: 0.07165130025775104
Position 3070: 0.06939721984345479
Position 9778: 0.05750943626384305
Position 14688: 0.05749882500693912
Position 91: 0.050089336204157564
Position 9640: 0.038409776794990046
Position 327: 0.037448500218577235
Position 11200: 0.03407811679630453
Position 4125: 0.012660703768366421
Position 11149: 0.01178939343195412
Position 8395: 0.01000134849452286
Position 39: 0.007954478594599504
Position 320: 0.007082560703117322
Position 373: 0.005213450333178684
Position 334: 0.0032884471767543515
Position 488: 0.0032648136722342926
Position 2508: 0.0028473304326830516
Position 4000: 0.0023757291134085252
Position 453: 0.002052003743898801
Position 1000: 0.001751821645296776
Position 1348: 0.0017266214933679852
Position 2884: 0.0011044228276898753
Position 9236: 0.0007475579177461084
Position 233: 0.0006951989609174497
Position 4076: 0.0006940437451474536
Position 3505: 0.0006634959603935563
Position 423: 0.0006467355118732296
Position 459: 0.0005188580530348779
Position 3501: 0.00039926845322003766
Position 6405: 0.0003575014086131231
Position 1748: 0.00031037260811531776
Position 7285: 0.0002966924284712092
Position 4533: 0.00024688919317254217
Position 62: 0.00021603436199280532
Position 3727: 0.0001924081217410284
Position 4418: 0.00017952764697851727
Position 249: 0.00011231722972346596
Position 1328: 0.0001108796205803949
Position 2481: 8.283915931275396e-05
Position 2064: 7.47877445539771e-05
Position 529: 6.939230960984178e-05
Position 840: 6.373060167168478e-05
Position 1181: 5.020374262880982e-05
Position 492: 2.9562653435040905e-05
Position 2290: 2.624909505759164e-05
Position 768: 1.979047844975942e-05
Position 585: 1.957132314084397e-05
Position 467: 1.2791649357795703e-05
Position 1969: 1.1287341444825236e-05
Position 293: 1.0406062328046253e-05
Position 276: 8.390468465778923e-06
Position 396: 7.6104046207826765e-06
Position 1004: 7.409778843258685e-06
Position 3703: 7.402907991826176e-06
Position 150: 5.923977577910034e-06
Position 2912: 4.473253059907532e-06
Position 6277: 2.7525217892844274e-06
Position 5534: 2.634168106369347e-06
Position 2231: 2.3891277386365734e-06
Position 1369: 1.935812681324975e-06
Position 114: 1.4803625759517304e-06
Position 189: 1.4101604280575297e-06
Position 31: 1.2601468910512474e-06
Position 538: 1.2576748996158433e-06
Position 1365: 1.199371030034267e-06
Position 416: 7.930226868058129e-07
Position 158: 7.46859818517329e-07
Position 419: 6.076070579068581e-07
Position 589: 4.990095989100458e-07
Position 59: 4.319854499133286e-07
Position 446: 1.56860509302101e-07
Position 830: 7.470124964068755e-08
Position 347: 5.430707132382458e-08
Position 1162: 5.295207570326817e-08
Position 854: 2.4435725467714355e-08
Position 956: 8.22806124596472e-09
Position 427: 7.670631356814091e-09
Position 651: 7.272805359728127e-09
Position 199: 5.546451929517437e-09
Position 666: 5.44985702441376e-09
Position 21: 3.317661700033424e-09
Position 43: 1.1084511005772735e-10
Position 170: 5.628916839615181e-12
Position 208: 1.4040827694266489e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 215: 0.9505351118975063
Position 15855: 0.1411023885152158
Position 13033: 0.11191509826343551
Position 13052: 0.09904655745857319
Position 19173: 0.09463400572589031
Position 9606: 0.08850027375848898
Position 14644: 0.07862267591123161
Position 13029: 0.06120975419890626
Position 8277: 0.05922122697669557
Position 3335: 0.05724232036549709
Position 11301: 0.04975309159545724
Position 11043: 0.04864991526287907
Position 2830: 0.04727522176329636
Position 9418: 0.045612997229632246
Position 3875: 0.027410347310931903
Position 2939: 0.02316252075590679
Position 6227: 0.01761957978035248
Position 2137: 0.016093492409693287
Position 3384: 0.015139953648324333
Position 2853: 0.01430406998272952
Position 14800: 0.011102206842851056
Position 7140: 0.01085779837213705
Position 15738: 0.007781062266239429
Position 13891: 0.00488342675691313
Position 1440: 0.0045288873251032764
Position 13624: 0.004356160703941337
Position 1086: 0.004354535525398707
Position 13994: 0.003765863745141425
Position 10530: 0.0037023377731209566
Position 829: 0.0036581199376450905
Position 11847: 0.0036033209128282853
Position 12794: 0.0033214042296860853
Position 10674: 0.003315449322670366
Position 8273: 0.0028749283656405574
Position 8822: 0.0027576965309889915
Position 1235: 0.002575837602518543
Position 7392: 0.00211923454641789
Position 12648: 0.0020045645075753107
Position 5448: 0.0019271304405760676
Position 1196: 0.0019036584416649276
Position 2637: 0.0018253222697289506
Position 11612: 0.0017205161406494446
Position 6532: 0.0016191283915443354
Position 2971: 0.0015906992036023666
Position 259: 0.001544475431187609
Position 5640: 0.0015022507309106583
Position 3127: 0.0014420422816934502
Position 11758: 0.001351459893823273
Position 5574: 0.0013329608828197112
Position 189: 0.0012935787136021935
Position 1436: 0.001226563034053132
Position 7328: 0.0010813709462939392
Position 11442: 0.0010725119413920506
Position 931: 0.0010704367710185933
Position 9107: 0.0010141892347085308
Position 3783: 0.0009108065963346851
Position 10454: 0.00085991044235959
Position 2750: 0.000790225493054231
Position 4281: 0.0007046561607520896
Position 6945: 0.0007024819049595148
Position 6513: 0.0006639838685091844
Position 8433: 0.0006183159281681152
