Gene = PRR7
index = 1078
Annotated 5SS: [ 166 7246 8700]
Annotated 3SS: [7160 8033 8928]
SMsplice 5SS: [ 166  926 3893 8700]
SMsplice 3SS: [ 750 3773 8367 8928]
top_k =  1000
Partition function (log Z): -4.248258035475514

Sorted 5' Splice Sites (High to Low Probability):
Position 166: 0.9528501797198421
Position 926: 0.7916799134683833
Position 3893: 0.6322800858463046
Position 8700: 0.5326402121551254
Position 7246: 0.4667073692669289
Position 1406: 0.27328752948763546
Position 7250: 0.14773121216996363
Position 5373: 0.12995257479621306
Position 3743: 0.1181306526153578
Position 4591: 0.10723401478001952
Position 5242: 0.0729980134470226
Position 3534: 0.06921018392541829
Position 7230: 0.06694539941496698
Position 3707: 0.06643915152416595
Position 3807: 0.0629260855687358
Position 3879: 0.059392890657222086
Position 1972: 0.04237338942551613
Position 8276: 0.03893886820267206
Position 2617: 0.037904323942860044
Position 7690: 0.0350411692794609
Position 5440: 0.03282888766110554
Position 4332: 0.0323625944690841
Position 3477: 0.029460320730773613
Position 4645: 0.029453626571638792
Position 1613: 0.023602506456888193
Position 2652: 0.023322973735211073
Position 4537: 0.020146909529889526
Position 7765: 0.019665228013685566
Position 7099: 0.019088735931191342
Position 7540: 0.016891205925309394
Position 1668: 0.015781313635683716
Position 1698: 0.015367020275034903
Position 8051: 0.01268594169948645
Position 5345: 0.011252838161205335
Position 4699: 0.009120960569674751
Position 1472: 0.008889160437752718
Position 7896: 0.006996802186335202
Position 6844: 0.005189055039913782
Position 7927: 0.0039007726234208287
Position 5444: 0.0033569803818046836
Position 4807: 0.0031816239988271535
Position 520: 0.003098701582530122
Position 4753: 0.0030219524524754725
Position 9006: 0.0027894063146571943
Position 3546: 0.0025171520068274847
Position 4387: 0.00238323477353704
Position 3570: 0.001536361024669483
Position 675: 0.0013670103641527452
Position 3943: 0.0012222752080155658
Position 8171: 0.0011966295900445894
Position 3654: 0.0010629637007729571
Position 4861: 0.0010628747634434247
Position 170: 0.0005070718703810084
Position 853: 0.00045399348522575744
Position 1854: 0.00044111001891521085
Position 1127: 0.00028800751678160087
Position 1160: 0.0002269359199309769
Position 345: 0.00020730702217634214
Position 7343: 0.00019575410888533241
Position 504: 0.00011958448222518226
Position 1167: 0.00010582131913080894
Position 7746: 9.789818762883675e-05
Position 559: 9.167089848722481e-05
Position 220: 7.472192003675242e-05
Position 663: 6.887215178061775e-05
Position 3884: 5.841464154593794e-05
Position 2440: 5.7436732263741136e-05
Position 270: 3.538954422885213e-05
Position 587: 3.518486567664403e-05
Position 282: 2.3956431302976795e-05
Position 1373: 2.2129517174510754e-05
Position 2767: 2.0337413366337113e-05
Position 399: 1.7592481235608163e-05
Position 1522: 1.7535304763301378e-05
Position 593: 1.7367851869279484e-05
Position 416: 1.3890874031140914e-05
Position 5637: 1.3662994372954658e-05
Position 1547: 1.1786577284910364e-05
Position 1074: 1.071569223970186e-05
Position 1109: 7.963640253282539e-06
Position 1824: 7.462365615051637e-06
Position 930: 6.396363845846074e-06
Position 1686: 5.510124902063522e-06
Position 982: 5.305202225578545e-06
Position 1461: 4.3381059493175614e-06
Position 1776: 3.536199688531009e-06
Position 101: 2.8712459635096124e-06
Position 737: 2.680732458926235e-06
Position 1483: 2.0158239431739234e-06
Position 2123: 1.8931888207289983e-06
Position 2194: 1.7695854110994087e-06
Position 52: 9.871453446216904e-07
Position 609: 8.664228964685771e-07
Position 384: 8.323606333063245e-07
Position 971: 7.092533569225903e-07
Position 824: 4.693189953632411e-07
Position 1458: 4.468217187550741e-07
Position 1061: 4.059818726025901e-07
Position 561: 1.4535030837260582e-07
Position 1116: 1.0943357255295606e-07
Position 537: 1.0912042500947993e-07
Position 840: 8.872510041560217e-08
Position 1087: 5.706790438361005e-08
Position 640: 5.3375453086632533e-08
Position 631: 4.7887580962464735e-08
Position 701: 2.6743881225040014e-08
Position 580: 7.623402714798166e-09
Position 317: 5.6337845042479225e-09
Position 643: 2.325988455480346e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3773: 0.664209770056298
Position 8367: 0.5906619868729083
Position 750: 0.5892058469157787
Position 8928: 0.5496658570986349
Position 7160: 0.40735030176602594
Position 7188: 0.2898986973213404
Position 1251: 0.2511262706770489
Position 7657: 0.17975391933576101
Position 4477: 0.16603530672138198
Position 8033: 0.14453890669589234
Position 5242: 0.1339421410280968
Position 851: 0.117973437195302
Position 3450: 0.09168771912388735
Position 3573: 0.08026176815716059
Position 9197: 0.07677203181899024
Position 3613: 0.06679788085619477
Position 5089: 0.057195080554476675
Position 5152: 0.054618192866480286
Position 3675: 0.04224896090719187
Position 3409: 0.03841470684057487
Position 3726: 0.037779583396144005
Position 9001: 0.03218711013038829
Position 1290: 0.029849812149178645
Position 2482: 0.02343880123996449
Position 1824: 0.0215882318095249
Position 832: 0.021396970659423163
Position 1603: 0.02053167515031257
Position 6914: 0.019814467669960378
Position 7130: 0.019740137796141945
Position 3526: 0.019468805193380092
Position 3979: 0.016500337171580805
Position 7627: 0.016477580948976302
Position 576: 0.014073012483977004
Position 8500: 0.01377126885040821
Position 2541: 0.011725059373020841
Position 1874: 0.010823755540263295
Position 1299: 0.009518741099661686
Position 2417: 0.009317469722085116
Position 1339: 0.008518458797916174
Position 1903: 0.008320287918041902
Position 6662: 0.007381537283418768
Position 1636: 0.007108286476491582
Position 8517: 0.006526581142303042
Position 4234: 0.006262213069519617
Position 4261: 0.005961489848381895
Position 9226: 0.005517928209251413
Position 640: 0.004881652368084896
Position 2504: 0.004788261429120536
Position 2281: 0.004726158673914679
Position 1310: 0.0036312835293280596
Position 4080: 0.003599431219055203
Position 8779: 0.003566410783608093
Position 4721: 0.003025823551587271
Position 9183: 0.0028193610082706748
Position 2525: 0.0027419864984582535
Position 1493: 0.0026887483059448744
Position 8794: 0.0024657952955171344
Position 4559: 0.002344683780777242
Position 2461: 0.002275064971822079
Position 5341: 0.0021912757791167636
Position 1313: 0.0018550202122604113
Position 5409: 0.001700538391420699
Position 1551: 0.0015189035944011744
Position 5296: 0.001416261568180592
Position 4032: 0.0013938026531768383
Position 4265: 0.0012832311581353973
Position 7682: 0.0011734209791024683
Position 4146: 0.0011400664900521483
Position 1784: 0.0011161745280565594
Position 3551: 0.0009694511095409989
Position 6070: 0.0009458266696179157
Position 4667: 0.0009170677980973454
Position 1763: 0.0008381378744462585
Position 2557: 0.0007870723888760596
Position 856: 0.0007696618962521212
Position 3429: 0.0007670769322666232
Position 4613: 0.0007422205802968411
Position 3209: 0.0007139477775149617
Position 9038: 0.000710845163797032
Position 716: 0.0006964874525962151
Position 2602: 0.0006946547810628808
Position 7011: 0.0005524595645894128
Position 3455: 0.0005501756158388178
Position 2452: 0.0004892277959660443
Position 3329: 0.0004080953246256802
Position 3803: 0.00036844602357285523
Position 1018: 0.0003623523777466602
Position 896: 0.0002923872025652888
Position 689: 0.00026466638322812555
Position 1476: 0.00025118539950666404
Position 710: 0.00024825101881687943
Position 652: 0.0002251149595920429
Position 5896: 0.00022495746831943284
Position 950: 0.0002067583307763524
Position 649: 0.00019153773753985436
Position 3692: 0.00017089590877992011
Position 5110: 0.00016248103748144646
Position 1471: 0.00015852819146030135
Position 1345: 0.00015599940446473672
Position 2346: 0.00015510595461903893
Position 4775: 0.0001520224863185821
Position 4515: 0.00013898535136705424
Position 4163: 0.00012642016009597036
Position 2534: 0.00011920352435823227
Position 317: 0.00011228832567764916
Position 4307: 0.00010461063571988924
Position 1497: 0.00010277812621864344
Position 6443: 9.984523439145684e-05
Position 496: 9.174107480350473e-05
Position 4187: 8.590245295760496e-05
Position 4241: 8.394006256771894e-05
Position 408: 7.402754373539383e-05
Position 1638: 7.316833009492992e-05
Position 3643: 6.97738743397775e-05
Position 1453: 6.585988778373938e-05
Position 1914: 6.41975758379444e-05
Position 1138: 6.0031668334466533e-05
Position 713: 5.879068818811169e-05
Position 619: 5.5228650019802436e-05
Position 858: 5.173762234421042e-05
Position 2726: 5.135970292170153e-05
Position 255: 4.881413953417256e-05
Position 384: 4.426273247175181e-05
Position 1443: 4.41351683695567e-05
Position 964: 4.3849862327160815e-05
Position 305: 4.377076558338465e-05
Position 1212: 4.1738751976942574e-05
Position 3132: 3.7766442870045965e-05
