Gene = EXD3
index = 513
Annotated 5SS: [   149  27960  39950  49837  50358  55327  56770  66995  68563  68924
  70643  71197  71945  72225  73894  74153  75192  99173  99538 113656
 115655]
Annotated 3SS: [ 27857  39884  49662  50189  55272  56629  66893  68488  68884  70475
  71060  71733  72114  73730  73979  75023  99118  99405 113561 115615
 115998]
SMsplice 5SS: [   149    504  11713  14029  25845  27960  39950  49837  51791  56770
  66995  68563  68924  70643  71945  72225  73894  74153  75192  99538
 113656]
SMsplice 3SS: [   417  11597  13900  25745  27857  39884  49662  51666  56629  66893
  68488  68884  70537  71733  72114  73808  73979  75065  99405 113561
 116060]
top_k =  1000
Partition function (log Z): 14.426232829749095

Sorted 5' Splice Sites (High to Low Probability):
Position 56770: 0.9999864642930619
Position 39950: 0.9960189700563659
Position 27960: 0.9914647898503444
Position 49837: 0.9913986098729827
Position 75192: 0.9910113526298463
Position 72225: 0.9810460624596513
Position 11713: 0.9779110351960515
Position 70643: 0.9611012967484938
Position 68924: 0.9336125676553648
Position 71945: 0.9143545278125101
Position 66995: 0.9139703706581769
Position 504: 0.8668914003873672
Position 25845: 0.8357481500537418
Position 68563: 0.7334845870596498
Position 74153: 0.6634362308159767
Position 149: 0.6485262961904065
Position 14029: 0.5827843326026744
Position 51791: 0.44673849568311796
Position 73894: 0.4360336211223877
Position 51799: 0.42805766311482346
Position 73901: 0.4090005564777605
Position 49350: 0.39894966148155564
Position 40522: 0.3506050081208488
Position 67278: 0.3422387703870044
Position 52787: 0.34069784608123377
Position 37937: 0.340667468217413
Position 50358: 0.3337958919157149
Position 50164: 0.30884940497372076
Position 17762: 0.27760848738106375
Position 43088: 0.20268705746476812
Position 233: 0.1991072058983881
Position 42510: 0.19532720886957958
Position 56570: 0.1917803968711731
Position 6798: 0.1867428823172441
Position 19526: 0.17492585219464987
Position 51462: 0.15617002718386575
Position 57859: 0.15533347966576752
Position 6558: 0.15502060614309093
Position 57511: 0.1397342007465826
Position 50764: 0.13572030519328523
Position 53865: 0.13406215084485215
