Gene = FANCG
index = 540
Annotated 5SS: [ 576  866 1412 1876 2753 3046 3293 3585 4055 4552 4738 5090 5646]
Annotated 3SS: [ 774 1279 1672 2616 2914 3145 3432 3987 4261 4690 4933 5521 5799]
SMsplice 5SS: [ 576 1412 2753 3038 3293 3585]
SMsplice 3SS: [1279 2616 2914 3145 3432 5799]
top_k =  1000
Partition function (log Z): 9.872015604696617

Sorted 5' Splice Sites (High to Low Probability):
Position 576: 0.9125194953357231
Position 3585: 0.8852819393110264
Position 2753: 0.8819381439490467
Position 1412: 0.8273926023091375
Position 3038: 0.7714216078000183
Position 3293: 0.7091299084973147
Position 4552: 0.5562694047750902
Position 4738: 0.5455193277093521
Position 5090: 0.5331748715773905
Position 866: 0.44599765600037306
Position 2031: 0.4133870706644932
Position 4055: 0.27579652615802625
Position 286: 0.264620838473689
Position 5646: 0.2184732150684787
Position 3046: 0.21599075222389794
Position 3308: 0.19740294894956434
Position 4059: 0.18955283016958077
Position 4095: 0.18424227366203647
Position 1876: 0.17919345571064754
Position 4961: 0.10843368120009446
Position 3567: 0.09962423901540676
Position 5410: 0.09437735376807364
Position 2168: 0.07839570518193738
Position 1704: 0.06412151951946639
Position 4791: 0.05617296720716553
Position 3337: 0.04705235084460575
Position 889: 0.04365631231332229
Position 1125: 0.04314335588203945
Position 5163: 0.04121777230772533
Position 4890: 0.032901670844422186
Position 1553: 0.031945012388955016
Position 600: 0.01842078892735415
Position 4087: 0.017635237534729665
Position 1976: 0.015654863415247695
Position 629: 0.015294043068859318
Position 4779: 0.014441346736622854
Position 387: 0.01426877117546954
Position 2017: 0.013360467220962654
Position 3960: 0.011110383992496708
Position 1166: 0.010741051782250348
Position 2130: 0.009728774251847136
Position 1624: 0.00945460580554318
Position 347: 0.00938589362457271
Position 5522: 0.007712828883039595
Position 4612: 0.00768686767712469
Position 2577: 0.006144140288006359
Position 1652: 0.005797829703067043
Position 4208: 0.0057362423355336225
Position 3287: 0.005306371658242138
Position 1656: 0.005214238429440922
Position 127: 0.004898817788894312
Position 1642: 0.004744388812857936
Position 3010: 0.004220741304534685
Position 1640: 0.0041098365476921785
Position 1654: 0.004018067847727492
Position 5712: 0.0034710202621741413
Position 1547: 0.003301692951100367
Position 395: 0.0031234697112575865
Position 4187: 0.0028324728885501744
Position 2035: 0.0024780970821888806
Position 3590: 0.0024689743064169726
Position 4304: 0.002402811839542296
Position 4200: 0.002292980709168775
Position 1638: 0.0020982706109120746
Position 4368: 0.002014981430064572
Position 4884: 0.0019940102904977956
Position 4293: 0.001991738780632228
Position 5905: 0.0018255751378973165
Position 1792: 0.0018176870127241229
Position 1815: 0.0017482332720939846
Position 584: 0.0016449635261641684
Position 4472: 0.0014938187802564463
Position 3824: 0.001337736573756277
Position 5898: 0.0012952174594837804
Position 1519: 0.0012916703886821247
Position 3481: 0.0012580799741795628
Position 5738: 0.0011792083134136906
Position 14: 0.001161619076649717
Position 4949: 0.001070633134230765
Position 4691: 0.0010698691098181175
Position 3351: 0.0010401636488931516
Position 141: 0.0008892487380352935
Position 178: 0.0008872423083863365
Position 5416: 0.0007957520385156977
Position 2175: 0.000771313217796197
Position 185: 0.000765238665696703
Position 775: 0.0007586354625605172
Position 419: 0.0006767217053940932
Position 5169: 0.0006536662388051384
Position 1600: 0.0005802857536625386
Position 3316: 0.0003944630895115462
Position 4508: 0.00039029616825643016
Position 3815: 0.00036892976540554346
Position 1820: 0.0003006116552023041
Position 209: 0.00027772405556776206
Position 1077: 0.00025719274909624846
Position 2218: 0.00023669088528379442
Position 1256: 0.00022332758495801017
Position 2915: 0.00021323110646070183
Position 5944: 0.00021224538578815106
Position 4322: 0.00021041021187788412
Position 3343: 0.0001862799067930962
Position 3940: 0.00017614502132267814
Position 3027: 0.00017037919374111038
Position 5893: 0.0001696834121251269
Position 3000: 0.00016935902753826147
Position 1130: 0.00013446600132313566
Position 47: 0.00012687375888772434
Position 4807: 0.00012497607338069503
Position 1660: 0.00012326001958457602
Position 791: 0.00011995612886651184
Position 874: 0.00011834196456051646
Position 3642: 0.00011767836204061505
Position 3004: 0.00011405085079779338
Position 2793: 0.00010135290229548838
Position 3794: 8.919677543627843e-05
Position 3321: 8.002160809026357e-05
Position 3063: 7.10729520084655e-05
Position 1010: 5.982084890344245e-05
Position 196: 4.3676966289081546e-05
Position 3385: 4.145110378445092e-05
Position 3107: 3.7453431977375266e-05
Position 327: 3.7014188644943384e-05
Position 1065: 3.558065221606498e-05
Position 1644: 3.301164779723152e-05
Position 2985: 3.188640934561933e-05
Position 3904: 2.85455002041964e-05
Position 3012: 2.7292809953480125e-05
Position 561: 2.6943430822067965e-05
Position 4518: 2.4300268681286293e-05
Position 3273: 1.7348134013969773e-05
Position 2156: 1.541208981667969e-05
Position 3113: 1.4042549546322565e-05
Position 3207: 1.2583887122199488e-05
Position 513: 1.0345067457399508e-05
Position 1170: 8.929321729273716e-06
Position 967: 8.737471486628173e-06
Position 1672: 7.4384670531279145e-06
Position 456: 6.41701311198355e-06
Position 1203: 6.237927204475194e-06
Position 467: 6.106767189666035e-06
