Gene = MUC13
index = 897
Annotated 5SS: [   91  7217 11222 12552 14515 18432 21187 21638 22645 24334 26602]
Annotated 3SS: [ 6757 11098 12444 14458 18267 21066 21507 22606 24248 26399 28005]
SMsplice 5SS: [   91  7217 12552 21187 24334 26602]
SMsplice 3SS: [ 7147 12444 21066 24248 26399 28005]
top_k =  1000
Partition function (log Z): 0.3992149272924608

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9928140399971034
Position 12552: 0.9927609571913364
Position 24334: 0.9391234323383894
Position 21187: 0.8652261427386956
Position 7217: 0.8038780290010107
Position 17930: 0.6194069064085987
Position 26602: 0.6133820154273784
Position 14515: 0.5835069782185324
Position 21638: 0.36379621558601066
Position 26521: 0.3377874374990198
Position 7019: 0.3134477434251295
Position 18432: 0.2751645977911696
Position 22645: 0.19081036643291635
Position 5216: 0.17501537758914693
Position 26846: 0.1563872369499702
Position 14040: 0.13196566642497978
Position 13767: 0.12776039988314183
Position 1618: 0.11663344586325353
Position 1722: 0.10902958777087869
Position 18168: 0.10453722325363295
Position 11222: 0.08829296062931173
Position 25857: 0.07835619207956773
Position 7278: 0.06252966300513838
Position 17664: 0.06089006527508415
Position 27798: 0.05377673174931432
Position 27850: 0.05030975116003965
Position 22457: 0.04066258591403552
Position 1102: 0.04049776445533559
Position 28089: 0.03821906997854351
Position 1045: 0.028361645048197562
Position 14635: 0.02479987264620663
Position 7282: 0.02427402070009386
Position 7642: 0.022274754239711488
Position 23898: 0.01949144770354055
Position 7627: 0.01729381595495662
Position 4077: 0.017129457972167608
Position 11804: 0.017122663890026785
Position 5301: 0.01604611638003634
Position 5044: 0.01598779267215032
Position 21589: 0.014943683685246144
Position 22636: 0.014241856477967921
Position 9798: 0.012340051932828623
Position 22527: 0.011391331360617384
Position 16397: 0.00996127166462999
Position 23931: 0.009566938259507964
Position 24873: 0.00872872704079236
Position 24699: 0.008007861998915648
Position 14581: 0.008007574494962394
Position 21735: 0.007469374365533127
Position 22140: 0.0069314145305020515
Position 11213: 0.005920964709136287
Position 16303: 0.00532499326611138
Position 21593: 0.0046550996725175575
Position 1522: 0.004352485213443867
Position 17326: 0.004186397183087048
Position 895: 0.003970404212554446
Position 5800: 0.0036413866530190754
Position 12694: 0.0034645632982699933
Position 2658: 0.0034500039452425115
Position 2832: 0.0033052191165200487
Position 9804: 0.0032221144754787058
Position 4800: 0.003183445723260626
Position 14510: 0.002986355695192441
Position 8976: 0.002889246346761694
Position 27912: 0.0028753519211562936
Position 16697: 0.002811694127268789
Position 22194: 0.002713293947928281
Position 14962: 0.0026805371123051055
Position 10238: 0.0026319732839742505
Position 14969: 0.0026313703954276065
Position 14002: 0.0026219558513022666
Position 5364: 0.002111760858627374
Position 17951: 0.0020437669085912294
Position 28161: 0.0020065459004423793
Position 28099: 0.0019926708356659863
Position 3867: 0.0018423831113421308
Position 361: 0.0017052026724939725
Position 1260: 0.0016672576838699454
Position 16791: 0.0015341638198299948
Position 4024: 0.001516270932664828
Position 16751: 0.0014467641315743477
Position 128: 0.0014362761141422165
Position 26606: 0.0014135005036312153
Position 435: 0.0013710965360094497
Position 24695: 0.0013046142464702695
Position 1692: 0.0012147357855823628
Position 27744: 0.0011629296057170696
Position 22607: 0.0011175749254511884
Position 15671: 0.00104960348383307
Position 1731: 0.0009987743693237125
Position 1111: 0.0009827791735636186
Position 2784: 0.0009736627853141022
Position 17159: 0.0009118013155868846
Position 4675: 0.0008883513980903327
Position 14621: 0.0008843124038878893
Position 1072: 0.0008701151045311139
Position 3651: 0.000799858759975594
Position 2969: 0.0007280876664080778
Position 26952: 0.000577657131639976
Position 5138: 0.0005752836015440366
Position 28955: 0.0005714370218820035
Position 22539: 0.0005444102599710601
Position 13367: 0.0005253756485120416
Position 28221: 0.00045499742777452344
Position 12690: 0.00044182296790626845
Position 26985: 0.0004332510755207371
Position 1504: 0.00039344693465273887
Position 27285: 0.0003776788166542078
Position 871: 0.0003701377677876719
Position 26770: 0.0003377237354923835
Position 664: 0.000334264721631164
Position 144: 0.00033080991695849703
Position 876: 0.0003204142383686597
Position 28252: 0.0002728555298552941
Position 28320: 0.0002624007585826761
Position 519: 0.00016677668083535935
Position 26872: 0.00015211808311246707
Position 393: 0.00013303462967696525
Position 12450: 0.00010808487509251033
Position 883: 0.0001024316066688785
Position 1140: 9.620006423727916e-05
Position 443: 9.601712683492318e-05
Position 285: 9.353121892301377e-05
Position 568: 7.02659516136248e-05
Position 562: 6.868949773787097e-05
Position 761: 6.837972871571794e-05
Position 3222: 6.35267835017065e-05
Position 794: 6.026657514477552e-05
Position 2816: 4.939198379740339e-05
Position 1932: 4.471424500614735e-05
Position 81: 4.252548302220884e-05
Position 12726: 3.490508273213092e-05
Position 998: 2.92025717229311e-05
Position 14548: 2.4468151571630047e-05
Position 867: 2.151996037505275e-05
Position 593: 1.6331468571756845e-05
Position 1352: 1.5179899718142198e-05
Position 12556: 1.371790250331178e-05
Position 622: 1.123861769738457e-05
Position 192: 8.413328879199797e-06
Position 955: 7.125674594087468e-06
Position 513: 5.579293825556594e-06
Position 210: 4.8870497914649184e-06
Position 1360: 4.6785304989835125e-06
Position 805: 3.1183558619169677e-06
Position 1299: 3.0064940085687964e-06
Position 1272: 3.0002319092713446e-06
Position 2529: 2.3643662381184795e-06
Position 841: 2.2719824381051452e-06
Position 282: 2.120059939084966e-06
Position 253: 1.6978252882083723e-06
Position 289: 1.5690439383181956e-06
Position 1459: 1.5204395628082905e-06
Position 3657: 1.471822291317246e-06
Position 1002: 1.2805541179343654e-06
Position 1287: 1.1716907398152833e-06
Position 825: 1.1347281761376484e-06
Position 584: 9.752482204900933e-07
Position 2448: 9.739244573037697e-07
Position 989: 9.72516547422035e-07
Position 1201: 8.684613269043772e-07
Position 1794: 8.312708548524272e-07
Position 1594: 8.002074041269253e-07
Position 2263: 6.866060054831078e-07
Position 316: 6.615990966501694e-07
Position 13921: 6.27859065973558e-07
Position 1389: 5.883634720757211e-07
Position 1375: 4.678702086876493e-07
Position 851: 4.1704845174586226e-07
Position 1435: 3.54209452637849e-07
Position 303: 3.371316688453278e-07
Position 668: 3.243217706811208e-07
Position 581: 2.865326034463365e-07
Position 1752: 2.488532486804277e-07
Position 539: 2.4255641783562516e-09
Position 507: 4.48031469382512e-10
